step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
850000,220,4.397,0.145,8.59,14196,8091,29,5973,94,205,410330.0,15201.4,0.017,0.013,0.448,0.511,0.011,12566,63.65,2.75,39.75,8.44,3.52,7.04,0.74,1.21,19.65,3.00,3.52,7.04,0.055,0.110,34,0.218,0.868,0.118,0.000,0.014,11182,7125,3,0.741,0.000
860000,202,4.520,0.175,9.01,27247,9999,12,16698,556,381,410058.9,29670.8,0.013,0.011,0.513,0.457,0.006,7069,63.09,1.94,33.31,9.84,9.41,8.78,0.18,0.79,20.19,3.49,9.28,8.61,0.147,0.137,29,0.396,0.663,0.322,0.000,0.015,23438,18966,3,0.470,0.000
870000,209,4.811,0.177,9.08,33351,10471,4,22145,724,373,409820.3,36991.4,0.012,0.014,0.491,0.478,0.005,5841,62.08,8.39,33.28,12.09,8.83,9.23,0.04,0.32,19.93,4.67,8.69,9.03,0.138,0.144,32,0.402,0.703,0.278,0.000,0.019,28670,23933,2,0.541,0.000
880000,361,3.029,0.117,6.37,35699,11269,9,23234,1035,250,409485.4,35730.9,0.011,0.015,0.451,0.517,0.005,5947,35.38,24.14,17.69,16.97,3.12,6.79,0.04,0.48,14.53,7.76,3.09,6.72,0.049,0.107,50,0.307,0.812,0.152,0.000,0.036,31277,26659,2,0.820,0.000
890000,263,3.523,0.173,7.27,41913,8962,6,31841,1202,466,410820.6,54266.9,0.013,0.011,0.544,0.425,0.007,5622,45.14,25.37,21.24,17.85,7.13,10.07,0.05,0.58,16.72,7.55,6.98,9.83,0.112,0.157,30,0.308,0.696,0.262,0.000,0.042,36983,31320,3,0.357,0.000
900000,222,4.217,0.159,7.58,23224,8968,23,13746,528,158,410173.2,24066.6,0.008,0.013,0.473,0.501,0.005,9224,58.97,10.26,38.27,10.10,3.03,7.37,0.01,0.20,17.65,4.09,3.03,7.37,0.047,0.115,22,0.419,0.874,0.099,0.000,0.027,19127,15439,2,0.851,0.000
910000,318,3.370,0.132,6.61,27401,9581,33,17041,650,206,409476.0,30155.1,0.007,0.012,0.463,0.512,0.006,7187,39.52,23.52,23.89,19.32,1.02,4.45,0.62,1.56,13.99,9.33,1.01,4.45,0.019,0.089,53,0.327,0.896,0.044,0.000,0.060,22901,19070,2,0.953,0.000
920000,308,3.375,0.132,7.39,34452,10303,31,22995,1133,237,409890.1,34756.2,0.016,0.012,0.564,0.404,0.004,5882,41.89,25.45,22.45,18.72,3.94,8.19,0.05,0.30,15.46,9.34,3.92,8.14,0.061,0.128,41,0.334,0.815,0.172,0.000,0.013,29956,25708,2,0.808,0.000
930000,278,3.646,0.150,9.32,30693,9917,33,19957,816,188,409194.5,31501.5,0.009,0.015,0.537,0.436,0.004,5879,45.28,24.34,23.96,17.28,6.37,9.64,0.02,0.36,14.94,6.05,6.35,9.64,0.100,0.151,41,0.335,0.705,0.263,0.000,0.032,26385,21140,3,0.414,0.000
940000,257,3.746,0.138,7.70,28839,9555,28,18620,657,216,409119.5,29938.1,0.013,0.016,0.509,0.458,0.004,6248,50.68,18.47,29.66,17.02,3.74,8.01,0.37,3.19,16.91,6.93,3.74,8.01,0.058,0.125,35,0.521,0.790,0.156,0.000,0.054,24304,19023,2,0.821,0.000
950000,206,4.530,0.183,8.79,31885,9946,39,20918,1033,219,408916.5,33518.2,0.015,0.016,0.548,0.417,0.005,6594,58.19,13.04,29.10,12.18,10.90,10.49,0.04,0.34,18.15,4.50,10.90,10.49,0.170,0.164,15,0.515,0.563,0.417,0.000,0.019,27347,22219,2,0.519,0.068
960000,258,3.698,0.150,8.20,36648,10542,15,24897,1142,343,409300.8,37006.9,0.014,0.015,0.502,0.463,0.006,6258,48.79,21.25,25.17,16.93,6.62,9.84,0.12,1.32,16.88,6.15,6.40,9.63,0.106,0.162,28,0.380,0.725,0.248,0.000,0.027,32105,27212,2,0.690,0.000
970000,206,4.502,0.195,9.29,41552,9117,12,31428,1047,417,409709.5,47697.1,0.016,0.011,0.567,0.399,0.007,4359,60.78,7.44,30.18,10.43,12.20,10.47,0.14,1.69,18.26,2.52,12.09,10.35,0.191,0.164,10,0.568,0.617,0.364,0.000,0.019,36286,29583,3,0.578,0.000
980000,315,3.188,0.126,8.32,26122,10888,38,14457,630,156,409076.0,24232.1,0.008,0.014,0.433,0.540,0.005,7630,36.89,25.11,17.86,17.67,4.56,8.61,0.09,1.03,14.38,8.37,4.50,8.59,0.076,0.148,65,0.270,0.759,0.197,0.000,0.044,22401,18975,2,0.483,0.302
990000,231,4.390,0.161,8.05,28441,9764,22,17951,788,142,409245.1,29698.4,0.014,0.015,0.441,0.521,0.009,6956,59.08,7.74,35.58,10.68,5.55,9.26,0.14,1.97,17.82,5.60,5.55,9.26,0.087,0.145,20,0.498,0.801,0.177,0.000,0.022,24035,20382,2,0.736,0.000
1000000,220,4.298,0.172,8.18,21013,9967,35,10797,225,184,408971.2,22454.0,0.008,0.012,0.459,0.517,0.005,9294,54.30,15.04,28.97,15.56,6.82,9.72,0.38,1.41,18.12,5.49,6.54,9.70,0.109,0.154,29,0.427,0.727,0.250,0.000,0.023,17236,14051,2,0.686,0.000
