step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
860000,327,3.062,0.121,12.34,24760,7725,87,16800,89,488,409754.8,29020.2,0.010,0.084,0.384,0.522,0.000,5833,38.08,20.82,20.45,16.14,4.26,7.54,0.07,0.60,13.30,4.49,3.74,7.61,0.096,0.144,88,0.180,0.694,0.275,0.000,0.031,8856,4632,2,0.217,0.602
870000,298,3.518,0.127,11.87,25263,7296,91,17740,165,1053,409425.0,28303.6,0.020,0.078,0.406,0.496,0.000,6166,44.28,17.99,27.05,15.28,2.77,6.44,0.22,1.64,14.24,4.22,2.61,6.32,0.052,0.118,77,0.299,0.809,0.174,0.000,0.017,9868,5227,4,0.409,0.037
880000,241,4.128,0.137,12.10,14035,7286,142,6590,74,164,408965.3,12556.8,0.008,0.104,0.475,0.413,0.000,11168,54.88,7.04,37.09,8.15,1.83,5.53,0.05,0.34,15.92,2.84,1.83,5.53,0.034,0.097,51,0.278,0.900,0.083,0.000,0.017,3918,1619,3,0.768,0.116
890000,258,3.945,0.128,12.62,20459,7787,107,12391,157,371,409296.0,21344.6,0.010,0.085,0.421,0.484,0.000,7547,53.05,10.63,36.61,9.39,1.44,4.72,0.03,0.44,14.97,3.81,1.44,4.72,0.025,0.081,56,0.388,0.919,0.070,0.000,0.012,7379,3923,6,0.469,0.039
900000,371,2.873,0.110,9.72,35242,7623,74,27224,208,308,409710.6,42878.2,0.011,0.091,0.351,0.548,0.000,5534,32.20,21.41,14.28,15.00,4.23,8.33,0.15,1.10,13.53,5.76,3.87,7.56,0.073,0.142,80,0.202,0.679,0.278,0.000,0.043,14416,8625,5,0.598,0.000
910000,349,3.073,0.133,9.74,30359,6775,62,23398,146,219,409615.8,38720.4,0.010,0.116,0.325,0.549,0.000,6680,36.52,21.19,19.82,15.71,3.55,7.15,0.27,2.38,12.89,4.74,3.55,7.15,0.061,0.123,83,0.158,0.685,0.289,0.000,0.026,11258,6782,4,0.473,0.020
920000,233,4.214,0.145,12.65,26331,7084,59,19256,48,198,409759.1,32278.1,0.012,0.103,0.370,0.514,0.000,8238,54.64,8.29,35.80,8.93,3.22,6.65,0.01,0.20,15.60,3.10,3.22,6.65,0.056,0.115,46,0.202,0.807,0.167,0.000,0.026,8921,4960,3,0.764,0.000
930000,336,3.143,0.121,11.24,22113,7647,114,14140,109,327,409988.6,24684.0,0.006,0.089,0.415,0.491,0.000,7096,37.96,21.02,21.07,16.26,3.56,7.24,0.00,0.00,13.34,4.24,3.51,7.23,0.063,0.129,78,0.158,0.690,0.295,0.000,0.015,7854,3774,5,0.247,0.333
940000,232,4.165,0.139,12.66,25967,6806,82,19099,84,394,410751.9,32575.9,0.007,0.102,0.391,0.500,0.000,7530,55.29,5.28,36.70,8.06,3.07,6.23,0.03,0.40,15.49,2.32,2.99,5.98,0.055,0.107,36,0.504,0.797,0.198,0.000,0.004,8511,3998,3,0.634,0.121
950000,275,3.661,0.128,12.36,18882,6803,128,11817,91,515,410702.7,22133.8,0.006,0.083,0.415,0.496,0.000,7660,46.81,18.17,30.35,14.95,2.32,5.73,0.01,0.13,14.12,4.52,2.05,5.33,0.062,0.159,67,0.175,0.716,0.244,0.000,0.040,5776,2592,4,0.313,0.211
960000,262,3.994,0.134,11.74,18948,7147,148,11596,70,678,410527.0,20839.8,0.005,0.077,0.441,0.476,0.001,7828,49.79,13.06,31.83,12.61,3.14,6.82,0.13,0.55,14.69,4.30,3.02,6.76,0.063,0.138,52,0.336,0.763,0.202,0.000,0.034,5705,2602,3,0.378,0.305
970000,279,3.667,0.127,11.31,27246,7375,102,19369,383,415,410551.8,32396.8,0.008,0.066,0.411,0.515,0.000,6145,44.93,18.86,25.47,15.32,5.14,8.42,0.00,0.00,14.32,4.20,5.11,8.36,0.089,0.145,61,0.237,0.613,0.376,0.000,0.011,9544,4915,5,0.312,0.050
980000,244,3.884,0.143,11.37,24115,7004,101,16780,265,403,410413.3,29517.2,0.006,0.081,0.424,0.489,0.000,6564,53.68,8.96,31.21,11.80,6.21,8.86,0.01,0.19,16.25,2.76,6.21,8.86,0.107,0.153,42,0.291,0.623,0.369,0.000,0.008,7898,4017,2,0.557,0.148
990000,246,3.904,0.127,12.22,18440,6989,111,11155,183,236,410506.5,19792.4,0.006,0.094,0.444,0.456,0.000,7507,54.87,5.47,36.73,7.98,2.42,5.93,0.03,0.17,15.69,2.55,2.42,5.93,0.042,0.102,49,0.211,0.886,0.110,0.000,0.004,5733,2346,3,0.866,0.028
1000000,245,4.094,0.129,11.87,14065,7142,140,6714,70,173,410025.9,13272.2,0.008,0.090,0.467,0.435,0.000,10913,54.30,6.05,36.27,8.07,2.30,6.02,0.01,0.09,15.72,3.56,2.21,5.74,0.042,0.105,58,0.290,0.886,0.094,0.000,0.020,3947,1517,2,0.310,0.592
