step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
860000,214,4.494,0.156,11.00,11949,9021,111,2822,2,103,409138.8,8724.5,0.000,0.529,0.000,0.012,0.459,14947,59.65,3.86,38.60,8.55,4.00,8.29,0.00,0.00,17.06,3.70,3.91,8.10,0.062,0.130,44,0.346,0.860,0.117,0.000,0.023,2828,1827,3,0.734,0.000
870000,225,4.406,0.141,11.17,12264,8143,82,4012,16,125,409877.4,11547.9,0.000,0.540,0.000,0.014,0.446,14568,61.36,3.64,38.04,9.68,5.44,9.18,0.00,0.00,17.89,3.97,5.44,9.18,0.085,0.143,50,0.258,0.831,0.151,0.000,0.018,2899,1553,2,0.742,0.000
880000,209,4.364,0.148,10.88,11567,8121,91,3370,1,155,409703.5,10853.6,0.000,0.522,0.000,0.011,0.467,15599,62.53,2.37,40.33,8.32,3.62,7.93,0.00,0.00,18.58,3.67,3.62,7.93,0.057,0.124,41,0.172,0.871,0.110,0.000,0.019,2632,1350,2,0.608,0.220
890000,216,4.455,0.139,11.29,10985,7930,89,2955,4,100,410330.5,9175.3,0.000,0.522,0.000,0.011,0.467,16577,62.83,3.21,38.92,9.13,4.38,8.55,0.09,0.66,19.44,3.61,4.37,8.52,0.069,0.134,44,0.287,0.870,0.120,0.000,0.009,2494,1065,3,0.731,0.000
900000,223,4.260,0.148,11.64,11205,8349,97,2748,4,105,409897.5,8566.5,0.000,0.514,0.000,0.011,0.475,15356,60.04,3.57,39.04,8.38,3.96,8.21,0.00,0.00,17.04,4.27,3.96,8.21,0.062,0.128,51,0.224,0.852,0.121,0.000,0.027,2563,1454,4,0.655,0.000
910000,216,4.537,0.156,11.21,11451,8455,81,2921,1,94,409454.8,9305.9,0.000,0.523,0.000,0.011,0.466,15345,58.79,9.39,36.64,11.86,4.52,8.56,0.00,0.00,17.63,4.56,4.18,8.36,0.080,0.151,42,0.245,0.847,0.130,0.000,0.023,2532,1320,3,0.417,0.000
920000,214,4.648,0.156,11.07,11152,8090,72,2992,0,105,410294.0,9736.1,0.000,0.511,0.000,0.011,0.478,15709,62.66,2.17,40.81,8.59,3.03,7.91,0.13,1.08,18.70,3.40,2.67,6.98,0.047,0.124,52,0.159,0.902,0.079,0.000,0.019,2411,1282,3,0.738,0.000
930000,216,4.410,0.141,10.77,12720,8398,80,4191,49,120,410258.9,10960.7,0.000,0.509,0.000,0.012,0.479,14348,61.31,2.59,39.11,7.96,3.65,7.98,0.00,0.00,18.56,3.58,3.61,7.89,0.057,0.125,47,0.181,0.852,0.139,0.000,0.009,3184,1875,3,0.796,0.000
940000,241,4.047,0.147,10.36,31013,6138,44,24171,635,431,410457.0,38324.2,0.002,0.497,0.004,0.016,0.481,6971,50.91,20.58,25.46,16.51,8.07,10.26,0.00,0.00,17.39,3.59,7.97,10.14,0.126,0.160,34,0.365,0.693,0.282,0.000,0.025,11605,9175,3,0.390,0.000
950000,217,4.460,0.145,11.19,30958,6579,45,23569,789,470,410010.6,36774.9,0.001,0.496,0.001,0.015,0.487,7909,61.33,2.04,39.23,8.15,3.85,8.31,0.03,0.47,18.22,2.89,3.71,7.98,0.060,0.130,26,0.594,0.857,0.143,0.000,0.000,11464,9128,2,0.820,0.000
960000,200,4.596,0.168,11.74,12134,8455,80,3615,1,142,410296.0,11760.0,0.000,0.547,0.000,0.012,0.441,14060,63.11,2.15,28.52,9.88,15.92,9.90,0.00,0.00,18.67,3.19,15.52,9.27,0.249,0.155,27,0.660,0.550,0.420,0.000,0.030,2693,2009,2,0.745,0.000
970000,216,4.313,0.155,11.23,11576,8621,84,2855,0,131,409361.3,9096.7,0.000,0.521,0.000,0.012,0.467,13741,60.21,3.13,38.73,8.17,4.21,8.44,0.00,0.00,17.28,3.51,4.18,8.39,0.066,0.132,32,0.259,0.861,0.134,0.000,0.005,2760,2098,2,0.801,0.000
980000,226,4.276,0.137,11.20,11112,7550,86,3457,9,142,409409.1,10756.7,0.000,0.505,0.000,0.012,0.482,15176,60.27,3.22,38.88,8.17,3.91,8.18,0.15,2.26,17.32,2.78,3.91,8.18,0.061,0.128,29,0.367,0.854,0.124,0.000,0.022,2556,1747,2,0.814,0.000
990000,220,4.572,0.147,11.21,11874,8471,83,3325,1,123,409376.2,10787.6,0.000,0.500,0.000,0.012,0.487,14199,62.92,3.09,39.78,9.01,4.00,8.24,0.00,0.00,19.14,4.17,4.00,8.24,0.063,0.129,36,0.264,0.868,0.114,0.000,0.018,2823,2066,2,0.809,0.000
1000000,227,4.260,0.137,11.07,11072,8583,88,2392,2,93,409525.5,7612.5,0.000,0.505,0.000,0.012,0.483,15603,60.30,3.95,38.50,8.50,3.93,8.20,0.00,0.00,17.87,4.39,3.90,8.13,0.061,0.128,46,0.366,0.868,0.128,0.000,0.004,2581,1609,2,0.815,0.000
