step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall
49000,815,418,1512,1820,1114,308,0,1572,41,0,11947,83312,9143.459,1151.299,0.2751,329.578,0.021,0.808,0.145,0.025,0.367,0.343,60,0.1960,0.5537,0.088,34.7,59.7,70.8,50.46,0.26,26.75,0.43,23.02,7.36,1.135,0.468,0.016,0.017,15.609,0.449,0.0031,325,1107,487,193,151,3,0.437,442,37,72,706,262,315,238,16.25,87.88,18844,18.9986,66786,38524,121255,107.0,-0.0,895591,8.814,2634796.300,2.23e-14,0.00021,12.67,703,1.878,1.043,0.833,0.003,1.878
50000,815,462,1774,2746,2004,971,1,1732,42,0,13043,88865,10141.619,1492.147,0.2394,711.367,0.026,0.715,0.211,0.048,0.412,0.333,77,0.1697,0.5559,0.124,35.4,66.0,74.0,54.43,0.31,29.34,0.47,24.31,7.54,1.126,0.477,0.027,0.026,16.114,0.551,0.0032,334,1042,362,204,79,3,0.674,472,116,140,559,307,256,252,13.27,70.53,15978,16.0170,66731,39109,121374,55.5,-0.0,898426,9.257,2634796.300,1.94e-14,0.00019,27.47,1101,2.052,1.081,0.968,0.003,2.054
51000,601,350,999,1155,566,156,0,1182,30,1,6756,41763,6755.009,759.427,0.3312,200.034,0.023,0.770,0.171,0.036,0.358,0.340,20,0.2015,0.5476,0.164,32.1,62.5,73.0,50.73,0.32,27.73,0.56,22.12,7.33,1.152,0.471,0.042,0.045,18.039,0.526,0.0031,368,1147,403,152,86,3,0.682,336,5,86,510,100,272,229,16.80,90.04,15894,14.5808,66727,39174,121816,39.5,-0.0,898780,7.009,2634796.300,6.54e-15,0.00007,29.17,481,1.759,1.126,0.631,0.002,1.759
52000,982,417,1421,1850,1212,426,3,1015,24,1,6687,61658,8016.702,766.394,0.2796,298.994,0.016,0.773,0.163,0.047,0.348,0.349,19,0.1295,0.5470,0.133,29.0,55.1,72.7,46.82,0.27,23.15,0.53,22.87,7.14,1.203,0.396,0.044,0.046,13.240,0.481,0.0026,324,1251,309,95,66,3,0.398,535,12,75,895,114,581,287,13.40,71.08,15641,15.8814,66608,40570,122151,68.5,-0.0,897955,6.749,2634796.300,7.78e-15,0.00057,11.84,752,1.807,1.122,0.681,0.004,1.807
53000,562,325,1077,1512,992,435,0,1480,17,0,6800,75495,7123.857,859.860,0.2921,363.245,0.030,0.773,0.147,0.050,0.392,0.341,32,0.2163,0.5551,0.159,36.2,62.0,70.8,51.04,0.34,27.45,0.58,22.67,7.41,1.169,0.462,0.043,0.044,17.373,0.473,0.0034,362,1015,320,91,27,3,0.500,315,7,76,479,132,304,126,16.49,83.73,16979,16.3924,66641,39929,121305,59.7,-0.0,898509,7.672,2634796.300,2.63e-14,0.00015,35.70,604,1.777,1.082,0.694,0.001,1.777
54000,1035,458,1838,2301,1557,462,1,1343,20,2,8870,74924,9814.878,1062.274,0.2877,424.283,0.031,0.726,0.198,0.045,0.369,0.357,29,0.1240,0.5408,0.185,36.3,63.2,72.6,50.13,0.61,23.80,0.61,25.12,7.33,1.196,0.402,0.048,0.047,13.572,0.454,0.0029,307,948,395,203,93,3,0.420,560,156,204,675,156,561,318,11.88,65.83,18010,19.7052,66595,39022,120164,92.3,-0.0,897146,7.697,2634796.300,3.80e-14,0.00033,11.91,929,1.934,1.097,0.833,0.005,1.934
55000,1038,562,2313,3288,2348,971,4,2286,23,1,13762,145381,11734.966,1678.904,0.2702,749.365,0.049,0.757,0.140,0.055,0.403,0.357,42,0.1635,0.5600,0.193,28.8,52.4,70.8,44.27,0.54,20.79,0.77,22.16,7.02,1.207,0.388,0.068,0.066,13.631,0.509,0.0034,313,868,429,228,115,3,0.202,607,350,228,460,188,450,400,11.32,56.61,15564,17.6862,66485,37981,119070,79.0,-0.0,900958,10.953,2634796.300,2.83e-15,0.00010,18.47,1391,2.227,1.045,1.176,0.006,2.227
56000,830,415,1517,1895,1156,374,4,1699,26,0,9791,84432,8191.499,1117.220,0.3026,376.453,0.044,0.768,0.135,0.053,0.367,0.369,35,0.1732,0.5819,0.145,28.8,52.1,70.8,46.08,0.30,23.14,0.30,22.34,7.12,1.148,0.438,0.045,0.045,14.567,0.499,0.0033,338,1118,370,179,94,4,0.200,482,147,55,628,219,371,240,15.97,75.26,15381,15.7830,66460,36197,118585,53.8,-0.0,902256,8.248,2634796.300,8.48e-15,0.00008,25.84,820,1.936,1.096,0.835,0.004,1.936
57000,669,396,1495,1860,1109,365,0,1601,50,5,11216,74514,7950.396,1198.272,0.2927,377.543,0.037,0.752,0.154,0.057,0.347,0.376,68,0.2183,0.5964,0.249,26.3,51.9,70.8,43.28,0.46,23.23,0.31,19.29,6.84,1.203,0.442,0.046,0.046,15.510,0.559,0.0031,292,1068,454,206,154,5,0.196,428,5,40,624,149,302,218,16.17,77.28,14777,14.8129,66333,36465,118207,47.7,-0.0,903950,7.934,2634796.300,2.47e-14,0.00022,6.93,827,1.828,1.050,0.774,0.003,1.828
58000,812,418,1508,1765,961,256,1,1331,32,2,9773,57730,8118.998,1038.616,0.3164,265.537,0.027,0.732,0.179,0.063,0.305,0.372,54,0.1838,0.5792,0.274,29.5,55.4,70.8,48.19,0.42,25.07,0.16,22.55,7.14,1.158,0.467,0.036,0.038,14.980,0.515,0.0030,292,1101,316,215,55,7,0.266,450,6,46,760,216,409,187,15.79,76.87,16018,17.0547,66354,36814,117607,50.6,-0.0,902689,7.055,2634796.300,4.24e-15,0.00014,30.20,776,1.742,1.040,0.698,0.004,1.742
59000,1106,564,2183,2861,1863,678,0,1820,67,2,18900,98046,10845.972,1923.423,0.2979,515.748,0.029,0.725,0.178,0.069,0.335,0.366,75,0.1640,0.5761,0.240,26.1,53.1,70.8,42.69,0.50,21.92,0.31,19.96,6.86,1.253,0.419,0.072,0.076,13.559,0.487,0.0030,274,877,488,254,83,9,0.123,686,32,104,970,243,591,272,12.44,67.90,15463,18.2664,66457,37430,115908,108.0,-0.0,903894,9.086,2634796.300,1.77e-16,0.00004,16.19,1252,2.098,1.116,0.974,0.007,2.098
60000,735,462,1485,1784,1020,299,0,1803,52,1,12748,83758,8769.101,1351.269,0.3181,337.474,0.039,0.726,0.162,0.072,0.353,0.361,28,0.2194,0.5801,0.309,29.5,56.1,72.0,48.24,0.28,26.63,0.37,20.96,7.14,1.155,0.494,0.034,0.039,18.307,0.476,0.0032,350,1067,396,225,107,10,0.207,439,52,76,607,261,278,196,15.91,75.62,16905,18.2639,66478,38612,113707,46.9,-0.0,905314,8.788,2634796.300,4.42e-15,0.00005,15.16,765,1.866,1.000,0.863,0.003,1.868
61000,641,389,1289,1456,774,167,0,1367,14,2,6536,28725,8374.138,723.931,0.2870,254.923,0.028,0.701,0.212,0.059,0.265,0.356,31,0.2760,0.5719,0.253,29.5,58.7,70.8,49.64,0.55,27.13,0.25,21.72,7.33,1.134,0.483,0.050,0.056,18.620,0.509,0.0029,320,1186,439,96,72,11,0.228,395,66,86,489,179,239,223,18.50,98.90,17449,17.4939,66583,38140,112809,44.4,-0.0,905998,8.324,2634796.300,5.30e-15,0.00000,36.46,572,1.776,1.054,0.720,0.002,1.776
62000,874,387,1501,1887,1227,384,2,1221,44,3,11683,67984,7663.978,1231.186,0.3093,327.783,0.027,0.761,0.154,0.059,0.349,0.364,28,0.1496,0.5759,0.254,25.4,51.5,72.5,43.80,0.41,21.87,1.33,20.18,7.03,1.204,0.421,0.054,0.064,13.880,0.437,0.0028,300,1339,452,246,121,13,0.183,542,57,47,770,346,377,151,13.25,82.75,17059,16.0609,66495,39063,113622,85.0,-0.0,905420,6.833,2634796.300,1.73e-14,0.00008,13.00,847,1.772,1.010,0.757,0.005,1.772
63000,696,412,1443,2012,1364,568,1,1574,46,1,11239,80297,8337.886,1303.877,0.2946,476.093,0.044,0.732,0.164,0.060,0.401,0.329,39,0.1965,0.5772,0.281,30.0,58.5,73.1,50.67,0.17,27.83,0.31,22.37,7.36,1.121,0.511,0.011,0.014,16.742,0.545,0.0032,304,987,530,344,135,10,0.307,406,2,82,612,117,283,296,13.93,79.38,14958,14.2077,66412,39806,114385,64.5,-0.0,907149,7.954,2634796.300,1.77e-15,0.00077,29.99,838,1.919,1.062,0.855,0.003,1.919
64000,593,297,1027,1252,768,223,2,1121,8,1,4431,29577,6260.890,612.187,0.3286,248.145,0.031,0.668,0.239,0.061,0.315,0.342,22,0.1970,0.5682,0.280,25.7,58.4,70.8,48.99,0.20,24.59,0.78,23.41,7.18,1.154,0.454,0.029,0.030,16.532,0.491,0.0031,348,1252,448,46,127,10,0.216,341,5,77,511,66,330,197,13.83,91.60,15878,14.7466,66417,39877,114499,32.5,-0.0,906603,6.279,2634796.300,6.72e-15,0.00010,25.46,546,1.511,0.955,0.554,0.002,1.511
65000,682,392,1482,1762,1039,278,2,1357,36,0,7850,53955,7754.508,908.990,0.3213,278.451,0.033,0.706,0.177,0.084,0.335,0.365,43,0.1937,0.5858,0.285,28.4,51.0,70.8,46.16,0.47,24.19,0.56,20.94,7.05,1.172,0.469,0.050,0.053,16.253,0.540,0.0030,283,931,342,161,104,9,0.255,383,21,90,571,123,410,149,12.26,69.08,17351,17.4919,66325,40474,114271,49.8,-0.0,905107,6.945,2634796.300,5.13e-15,0.00005,11.33,746,1.703,0.994,0.706,0.003,1.703
66000,1011,413,1955,2398,1524,443,0,1588,38,0,11377,64422,8846.886,1174.721,0.2848,364.570,0.022,0.707,0.189,0.082,0.337,0.355,39,0.1554,0.6027,0.157,27.5,46.2,70.6,39.91,0.34,20.00,0.84,18.73,6.53,1.242,0.414,0.051,0.051,12.683,0.432,0.0031,269,960,289,195,116,8,0.429,576,174,246,591,152,411,448,13.11,63.84,19077,19.8117,66337,38724,114032,72.2,-0.0,902847,7.567,2634796.300,2.21e-14,0.00016,33.72,1071,1.887,1.031,0.849,0.007,1.888
67000,1218,580,3044,3941,2649,894,3,2738,99,0,22932,186343,11736.565,2316.600,0.2871,670.778,0.020,0.757,0.150,0.073,0.415,0.352,133,0.1634,0.6372,0.202,21.3,44.4,68.1,37.27,0.20,18.50,0.82,17.74,6.37,1.256,0.413,0.021,0.025,12.028,0.513,0.0033,255,714,297,403,95,9,0.371,685,264,259,695,212,546,460,12.56,54.96,16611,18.3105,66227,37424,113884,92.0,-0.0,905102,10.445,2634796.300,1.24e-14,0.00000,9.25,1937,2.355,1.010,1.335,0.010,2.355
68000,653,387,1435,1720,1016,281,4,1959,40,1,8595,78357,7907.000,987.419,0.3119,317.210,0.027,0.732,0.161,0.081,0.363,0.356,39,0.2573,0.6263,0.272,24.3,46.0,70.6,41.32,0.26,22.21,0.52,18.34,6.71,1.220,0.459,0.040,0.040,15.785,0.496,0.0034,326,1004,354,168,68,9,0.257,392,199,84,370,111,279,263,15.69,86.03,15414,14.5600,66099,36709,113702,49.5,-0.0,908002,8.728,2634796.300,2.12e-14,0.00000,20.48,752,1.966,1.093,0.870,0.003,1.966
69000,667,313,1099,1284,722,181,4,1066,19,0,5134,39573,6354.963,698.680,0.3738,218.889,0.025,0.732,0.159,0.084,0.288,0.374,32,0.2006,0.6039,0.228,25.7,45.2,70.8,44.23,0.49,24.33,0.77,18.64,6.93,1.157,0.505,0.042,0.039,16.583,0.406,0.0028,299,1247,342,95,121,8,0.340,384,8,58,601,97,383,187,19.35,104.37,16329,15.1539,66101,36004,113920,40.3,-0.0,906620,5.736,2634796.300,1.24e-15,0.00012,23.82,601,1.537,0.959,0.575,0.003,1.537
70000,940,520,2124,3707,2914,1575,8,1799,51,1,11721,133163,10024.617,2088.976,0.3343,1109.374,0.028,0.738,0.138,0.096,0.413,0.333,42,0.1781,0.6182,0.210,20.7,43.6,70.8,36.35,0.67,17.04,0.96,17.68,6.44,1.291,0.377,0.068,0.068,13.595,0.511,0.0028,278,767,489,221,126,8,0.190,578,10,31,899,187,535,218,9.74,70.10,15075,16.5158,66042,37176,113114,78.8,-0.0,908228,8.543,2634796.300,1.77e-14,0.00014,7.77,1709,2.137,1.057,1.072,0.008,2.140
71000,1167,538,2059,2480,1511,413,8,1779,51,2,12571,104080,9723.861,1491.929,0.3463,403.702,0.024,0.712,0.160,0.104,0.342,0.393,106,0.1443,0.6391,0.257,22.1,45.1,70.8,42.61,0.36,22.57,0.92,18.75,6.78,1.155,0.477,0.069,0.073,13.251,0.500,0.0028,277,972,501,242,141,8,0.344,707,47,143,977,350,466,351,13.99,67.76,16495,19.2185,66145,37615,111570,90.9,-0.0,907395,8.239,2634796.300,1.06e-15,0.00001,33.11,1130,2.199,1.124,1.066,0.009,2.200
72000,790,448,1706,2061,1195,349,6,2042,39,2,10994,58400,9654.244,1170.339,0.2738,417.755,0.019,0.716,0.193,0.072,0.272,0.372,100,0.2915,0.6167,0.228,22.9,46.1,70.8,43.50,0.49,23.24,0.53,19.25,6.96,1.160,0.476,0.068,0.072,15.302,0.523,0.0031,311,1020,379,230,123,10,0.308,491,50,106,634,258,338,194,16.52,80.41,16338,17.6635,66231,38080,109539,48.4,-0.0,910642,10.092,2634796.300,8.84e-15,0.00006,16.62,848,2.216,1.186,1.025,0.004,2.216
73000,650,363,1387,2222,1676,827,8,1515,11,1,5438,73052,7392.594,981.831,0.2754,607.437,0.024,0.704,0.186,0.086,0.421,0.344,18,0.1786,0.6352,0.245,20.7,42.3,70.6,40.43,0.70,18.72,0.53,20.48,6.84,1.187,0.414,0.028,0.031,16.163,0.534,0.0030,321,1074,397,173,99,9,0.362,374,126,87,437,205,197,248,11.41,82.10,17482,16.9510,66189,38961,108533,60.3,-0.0,911025,7.201,2634796.300,2.83e-15,0.00046,18.56,1009,1.904,1.124,0.777,0.003,1.904
74000,831,490,2144,2883,1911,733,6,1904,57,2,11180,78753,10190.542,1377.521,0.2651,636.541,0.038,0.671,0.212,0.079,0.339,0.354,114,0.2280,0.6426,0.194,20.7,44.4,70.8,43.09,0.45,23.87,0.37,18.39,6.97,1.133,0.515,0.046,0.047,15.378,0.581,0.0030,266,772,433,268,108,7,0.394,430,30,73,728,373,220,238,13.51,76.19,14732,15.7247,66208,38611,109072,86.8,0.0,912514,8.793,2634796.300,1.94e-14,0.00014,35.96,1216,2.130,1.161,0.965,0.004,2.130
75000,395,263,914,1130,676,212,4,1338,10,2,4286,58360,5326.643,640.808,0.3174,300.723,0.036,0.744,0.141,0.079,0.385,0.338,21,0.3194,0.6474,0.164,20.7,41.1,69.6,36.49,0.25,19.58,0.14,16.52,6.76,1.282,0.435,0.010,0.015,17.377,0.582,0.0031,366,1143,446,199,149,8,0.334,216,7,49,339,80,250,65,16.30,90.12,14476,12.1170,66091,39924,109207,32.1,-0.0,914530,6.551,2634796.300,2.79e-14,0.00048,12.11,484,1.655,1.103,0.550,0.001,1.655
76000,693,329,1271,1727,1159,450,6,957,15,1,4283,41434,6458.919,606.463,0.2286,361.678,0.042,0.659,0.213,0.086,0.334,0.359,32,0.1588,0.6522,0.221,20.7,44.2,68.3,42.45,0.28,22.27,0.04,19.86,7.00,1.094,0.491,0.006,0.006,15.338,0.518,0.0025,267,1151,362,151,173,6,0.540,362,11,76,606,88,364,241,14.53,73.86,16406,16.2674,66027,40338,109876,64.8,-0.0,910808,4.819,2634796.300,1.45e-14,0.00006,31.62,750,1.577,1.059,0.516,0.003,1.577
77000,669,383,1553,1942,1246,379,10,1565,12,0,5408,55065,8105.843,707.932,0.2364,388.324,0.029,0.673,0.220,0.079,0.328,0.352,37,0.2358,0.6232,0.265,20.7,49.4,74.7,43.40,1.77,21.65,0.10,19.89,7.16,1.211,0.426,0.060,0.054,14.815,0.562,0.0031,283,821,321,180,128,4,0.263,365,9,70,590,95,358,216,11.34,68.05,17731,17.9141,66032,39684,109747,57.1,-0.0,909776,7.698,2634796.300,2.79e-14,0.00023,20.50,807,1.859,1.138,0.719,0.002,1.859
78000,1228,485,2308,2865,1873,532,25,1719,25,5,9649,113186,9602.052,1073.969,0.2559,456.658,0.035,0.701,0.155,0.109,0.407,0.346,210,0.1228,0.6484,0.195,19.7,37.1,64.2,36.66,0.80,18.64,0.13,17.09,6.76,1.172,0.464,0.026,0.024,9.949,0.420,0.0028,282,896,385,432,148,4,0.301,626,318,336,574,242,686,300,10.69,55.97,19191,20.5137,65916,39193,109787,111.0,-0.0,907407,7.933,2634796.300,8.84e-16,0.00008,11.73,1233,2.046,1.167,0.872,0.007,2.046
79000,785,470,2767,3904,2762,1130,7,3091,118,1,21924,207882,12055.747,2049.756,0.2266,807.698,0.029,0.749,0.125,0.097,0.446,0.305,260,0.2929,0.6737,0.184,20.7,44.9,70.3,44.32,0.93,23.43,0.12,19.83,7.16,1.126,0.498,0.028,0.022,13.898,0.562,0.0036,248,745,348,719,154,4,0.490,431,102,142,541,142,329,314,14.42,62.97,15134,16.3962,65890,37054,109363,70.0,0.0,912569,11.765,2634796.300,1.27e-14,0.00004,31.48,1578,2.407,1.137,1.266,0.004,2.407
80000,796,330,1389,1655,971,249,17,1360,18,0,6330,65375,6735.328,671.097,0.2485,277.781,0.026,0.742,0.128,0.104,0.364,0.349,31,0.1763,0.6563,0.181,18.3,40.7,70.8,36.15,1.92,17.84,0.23,16.17,6.82,1.233,0.417,0.069,0.039,12.072,0.432,0.0028,314,1105,318,297,163,4,0.389,479,261,39,496,209,315,272,14.32,73.33,15125,14.3708,65768,36375,109197,65.2,-0.0,913126,6.501,2634796.300,5.13e-15,0.00005,7.81,763,1.629,1.004,0.621,0.004,1.631
81000,601,333,1417,1676,962,255,4,1576,33,3,8436,90972,7025.763,946.786,0.2998,314.517,0.038,0.728,0.129,0.105,0.379,0.354,66,0.2371,0.6617,0.118,20.7,43.1,59.6,38.99,2.29,19.94,0.43,16.33,6.77,1.098,0.466,0.075,0.047,14.186,0.481,0.0031,281,944,280,430,99,5,0.336,364,13,46,542,151,275,175,15.99,73.17,14769,14.0020,65664,36576,108985,36.8,-0.0,914240,6.901,2634796.300,1.94e-14,0.00040,22.95,720,1.755,1.069,0.684,0.002,1.756
82000,800,462,1837,2304,1441,457,10,1594,39,5,9947,101274,8823.659,1080.009,0.2826,377.332,0.023,0.705,0.169,0.103,0.376,0.335,61,0.2069,0.6544,0.115,20.7,43.1,64.1,39.84,1.78,20.29,0.27,17.50,6.87,1.097,0.471,0.062,0.036,14.498,0.562,0.0027,248,866,302,253,85,5,0.386,499,3,63,734,147,426,227,11.51,62.73,14377,15.7524,65750,36714,107965,58.3,-0.0,914715,7.403,2634796.300,1.59e-14,0.00018,22.90,992,1.940,1.124,0.812,0.004,1.940
83000,764,436,1802,2188,1316,375,11,1792,46,0,10321,102381,8412.715,1198.468,0.3240,362.461,0.024,0.714,0.152,0.110,0.383,0.341,89,0.2256,0.6669,0.155,20.4,42.0,63.0,38.23,1.54,20.23,0.23,16.23,6.81,1.125,0.485,0.084,0.065,13.551,0.556,0.0029,285,951,316,459,100,6,0.331,462,41,109,614,187,372,205,12.21,67.66,14939,16.2025,65771,38132,105748,51.0,-0.0,916695,8.182,2634796.300,1.24e-14,0.00000,9.34,890,1.961,1.122,0.835,0.004,1.961
84000,874,418,1768,2024,1176,252,4,1613,45,0,10301,82867,8193.590,1046.639,0.2831,317.494,0.021,0.718,0.155,0.106,0.385,0.333,118,0.1798,0.6554,0.153,20.7,44.2,68.1,42.77,0.98,22.15,0.57,19.07,6.91,1.062,0.490,0.078,0.057,13.069,0.519,0.0030,267,1038,331,446,127,6,0.277,486,19,87,768,244,258,372,13.64,62.15,16816,18.1799,65873,38095,104217,49.4,-0.0,915882,7.377,2634796.300,9.01e-15,0.00005,36.11,797,1.855,1.067,0.784,0.004,1.855
85000,749,332,1831,2291,1515,456,4,1895,59,2,13367,77961,8170.837,1201.883,0.2427,390.819,0.025,0.697,0.185,0.093,0.382,0.314,92,0.2245,0.6432,0.186,19.2,40.1,60.2,41.65,1.17,21.89,0.84,17.75,6.96,0.978,0.536,0.081,0.076,12.152,0.478,0.0034,282,913,246,421,73,6,0.282,469,96,79,574,261,319,169,14.22,67.00,16712,16.5030,65890,38477,103947,51.4,-0.0,916908,8.313,2634796.300,1.33e-14,0.00015,16.98,933,2.014,1.134,0.877,0.003,2.014
86000,637,295,1903,2685,1896,771,11,1965,50,0,9228,65877,7900.087,1093.994,0.2477,522.641,0.041,0.641,0.233,0.085,0.388,0.300,52,0.2405,0.6587,0.174,24.0,42.9,70.4,42.98,1.50,21.65,0.28,19.56,7.02,1.019,0.487,0.075,0.074,12.640,0.499,0.0038,237,833,284,329,92,6,0.217,390,63,42,532,248,191,198,12.44,64.86,14615,13.6545,65792,39482,104650,48.4,-0.0,918719,7.633,2634796.300,2.12e-15,0.00012,21.43,1277,1.974,1.081,0.890,0.003,1.974
87000,687,238,1483,1919,1230,432,4,1409,24,0,8609,62901,6391.757,921.057,0.2772,324.397,0.031,0.710,0.191,0.068,0.412,0.294,65,0.1769,0.6351,0.195,25.3,39.2,58.2,41.04,1.55,20.33,0.22,18.95,6.77,0.936,0.526,0.106,0.098,10.368,0.443,0.0035,287,860,252,325,62,6,0.277,390,4,56,627,47,451,189,14.08,68.44,13840,12.9210,65795,39410,104555,65.9,-0.0,919679,6.108,2634796.300,1.57e-14,0.00108,34.08,766,1.845,1.203,0.639,0.003,1.845
88000,459,232,1099,1283,692,182,2,1294,32,1,6573,53212,5185.514,660.675,0.2687,219.099,0.037,0.710,0.167,0.086,0.392,0.306,43,0.2484,0.6634,0.182,26.4,43.5,60.8,41.75,1.70,21.11,0.37,18.57,6.88,1.035,0.512,0.087,0.072,13.070,0.488,0.0035,259,780,193,301,81,7,0.259,268,2,85,372,85,220,154,14.71,72.44,15245,13.6791,65694,40528,104691,29.9,-0.0,918689,5.273,2634796.300,1.80e-14,0.00000,10.34,560,1.725,1.186,0.537,0.001,1.725
89000,773,372,1619,1930,1137,305,6,1275,29,1,8372,49230,7656.368,811.400,0.2577,272.010,0.042,0.665,0.218,0.075,0.327,0.322,47,0.1935,0.6368,0.192,25.2,42.4,61.1,42.51,0.76,22.04,1.00,18.70,6.94,0.997,0.529,0.067,0.058,12.824,0.546,0.0029,238,804,211,298,49,7,0.220,446,35,143,595,142,397,234,13.79,64.77,17289,17.9394,65675,39885,104750,59.0,-0.0,915466,6.120,2634796.300,1.52e-14,0.00000,32.05,860,1.817,1.136,0.677,0.004,1.817
90000,781,394,2563,3631,2653,1057,11,2485,67,3,17928,121069,10484.748,1738.692,0.2276,718.807,0.059,0.677,0.182,0.082,0.430,0.286,105,0.2432,0.6549,0.245,23.2,42.2,61.9,38.46,2.28,18.89,0.21,17.08,6.79,1.120,0.468,0.154,0.146,12.994,0.488,0.0036,250,703,206,930,31,9,0.328,475,229,163,389,151,332,298,13.83,65.82,15743,17.0629,65653,38394,103998,65.1,-0.0,917654,9.579,2634796.300,1.06e-14,0.00003,15.85,1481,2.206,1.118,1.084,0.004,2.208
91000,708,431,1690,2069,1358,366,13,1739,24,0,7346,100323,7989.838,974.753,0.3112,403.185,0.063,0.677,0.147,0.114,0.412,0.326,42,0.2086,0.6554,0.138,26.3,42.4,57.5,38.47,1.00,19.77,0.09,17.61,6.75,1.128,0.477,0.075,0.076,14.682,0.593,0.0030,281,902,297,599,110,9,0.285,397,166,119,423,129,287,292,12.75,65.64,15520,15.6162,65495,37536,103516,49.3,-0.0,918573,7.536,2634796.300,1.22e-14,0.00064,12.95,907,1.907,1.129,0.774,0.003,1.907
92000,825,353,1469,1626,870,150,7,1328,23,1,6445,53381,7106.228,735.116,0.3013,249.657,0.041,0.703,0.169,0.087,0.322,0.334,39,0.2031,0.6567,0.150,20.5,42.3,58.2,37.74,1.95,19.47,0.19,16.14,6.79,1.105,0.485,0.114,0.104,11.900,0.448,0.0028,286,1213,342,339,134,9,0.472,462,176,116,533,258,315,252,15.05,74.27,15591,15.0872,65474,36050,104171,41.6,-0.0,917850,6.661,2634796.300,8.13e-15,0.00002,29.72,633,1.771,1.146,0.622,0.003,1.771
93000,866,390,1923,3838,3220,1884,31,1829,52,1,10053,102633,8834.817,1750.663,0.2632,1089.189,0.075,0.661,0.148,0.115,0.420,0.318,69,0.1634,0.6536,0.222,25.8,42.5,57.2,41.52,1.59,12.43,0.73,26.77,6.99,1.045,0.303,0.084,0.077,12.933,0.498,0.0032,256,758,275,595,77,8,0.452,490,1,51,814,234,433,199,9.58,63.22,13061,13.5349,65377,36472,104058,172.0,-0.0,920103,7.435,2634796.300,2.23e-14,0.00007,7.39,1693,1.990,1.091,0.894,0.005,1.990
94000,845,334,1407,1670,915,260,3,1409,17,2,6108,73646,7017.991,902.721,0.3510,366.691,0.041,0.695,0.175,0.090,0.373,0.334,32,0.1592,0.6302,0.158,25.1,43.5,62.5,42.03,1.78,20.85,0.24,19.16,6.97,1.095,0.482,0.109,0.101,12.585,0.383,0.0031,333,914,315,413,71,8,0.370,481,3,77,765,110,479,256,14.32,80.66,15079,16.0776,65387,37284,102991,66.1,-0.0,919286,6.648,2634796.300,9.54e-15,0.00005,25.94,696,1.799,1.130,0.665,0.003,1.799
95000,635,356,2144,2742,1800,584,14,2283,71,0,15581,102637,9281.038,1735.104,0.2935,591.926,0.046,0.695,0.179,0.080,0.357,0.327,108,0.3289,0.6414,0.207,22.0,41.4,57.9,37.97,1.16,19.27,0.29,17.25,6.77,1.127,0.484,0.088,0.079,12.654,0.569,0.0034,262,797,339,789,113,6,0.337,406,26,56,553,211,277,147,13.69,68.64,14324,15.6377,65538,37577,100952,62.7,-0.0,922876,9.453,2634796.300,7.42e-15,0.00005,22.75,1032,2.166,1.187,0.976,0.003,2.166
96000,612,270,1037,1162,564,122,3,1031,29,0,5746,30698,5245.960,622.956,0.2916,204.004,0.053,0.660,0.205,0.082,0.313,0.359,85,0.1725,0.6428,0.227,27.4,44.5,62.4,44.16,1.31,22.61,0.38,19.87,7.02,1.027,0.518,0.082,0.085,13.561,0.422,0.0030,297,1202,321,311,114,6,0.327,341,12,85,515,196,217,199,16.36,84.99,19034,18.3170,65515,38717,99901,47.3,0.0,919103,4.709,2634796.300,1.36e-14,0.00030,11.79,461,1.556,1.088,0.466,0.002,1.556
97000,891,448,3361,5654,4669,2292,1,2968,112,2,21492,122667,12194.708,2748.574,0.2395,1461.666,0.040,0.610,0.204,0.146,0.398,0.316,183,0.2172,0.6479,0.251,27.2,43.5,61.4,41.75,2.39,20.26,0.36,18.73,6.83,1.017,0.482,0.193,0.190,11.723,0.602,0.0040,223,548,306,500,87,7,0.379,549,70,123,698,270,383,238,11.03,57.21,14658,16.4982,65580,38362,100356,91.1,-0.0,922330,10.570,2634796.300,1.08e-14,0.00022,37.87,2454,2.433,1.137,1.292,0.004,2.433
98000,382,229,882,1210,793,328,0,1362,28,1,6743,56833,4724.791,707.190,0.2455,293.374,0.042,0.693,0.201,0.065,0.450,0.278,31,0.2573,0.6266,0.223,29.4,44.1,56.3,42.50,1.68,22.98,0.36,17.49,6.87,1.012,0.537,0.128,0.131,14.540,0.524,0.0038,349,938,250,131,51,5,0.476,216,35,29,318,154,101,127,12.67,78.66,14934,12.2997,65516,39121,100698,26.5,-0.0,923308,5.794,2634796.300,6.72e-15,0.00031,16.14,434,1.635,1.126,0.508,0.001,1.635
