step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
91000,6522,2190,27162,47754,40144,20090,502,16955,867,16,99317,1483024,17711.485,5221.703,0.3096,3300.188,0.042,0.695,0.190,0.072,0.381,0.400,721,0.1721,0.8037,0.183,9.9,17.6,66.8,28.81,0.57,8.03,1.27,18.93,7.99,1.066,0.329,0.013,0.015,8.782,0.431,0.0032,131,521,1358,5509,384,12,0.394,2901,640,892,4990,519,1425,4578,10.28,54.32,5560,11.4696,67270,2040,61225,638.4,-0.0,1069709,11.376,2631075.518,1.24e-14,0.00006,12.95,13584,15.447,1.441,13.870,0.136,15.448,3022,2115,1385,0.6153,0.778,0.995,1.631,1.081,0.898,1.293,5428.136,2761.878,12454.507,5411.145,3146.021,937.541,587.810,396.164,0.529,0.311,0.296,0.558,0.099,0.234,1958,8857,0.3721,1.0000,1.0000,0.0482,1.0000,1.0000,0.6993,1.1574,1.1709,0.0227,0.0106,0.0213,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271,257,0.9999,0.9784,0.9384,0.9992,0.0292,0.0415,0.0905,0.0925,0.0973,0.4852,0.5371,0.6082,5.0486,5.4803,5.2274,0.0787
92000,5612,1860,24978,41362,33577,15891,493,16082,1072,12,108048,1319542,14933.512,4910.591,0.3193,2754.234,0.038,0.696,0.196,0.070,0.361,0.403,970,0.2025,0.8141,0.175,9.9,17.1,59.1,25.25,0.25,9.28,0.83,14.89,7.97,1.065,0.375,0.010,0.012,8.324,0.432,0.0032,131,508,1263,5082,326,13,0.410,2710,514,726,4372,328,787,4497,12.26,61.53,5211,9.3701,67261,1870,61096,420.6,-0.0,1071939,10.500,2631075.518,1.84e-14,0.00000,29.72,11094,13.491,1.426,11.962,0.104,13.492,2150,2199,1263,0.6172,0.778,0.995,1.656,1.111,0.900,1.275,5362.118,2367.800,9728.740,5343.761,2615.245,1067.481,709.830,379.046,0.508,0.301,0.282,0.541,0.097,0.081,1967,8560,0.3957,0.9996,0.9999,0.0466,1.0000,1.0000,0.7880,1.1260,1.1812,0.0079,0.0095,0.0155,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265,162,1.0000,0.9757,0.9431,0.9994,0.0270,0.0387,0.0895,0.0906,0.0935,0.4916,0.5261,0.5978,4.8900,5.4634,5.1190,0.0810
93000,6188,2008,23708,38496,31176,14300,488,15893,1129,17,120837,1265491,14600.569,4458.627,0.2979,2208.443,0.037,0.703,0.195,0.066,0.357,0.404,1162,0.1791,0.8228,0.163,9.8,21.6,65.7,30.01,0.29,8.87,0.93,19.93,7.92,1.098,0.332,0.014,0.018,8.492,0.423,0.0033,131,493,1175,6577,371,14,0.386,3044,61,947,5180,836,1015,4337,11.60,56.86,5059,9.6627,67181,1974,61228,574.7,-0.0,1072008,9.745,2631075.518,7.96e-15,0.00014,7.39,10793,12.746,1.426,11.178,0.143,12.746,2651,2180,1357,0.5920,0.778,0.999,1.692,1.141,0.924,1.293,5184.842,2350.718,9020.000,5168.929,2620.083,960.511,894.657,395.017,0.522,0.300,0.269,0.542,0.096,0.074,1954,5900,0.3818,1.0000,0.9999,0.0494,1.0000,1.0000,0.6765,1.1549,1.1842,0.0062,0.0179,0.0114,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264,193,0.9999,0.9609,0.9432,0.9991,0.0260,0.0349,0.0922,0.0925,0.0924,0.5067,0.5536,0.5959,4.9530,5.5117,5.1969,0.0756
94000,5469,2208,24439,38525,30688,13682,404,18035,1299,15,133253,1441709,15131.135,5124.900,0.3215,2447.721,0.039,0.705,0.190,0.066,0.369,0.408,1127,0.2080,0.8058,0.173,8.5,17.1,59.7,23.48,0.45,8.82,1.13,13.09,7.90,1.138,0.359,0.016,0.020,8.818,0.468,0.0035,145,514,1069,7907,355,15,0.228,3092,24,648,4797,334,704,4431,11.75,54.48,4957,9.2053,67217,2031,60744,385.3,-0.0,1073983,11.116,2631075.518,4.96e-15,0.00007,25.94,11689,14.312,1.430,12.742,0.141,14.313,1868,2235,1366,0.5533,0.778,1.000,1.762,1.265,0.939,1.292,5634.967,2515.479,9096.387,5621.079,2861.389,1150.298,1014.989,511.892,0.513,0.326,0.286,0.541,0.104,0.110,1920,5597,0.5056,1.0000,1.0000,0.0512,1.0000,1.0000,0.8311,1.2104,1.1408,0.0144,0.0264,0.0206,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264,212,0.9999,0.9749,0.9358,0.9992,0.0253,0.0326,0.0937,0.0939,0.0938,0.5203,0.5559,0.5893,4.7757,5.6894,5.2783,0.0864
95000,6927,2422,25859,35800,27224,9557,384,17600,1524,13,139174,1466865,15052.831,4526.717,0.3219,1727.014,0.036,0.723,0.178,0.063,0.365,0.410,1443,0.1711,0.8210,0.163,9.0,17.4,62.0,24.64,0.45,9.18,0.84,14.17,8.07,1.095,0.366,0.020,0.023,8.110,0.426,0.0034,136,520,1105,8388,264,14,0.263,3500,122,1143,5662,417,1064,5446,11.31,53.32,7920,12.4353,67375,2063,60938,448.4,-0.0,1071046,10.547,2631075.518,2.65e-15,0.00016,22.75,11893,14.450,1.443,12.816,0.191,14.451,2656,2705,1566,0.6034,0.778,0.999,1.733,1.145,0.930,1.295,6111.826,2646.044,7666.362,6089.216,3024.267,1134.137,1114.806,550.759,0.503,0.330,0.290,0.430,0.098,0.139,2112,5040,0.4898,0.9998,1.0000,0.0551,1.0000,1.0000,0.7982,1.1948,1.1679,0.0117,0.0293,0.0206,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259,224,1.0000,0.9777,0.9458,0.9993,0.0238,0.0352,0.0912,0.0941,0.0945,0.4972,0.5502,0.5990,4.9237,5.6914,5.2816,0.0801
96000,7244,2657,32123,63921,54522,31227,571,19316,1785,19,169821,1811680,20572.977,7774.201,0.3177,4402.197,0.035,0.701,0.194,0.070,0.390,0.397,1397,0.1755,0.8006,0.155,9.0,21.0,73.4,29.49,0.51,8.51,1.07,19.40,7.89,1.128,0.316,0.023,0.031,9.158,0.445,0.0031,132,480,1179,10144,346,16,0.195,3772,126,902,6216,847,1173,5224,10.00,47.92,5221,12.1867,67384,2250,61027,748.1,-0.0,1073281,12.152,2631075.518,9.56e-15,0.00005,11.79,18040,18.150,1.439,16.445,0.266,18.150,2852,2653,1739,0.5395,0.778,1.000,1.747,1.216,0.943,1.265,6206.342,2864.452,15544.634,6186.206,3244.333,1579.311,1254.828,537.865,0.547,0.331,0.289,0.644,0.101,0.115,2019,10384,0.3261,1.0000,1.0000,0.0353,0.9999,1.0000,0.6624,1.2306,1.1670,0.0131,0.0239,0.0239,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265,302,0.9998,0.9756,0.9451,0.9998,0.0216,0.0311,0.0962,0.0958,0.0951,0.5207,0.5718,0.5852,4.7321,5.5931,5.3932,0.0784
97000,7269,2685,25759,36088,27175,9954,375,18513,1635,10,148825,1695988,15883.827,5105.858,0.3446,1900.204,0.037,0.720,0.168,0.075,0.385,0.402,1168,0.1669,0.8142,0.152,8.8,19.0,66.3,25.32,0.52,9.27,1.22,14.30,7.76,1.146,0.341,0.022,0.027,9.024,0.452,0.0032,146,570,1155,9099,324,16,0.253,3879,221,986,6062,573,965,5731,10.50,51.17,7774,11.8296,67456,2365,61242,447.9,-0.0,1071964,11.699,2631075.518,1.96e-14,0.00001,37.87,12008,15.690,1.418,14.045,0.227,15.690,2540,2801,1928,0.5229,0.778,1.000,1.772,1.257,0.943,1.295,6592.242,3290.229,7432.230,6577.044,3774.756,1327.628,1153.190,724.837,0.498,0.371,0.312,0.453,0.119,0.141,2059,5237,0.4159,0.9997,1.0000,0.0594,1.0000,0.9999,0.7753,1.2034,1.1864,0.0181,0.0277,0.0179,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268,339,1.0000,0.9712,0.9461,0.9987,0.0232,0.0302,0.0940,0.0967,0.0971,0.5130,0.6014,0.5986,4.7994,5.5361,5.1948,0.0846
98000,7646,3358,27941,44671,35641,16325,405,19404,1484,16,150046,1968623,19546.279,6091.113,0.3351,2948.466,0.042,0.711,0.160,0.087,0.417,0.389,1302,0.1551,0.7998,0.157,9.0,19.3,67.2,26.77,0.46,8.88,0.91,16.52,7.69,1.148,0.316,0.021,0.027,9.903,0.490,0.0031,146,557,1252,9988,333,18,0.318,4127,203,1483,5960,492,800,6354,8.75,42.66,7368,11.8772,67390,2316,61964,514.7,-0.0,1071988,13.031,2631075.518,1.89e-14,0.00015,16.14,15376,17.701,1.428,15.990,0.283,17.701,2289,3114,2243,0.5260,0.797,1.000,1.752,1.287,0.945,1.289,7278.176,3825.890,10849.357,7289.690,4355.698,1328.084,1044.673,769.889,0.530,0.407,0.344,0.567,0.125,0.215,1831,6388,0.4318,1.0000,1.0000,0.0706,1.0000,1.0000,0.7002,1.2436,1.1708,0.0200,0.0130,0.0167,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270,272,0.9997,0.9825,0.9339,0.9992,0.0257,0.0326,0.0994,0.0983,0.0970,0.5790,0.6308,0.5928,4.6640,5.5053,5.2411,0.0848
99000,7490,3154,28198,44393,35439,15845,350,18944,1505,11,176486,1976759,19306.161,6720.864,0.3392,2979.108,0.046,0.728,0.134,0.091,0.415,0.395,1033,0.1556,0.7889,0.157,9.8,20.0,75.9,25.85,0.42,9.79,1.48,14.17,7.57,1.232,0.319,0.016,0.019,9.708,0.465,0.0031,144,592,1370,10375,390,16,0.368,4253,59,1282,6149,262,1042,6186,10.00,43.90,6179,11.2947,67297,2760,63048,563.8,-0.0,1073058,12.855,2631075.518,1.77e-16,0.00003,23.57,15947,17.830,1.425,16.110,0.295,17.831,2510,2941,2039,0.4542,0.884,1.029,1.836,1.490,0.948,1.323,6944.252,3470.820,11404.457,6925.141,3955.672,1991.127,934.867,815.762,0.527,0.400,0.342,0.542,0.100,0.125,2044,7684,0.4827,1.0000,1.0000,0.0664,1.0000,1.0000,0.7379,1.2508,1.2023,0.0214,0.0078,0.0144,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272,210,0.9999,0.9895,0.9477,0.9990,0.0236,0.0353,0.1045,0.1003,0.0991,0.5689,0.6551,0.6090,4.5934,5.4803,5.1396,0.0808
100000,7191,3041,25877,35639,26888,9431,331,19097,1453,14,156167,1875040,17529.235,5422.566,0.3548,1959.130,0.054,0.721,0.134,0.091,0.402,0.402,1022,0.1646,0.7963,0.157,9.6,19.0,68.7,25.20,0.27,10.31,1.05,13.57,7.58,1.201,0.338,0.012,0.014,10.125,0.483,0.0031,155,621,1563,8921,529,16,0.413,3828,39,1124,6028,327,804,6060,10.50,46.49,8559,12.1367,67352,2367,63349,362.0,-0.0,1071617,12.858,2631075.518,4.07e-15,0.00003,30.54,13117,16.882,1.409,15.229,0.244,16.905,1986,3024,2181,0.5047,0.824,1.000,1.852,1.454,0.951,1.317,7441.374,3773.376,7769.568,7428.442,4290.356,1790.278,870.619,802.538,0.512,0.390,0.336,0.439,0.121,0.192,1976,5395,0.5590,1.0000,0.9996,0.0760,1.0000,1.0000,0.7290,1.2660,1.2030,0.0122,0.0062,0.0136,0.0000,0.6486,0.9336,0.2671,0.6716,0.9706,0.00270,217,0.9999,0.9883,0.9473,0.9991,0.0262,0.0334,0.1022,0.1001,0.0994,0.5638,0.6550,0.6078,4.7431,5.4241,5.2156,0.0848
