step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
22000,10035,3548,37597,61560,50827,23494,469,25900,2410,10,247476,3157946,24010.306,8799.675,0.2968,4208.241,0.087,0.776,0.105,0.032,0.490,0.358,2079,0.1227,0.7601,0.146,9.9,30.0,51.1,28.39,0.68,9.59,0.73,17.39,7.29,1.176,0.315,0.042,0.051,8.242,0.465,0.0033,155,572,1409,17144,336,18,0.614,5388,52,1148,8835,558,1386,8091,8.56,27.12,7138,12.4022,66933,4171,145572,922.8,0.0,908092,16.782,2631075.518,2.12e-15,0.00220,31.86,18623,21.302,1.454,19.471,0.377,21.303,2907,3583,3545,0.4967,0.834,1.001,1.771,1.131,0.953,1.439,9545.810,6006.980,11424.697,9369.116,7424.734,1331.342,1437.840,1822.252,0.525,0.545,0.426,0.517,0.281,0.259,3651,8008,0.4659,0.9999,1.0000,0.1160,1.0000,0.9999,0.7441,1.0298,1.0626,0.0413,0.0036,0.0248,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1519,0.9991,0.8773,0.8899,0.9980,0.0511,0.0575,0.0884,0.0895,0.0866,0.5265,0.5905,0.5675,5.0209,4.5085,4.7466,0.0721
23000,9271,3311,38204,62654,51752,23959,491,26687,2288,2,265271,3129464,24104.755,8855.407,0.2742,4309.968,0.088,0.778,0.106,0.028,0.486,0.360,1867,0.1343,0.7516,0.147,9.8,30.0,54.9,28.20,0.68,9.99,1.08,16.46,7.25,1.213,0.318,0.047,0.052,8.110,0.460,0.0034,157,569,1299,16642,327,20,0.610,5231,26,950,8295,514,1588,7169,9.50,28.64,7413,12.8198,67022,4370,140053,648.3,-0.0,915145,17.449,2631075.518,1.22e-14,0.00051,11.13,18795,23.311,1.498,21.449,0.364,23.311,3216,2986,3069,0.4370,0.903,1.036,1.800,1.233,0.950,1.447,9526.937,5630.718,12204.158,9348.857,6861.707,1664.342,1339.583,1541.514,0.527,0.532,0.419,0.517,0.256,0.257,3727,8671,0.4772,1.0000,0.9997,0.1025,0.9999,1.0000,0.7400,1.0255,1.0683,0.0398,0.0049,0.0194,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1320,0.9995,0.8870,0.8963,0.9977,0.0498,0.0581,0.0859,0.0897,0.0866,0.5366,0.5970,0.5777,4.9819,4.4318,4.6786,0.0712
24000,10732,3592,40576,64025,52030,22875,574,28310,2664,15,296085,3406449,25338.270,8931.404,0.2752,3837.943,0.084,0.786,0.099,0.031,0.494,0.358,2018,0.1196,0.7530,0.138,10.7,30.0,53.7,27.54,0.61,10.05,1.07,15.80,7.16,1.241,0.316,0.052,0.059,7.952,0.439,0.0034,162,552,1354,16554,276,19,0.539,6291,169,1328,9235,785,1716,8231,9.03,26.51,9211,14.9925,67109,4025,134855,851.9,-0.0,919361,17.791,2631075.518,4.25e-15,0.00035,20.30,20579,25.064,1.499,23.041,0.525,25.065,4046,3113,3573,0.3783,0.933,1.065,1.782,1.274,0.958,1.450,10292.603,6205.120,11330.398,10114.872,7730.944,2122.648,1411.306,1559.507,0.529,0.531,0.433,0.460,0.282,0.291,3572,6807,0.5458,1.0000,0.9998,0.0918,1.0000,1.0000,0.7806,1.0007,1.0530,0.0309,0.0107,0.0200,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,1319,0.9996,0.8638,0.8768,0.9979,0.0507,0.0550,0.0846,0.0906,0.0876,0.5482,0.6122,0.5766,4.9139,4.3923,4.7441,0.0694
25000,10217,3560,44927,76546,63232,30972,647,29901,2967,12,350655,3614452,28055.694,11724.141,0.2805,5576.735,0.092,0.779,0.097,0.031,0.496,0.358,2352,0.1294,0.7427,0.148,10.3,31.0,58.7,28.88,0.83,9.89,0.87,17.29,7.24,1.212,0.303,0.063,0.073,8.097,0.476,0.0034,156,539,1254,18569,242,23,0.617,5776,345,1399,8473,884,1586,7747,8.25,24.66,6414,13.3397,67278,4124,129838,975.1,-0.0,928675,18.885,2631075.518,2.04e-14,0.00017,32.07,25245,27.121,1.501,25.159,0.461,27.121,3524,3152,3541,0.4124,0.902,1.048,1.765,1.233,0.949,1.426,9691.663,6076.492,16657.465,9529.049,7445.915,3111.253,1266.284,1769.869,0.552,0.530,0.417,0.539,0.242,0.256,3582,11029,0.4669,1.0000,0.9995,0.0717,1.0000,1.0000,0.7001,1.0142,1.0412,0.0461,0.0101,0.0197,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1533,0.9998,0.8655,0.8632,0.9977,0.0486,0.0566,0.0848,0.0904,0.0872,0.5211,0.6009,0.5664,4.9375,4.4569,4.8157,0.0667
26000,9772,3449,37499,55816,45292,17718,599,27695,2439,9,237049,3196330,22723.785,7602.812,0.2892,3318.436,0.073,0.792,0.104,0.031,0.483,0.372,1713,0.1221,0.7587,0.117,8.3,28.5,53.9,26.11,0.57,9.03,0.86,15.65,7.26,1.232,0.303,0.043,0.050,7.890,0.466,0.0035,164,563,1144,14133,202,22,0.498,5456,212,1288,8272,712,1057,8003,8.00,25.29,7519,11.5099,67227,4147,126028,636.2,-0.0,933684,17.224,2631075.518,2.58e-14,0.00035,11.77,17803,21.839,1.450,19.974,0.415,21.839,3044,3398,3330,0.4248,0.813,1.047,1.781,1.327,0.923,1.461,9808.102,6075.472,8939.513,9641.123,7461.585,1515.854,1183.378,1585.145,0.501,0.522,0.438,0.430,0.260,0.247,3463,6181,0.4848,1.0000,1.0000,0.1032,1.0000,1.0000,0.7676,1.0170,1.0591,0.0349,0.0089,0.0197,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,1620,0.9996,0.8701,0.8804,0.9982,0.0467,0.0591,0.0858,0.0889,0.0879,0.5313,0.5731,0.5595,4.8679,4.6121,4.8275,0.0722
27000,9694,3310,39085,62903,52084,23224,594,27280,2516,9,247890,3205326,24037.247,8696.667,0.2840,4297.379,0.070,0.790,0.103,0.037,0.488,0.368,1900,0.1225,0.7558,0.127,9.0,30.3,62.9,28.58,0.65,9.55,1.10,17.27,7.29,1.232,0.303,0.046,0.053,7.987,0.458,0.0035,158,556,1104,14524,167,24,0.555,5409,50,1236,8408,670,1504,7520,8.75,26.14,7144,11.5715,67216,4170,123359,663.9,-0.0,938050,16.852,2631075.518,2.12e-14,0.00059,35.39,19881,21.968,1.435,20.118,0.415,21.969,2992,3213,3489,0.4355,0.897,1.043,1.800,1.261,0.950,1.467,9765.023,6046.181,11271.136,9614.514,7448.976,1461.045,1238.664,1699.578,0.526,0.518,0.439,0.514,0.261,0.265,3275,7866,0.4712,1.0000,0.9997,0.1042,1.0000,1.0000,0.6984,1.0274,1.0594,0.0351,0.0081,0.0200,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,1492,0.9996,0.8889,0.8776,0.9980,0.0431,0.0567,0.0853,0.0912,0.0889,0.5290,0.6098,0.5622,5.0385,4.5314,4.8465,0.0678
28000,10753,3686,40625,66551,55157,25209,717,28704,2450,12,235312,3474939,25064.206,8501.677,0.2921,4206.325,0.075,0.781,0.097,0.047,0.498,0.364,1543,0.1126,0.7634,0.142,9.0,28.0,51.3,25.13,0.50,7.79,0.80,16.03,7.31,1.233,0.282,0.038,0.046,7.423,0.479,0.0034,166,546,1114,14821,181,22,0.522,6128,75,1787,8891,424,1638,8691,8.07,25.33,6300,11.0794,67214,3985,120914,863.5,-0.0,942892,18.004,2631075.518,3.73e-14,0.00011,20.43,22495,25.445,1.516,23.374,0.556,25.446,3341,3703,3709,0.4333,0.813,1.044,1.802,1.329,0.939,1.439,10457.714,6178.023,11442.688,10302.462,7525.381,1544.600,1205.189,1545.563,0.522,0.535,0.447,0.537,0.263,0.235,3243,7166,0.5031,0.9997,0.9999,0.0957,1.0000,1.0000,0.8305,1.0318,1.0840,0.0299,0.0080,0.0217,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,1234,0.9993,0.8873,0.8893,0.9971,0.0442,0.0540,0.0841,0.0919,0.0903,0.5018,0.6102,0.5634,5.1167,4.6323,4.9188,0.0696
29000,10761,3336,38541,59261,47857,20002,718,29118,2404,7,228176,3292958,22371.982,7782.221,0.2989,3519.819,0.071,0.786,0.093,0.050,0.482,0.375,1866,0.1137,0.7841,0.111,8.3,27.0,51.4,24.64,0.46,7.71,0.87,15.60,7.33,1.215,0.291,0.033,0.040,7.161,0.428,0.0036,167,567,1120,15447,210,22,0.320,5698,61,1298,9402,925,1760,8076,8.50,26.66,8725,12.9026,67163,4372,119008,820.9,-0.0,944524,17.096,2631075.518,2.32e-14,0.00001,15.85,20328,21.433,1.438,19.486,0.509,21.434,3782,3715,3264,0.4926,0.755,1.003,1.808,1.279,0.933,1.461,10003.581,5843.684,8935.295,9864.803,7091.702,1438.997,1170.317,1653.088,0.489,0.522,0.439,0.475,0.235,0.265,3700,5867,0.4390,1.0000,1.0000,0.1004,1.0000,1.0000,0.8231,1.0390,1.0446,0.0272,0.0064,0.0213,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,1137,0.9995,0.8914,0.8734,0.9964,0.0412,0.0538,0.0834,0.0917,0.0899,0.5109,0.5941,0.5753,5.2181,4.7496,4.8813,0.0717
30000,9458,3193,44152,82953,70809,37927,874,30847,2528,17,231894,3447778,27278.058,10187.979,0.2997,5844.254,0.071,0.747,0.124,0.057,0.484,0.373,1999,0.1342,0.7734,0.119,8.3,27.4,52.1,25.00,0.53,8.11,0.62,15.74,7.34,1.223,0.300,0.040,0.048,7.327,0.471,0.0035,159,538,1213,14080,236,21,0.513,4961,204,1036,8218,757,1232,7469,9.75,29.16,6262,12.3130,67249,4017,114954,778.9,-0.0,952569,19.221,2631075.518,4.78e-15,0.00001,32.73,24432,23.336,1.421,21.524,0.391,23.365,2928,3342,3188,0.4828,0.813,1.007,1.829,1.286,0.942,1.458,10037.379,5876.952,16018.418,9912.095,7191.798,1642.288,1158.727,1542.710,0.508,0.523,0.428,0.622,0.234,0.243,3502,10745,0.4015,1.0000,0.9999,0.0699,1.0000,1.0000,0.7995,1.0559,1.0841,0.0290,0.0107,0.0226,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1318,0.9997,0.9136,0.9035,0.9984,0.0406,0.0538,0.0856,0.0927,0.0898,0.5320,0.6174,0.5858,4.9473,4.7643,4.9599,0.0698
31000,9954,3088,41853,64950,52983,22245,852,28613,2609,7,226599,3147307,22820.291,8143.247,0.3027,3856.729,0.074,0.763,0.107,0.056,0.465,0.386,2047,0.1271,0.7994,0.121,8.3,25.3,49.0,23.01,0.41,7.84,0.47,14.30,7.37,1.244,0.298,0.023,0.029,6.745,0.451,0.0034,154,519,1139,15252,214,22,0.419,5570,306,1132,8516,603,1144,8207,10.01,30.84,8122,13.2730,67167,3702,111555,713.9,-0.0,955750,16.570,2631075.518,9.73e-15,0.00086,7.71,22095,21.306,1.423,19.352,0.531,21.306,3195,3429,3330,0.4517,0.853,1.029,1.833,1.349,0.942,1.454,9512.418,5569.058,10605.225,9383.270,6688.525,1707.192,1162.713,1416.612,0.495,0.494,0.414,0.469,0.232,0.236,3506,9300,0.4364,1.0000,0.9998,0.0877,1.0000,1.0000,0.8634,1.0971,1.1006,0.0245,0.0091,0.0183,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,828,0.9996,0.9097,0.9212,0.9965,0.0437,0.0511,0.0821,0.0946,0.0895,0.5420,0.6315,0.5934,5.0114,4.8992,5.1142,0.0675
32000,8453,2794,40480,65376,53655,24114,782,27116,2577,9,235451,2827887,21859.269,8734.220,0.2938,4411.158,0.073,0.766,0.103,0.059,0.449,0.394,1691,0.1471,0.7946,0.118,8.3,26.0,48.8,23.11,0.39,8.20,0.46,14.06,7.33,1.226,0.317,0.027,0.032,7.170,0.457,0.0035,142,497,1052,14431,187,24,0.433,4640,291,946,7216,587,755,7111,11.03,33.83,10360,14.4806,67096,3670,109818,472.2,-0.0,957143,15.345,2631075.518,5.49e-15,0.00003,26.07,22704,20.231,1.444,18.434,0.352,20.231,2169,3223,3061,0.4758,0.846,1.009,1.850,1.335,0.941,1.448,8666.492,5352.473,11233.804,8558.058,6478.565,1906.057,1024.917,1392.088,0.478,0.479,0.398,0.506,0.217,0.236,3296,11271,0.4356,1.0000,0.9999,0.0814,1.0000,1.0000,0.8382,1.1033,1.1029,0.0291,0.0072,0.0157,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,1008,0.9998,0.9102,0.9070,0.9974,0.0402,0.0476,0.0839,0.0954,0.0897,0.5741,0.6339,0.5922,4.8831,4.9219,5.0698,0.0709
33000,8813,3248,45568,85250,74292,38615,1067,27547,2551,2,237474,3041820,26411.908,10372.438,0.2804,6210.242,0.075,0.736,0.118,0.071,0.468,0.381,2183,0.1403,0.7962,0.122,8.3,25.5,55.0,24.79,0.55,8.15,0.49,15.60,7.56,1.229,0.307,0.030,0.033,7.734,0.473,0.0033,134,459,1026,13845,153,26,0.391,4906,82,1102,7629,456,1352,7005,8.25,32.46,6734,14.0457,67094,3626,108795,1189.0,-0.0,961518,16.069,2631075.518,1.93e-14,0.00007,17.88,26329,21.913,1.418,20.086,0.410,21.914,2930,3042,2841,0.4514,0.783,1.021,1.853,1.331,0.929,1.443,8374.009,5069.178,18392.749,8275.886,5953.514,1999.701,1026.221,1136.274,0.539,0.471,0.397,0.588,0.209,0.213,3081,14431,0.4110,1.0000,0.9996,0.0713,1.0000,0.9999,0.7426,1.1337,1.1345,0.0358,0.0068,0.0149,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,677,0.9997,0.9337,0.9336,0.9978,0.0386,0.0468,0.0832,0.0954,0.0891,0.5644,0.6155,0.5966,4.9891,5.1235,5.1813,0.0729
34000,9105,3160,34546,54469,44010,19342,581,25624,1938,8,171965,2596977,20794.243,6468.924,0.3053,3187.675,0.070,0.728,0.121,0.081,0.447,0.393,1475,0.1300,0.8088,0.122,8.3,21.8,51.2,21.77,0.41,7.77,0.46,13.12,7.59,1.233,0.318,0.034,0.040,7.398,0.473,0.0034,159,552,1202,12323,257,24,0.270,4999,25,1093,7987,288,1233,7584,9.50,37.96,7999,11.4742,67037,3578,106744,444.7,-0.0,964692,15.437,2631075.518,1.84e-14,0.00037,10.03,18106,18.150,1.401,16.340,0.409,18.150,2703,3384,3018,0.4751,0.778,1.012,1.883,1.377,0.927,1.447,8826.553,5269.130,9038.074,8724.109,6219.734,1092.224,1017.223,1171.802,0.482,0.474,0.400,0.547,0.208,0.185,3031,6024,0.5442,0.9999,1.0000,0.0994,1.0000,0.9999,0.8929,1.1304,1.1486,0.0275,0.0094,0.0178,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,660,0.9999,0.9434,0.9201,0.9979,0.0386,0.0417,0.0823,0.0953,0.0897,0.5745,0.6133,0.6074,4.8677,5.1730,5.2075,0.0765
35000,10655,3436,41684,71126,59517,28473,969,27392,2328,15,210498,2958719,24419.817,8565.776,0.2985,4639.099,0.067,0.722,0.125,0.086,0.456,0.389,1672,0.1189,0.8148,0.131,8.3,21.8,55.0,24.37,0.46,7.10,0.66,16.15,7.70,1.214,0.286,0.029,0.033,7.523,0.460,0.0033,145,508,1485,12482,291,28,0.327,5726,56,1364,9235,600,1653,8402,9.25,38.08,7074,13.2325,67199,3651,104436,690.2,-0.0,968112,16.136,2631075.518,7.96e-15,0.00026,33.64,23956,21.932,1.415,19.902,0.615,21.932,3544,3759,3352,0.4940,0.778,1.002,1.881,1.305,0.930,1.435,8781.705,5200.764,14287.021,8699.699,6072.196,1729.590,980.564,1216.523,0.542,0.462,0.382,0.560,0.193,0.184,3111,9742,0.4325,1.0000,1.0000,0.0668,1.0000,1.0000,0.7325,1.1624,1.1575,0.0257,0.0105,0.0161,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,657,0.9999,0.9551,0.9277,0.9985,0.0338,0.0426,0.0834,0.0972,0.0919,0.5600,0.6385,0.6169,4.9908,5.2237,5.2774,0.0736
36000,9086,3370,39206,62337,50243,22219,912,29357,2174,9,196294,2958248,22589.746,7752.497,0.3163,3872.147,0.064,0.728,0.125,0.083,0.440,0.399,2205,0.1509,0.8199,0.130,8.3,21.0,51.3,21.81,0.43,7.44,0.49,13.45,7.61,1.247,0.311,0.035,0.040,7.489,0.481,0.0034,154,538,1624,12659,387,29,0.288,5096,179,966,7941,636,1113,7337,10.00,42.23,7496,12.3321,67291,3618,101329,458.7,-0.0,972630,17.437,2631075.518,1.95e-15,0.00013,11.63,22785,22.322,1.422,20.432,0.468,22.324,3114,3172,2800,0.4705,0.793,1.021,1.890,1.385,0.935,1.447,8960.939,5052.030,11685.966,8863.273,5912.654,1551.863,998.766,1329.721,0.514,0.459,0.363,0.525,0.173,0.185,3062,8728,0.4791,0.9998,0.9996,0.0738,1.0000,1.0000,0.8453,1.1511,1.1706,0.0310,0.0085,0.0135,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,507,0.9992,0.9429,0.9298,0.9981,0.0380,0.0431,0.0843,0.0976,0.0907,0.6164,0.6392,0.6078,4.9458,5.2567,5.3369,0.0773
37000,9967,3523,43189,71312,59533,27232,891,28537,2073,13,178506,3089988,24489.958,7980.206,0.3218,4389.701,0.062,0.711,0.134,0.093,0.461,0.383,1979,0.1335,0.8310,0.142,8.3,21.0,56.7,24.34,0.44,6.70,0.65,16.55,7.71,1.200,0.287,0.030,0.036,7.659,0.462,0.0032,144,502,1612,12072,372,27,0.314,5361,288,1447,8232,922,1229,7816,8.63,38.20,7006,13.5890,67327,3522,99411,964.9,0.0,975226,16.510,2631075.518,5.84e-15,0.00002,24.14,25123,21.602,1.391,19.624,0.587,21.602,3580,3332,3055,0.4906,0.771,1.007,1.867,1.245,0.924,1.447,9215.700,5298.144,13581.863,9127.846,6169.950,1259.308,1156.133,1175.063,0.558,0.455,0.386,0.537,0.170,0.210,2938,11170,0.4008,1.0000,0.9997,0.0664,1.0000,1.0000,0.7319,1.1692,1.1847,0.0210,0.0123,0.0171,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,515,0.9997,0.9577,0.9343,0.9983,0.0348,0.0448,0.0853,0.0971,0.0926,0.5379,0.6219,0.6168,5.3404,5.3379,5.3389,0.0775
38000,10332,3531,40263,66142,54808,25148,731,28150,1974,14,181673,2956452,23786.291,7633.370,0.3112,4099.676,0.063,0.701,0.139,0.098,0.460,0.385,1712,0.1224,0.8249,0.152,8.3,19.2,56.0,23.28,0.25,7.16,0.48,15.39,7.67,1.198,0.303,0.018,0.023,7.751,0.470,0.0033,148,537,1687,12157,397,26,0.356,5536,384,1676,8272,468,1165,8699,8.84,36.67,6024,11.5639,67396,3291,97493,661.4,-0.0,979704,16.817,2631075.518,8.32e-15,0.00018,31.31,23072,21.383,1.399,19.387,0.597,21.383,3171,4018,3143,0.5128,0.781,1.000,1.878,1.325,0.924,1.420,9555.500,5110.104,12401.943,9470.793,6013.230,1156.475,1010.494,1366.725,0.538,0.477,0.388,0.561,0.179,0.177,2860,9102,0.4544,1.0000,1.0000,0.0804,1.0000,1.0000,0.7526,1.1741,1.1966,0.0106,0.0072,0.0149,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,658,0.9997,0.9549,0.9408,0.9975,0.0351,0.0468,0.0834,0.0980,0.0949,0.5489,0.6255,0.6123,5.2181,5.3943,5.3229,0.0783
39000,8959,3178,33176,47118,36565,13398,544,27286,2194,12,172894,2707216,19226.863,5962.868,0.3275,2423.622,0.059,0.711,0.132,0.098,0.446,0.391,2035,0.1414,0.8395,0.134,8.3,18.8,48.1,20.64,0.27,7.29,0.39,12.69,7.67,1.202,0.315,0.022,0.028,7.482,0.498,0.0034,166,594,1600,11253,334,25,0.387,5000,35,1218,7706,307,886,7766,9.62,40.19,7826,10.3584,67289,3309,96374,406.1,-0.0,981330,16.155,2631075.518,3.36e-14,0.00006,12.25,17792,18.731,1.397,16.878,0.456,18.731,2397,3784,2778,0.5252,0.778,1.000,1.889,1.369,0.926,1.434,9370.429,4611.797,6910.813,9295.080,5444.593,1197.497,1097.814,1243.934,0.510,0.478,0.367,0.467,0.173,0.171,2854,4553,0.5830,1.0000,1.0000,0.1015,1.0000,0.9999,0.8853,1.1716,1.1863,0.0156,0.0111,0.0123,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,504,0.9995,0.9559,0.9416,0.9974,0.0341,0.0431,0.0817,0.0974,0.0950,0.5700,0.6258,0.6152,5.0571,5.3264,5.3312,0.0807
40000,10159,3353,38419,66553,55182,27453,681,27598,1909,19,172406,2731941,23041.585,7281.642,0.3185,3849.557,0.061,0.699,0.137,0.102,0.449,0.389,1450,0.1249,0.8391,0.128,8.3,20.0,55.5,24.07,0.28,6.70,0.70,16.38,7.73,1.169,0.287,0.020,0.026,7.790,0.485,0.0034,147,531,1663,10968,389,26,0.414,5351,44,1722,8393,413,1551,8195,8.25,36.15,7370,12.2530,67294,2974,95788,551.8,-0.0,982472,15.702,2631075.518,4.07e-15,0.00000,36.36,23132,20.292,1.397,18.318,0.577,20.322,3296,3937,2926,0.5489,0.778,1.000,1.899,1.287,0.925,1.364,9544.160,4782.283,11858.668,9459.626,5572.848,1255.978,1132.902,1043.206,0.512,0.467,0.381,0.616,0.176,0.175,2699,7235,0.4656,1.0000,1.0000,0.0924,1.0000,0.9999,0.7387,1.2019,1.1597,0.0100,0.0101,0.0174,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,458,0.9999,0.9679,0.9301,0.9976,0.0372,0.0492,0.0817,0.0987,0.0970,0.5423,0.6322,0.6246,5.1572,5.3977,5.3934,0.0763
41000,8424,3216,36553,60975,49532,23617,805,28895,2159,15,168809,2893405,21529.981,7184.692,0.3234,3772.770,0.059,0.708,0.136,0.096,0.462,0.382,1554,0.1483,0.8243,0.124,8.3,18.6,55.3,21.47,0.32,7.14,0.61,13.39,7.84,1.197,0.312,0.021,0.025,7.736,0.498,0.0035,161,554,1563,10306,388,28,0.378,4679,62,1300,7062,401,1187,6836,8.16,36.84,5816,10.3233,67303,3130,94019,409.5,-0.0,987820,16.801,2631075.518,2.12e-14,0.00005,15.95,24553,23.527,1.424,21.678,0.425,23.528,2583,3603,2238,0.5036,0.778,1.000,1.922,1.459,0.901,1.373,8713.320,3967.052,12052.940,8632.746,4617.066,1583.770,921.544,906.607,0.547,0.454,0.382,0.566,0.160,0.163,2877,6843,0.5077,1.0000,0.9998,0.0678,1.0000,1.0000,0.8937,1.1864,1.1508,0.0253,0.0043,0.0144,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,376,0.9999,0.9654,0.9456,0.9974,0.0371,0.0541,0.0797,0.0950,0.0967,0.5994,0.5946,0.6203,5.0922,5.3851,5.4165,0.0791
42000,8491,2894,35813,57562,47410,21087,662,25854,1895,15,172923,2456223,20739.156,6531.991,0.3016,3272.919,0.053,0.698,0.153,0.095,0.440,0.384,1536,0.1498,0.8275,0.123,8.3,19.1,62.1,24.17,0.45,7.51,0.83,15.39,7.95,1.177,0.318,0.015,0.018,7.688,0.473,0.0034,149,540,1431,9057,345,23,0.325,4664,120,866,7505,818,1288,6385,9.65,42.94,6132,11.9668,67247,2726,91844,714.1,-0.0,990017,14.936,2631075.518,3.66e-14,0.00023,16.82,19003,19.616,1.418,17.814,0.384,19.616,3411,3072,2008,0.5263,0.778,1.000,1.917,1.311,0.888,1.389,8483.500,3893.039,11091.075,8409.797,4511.202,1635.407,822.034,801.632,0.508,0.436,0.374,0.525,0.176,0.176,2679,7573,0.4534,1.0000,1.0000,0.0761,1.0000,1.0000,0.7940,1.1506,1.1671,0.0280,0.0049,0.0119,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,409,1.0000,0.9719,0.9357,0.9983,0.0401,0.0492,0.0803,0.0935,0.0954,0.5613,0.5638,0.6243,5.0876,5.3929,5.3077,0.0757
43000,8063,2733,33324,56509,46457,22543,642,24212,1694,10,173528,2123575,20001.726,6285.375,0.2882,3159.792,0.041,0.700,0.166,0.092,0.408,0.396,1475,0.1642,0.8243,0.114,8.3,18.0,58.8,25.31,0.37,7.33,0.60,17.00,8.16,1.094,0.332,0.014,0.019,7.805,0.449,0.0035,148,521,1428,8114,355,20,0.440,4128,406,945,6712,509,1472,6082,10.78,48.44,5685,11.6481,67282,2302,89789,705.9,-0.0,993511,14.336,2631075.518,3.96e-14,0.00000,28.99,18279,18.612,1.445,16.860,0.307,18.612,3253,3077,1733,0.6281,0.759,0.977,1.897,1.162,0.870,1.365,7683.762,3366.661,11841.500,7613.028,3706.989,1712.060,771.667,641.856,0.489,0.402,0.317,0.566,0.143,0.115,2600,7605,0.4522,0.9999,0.9999,0.0693,1.0000,1.0000,0.7432,1.1272,1.2035,0.0192,0.0063,0.0139,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,231,0.9996,0.9718,0.9438,0.9985,0.0403,0.0477,0.0804,0.0913,0.0958,0.5236,0.5309,0.6248,5.1467,5.4079,5.3395,0.0798
44000,6700,2157,27868,43128,35046,14786,474,21476,1385,17,111232,1749555,16426.182,4387.139,0.3160,2190.416,0.038,0.684,0.182,0.096,0.398,0.390,1028,0.1847,0.8447,0.134,9.1,18.0,63.5,25.60,0.28,7.80,1.16,16.36,8.12,1.106,0.341,0.009,0.012,7.419,0.453,0.0035,145,555,1354,5440,280,19,0.423,3364,833,759,5108,471,1011,5218,12.15,56.73,6445,10.4761,67157,2224,88447,633.3,-0.0,995863,12.915,2631075.518,4.42e-15,0.00000,6.88,12973,15.488,1.442,13.853,0.193,15.489,2541,2677,1482,0.6137,0.778,0.981,1.908,1.229,0.860,1.342,6889.697,2883.499,8579.204,6840.520,3196.873,952.978,773.270,470.475,0.494,0.389,0.311,0.515,0.134,0.114,2563,6182,0.5173,0.9998,1.0000,0.0695,1.0000,1.0000,0.7254,1.1144,1.2119,0.0146,0.0048,0.0099,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,171,1.0000,0.9679,0.9474,0.9984,0.0398,0.0506,0.0790,0.0898,0.0968,0.5167,0.5133,0.6291,5.1036,5.3345,5.3156,0.0778
