step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,invaders,invaders_land,invader_grown,invader_lineages
33000,7013,2337,44685,107155,99425,61807,663,10090,1153,9,195227,2394925,34491.491,11672.405,0.2597,8503.815,0.089,0.770,0.071,0.070,0.594,0.308,803,0.0671,0.6414,0.049,21.1,49.9,84.2,42.61,3.21,8.91,0.86,29.63,7.44,1.166,0.191,0.278,0.284,11.092,0.311,0.0021,69,366,1574,8117,349,16,0.429,4056,19,822,6172,261,1210,5542,4.00,10.58,21258,22.1986,66929,15001,185670,3670.2,-0.0,894979,10.279,2631075.518,2.07e-14,0.00000,17.88,36981,17.422,1.662,15.555,0.206,17.423,3101,1516,2396,0.2532,0.947,1.142,1.398,1.286,0.945,1.151,10164.109,13723.833,13690.173,10128.978,19176.155,1679.252,647.370,841.969,0.667,0.505,0.576,0.594,0.507,0.612,40618,28824,0.6412,0.1078,0.1894,0.9992,0.0451,0.0531,0.6007,0.7166,0.7702,0.1476,0.0142,0.0261,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,2942,0.9982,0.6673,0.7109,0.9977,0.0451,0.0531,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2789,4.8754,4.8729,0.0502,0.1202,0.0980,0.191,0.120,0.147,0.105,751,0.0793,0.0026,0.0041,0.00218,0.00074,0.00085,26.73,28.24,28.21,1460.3248,0.0482,29.5911,5.2112,5.0676,1131927,1492548,2.2268,0.3233,2511.6,1460.3248,20.02,0,0,0,0
34000,11308,3197,52906,127974,120045,74561,507,9918,733,14,153827,2532780,43567.657,13666.787,0.2569,11197.313,0.073,0.772,0.084,0.072,0.599,0.309,430,0.0411,0.6101,0.056,20.7,48.0,77.6,40.01,2.50,7.93,0.83,28.75,7.30,1.178,0.177,0.205,0.210,10.335,0.311,0.0019,62,318,1392,7508,245,17,0.679,5830,38,1460,9810,591,2363,8354,2.66,9.17,20772,23.7971,66862,14986,179727,3024.6,-0.0,893378,10.250,2631075.518,3.54e-16,0.00031,10.03,43587,20.372,1.676,18.223,0.473,20.372,4978,2248,4082,0.2342,0.941,1.170,1.436,1.295,0.941,1.164,10317.593,18200.572,19395.056,10289.262,25080.653,1159.324,503.587,806.562,0.675,0.523,0.562,0.618,0.466,0.619,33778,34026,0.5781,0.1670,0.2949,0.9997,0.0344,0.0610,0.5927,0.7983,0.8326,0.1026,0.0152,0.0324,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,3284,0.9992,0.6587,0.6300,0.9986,0.0344,0.0610,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2972,5.1918,5.0176,0.0453,0.0947,0.0657,0.134,0.068,0.088,0.102,636,0.0576,0.0018,0.0037,0.00222,0.00085,0.00114,24.61,27.47,28.11,1616.1842,0.0474,35.6833,5.2967,4.9530,1130756,1490407,2.4955,0.2840,2449.8,1616.1842,16.68,0,0,0,0
35000,8176,3120,47599,106187,97411,57970,618,13032,966,0,178974,2729163,36091.207,13453.246,0.2690,10444.208,0.082,0.771,0.073,0.075,0.576,0.323,528,0.0705,0.6248,0.047,18.9,47.2,81.2,38.94,2.93,9.82,0.59,25.61,7.18,1.219,0.223,0.291,0.295,11.985,0.373,0.0023,84,403,1390,8692,253,15,0.306,5026,87,1379,6710,589,2209,5378,4.00,10.71,21567,23.3788,67004,14128,178507,2230.9,-0.0,893295,12.963,2631075.518,1.40e-14,0.00008,33.64,36189,20.247,1.664,18.291,0.292,20.248,4657,1427,2092,0.2180,0.959,1.231,1.527,1.320,0.960,1.172,10687.587,12247.593,16802.616,10611.779,19121.020,1500.152,585.210,923.676,0.667,0.452,0.547,0.576,0.488,0.570,32391,29152,0.5932,0.1980,0.2345,0.9997,0.0281,0.0579,0.6014,0.8828,0.9055,0.1074,0.0156,0.0279,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,6765,0.9998,0.8142,0.8108,0.9989,0.0281,0.0579,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5161,5.1060,4.9975,0.0530,0.0978,0.0785,0.119,0.061,0.067,0.111,816,0.0575,0.0022,0.0034,0.00198,0.00086,0.00104,27.25,27.33,27.37,1573.9269,0.0503,30.1226,7.0310,5.9317,1132128,1491063,2.1846,0.1464,2438.7,1573.9269,21.28,0,0,0,0
36000,10619,3456,47670,100610,90066,52462,478,13602,1438,6,245606,2807599,37563.030,13327.249,0.2603,9332.120,0.079,0.807,0.051,0.063,0.554,0.328,722,0.0675,0.6276,0.049,21.2,49.5,81.0,40.91,2.56,9.17,0.88,28.29,7.29,1.206,0.193,0.253,0.256,10.536,0.330,0.0023,90,410,1574,12561,245,10,0.344,5952,367,1606,8646,1573,1597,7449,4.00,10.42,19501,22.4442,67076,14053,177452,3019.8,-0.0,897957,13.320,2631075.518,4.07e-15,0.00092,11.63,36326,21.518,1.678,19.366,0.473,21.518,5490,2050,3079,0.2276,0.943,1.197,1.509,1.315,0.940,1.189,10012.342,11764.782,20340.169,9937.524,16617.456,1839.804,970.721,1184.604,0.651,0.432,0.520,0.589,0.427,0.532,32948,25967,0.6185,0.1614,0.2067,0.9997,0.0354,0.0598,0.6226,0.7625,0.7797,0.1052,0.0115,0.0222,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,3157,0.9993,0.5881,0.6634,0.9992,0.0354,0.0598,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4938,5.1347,5.0575,0.0448,0.1109,0.0761,0.157,0.071,0.127,0.113,1057,0.0641,0.0049,0.0063,0.00195,0.00074,0.00086,25.24,27.87,27.53,1555.7470,0.0603,26.8503,7.3001,6.0202,1132779,1488788,1.8285,0.0309,2435.2,1555.7470,21.70,0,0,0,0
37000,8801,3493,55133,154517,143624,98548,836,13390,1118,6,221799,2858237,48571.865,19462.359,0.2733,15674.176,0.073,0.746,0.096,0.085,0.563,0.330,429,0.0732,0.6124,0.052,16.0,48.0,80.1,37.45,2.78,9.34,0.49,24.84,7.29,1.227,0.209,0.280,0.287,11.735,0.416,0.0021,75,396,1588,11180,329,14,0.272,5444,260,1508,7033,1283,1059,6459,3.75,10.78,12270,17.9942,67095,13200,167424,2264.6,-0.0,911265,14.227,2631075.518,1.01e-14,0.00009,24.14,53648,25.314,1.661,23.268,0.385,25.315,4190,1774,2837,0.2396,0.940,1.219,1.552,1.365,0.937,1.203,12035.551,16870.769,26982.762,12013.981,25249.299,1918.170,769.289,1100.724,0.672,0.413,0.512,0.708,0.502,0.652,26970,34364,0.5912,0.1712,0.2204,0.9998,0.0399,0.0556,0.5874,0.9825,0.8571,0.1165,0.0160,0.0267,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,7009,0.9993,0.8279,0.7537,0.9992,0.0399,0.0556,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4514,5.0761,5.1401,0.0522,0.0789,0.0607,0.103,0.052,0.047,0.124,1064,0.0646,0.0045,0.0040,0.00208,0.00086,0.00108,22.79,26.48,27.19,1629.3476,0.0604,37.5306,8.5550,5.6716,1134526,1488381,2.2139,0.0726,2385.4,1629.3476,21.32,0,0,0,0
38000,8484,2650,41821,83280,73923,40902,557,11804,1232,4,215136,2411135,29462.466,11078.151,0.2611,7567.202,0.066,0.813,0.069,0.051,0.548,0.344,483,0.0671,0.6327,0.049,16.7,45.9,75.8,35.95,2.32,9.09,0.53,24.00,7.12,1.229,0.202,0.245,0.254,10.111,0.322,0.0023,83,436,1354,12240,261,14,0.303,5046,145,1236,7103,865,647,6972,5.00,10.84,14744,17.0407,67151,14446,166312,3225.6,-0.0,914564,11.480,2631075.518,1.43e-14,0.00032,31.31,31970,18.191,1.654,16.204,0.333,18.191,3044,1956,3484,0.2542,0.959,1.255,1.550,1.373,0.955,1.256,9148.373,11033.155,12066.336,9100.740,15862.591,1500.063,804.658,1206.229,0.659,0.429,0.522,0.540,0.410,0.528,29375,24820,0.6509,0.1827,0.1966,0.9998,0.0304,0.0511,0.6154,0.8266,0.8522,0.1279,0.0204,0.0233,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,3531,0.9985,0.6438,0.5968,0.9988,0.0304,0.0511,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4866,5.1680,5.3015,0.0461,0.0971,0.0608,0.087,0.053,0.053,0.094,747,0.0626,0.0057,0.0049,0.00216,0.00055,0.00086,27.71,26.86,28.12,1438.2617,0.0505,25.2422,5.8903,5.5894,1136887,1487049,2.8203,0.2302,2517.1,1438.2617,26.53,0,0,0,0
39000,6912,2634,38852,70255,61152,31033,370,11116,1057,3,184086,2244884,26613.732,9722.506,0.2776,6529.062,0.083,0.800,0.069,0.049,0.537,0.350,748,0.0823,0.6399,0.050,14.6,44.6,76.4,33.82,2.69,9.09,0.62,21.41,7.16,1.247,0.204,0.305,0.316,11.056,0.412,0.0023,87,408,1275,10527,234,17,0.293,4476,29,1467,5416,114,910,5888,5.50,11.70,17793,17.8758,67027,16800,170332,1302.3,-0.0,914124,10.723,2631075.518,2.02e-14,0.00014,12.25,26575,14.671,1.572,12.853,0.247,14.671,2655,1617,2640,0.2509,0.952,1.244,1.580,1.412,0.951,1.264,8490.578,9758.108,10627.500,8466.739,14048.556,1012.382,778.564,1402.498,0.660,0.416,0.510,0.498,0.387,0.456,34328,23559,0.7648,0.1714,0.2462,0.9998,0.0292,0.0529,0.6185,0.9637,0.8951,0.1375,0.0306,0.0337,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,4001,0.9993,0.8041,0.7711,0.9988,0.0292,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3931,5.1329,5.1413,0.0538,0.0794,0.0635,0.138,0.054,0.071,0.142,688,0.0607,0.0042,0.0036,0.00208,0.00042,0.00072,24.05,25.60,26.67,1622.2155,0.0466,22.7407,4.8299,5.8929,1138093,1486951,3.0802,0.3005,2475.6,1622.2155,22.88,0,0,0,0
40000,8893,2705,48919,108381,99511,58772,690,11652,786,2,159547,2374914,37121.032,11325.723,0.2728,8605.378,0.087,0.765,0.083,0.066,0.545,0.349,611,0.0618,0.6395,0.045,14.9,44.8,78.7,37.62,2.38,8.90,0.73,25.60,7.30,1.196,0.200,0.263,0.269,10.036,0.344,0.0022,72,366,1386,10360,278,16,0.328,5268,43,1712,7138,255,1195,7443,5.75,12.36,19794,19.9368,67012,13377,170709,3093.2,-0.0,911618,10.794,2631075.518,1.10e-14,0.00065,36.36,39550,17.253,1.548,15.350,0.355,17.279,3080,2324,3489,0.3108,0.920,1.108,1.560,1.340,0.942,1.239,13067.232,14224.817,12382.198,13037.115,20307.098,879.346,811.907,1029.091,0.662,0.434,0.539,0.558,0.500,0.574,33962,27280,0.7006,0.1624,0.2288,0.9994,0.0336,0.0554,0.5892,0.8619,0.8662,0.1159,0.0168,0.0347,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,6627,0.9982,0.7116,0.7038,0.9986,0.0336,0.0554,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2845,5.1309,5.3009,0.0491,0.1037,0.0672,0.108,0.069,0.066,0.114,591,0.0515,0.0031,0.0025,0.00211,0.00074,0.00101,26.09,27.08,27.81,1604.9316,0.0428,33.5933,4.6113,6.1828,1138759,1484875,2.6230,0.2619,2464.2,1604.9316,24.07,0,0,0,0
41000,8838,3119,44700,93948,85367,48757,491,12263,840,4,151022,2453076,34007.698,10713.927,0.2750,8118.215,0.083,0.788,0.071,0.058,0.554,0.342,444,0.0626,0.6354,0.053,15.1,48.6,79.4,36.92,3.04,9.89,0.65,23.34,7.14,1.233,0.215,0.322,0.327,10.787,0.367,0.0023,79,378,1454,9274,273,15,0.379,5376,126,1953,6759,284,2157,6397,4.25,11.18,20902,21.7657,67000,15083,169586,1618.8,-0.0,909545,11.283,2631075.518,3.26e-14,0.00084,15.95,35005,17.139,1.563,15.272,0.305,17.140,4571,1829,2438,0.2502,0.960,1.230,1.561,1.354,0.963,1.209,9908.617,12197.839,14585.890,9857.299,17682.724,997.627,666.713,931.371,0.664,0.419,0.548,0.579,0.443,0.537,32321,26894,0.6549,0.2161,0.3382,0.9999,0.0344,0.0513,0.6122,0.9020,0.8776,0.1201,0.0270,0.0374,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,4068,0.9991,0.7776,0.6971,0.9992,0.0344,0.0513,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3941,5.1447,5.1652,0.0504,0.0838,0.0579,0.126,0.064,0.050,0.118,686,0.0564,0.0047,0.0033,0.00211,0.00057,0.00087,26.56,26.24,26.60,1606.3425,0.0462,27.7902,5.1278,6.1556,1138342,1484895,1.4815,0.1367,2444.6,1606.3425,23.32,0,0,0,0
42000,8416,3569,46712,105462,97549,58314,436,13548,689,8,166185,2855989,38651.044,13013.849,0.2886,10015.933,0.097,0.752,0.084,0.068,0.593,0.316,500,0.0616,0.6088,0.059,22.0,54.0,85.8,42.36,3.45,9.86,0.75,28.30,7.37,1.231,0.193,0.326,0.330,12.576,0.431,0.0023,85,447,1610,8895,268,14,0.451,5199,550,1491,6375,704,1689,6023,3.50,9.79,17037,20.6121,66924,15271,170831,2479.9,-0.0,915351,14.284,2631075.518,2.25e-14,0.00028,16.82,35972,18.623,1.557,16.779,0.286,18.623,4451,1578,2387,0.2395,0.932,1.229,1.561,1.341,0.931,1.224,10115.261,11468.564,22411.971,10047.484,16207.522,1584.465,521.260,892.190,0.697,0.446,0.537,0.647,0.471,0.515,34698,26198,0.6518,0.3008,0.2658,0.9996,0.0349,0.0553,0.5634,0.8106,0.8505,0.1216,0.0177,0.0342,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,5697,0.9989,0.7008,0.6664,0.9990,0.0349,0.0553,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5425,5.2356,5.2172,0.0492,0.1044,0.0544,0.088,0.052,0.050,0.099,994,0.0580,0.0037,0.0030,0.00195,0.00080,0.00097,22.92,26.23,27.16,1738.9199,0.0571,26.5301,8.5128,5.7713,1138783,1483932,0.7164,0.0261,2308.2,1738.9199,18.32,0,0,0,0
43000,9536,3231,36573,76732,68952,39859,300,11740,696,1,165822,2334532,30509.544,9759.373,0.2827,6829.270,0.082,0.778,0.061,0.080,0.557,0.337,439,0.0554,0.6001,0.046,20.5,49.5,80.1,40.24,2.88,9.03,0.64,27.69,7.23,1.229,0.192,0.240,0.246,10.619,0.350,0.0023,106,553,1402,7957,270,18,0.280,5332,960,1268,7308,1407,985,7144,4.50,11.16,17612,20.9586,66940,15778,173245,2953.4,-0.0,917060,12.945,2631075.518,1.77e-15,0.00020,28.99,27166,15.721,1.560,13.786,0.376,15.721,4325,1935,3276,0.2434,0.930,1.183,1.575,1.357,0.937,1.234,8176.170,9309.235,16301.079,8124.073,12913.662,1516.795,475.526,937.783,0.650,0.438,0.510,0.604,0.453,0.489,38593,19950,0.5823,0.1707,0.2078,0.9998,0.0381,0.0583,0.5927,0.8012,0.8057,0.1255,0.0234,0.0242,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,2299,0.9985,0.7400,0.7027,0.9993,0.0381,0.0583,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7358,5.4108,5.5500,0.0436,0.0950,0.0526,0.101,0.035,0.050,0.102,767,0.0530,0.0038,0.0056,0.00211,0.00060,0.00065,27.96,27.24,27.40,1522.8300,0.0614,21.2349,7.4555,5.4893,1140121,1482472,0.7779,0.0703,2368.6,1522.8300,21.32,0,0,0,0
44000,7513,2631,51552,143995,135035,91297,1146,11890,939,3,161380,2138142,44325.704,13643.697,0.2762,10857.980,0.086,0.678,0.109,0.127,0.537,0.351,456,0.0706,0.6358,0.056,15.7,49.2,82.0,41.50,2.84,8.49,0.61,29.56,7.57,1.175,0.182,0.266,0.271,11.467,0.358,0.0022,72,375,1230,10245,218,15,0.307,4335,629,607,6277,840,1146,5527,3.25,9.85,14797,19.8720,66798,12150,165569,3780.3,0.0,922533,11.952,2631075.518,1.49e-14,0.00062,6.88,47735,18.360,1.537,16.566,0.257,18.361,3634,1422,2457,0.2832,0.872,1.126,1.539,1.266,0.925,1.184,12121.757,16394.775,20627.309,12142.663,22413.712,1121.914,545.068,1118.735,0.631,0.465,0.492,0.723,0.543,0.629,32438,38273,0.5722,0.1798,0.1988,0.9997,0.0359,0.0494,0.5873,0.8515,0.8154,0.1106,0.0158,0.0242,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,1599,0.9991,0.7405,0.7277,0.9988,0.0359,0.0494,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3797,5.3426,5.3638,0.0514,0.0751,0.0522,0.107,0.056,0.088,0.078,871,0.0773,0.0029,0.0054,0.00214,0.00092,0.00098,25.78,26.97,28.14,1421.9121,0.0478,34.7024,6.0870,5.8652,1141173,1482843,1.5025,0.2589,2492.5,1421.9121,17.29,0,0,0,0
45000,5595,2160,29649,56633,51136,26556,428,8483,591,4,109797,1730035,22296.573,7568.681,0.2803,5644.996,0.079,0.773,0.075,0.073,0.571,0.330,259,0.0634,0.6184,0.058,19.1,48.2,80.1,38.38,3.26,10.13,0.57,24.42,7.37,1.219,0.204,0.308,0.311,11.888,0.395,0.0023,76,458,1009,6597,255,11,0.558,3308,39,962,4594,98,1017,4480,4.50,10.52,19683,20.4833,66729,15939,167525,1268.1,-0.0,920683,9.391,2631075.518,1.66e-14,0.00034,27.80,19826,11.128,1.525,9.493,0.109,11.128,2837,1084,1674,0.2109,0.975,1.194,1.534,1.357,0.960,1.153,5634.876,8133.203,11223.481,5611.520,11106.569,1126.369,322.475,474.840,0.657,0.498,0.499,0.521,0.394,0.477,35030,19660,0.6972,0.1633,0.2279,0.9997,0.0364,0.0666,0.6120,0.9583,0.8760,0.1381,0.0123,0.0293,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,1978,0.9993,0.8156,0.8038,0.9986,0.0364,0.0666,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4524,5.2652,5.2046,0.0513,0.0722,0.0500,0.102,0.034,0.077,0.111,851,0.0972,0.0035,0.0065,0.00212,0.00046,0.00079,24.54,26.67,26.87,1451.0203,0.0418,16.9768,5.4427,3.9486,1142915,1482848,2.3465,0.3508,2577.6,1451.0203,17.98,0,0,0,0
46000,8837,2815,56270,138512,129580,81441,801,12106,1026,1,192024,2565665,44187.303,15485.459,0.2581,12388.455,0.103,0.699,0.114,0.084,0.579,0.321,684,0.0589,0.6402,0.065,15.1,43.3,74.4,35.84,2.49,9.36,0.62,23.37,7.27,1.182,0.217,0.224,0.227,10.220,0.362,0.0021,76,325,1248,10086,223,13,0.480,5091,32,1442,7363,317,1452,7068,4.00,10.53,21165,22.9638,66775,12157,161919,3008.1,-0.0,917955,11.764,2631075.518,6.90e-15,0.00014,16.52,44196,18.278,1.553,16.443,0.283,18.279,3616,1782,3439,0.2348,0.952,1.121,1.504,1.321,0.954,1.154,12563.007,18897.053,15910.769,12498.536,28166.454,1330.159,542.383,1224.462,0.646,0.507,0.563,0.557,0.494,0.649,28416,31086,0.6323,0.1633,0.2579,0.9996,0.0279,0.0497,0.6227,1.0076,0.9314,0.1222,0.0149,0.0270,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,7790,0.9998,0.8755,0.7341,0.9989,0.0279,0.0497,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4620,5.0225,4.9874,0.0524,0.0820,0.0522,0.098,0.055,0.080,0.102,1019,0.0888,0.0026,0.0039,0.00230,0.00103,0.00129,26.92,27.01,27.83,1547.1428,0.0507,41.0234,5.6187,6.1458,1143103,1480583,2.5074,0.2963,2565.8,1547.1428,20.47,0,0,0,0
47000,10969,3587,51175,123154,113528,71410,569,12596,1473,4,242980,2726780,44134.253,15503.672,0.2775,11290.024,0.085,0.771,0.085,0.059,0.558,0.331,906,0.0591,0.6242,0.062,15.0,45.9,84.5,38.24,2.54,10.05,0.77,24.89,7.30,1.234,0.221,0.215,0.218,10.607,0.340,0.0021,82,379,1405,11536,355,13,0.292,6433,108,1574,9287,769,2831,7369,4.25,11.09,16118,23.6150,66789,12632,159618,3464.2,-0.0,920633,12.248,2631075.518,5.66e-15,0.00055,12.20,38608,18.355,1.547,16.311,0.498,18.356,5556,2212,3201,0.2654,0.940,1.158,1.661,1.365,0.952,1.200,10534.545,13570.501,25395.032,10451.224,19578.021,2163.841,672.594,1377.213,0.645,0.466,0.518,0.653,0.470,0.579,25873,30599,0.5552,0.2166,0.2825,0.9994,0.0275,0.0542,0.5807,0.9403,0.9352,0.0961,0.0171,0.0260,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,3551,0.9997,0.8223,0.7962,0.9988,0.0275,0.0542,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6878,5.2206,5.0661,0.0489,0.0892,0.0684,0.162,0.082,0.088,0.119,820,0.0502,0.0027,0.0037,0.00205,0.00085,0.00111,23.36,27.58,27.70,1637.1414,0.0614,30.3404,6.1931,6.0544,1141797,1479616,2.1106,0.1371,2470.8,1637.1414,17.80,0,0,0,0
48000,8135,3325,43455,95819,85865,51889,475,14281,1398,3,242624,2780431,35520.976,13328.679,0.3047,8708.391,0.074,0.788,0.088,0.050,0.553,0.337,537,0.0796,0.6213,0.080,18.6,54.1,90.8,43.63,3.34,11.05,0.50,28.75,7.54,1.238,0.216,0.307,0.310,11.695,0.388,0.0024,99,467,1415,10691,341,15,0.211,5055,243,1475,6417,1415,1080,5640,5.50,12.23,14082,20.1341,66957,12637,158703,3061.0,0.0,927803,14.655,2631075.518,3.43e-14,0.00016,35.52,36650,19.502,1.561,17.635,0.306,19.502,4428,1750,1957,0.2703,0.901,1.214,1.670,1.356,0.907,1.269,9754.983,9830.275,20787.507,9694.464,13747.395,2824.990,491.360,1303.939,0.627,0.474,0.511,0.630,0.449,0.515,27759,27386,0.6053,0.1427,0.2550,0.9993,0.0364,0.0470,0.5642,0.7289,0.7903,0.1187,0.0181,0.0235,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,2104,0.9996,0.7353,0.7314,0.9987,0.0364,0.0470,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7170,5.5393,5.4492,0.0476,0.0552,0.0450,0.098,0.055,0.075,0.067,1117,0.0651,0.0036,0.0053,0.00185,0.00076,0.00080,26.34,27.18,26.98,1515.6921,0.0698,23.6781,8.3211,6.3344,1143717,1479582,1.9147,0.0263,2504.9,1515.6921,23.35,0,0,0,0
49000,9495,3148,41001,85029,75292,43564,464,11716,1220,4,233882,2401755,32786.288,11498.744,0.2722,7519.112,0.100,0.781,0.077,0.043,0.539,0.346,446,0.0629,0.6179,0.060,13.0,47.9,81.9,38.07,2.98,9.21,1.37,24.50,7.51,1.224,0.196,0.240,0.244,10.454,0.365,0.0022,96,476,1110,12114,172,14,0.595,5430,365,1324,7806,1655,1015,6825,5.00,11.68,14057,18.3570,66961,14104,157528,2825.1,-0.0,931545,12.153,2631075.518,2.65e-15,0.00001,12.67,31726,17.134,1.537,15.245,0.352,17.135,4321,2175,2999,0.2740,0.955,1.164,1.576,1.330,0.964,1.260,8937.153,11261.421,16238.158,8895.649,15171.592,1681.487,828.585,1469.559,0.638,0.421,0.505,0.575,0.410,0.539,29242,23693,0.5980,0.1909,0.2463,0.9999,0.0331,0.0509,0.5693,0.9086,0.8985,0.1157,0.0275,0.0397,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,2216,0.9998,0.7334,0.7476,0.9991,0.0331,0.0509,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5845,5.0555,5.3171,0.0485,0.1124,0.0809,0.240,0.071,0.179,0.152,792,0.0595,0.0058,0.0048,0.00207,0.00064,0.00096,25.16,26.94,27.83,1547.3919,0.0572,24.2622,6.8240,5.3293,1144694,1478171,2.3015,0.0872,2517.5,1547.3919,23.30,0,0,0,0
50000,7869,2923,41194,101695,93559,59704,797,13234,898,1,166851,2507921,34150.418,13198.698,0.2888,10186.875,0.137,0.710,0.096,0.057,0.560,0.340,482,0.0673,0.6292,0.077,11.0,45.3,75.4,34.46,2.36,10.25,0.44,21.41,7.41,1.241,0.227,0.242,0.245,10.441,0.396,0.0023,112,488,1309,10211,192,12,0.289,4705,166,1615,6088,704,585,6580,4.75,11.40,13534,15.5248,66912,14105,154550,1419.1,-0.0,938027,13.634,2631075.518,5.31e-16,0.00009,27.47,31957,17.113,1.564,15.298,0.250,17.143,2694,2347,2828,0.3218,0.950,1.121,1.814,1.409,0.958,1.315,9588.425,13104.010,15536.870,9564.779,19235.644,1096.378,709.006,1206.439,0.654,0.457,0.557,0.717,0.441,0.594,29175,24241,0.7215,0.1903,0.2451,0.9997,0.0256,0.0483,0.6030,0.9911,0.9028,0.1375,0.0181,0.0238,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,3660,0.9985,0.8195,0.7492,0.9994,0.0256,0.0483,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7033,5.0229,5.5751,0.0526,0.0501,0.0417,0.123,0.019,0.068,0.064,786,0.0525,0.0054,0.0038,0.00207,0.00073,0.00110,23.33,26.14,27.10,1486.6761,0.0471,29.0192,6.8231,6.8111,1147043,1477416,2.9984,0.2432,2589.9,1486.6761,22.79,0,0,0,0
