id,n_blocks_before,n_blocks_after,dist1,dist2
1358,39,39,0,15
1359,64,64,0,0
1360,15,15,0,0
1361,64,64,0,0
1362,42,42,0,0
1363,64,64,0,0
1364,64,64,0,0
1365,64,64,0,0
1366,52,52,0,0
1367,64,64,6,0
1368,64,64,0,16
1369,64,64,26,0
1370,64,64,0,0
1371,64,64,0,0
1372,51,51,0,0
1373,64,64,0,2
1374,64,64,0,0
1375,52,52,0,0
1376,64,64,0,0
1377,64,64,0,0
1378,64,64,0,0
1379,64,64,0,0
1380,64,64,0,0
1381,64,64,0,0
1382,26,26,0,0
1383,3,3,0,6
1384,64,64,0,0
1385,63,64,1,0
1386,59,50,9,0
1387,63,63,0,0
1388,52,62,36,24
1389,49,50,4,3
1390,36,36,0,0
1391,64,64,0,0
1392,64,64,0,32
1393,64,64,0,28
1394,64,64,0,0
1395,64,64,0,17
1396,64,64,0,0
1397,64,64,0,0
1398,64,64,46,0
1399,58,58,0,0
1400,64,64,0,0
1401,30,30,0,0
1402,31,31,0,42
1403,0,0,0,0
1404,52,52,0,0
1405,64,64,32,0
1406,61,45,17,0
1407,64,64,12,0
1408,64,64,0,0
1409,64,64,0,17
1410,64,64,0,0
1411,64,64,0,7
1412,64,64,0,0
1413,64,64,0,16
1414,0,0,0,0
1415,64,64,0,0
1416,11,50,39,0
1417,2,2,0,7
1418,22,22,0,21
1419,64,64,0,0
1420,64,64,0,0
1421,64,64,0,0
1422,46,46,0,20
1423,43,43,0,0
1424,38,38,0,0
1425,64,64,0,0
1426,36,35,1,0
1427,64,64,0,0
1428,0,0,0,0
1429,64,64,0,0
1430,64,64,0,0
1431,64,64,0,0
1432,64,64,0,0
1433,64,64,0,0
1434,29,29,0,0
1435,64,64,0,0
1436,64,64,32,0
1437,33,33,0,0
1438,33,36,3,1
1439,29,29,0,25
1440,64,64,0,64
1441,64,64,13,0
1442,43,43,0,0
1443,64,64,0,0
1444,24,28,4,0
1445,26,26,0,6
1446,50,51,4,10
1447,64,64,0,0
1448,64,35,30,0
1449,64,64,0,0
1450,27,27,19,0
1451,64,64,0,0
1452,0,0,0,0
1453,15,15,0,13
1454,64,64,0,0
1455,64,64,0,0
1456,40,54,14,0
1457,62,64,64,3
1458,64,56,18,0
1459,55,55,0,0
1460,60,60,0,0
1461,54,54,0,0
1462,64,64,0,0
1463,54,54,0,4
1464,64,64,0,5
1465,0,0,0,7
1466,64,64,33,8
1467,64,64,0,0
1468,33,33,0,21
1469,0,0,0,0
1470,64,64,0,0
1471,64,64,0,0
1472,64,64,0,0
1473,64,64,0,4
1474,16,16,0,6
1475,60,61,20,8
1476,64,64,0,0
1477,9,9,0,3
1478,53,52,5,2
1479,64,64,0,0
1480,64,64,0,1
1481,43,18,37,10
1482,58,58,0,2
1483,59,59,0,0
1484,18,18,0,9
1485,64,64,0,0
1486,64,64,0,0
1487,64,64,0,0
1488,33,33,0,0
1489,64,64,0,0
1490,7,7,0,0
1491,42,42,0,48
1492,64,64,10,0
1493,64,64,0,0
1494,24,24,0,0
1495,46,46,0,0
1496,44,44,0,0
1497,11,11,0,10
1498,64,64,0,0
1499,64,64,0,0
1500,0,0,0,0
1501,58,58,0,22
1502,64,64,0,0
1503,64,64,0,0
1504,64,64,0,0
1505,64,64,0,0
1506,64,64,0,6
1507,57,57,0,7
1508,64,64,0,20
1509,63,63,0,0
1510,64,64,0,0
1511,0,0,0,0
1512,64,64,0,0
1513,64,64,0,0
1514,64,64,0,0
1515,64,64,16,2
1516,64,64,0,0
1517,64,64,0,17
1518,15,15,0,0
1519,64,64,0,0
1520,24,24,0,2
1521,64,64,0,0
1522,64,64,0,0
1523,64,64,0,0
1524,64,64,0,0
1525,64,64,0,0
1526,64,64,0,5
1527,64,64,0,0
1528,64,64,0,0
1529,64,64,22,0
1530,0,0,0,0
1531,64,64,0,0
1532,64,64,0,0
1533,64,64,0,0
1534,64,64,0,0
1535,44,44,0,0
1536,64,64,13,48
1537,53,53,0,0
1538,64,64,0,21
1539,29,29,0,10
1540,53,53,0,0
1541,49,49,0,0
1542,64,64,0,0
1543,20,20,0,0
1544,64,64,0,0
1545,64,64,0,0
1546,49,51,2,0
1547,64,64,0,0
1548,24,28,4,22
1549,64,64,19,0
1550,64,64,0,26
1551,29,23,10,0
1552,64,64,0,0
1553,43,43,0,0
1554,64,64,27,48
1555,64,64,0,2
1556,33,33,0,2
1557,64,64,0,4
1558,64,64,41,0
1559,64,64,0,0
1560,64,64,0,0
1561,60,60,0,6
1562,0,0,0,0
1563,15,15,0,9
1564,64,64,0,0
1565,64,64,0,4
1566,64,64,0,39
1567,64,64,0,0
1568,0,0,0,0
1569,40,40,0,0
1570,0,0,0,0
1571,4,0,4,0
1572,64,64,0,0
1573,33,33,0,14
1574,13,13,0,2
1575,62,62,0,0
1576,20,20,0,0
1577,64,64,0,0
1578,4,4,0,0
1579,55,55,0,0
1580,20,20,0,0
1581,64,64,10,21
1582,64,64,0,0
1583,41,35,13,0
1584,64,64,0,0
1585,48,48,0,20
1586,27,27,0,12
1587,0,0,0,0
1588,64,64,0,0
1589,17,17,0,0
1590,64,64,0,15
1591,31,31,0,0
1592,64,64,0,0
1593,62,62,0,0
1594,55,55,0,0
1595,3,3,0,0
1596,64,64,0,0
1597,64,64,0,0
1598,64,64,0,0
1599,64,64,0,37
1600,64,64,0,0
1601,33,33,0,33
1602,3,55,52,0
1603,63,63,0,0
1604,53,56,5,0
1605,64,64,0,6
1606,64,64,40,10
1607,64,64,0,0
1608,37,37,0,0
1609,28,28,0,16
1610,60,52,9,0
1611,64,64,0,0
1612,64,64,1,0
1613,54,54,0,0
1614,41,41,0,3
1615,3,3,0,61
1616,0,0,0,1
1617,64,64,0,0
1618,48,45,3,0
1619,64,64,0,0
1620,64,64,0,0
1621,64,64,0,2
1622,56,56,0,0
1623,64,64,0,8
1624,64,64,0,0
1625,64,64,0,0
1626,64,64,0,0
1627,6,6,0,1
1628,61,61,0,0
1629,64,64,0,0
1630,64,64,0,0
1631,64,64,0,0
1632,64,64,0,15
1633,64,64,5,31
1634,39,39,0,0
1635,36,36,0,1
1636,64,64,0,0
1637,64,64,0,0
1638,64,64,0,0
1639,52,25,28,0
1640,50,50,0,17
1641,64,64,0,0
1642,29,29,0,0
1643,64,64,0,12
1644,64,64,0,0
1645,3,3,0,0
1646,48,48,0,0
1647,64,64,0,0
1648,46,46,0,4
1649,64,64,0,0
1650,64,64,0,0
1651,63,63,0,0
1652,49,49,0,0
1653,42,42,0,19
1654,60,60,0,13
1655,64,64,0,0
1656,53,53,0,0
1657,64,64,0,4
1658,64,64,0,16
1659,64,64,0,0
1660,0,0,0,0
1661,64,64,0,4
1662,46,46,0,13
1663,64,64,0,0
1664,0,0,0,52
1665,58,58,0,0
1666,32,32,0,25
1667,64,64,0,4
1668,61,61,0,0
1669,64,64,0,40
1670,64,64,0,0
1671,64,64,0,0
1672,51,43,8,3
1673,44,44,0,0
1674,33,33,0,9
1675,64,64,15,13
1676,64,64,0,0
1677,64,64,0,0
1678,64,64,0,33
1679,64,64,0,0
1680,27,61,40,0
1681,14,20,6,6
1682,20,20,0,0
1683,44,46,7,35
1684,10,10,0,0
1685,0,0,0,0
1686,64,64,0,0
1687,64,64,0,4
1688,64,64,0,0
1689,64,56,13,0
1690,64,64,0,0
1691,64,23,41,0
1692,51,54,40,0
1693,60,61,22,0
1694,15,15,0,13
1695,38,38,0,0
1696,64,64,0,0
1697,37,36,1,19
1698,24,24,0,0
1699,39,42,5,6
1700,64,64,0,38
1701,64,64,0,0
1702,53,53,0,0
1703,64,64,0,0
1704,16,50,34,0
1705,64,64,0,0
1706,40,45,10,14
1707,64,64,0,13
1708,13,13,0,55
1709,64,64,0,0
1710,64,64,0,0
1711,64,64,0,0
1712,64,64,0,23
1713,21,21,0,0
1714,61,61,0,0
1715,64,64,0,15
1716,64,64,0,15
1717,42,42,0,0
1718,64,64,0,0
1719,0,0,0,0
1720,48,48,0,0
1721,53,53,0,0
1722,38,38,0,0
1723,64,64,0,0
1724,64,64,0,0
1725,64,64,14,0
1726,64,64,0,0
1727,64,64,0,0
1728,56,56,0,15
1729,64,64,0,0
1730,64,64,20,0
1731,64,64,0,8
1732,63,63,0,0
1733,64,64,0,15
1734,14,14,0,4
1735,64,64,9,0
1736,56,56,0,0
1737,0,0,0,0
1738,64,64,0,0
1739,13,13,0,0
1740,24,24,0,4
1741,64,64,0,0
1742,64,64,0,0
1743,23,23,0,0
1744,64,64,0,0
1745,64,64,0,17
1746,64,64,0,5
1747,1,1,0,0
1748,64,64,0,0
1749,50,58,8,2
1750,64,64,0,0
1751,36,36,0,0
1752,33,33,0,0
1753,64,63,25,29
1754,14,14,0,2
1755,64,29,35,0
1756,0,0,0,0
1757,64,64,0,1
1758,24,24,0,0
1759,64,64,0,0
1760,64,64,8,3
1761,64,64,0,0
1762,15,15,0,0
1763,0,0,0,0
1764,17,17,0,0
1765,64,64,0,5
1766,62,62,0,0
1767,64,64,0,0
1768,48,48,0,0
1769,19,19,0,19
1770,64,64,0,0
1771,60,60,0,0
1772,64,64,0,0
1773,33,33,0,0
1774,55,55,0,14
1775,62,62,0,5
1776,64,64,0,0
1777,64,64,0,23
1778,56,56,0,0
1779,64,64,0,0
1780,28,28,0,0
1781,61,61,0,0
1782,0,0,0,0
1783,64,64,0,0
1784,36,36,0,35
1785,64,64,6,0
1786,64,64,0,2
1787,64,64,9,12
1788,64,64,0,0
1789,28,28,0,0
1790,64,64,36,24
1791,64,64,0,0
1792,4,4,0,0
1793,29,29,0,0
1794,40,40,0,0
1795,63,63,0,10
1796,64,64,0,0
1797,64,64,6,0
1798,64,64,0,0
1799,64,64,0,0
1800,14,14,0,18
1801,36,36,0,0
1802,55,55,0,0
1803,64,64,0,0
1804,64,64,0,0
1805,64,64,0,0
1806,64,64,0,0
1807,64,64,0,16
1808,14,14,0,0
1809,25,25,0,16
1810,64,64,41,8
1811,64,64,0,0
1812,53,53,0,0
1813,64,64,29,0
1814,64,64,0,0
1815,64,64,0,0
1816,33,33,0,0
1817,62,62,0,0
1818,64,64,0,0
1819,64,64,1,1
1820,64,64,0,0
1821,64,64,0,0
1822,48,48,0,0
1823,64,64,0,0
1824,64,64,0,0
1825,8,8,0,0
1826,45,45,0,0
1827,64,64,0,0
1828,64,63,13,12
1829,29,29,0,0
1830,0,0,0,0
1831,64,64,0,8
1832,64,64,0,0
1833,50,50,0,24
1834,64,64,0,0
1835,64,64,0,0
1836,49,49,0,0
1837,35,35,0,0
1838,64,64,0,0
1839,63,63,0,0
1840,64,64,0,39
1841,64,64,1,6
1842,26,20,6,0
1843,64,64,0,1
1844,64,64,0,0
1845,42,42,0,21
1846,64,64,0,0
1847,64,64,58,0
1848,32,32,0,9
1849,64,64,0,0
1850,43,41,2,7
1851,64,64,0,4
1852,11,11,0,0
1853,64,64,0,0
1854,28,28,0,10
1855,64,64,0,0
1856,64,64,0,0
1857,32,32,0,25
1858,64,64,0,0
1859,64,64,0,1
1860,64,64,26,0
1861,60,60,0,0
1862,64,64,0,0
1863,64,64,0,0
1864,57,57,0,18
1865,64,64,0,19
1866,64,64,0,0
1867,64,64,0,0
1868,25,25,0,0
1869,26,26,0,29
1870,64,64,2,0
1871,64,64,0,0
1872,39,40,1,0
1873,64,64,0,0
1874,64,64,0,0
1875,11,11,0,18
1876,64,64,0,0
1877,64,64,0,0
1878,40,38,5,0
1879,64,64,0,20
1880,42,42,0,0
1881,43,43,0,0
1882,64,64,0,0
1883,4,4,0,4
1884,64,64,0,0
1885,64,64,0,0
1886,64,64,0,1
1887,64,64,0,0
1888,64,64,0,0
1889,45,45,0,10
1890,64,64,0,0
1891,21,21,0,0
1892,19,19,0,40
1893,64,64,0,0
1894,50,50,0,0
1895,64,64,0,0
1896,64,64,0,0
1897,64,64,0,1
1898,64,64,0,50
1899,30,30,0,0
1900,64,64,13,0
1901,57,57,0,0
1902,64,64,0,0
1903,52,52,0,6
1904,64,64,15,30
1905,64,64,0,3
1906,33,33,0,0
1907,64,60,16,30
1908,64,64,0,10
1909,64,64,0,0
1910,48,48,0,6
1911,23,23,0,0
1912,64,64,0,44
1913,19,19,0,23
1914,64,64,0,0
1915,61,61,0,0
1916,53,53,0,7
1917,64,64,0,0
1918,14,14,0,21
1919,23,23,0,0
1920,27,27,0,0
1921,64,64,0,0
1922,64,64,0,15
1923,64,64,0,0
1924,64,64,0,0
1925,62,62,0,0
1926,3,3,0,0
1927,64,64,0,0
1928,45,45,0,0
1929,63,63,0,0
1930,64,64,0,23
1931,64,64,0,0
1932,64,64,30,6
1933,64,64,0,7
1934,64,64,0,0
1935,64,64,0,0
1936,60,60,0,15
1937,35,64,32,6
1938,61,61,0,0
1939,21,21,2,0
1940,56,56,0,0
1941,64,64,0,0
1942,64,64,0,25
1943,64,64,0,0
1944,58,58,0,0
1945,64,64,0,0
1946,62,62,0,0
1947,40,40,0,0
1948,34,34,0,34
1949,64,64,0,4
1950,55,55,0,41
1951,64,64,0,0
1952,64,64,0,0
1953,4,4,0,0
1954,37,53,16,19
1955,64,64,0,0
1956,61,61,0,0
1957,27,27,0,40
1958,60,60,0,0
1959,21,21,0,0
1960,41,41,0,0
1961,19,19,0,5
1962,64,64,0,10
1963,4,4,0,0
1964,64,64,0,0
1965,63,63,0,36
1966,57,57,0,0
1967,64,64,0,0
1968,64,64,0,16
1969,64,64,0,0
1970,44,44,0,13
1971,64,64,0,0
1972,64,64,0,0
1973,20,20,0,0
1974,64,62,24,0
1975,64,64,10,0
1976,64,64,0,0
1977,64,64,0,19
1978,64,64,0,0
1979,35,35,0,0
1980,64,64,0,0
1981,61,61,0,0
1982,54,58,16,10
1983,64,64,0,3
1984,62,62,0,0
1985,12,12,0,0
1986,28,28,0,12
1987,56,53,8,19
1988,64,64,0,14
1989,64,64,0,0
1990,64,64,0,0
1991,4,4,0,0
1992,64,64,0,18
1993,64,64,0,0
1994,64,64,0,0
1995,44,44,0,0
1996,64,64,0,34
1997,59,59,0,11
1998,52,52,0,0
1999,36,36,0,0
