id,n_genes,gene_edges,morph_edges,n_blocks,hard,muscle,sensor,digestive,largest,connected,dev_ns
555,7,2,14,19,0,19,0,0,19,1,172083
556,5,2,6,64,14,28,0,22,64,1,100292
557,6,2,7,64,0,0,6,58,64,1,157000
558,9,8,16,64,0,0,58,6,64,1,236750
559,6,0,14,64,6,15,43,0,64,1,141583
560,4,1,7,60,12,27,21,0,60,1,89958
561,4,2,8,64,0,0,52,12,64,1,81167
562,7,3,11,64,0,48,1,15,64,1,176000
563,8,4,9,53,0,0,53,0,53,1,198375
564,3,0,6,58,0,26,0,32,58,1,66959
565,11,4,18,64,0,0,0,64,64,1,322500
566,6,0,10,63,0,0,0,63,63,1,141542
567,9,5,10,43,5,0,0,38,43,1,232625
568,7,4,13,64,0,0,21,43,64,1,172250
569,3,0,5,19,0,0,19,0,19,1,66833
570,9,3,11,64,42,0,21,1,64,1,232834
571,5,3,9,64,0,0,23,41,64,1,100334
572,9,7,21,25,2,0,23,0,25,1,250500
573,10,5,15,51,0,0,25,26,51,1,267500
574,15,11,17,28,28,0,0,0,26,0,523292
575,5,0,8,59,0,0,59,0,59,1,100167
576,12,5,17,11,0,0,0,11,11,1,362292
577,9,7,17,64,0,0,64,0,64,1,238958
578,11,9,17,64,37,0,17,10,64,1,347041
579,4,1,4,64,6,18,40,0,64,1,86084
580,13,10,20,64,0,0,52,12,64,1,430125
581,7,3,13,64,0,32,6,26,64,1,179459
582,5,0,2,28,28,0,0,0,28,1,104750
583,8,2,8,64,64,0,0,0,64,1,206917
584,7,5,13,64,17,0,33,14,64,1,179708
585,11,6,17,54,0,31,0,23,54,1,332459
586,11,3,17,64,64,0,0,0,64,1,336542
587,5,1,5,64,48,0,16,0,64,1,104916
588,6,2,5,64,39,4,0,21,64,1,147750
589,6,1,11,64,0,7,0,57,64,1,147666
590,5,0,6,64,10,54,0,0,64,1,104375
591,4,1,4,64,16,0,0,48,64,1,94334
592,10,6,18,25,0,0,2,23,25,1,283000
593,8,3,13,16,7,0,0,9,16,1,207000
594,9,4,13,64,39,22,0,3,64,1,239208
595,13,6,19,12,0,0,12,0,12,1,429625
596,7,2,12,64,0,0,64,0,64,1,179500
597,6,0,8,64,22,6,0,36,64,1,147667
598,6,1,16,64,0,0,64,0,64,1,147542
599,7,1,9,47,0,14,33,0,47,1,179584
600,4,2,6,9,0,9,0,0,9,1,88333
601,3,0,0,0,0,0,0,0,0,0,71125
602,6,0,12,0,0,0,0,0,0,0,147417
603,6,3,8,64,0,52,12,0,64,1,147584
604,4,0,8,24,0,0,24,0,24,1,84583
605,8,3,12,64,0,0,64,0,64,1,207291
606,8,3,17,64,0,0,0,64,64,1,206792
607,12,6,22,26,26,0,0,0,26,1,371708
608,9,2,13,64,54,10,0,0,64,1,238792
609,4,0,7,64,0,0,64,0,64,1,84541
610,8,5,14,22,22,0,0,0,22,1,206875
611,3,0,5,61,0,61,0,0,61,1,69917
612,8,3,11,46,0,18,28,0,46,1,206875
613,9,5,14,0,0,0,0,0,0,0,244125
614,7,3,13,30,0,0,30,0,30,1,179583
615,10,7,14,29,7,0,22,0,29,1,279000
616,13,4,20,32,0,0,13,19,19,0,423042
617,10,6,11,64,11,0,0,53,64,1,278750
618,4,3,5,56,4,46,6,0,56,1,84667
619,6,1,12,64,0,58,0,6,64,1,147709
620,11,4,17,6,5,0,1,0,6,1,336000
621,11,7,13,64,2,0,62,0,64,1,350541
622,12,10,15,64,19,10,1,34,64,1,378709
623,11,10,18,64,0,7,37,20,64,1,332833
624,11,6,17,53,0,0,53,0,53,1,334625
625,7,1,8,64,0,2,62,0,64,1,179459
626,5,0,2,64,0,0,64,0,64,1,104708
627,7,2,10,56,0,0,56,0,56,1,179458
628,6,1,12,37,29,0,8,0,37,1,147625
629,9,3,12,41,14,6,2,19,41,1,239083
630,5,3,9,50,36,0,14,0,50,1,104667
631,7,5,14,18,0,1,13,4,18,1,179333
632,5,3,10,11,6,0,1,4,11,1,107958
633,6,3,14,9,0,0,7,2,7,0,147541
634,8,1,10,64,0,0,64,0,64,1,213708
635,5,2,8,0,0,0,0,0,0,0,104333
636,8,0,13,64,0,0,51,13,64,1,206834
637,10,1,13,64,0,23,0,41,64,1,282709
638,7,4,8,17,0,0,16,1,17,1,179625
639,11,5,17,64,0,11,53,0,64,1,332792
640,7,2,13,64,45,19,0,0,64,1,182958
641,9,3,13,63,13,44,0,6,63,1,238959
642,14,9,25,64,0,0,0,64,64,1,466167
643,13,10,15,34,0,34,0,0,34,1,424917
644,11,4,21,6,0,0,6,0,6,1,336166
645,5,1,7,19,19,0,0,0,19,1,104500
646,6,4,7,43,0,33,0,10,43,1,151792
647,6,3,13,53,28,7,18,0,46,0,147500
648,4,0,7,64,11,50,3,0,64,1,84875
649,9,3,13,33,6,1,11,15,33,1,238834
650,8,1,12,48,36,0,0,12,36,0,206791
651,9,4,12,64,46,18,0,0,64,1,243666
652,7,2,12,64,17,10,37,0,64,1,183500
653,9,6,15,64,0,27,0,37,64,1,250000
654,9,6,14,63,61,0,0,2,63,1,238709
655,8,1,14,31,0,7,24,0,31,1,206708
656,12,9,24,0,0,0,0,0,0,0,377125
657,8,4,18,7,6,1,0,0,7,1,206708
658,5,1,10,64,0,0,45,19,64,1,105042
659,7,3,7,0,0,0,0,0,0,0,183958
660,6,3,11,64,24,22,12,6,64,1,147500
661,8,5,4,64,12,0,24,28,64,1,206833
662,8,1,12,24,8,0,16,0,24,1,213250
663,6,3,8,54,14,0,1,39,54,1,147708
664,6,1,10,64,29,0,0,35,64,1,154167
665,7,2,11,64,36,0,0,28,64,1,275458
666,8,1,16,64,0,0,0,64,64,1,198917
667,4,1,5,64,0,22,10,32,64,1,81958
668,7,0,13,64,0,0,0,64,64,1,172209
669,12,9,16,60,0,0,60,0,60,1,357250
670,8,1,11,47,2,45,0,0,47,1,198291
671,7,7,10,61,5,0,56,0,61,1,172041
672,9,6,14,64,16,0,0,48,64,1,238417
673,8,4,8,41,41,0,0,0,41,1,198375
674,4,2,8,64,64,0,0,0,64,1,81250
675,5,0,5,26,0,0,26,0,26,1,101500
676,13,5,22,64,64,0,0,0,64,1,404292
677,9,2,14,39,0,6,14,19,39,1,229083
678,6,0,12,63,8,1,4,50,63,1,145000
679,10,5,14,64,64,0,0,0,64,1,268000
680,19,18,27,34,34,0,0,0,34,1,799291
681,7,2,12,64,50,14,0,0,64,1,175541
682,11,4,22,15,15,0,0,0,15,1,322459
683,10,2,18,64,0,12,52,0,64,1,267417
684,5,1,11,58,0,0,0,58,58,1,100458
685,6,4,7,17,0,11,0,6,17,1,141917
686,7,1,14,29,0,15,13,1,29,1,172083
687,8,6,17,51,8,5,0,38,51,1,198459
688,6,1,10,41,39,0,2,0,41,1,142583
689,6,4,7,24,0,24,0,0,24,1,141584
690,8,5,15,64,28,0,35,1,64,1,205166
691,3,2,8,64,0,39,3,22,64,1,67167
692,2,0,3,64,0,0,0,64,64,1,64125
693,9,8,14,64,64,0,0,0,64,1,229125
694,7,6,9,64,0,0,64,0,64,1,172375
695,9,2,12,56,0,0,27,29,56,1,229000
696,6,1,5,12,0,12,0,0,12,1,141542
697,4,0,9,0,0,0,0,0,0,0,81084
698,10,6,18,64,0,0,60,4,64,1,267500
699,7,3,13,51,0,11,40,0,51,1,172292
700,9,6,12,51,0,36,0,15,51,1,235167
701,10,6,9,38,0,0,38,0,38,1,268125
702,7,6,16,64,0,0,64,0,64,1,177625
703,3,0,4,64,0,0,64,0,64,1,68125
704,8,4,10,64,23,0,0,41,64,1,202417
705,7,2,14,64,5,0,0,59,64,1,203625
706,7,3,5,64,64,0,0,0,64,1,172291
707,11,6,8,64,64,0,0,0,64,1,334875
708,9,2,11,53,53,0,0,0,53,1,255625
709,6,1,12,38,0,0,11,27,38,1,161375
710,8,4,13,63,0,27,0,36,63,1,241583
711,8,1,10,0,0,0,0,0,0,0,198417
712,13,9,21,64,56,0,6,2,64,1,417292
713,8,3,12,32,0,0,32,0,32,1,198416
714,7,2,4,54,0,0,6,48,54,1,172042
715,12,8,17,29,0,0,29,0,29,1,364500
716,6,2,10,64,37,26,0,1,64,1,141750
717,11,5,17,64,0,32,0,32,64,1,326667
718,9,10,20,55,0,0,55,0,55,1,229125
719,7,4,9,64,0,0,64,0,64,1,190459
720,7,4,10,64,12,31,0,21,64,1,171958
721,9,2,16,8,0,0,8,0,8,1,229166
722,8,7,12,64,2,0,62,0,64,1,201750
723,7,3,11,64,27,0,0,37,64,1,171959
724,7,4,10,46,1,0,0,45,46,1,172166
725,11,5,16,64,37,0,26,1,64,1,322583
726,12,4,20,0,0,0,0,0,0,0,356250
727,5,2,7,64,0,30,34,0,64,1,100459
728,7,3,6,64,0,0,27,37,64,1,172000
729,6,2,7,64,21,0,43,0,64,1,141458
730,16,8,31,64,0,0,21,43,64,1,609167
731,6,1,8,64,28,0,24,12,64,1,167333
732,11,11,17,47,23,5,0,19,47,1,353166
733,8,2,12,51,19,0,0,32,51,1,210917
734,7,4,14,59,31,18,0,10,59,1,189334
735,12,8,18,64,0,27,28,9,64,1,392000
736,4,1,8,23,4,0,0,19,23,1,86917
737,4,0,7,64,0,0,40,24,64,1,95125
738,5,1,11,64,0,0,0,64,64,1,105042
739,10,3,13,64,0,0,7,57,64,1,275167
740,5,1,6,64,0,0,64,0,64,1,110500
741,11,7,20,21,0,0,0,21,20,0,348125
742,12,11,13,13,0,0,13,0,9,0,364167
743,5,0,8,64,15,0,0,49,64,1,100750
744,12,4,22,30,0,0,22,8,30,1,385666
745,7,4,7,64,0,0,0,64,64,1,174791
746,2,0,3,40,0,0,40,0,40,1,64625
747,10,4,13,0,0,0,0,0,0,0,270125
748,7,3,8,64,0,0,64,0,64,1,173458
749,10,7,19,64,0,0,64,0,64,1,273125
750,4,0,7,64,5,59,0,0,64,1,82792
751,4,0,7,64,36,0,28,0,64,1,82000
752,6,4,6,64,7,0,37,20,64,1,143250
753,6,2,7,64,0,6,58,0,64,1,144292
754,7,2,10,37,0,0,23,14,37,1,172541
755,12,8,19,64,0,18,1,45,64,1,394250
756,5,0,6,64,64,0,0,0,64,1,109375
757,8,2,20,43,1,0,11,31,42,0,241500
758,4,2,9,64,0,17,0,47,64,1,93042
759,9,4,13,64,0,0,43,21,64,1,241041
760,7,2,12,60,0,17,14,29,60,1,177583
761,14,11,20,26,2,0,24,0,26,1,463417
762,8,3,10,64,0,0,64,0,64,1,216375
763,8,4,14,64,0,3,35,26,64,1,208459
764,6,0,8,50,0,0,38,12,50,1,148583
765,12,6,14,64,9,0,54,1,64,1,373750
766,11,6,16,59,24,0,0,35,59,1,359209
767,6,3,12,25,0,16,9,0,25,1,154958
768,8,4,12,21,18,0,3,0,18,0,218084
769,8,7,9,64,15,0,49,0,64,1,223625
770,11,12,17,55,0,0,47,8,55,1,379583
771,6,2,14,56,15,0,25,16,56,1,156625
772,8,6,12,61,0,25,36,0,61,1,218125
773,9,11,8,0,0,0,0,0,0,0,260916
774,10,5,15,59,12,14,32,1,59,1,299333
775,6,0,8,34,0,0,0,34,34,1,154291
776,12,11,15,49,0,0,49,0,49,1,397834
777,6,5,13,60,0,31,29,0,60,1,163875
778,12,10,15,55,55,0,0,0,55,1,415167
779,6,3,10,64,0,0,0,64,64,1,160750
780,10,7,19,26,0,0,0,26,23,0,292375
781,6,4,7,64,0,0,64,0,64,1,161250
782,7,2,9,64,28,0,36,0,64,1,207208
783,7,5,10,42,42,0,0,0,42,1,196458
784,7,1,15,42,3,0,39,0,41,0,193792
785,5,4,10,63,0,0,63,0,63,1,113958
786,5,0,9,57,13,44,0,0,57,1,110583
787,9,3,15,64,0,46,0,18,64,1,246417
788,6,1,11,55,0,55,0,0,55,1,153750
789,11,10,24,64,51,8,0,5,64,1,359959
790,5,1,8,54,24,18,0,12,54,1,100542
791,8,4,15,64,0,21,0,43,64,1,221042
792,10,9,21,64,51,0,13,0,64,1,267958
793,13,13,16,8,0,1,7,0,7,0,421334
794,5,2,9,62,62,0,0,0,62,1,113583
795,9,4,10,64,64,0,0,0,64,1,232542
796,8,6,12,63,39,0,3,21,63,1,211417
797,4,2,6,0,0,0,0,0,0,0,84833
798,13,7,11,64,0,37,0,27,64,1,416791
799,7,2,14,64,64,0,0,0,64,1,193959
800,11,9,19,37,0,32,0,5,37,1,334042
801,8,9,5,17,0,0,13,4,17,1,216042
802,8,5,13,64,0,0,0,64,64,1,237459
803,5,2,5,64,34,0,0,30,64,1,104500
804,6,2,6,11,2,0,0,9,9,0,156042
805,7,4,15,3,3,0,0,0,3,1,192916
806,8,2,17,0,0,0,0,0,0,0,214166
807,8,5,17,64,0,0,0,64,64,1,206917
808,10,7,17,59,19,4,6,30,59,1,273583
809,9,4,10,64,22,42,0,0,64,1,245292
810,10,5,14,64,0,22,11,31,64,1,303500
811,8,4,10,64,0,0,22,42,64,1,205875
812,6,2,8,48,20,0,9,19,48,1,142041
813,5,3,8,63,0,10,53,0,63,1,101375
814,6,1,11,56,0,0,12,44,56,1,141875
815,4,1,3,64,0,0,64,0,64,1,81541
816,4,0,5,0,0,0,0,0,0,0,81291
817,5,2,5,64,0,9,39,16,64,1,100458
818,8,3,13,12,0,0,0,12,12,1,198667
819,8,0,10,45,28,0,0,17,45,1,198334
820,6,1,9,64,0,0,0,64,64,1,160000
821,8,1,9,28,0,0,28,0,28,1,198917
822,11,7,15,61,25,0,0,36,61,1,322625
823,5,0,4,64,0,48,0,16,64,1,100542
824,7,3,10,17,0,0,17,0,17,1,175708
825,12,7,24,56,54,2,0,0,56,1,356625
826,8,9,11,22,22,0,0,0,20,0,198666
827,5,2,9,64,0,64,0,0,64,1,100625
828,6,1,6,3,0,0,3,0,3,1,141708
829,11,3,19,64,55,9,0,0,64,1,322083
830,11,3,21,64,20,0,1,43,64,1,354375
831,12,7,20,27,9,0,0,18,27,1,383292
832,11,6,16,64,0,0,0,64,64,1,348042
833,9,8,15,64,0,0,31,33,64,1,232666
834,9,4,14,3,0,3,0,0,3,1,239709
835,9,5,18,63,0,1,0,62,63,1,228958
836,7,4,15,25,2,0,0,23,25,1,172417
837,4,1,7,64,0,0,50,14,64,1,81167
838,8,3,11,0,0,0,0,0,0,0,198334
839,8,3,11,43,1,0,42,0,42,0,201833
840,8,4,9,64,0,0,25,39,64,1,198292
841,11,4,16,15,0,0,15,0,15,1,323208
842,7,4,14,45,0,14,31,0,45,1,171875
843,13,5,17,60,0,53,0,7,60,1,456792
844,7,2,9,50,0,13,37,0,50,1,185125
845,6,1,11,16,16,0,0,0,16,1,151875
846,10,8,14,54,0,0,24,30,54,1,290667
847,3,2,5,64,20,0,44,0,64,1,72250
848,8,4,12,64,0,0,37,27,64,1,215000
849,12,4,13,64,32,0,0,32,64,1,382667
850,10,8,14,64,13,0,51,0,64,1,288417
851,7,0,12,9,0,0,0,9,9,1,186708
852,7,3,15,64,5,25,0,34,64,1,185917
853,13,8,25,18,0,0,18,0,18,1,435084
854,7,1,11,0,0,0,0,0,0,0,185292
855,10,6,13,41,0,0,30,11,41,1,287167
856,10,5,15,61,0,0,0,61,61,1,287083
857,10,4,19,47,22,0,0,25,47,1,287333
858,12,6,14,64,0,0,0,64,64,1,414750
859,7,4,10,60,0,25,0,35,60,1,192083
860,4,0,5,64,22,22,20,0,64,1,88583
861,8,2,8,7,0,0,0,7,4,0,229042
862,12,12,25,64,55,0,9,0,64,1,411083
863,7,3,9,64,0,0,64,0,64,1,230584
864,11,7,18,64,0,58,6,0,64,1,347541
865,9,2,14,64,0,0,0,64,64,1,248958
866,8,3,12,63,0,0,12,51,63,1,215333
867,9,3,20,64,0,0,16,48,64,1,281458
868,10,3,19,64,0,4,60,0,64,1,289792
869,6,3,11,0,0,0,0,0,0,0,149500
870,5,3,6,32,0,0,0,32,32,1,105750
871,10,8,13,45,38,7,0,0,45,1,280833
872,9,2,15,64,30,22,12,0,64,1,242208
873,9,4,17,24,24,0,0,0,24,1,230000
874,10,4,17,64,0,0,7,57,64,1,282584
875,8,4,12,64,0,0,52,12,64,1,199583
876,8,3,13,0,0,0,0,0,0,0,199000
877,7,3,9,31,0,0,0,31,31,1,172250
878,9,3,8,60,0,0,60,0,60,1,241042
879,6,2,8,36,14,22,0,0,36,1,141625
880,11,5,20,64,0,0,64,0,64,1,333875
881,5,3,3,48,0,48,0,0,48,1,100666
882,4,1,6,56,0,0,56,0,56,1,81833
883,6,2,7,64,0,0,16,48,64,1,142625
884,12,9,15,53,0,0,53,0,53,1,357000
885,9,2,17,64,20,0,0,44,64,1,230792
886,5,0,7,49,27,22,0,0,49,1,101333
887,6,4,7,18,0,0,16,2,18,1,145708
888,7,3,14,0,0,0,0,0,0,0,173042
889,9,3,11,64,0,0,62,2,64,1,233541
890,14,13,24,38,0,0,0,38,38,1,474958
891,11,5,18,64,3,0,47,14,64,1,350125
892,1,1,0,0,0,0,0,0,0,0,71084
893,12,5,18,64,0,0,36,28,64,1,389833
894,6,4,4,40,0,0,40,0,40,1,153167
895,6,1,7,64,0,0,64,0,64,1,152917
896,13,13,18,46,2,44,0,0,46,1,434917
897,10,3,18,12,0,12,0,0,12,1,295583
898,5,1,7,55,0,2,40,13,55,1,108917
899,10,7,16,64,28,8,28,0,64,1,288542
900,13,4,24,36,8,3,25,0,36,1,439125
901,11,9,22,64,22,10,0,32,64,1,351000
902,2,0,4,64,10,0,54,0,64,1,71916
903,9,3,19,64,15,41,0,8,64,1,249000
904,7,4,7,9,9,0,0,0,9,1,188625
905,12,5,26,64,0,0,64,0,64,1,381584
906,13,7,16,27,0,0,0,27,27,1,448666
907,8,6,11,0,0,0,0,0,0,0,212750
908,7,3,18,64,54,0,0,10,64,1,179959
909,9,2,19,64,0,0,32,32,64,1,239291
910,5,0,5,44,12,10,0,22,44,1,105875
911,11,7,20,38,0,38,0,0,38,1,338167
912,7,0,12,64,57,0,7,0,64,1,179625
913,7,2,12,64,22,0,0,42,64,1,179875
914,7,3,19,64,56,0,0,8,64,1,180125
915,14,6,25,8,0,0,1,7,4,0,471167
916,8,5,6,36,0,35,1,0,36,1,224583
917,7,4,18,64,2,0,62,0,64,1,179834
918,9,3,11,64,0,0,64,0,64,1,245125
919,14,10,21,64,9,1,0,54,64,1,483541
920,9,7,9,64,64,0,0,0,64,1,246834
921,5,0,6,43,0,43,0,0,43,1,108250
922,6,2,18,64,0,0,51,13,64,1,153125
923,9,6,14,64,0,39,0,25,64,1,247042
924,6,4,10,25,0,3,22,0,25,1,152709
925,11,5,20,64,0,0,38,26,64,1,344375
926,9,3,12,64,6,58,0,0,64,1,247375
927,10,8,20,64,0,54,7,3,64,1,287583
928,6,0,7,58,0,0,0,58,58,1,152416
929,4,0,6,7,0,7,0,0,7,1,88416
930,8,3,9,29,29,0,0,0,29,1,213375
931,3,0,6,60,0,22,38,0,60,1,72208
932,4,0,8,64,12,38,14,0,64,1,87375
933,5,0,12,45,9,0,0,36,45,1,107875
934,2,1,3,64,0,0,56,8,64,1,68750
935,5,0,3,64,0,0,0,64,64,1,107959
936,5,2,15,64,0,17,0,47,64,1,108166
937,10,3,16,33,0,0,33,0,33,1,296250
938,3,0,3,54,0,0,20,34,54,1,69750
939,6,1,9,26,26,0,0,0,26,1,148000
940,3,1,2,60,0,0,60,0,60,1,73500
941,12,4,17,64,26,0,0,38,64,1,382167
942,10,5,7,64,0,0,4,60,64,1,287916
943,7,1,8,59,0,0,59,0,59,1,187167
944,4,0,7,64,0,60,0,4,64,1,87417
945,10,5,17,63,0,0,17,46,63,1,279125
946,4,0,11,64,34,30,0,0,64,1,84542
947,7,1,7,0,0,0,0,0,0,0,184542
948,5,1,8,0,0,0,0,0,0,0,104625
949,4,1,4,64,40,19,0,5,64,1,84625
950,9,2,15,64,55,0,0,9,64,1,239041
951,8,2,9,45,24,18,0,3,45,1,206834
952,4,0,4,36,0,26,10,0,36,1,84375
953,6,2,13,64,0,0,0,64,64,1,151375
954,9,3,15,62,33,0,25,4,62,1,239250
955,6,2,6,3,0,0,3,0,3,1,147417
956,11,7,14,34,0,0,30,4,34,1,332833
957,8,2,11,48,48,0,0,0,48,1,227625
958,3,0,6,64,0,10,54,0,64,1,74708
959,5,1,10,34,10,0,0,24,34,1,109750
960,10,10,15,0,0,0,0,0,0,0,308542
961,8,3,14,2,0,0,0,2,2,1,211209
962,6,2,8,64,0,0,3,61,64,1,148542
963,7,2,17,64,5,31,1,27,64,1,181084
964,6,1,4,64,4,6,54,0,64,1,151500
965,11,6,21,64,0,0,0,64,64,1,342416
966,8,3,12,0,0,0,0,0,0,0,210042
967,11,7,17,64,12,10,6,36,64,1,334708
968,3,0,4,34,0,0,0,34,34,1,71917
969,8,1,13,64,0,64,0,0,64,1,207542
970,5,1,10,22,22,0,0,0,22,1,105541
971,3,1,3,64,0,6,58,0,64,1,72042
972,6,0,11,64,49,0,15,0,64,1,142750
973,3,1,5,44,0,0,0,44,44,1,67750
974,10,6,20,64,23,0,0,41,64,1,271208
975,9,2,12,64,0,24,0,40,64,1,231792
976,10,8,20,50,3,28,0,19,50,1,269084
977,5,0,5,64,64,0,0,0,64,1,100875
978,11,10,19,64,62,0,0,2,64,1,333375
979,9,3,10,56,0,20,6,30,56,1,244000
980,7,4,10,64,0,0,36,28,64,1,188209
981,7,2,8,5,4,1,0,0,4,0,180708
982,4,2,7,27,16,10,1,0,26,0,84667
983,9,4,15,64,46,18,0,0,64,1,238875
984,7,4,6,32,32,0,0,0,32,1,183750
985,14,10,26,64,0,0,0,64,64,1,488208
986,12,13,15,0,0,0,0,0,0,0,538750
987,9,4,16,64,0,28,36,0,64,1,253583
988,8,5,9,0,0,0,0,0,0,0,216917
989,3,0,6,64,0,64,0,0,64,1,75208
990,7,2,11,64,0,0,4,60,64,1,191083
991,8,3,11,1,0,0,0,1,1,1,222667
992,8,2,18,64,0,0,0,64,64,1,216333
993,6,5,7,63,0,0,0,63,63,1,156167
994,5,0,6,48,0,28,20,0,48,1,123417
995,7,3,16,25,0,25,0,0,25,1,202042
996,6,3,11,64,0,0,0,64,64,1,165166
997,7,3,10,64,0,0,0,64,64,1,188125
998,4,1,7,59,31,0,28,0,59,1,94208
999,10,9,20,64,16,0,0,48,64,1,316916
1000,6,3,10,29,0,2,27,0,29,1,156041
1001,12,11,16,58,38,0,17,3,57,0,370833
1002,8,3,10,63,0,0,26,37,63,1,199500
1003,5,2,12,52,4,19,10,19,52,1,100500
1004,11,5,13,59,0,0,59,0,59,1,328041
1005,7,8,11,64,0,0,64,0,64,1,172625
1006,11,11,19,64,0,26,38,0,64,1,319542
1007,12,7,20,19,0,0,5,14,19,1,356250
1008,8,3,10,64,0,0,64,0,64,1,198333
1009,9,5,11,64,0,0,0,64,64,1,229292
1010,6,2,12,2,2,0,0,0,1,0,141458
1011,6,3,15,64,1,0,0,63,64,1,141542
1012,7,1,12,33,0,8,25,0,33,1,175792
1013,7,2,9,64,0,46,15,3,64,1,186959
1014,9,6,16,48,9,0,26,13,48,1,229000
1015,7,5,10,64,32,0,0,32,64,1,175500
1016,4,2,6,18,18,0,0,0,18,1,81291
1017,14,9,18,43,0,19,10,14,43,1,455000
1018,4,1,9,64,0,64,0,0,64,1,84375
1019,4,0,4,64,64,0,0,0,64,1,81125
1020,9,2,18,64,52,8,0,4,64,1,236917
1021,9,5,16,64,33,0,14,17,64,1,229125
1022,10,7,18,61,0,61,0,0,61,1,271917
1023,10,1,21,47,0,34,0,13,47,1,301458
1024,6,3,11,37,37,0,0,0,37,1,142875
1025,6,2,9,64,0,2,32,30,64,1,142083
1026,5,0,10,64,21,12,13,18,64,1,100875
1027,8,4,16,42,2,0,40,0,42,1,209833
1028,9,5,14,64,0,0,64,0,64,1,248333
1029,7,5,14,64,60,0,0,4,64,1,175667
1030,7,3,14,42,42,0,0,0,42,1,185333
1031,7,2,15,52,36,13,0,3,52,1,202459
1032,14,8,19,64,0,0,0,64,64,1,451417
1033,10,7,13,64,29,10,0,25,64,1,287500
1034,13,12,19,64,6,0,21,37,64,1,417084
1035,11,6,20,30,9,1,10,10,30,1,339666
1036,9,3,11,64,37,0,7,20,64,1,257666
1037,9,6,18,32,0,0,6,26,32,1,251459
1038,10,7,21,62,35,0,12,15,62,1,285750
1039,5,1,9,64,0,49,0,15,64,1,100875
1040,8,4,18,20,0,3,17,0,19,0,220667
1041,8,4,9,1,0,0,0,1,1,1,198500
1042,5,3,12,64,0,0,0,64,64,1,102792
1043,9,5,16,49,0,23,0,26,49,1,259250
1044,9,7,18,64,1,60,3,0,64,1,229042
1045,3,0,4,28,0,0,0,28,28,1,77167
1046,9,2,18,22,18,0,0,4,22,1,246125
1047,14,7,14,64,0,64,0,0,64,1,447167
1048,9,3,16,64,7,0,0,57,64,1,241250
1049,4,0,4,64,36,0,28,0,64,1,84625
1050,10,4,16,41,4,0,0,37,41,1,270958
1051,11,4,22,64,0,7,22,35,64,1,318750
1052,7,1,7,46,4,0,42,0,46,1,179542
1053,8,3,15,64,21,41,2,0,64,1,201917
1054,6,2,8,64,0,0,14,50,64,1,141500
1055,10,4,20,64,1,0,48,15,64,1,267667
1056,6,2,9,64,0,0,64,0,64,1,141625
1057,13,8,18,58,3,0,0,55,58,1,437666
1058,5,1,6,13,0,0,0,13,13,1,101166
1059,13,10,25,64,0,21,43,0,64,1,414500
1060,6,2,10,0,0,0,0,0,0,0,141667
1061,10,10,24,47,1,9,17,20,47,1,267958
1062,12,10,20,0,0,0,0,0,0,0,356875
1063,11,4,19,64,0,31,5,28,64,1,333958
1064,8,2,18,24,1,0,23,0,23,0,198458
1065,5,1,11,59,0,6,30,23,59,1,100750
1066,4,0,4,44,0,0,24,20,44,1,81125
1067,9,3,12,64,38,6,0,20,64,1,229042
1068,7,1,16,61,16,36,0,9,61,1,172084
1069,13,6,23,17,0,0,1,16,17,1,421208
1070,12,5,17,46,31,0,0,15,46,1,371958
1071,12,11,10,64,64,0,0,0,64,1,392750
1072,4,1,6,64,0,0,9,55,64,1,84958
1073,10,5,22,64,1,0,63,0,64,1,282833
1074,7,2,14,64,0,0,0,64,64,1,179625
1075,8,3,15,48,0,42,0,6,48,1,203500
1076,12,7,19,40,40,0,0,0,40,1,356083
1077,7,5,14,64,50,0,12,2,64,1,188083
1078,7,2,14,38,30,0,0,8,37,0,190584
1079,7,1,11,64,0,0,64,0,64,1,171834
1080,14,14,18,35,12,0,0,23,35,1,496417
1081,6,3,12,64,8,0,0,56,64,1,154042
1082,9,4,19,64,0,0,14,50,64,1,232375
1083,10,4,16,56,0,0,30,26,56,1,274834
1084,6,2,11,55,1,0,0,54,55,1,141542
1085,9,2,14,63,63,0,0,0,63,1,229041
1086,6,2,9,53,24,0,0,29,53,1,145042
1087,8,3,10,0,0,0,0,0,0,0,202417
1088,13,7,17,64,0,0,3,61,64,1,425375
1089,11,3,16,64,0,64,0,0,64,1,319291
1090,2,0,3,64,64,0,0,0,64,1,69792
1091,5,1,7,64,0,52,0,12,64,1,114667
1092,9,1,20,48,18,9,1,20,48,1,229000
1093,9,4,15,62,0,0,33,29,62,1,259458
1094,11,5,14,27,27,0,0,0,27,1,356166
1095,3,0,4,63,0,19,0,44,63,1,67625
1096,6,1,12,64,0,0,64,0,64,1,159333
1097,7,6,17,46,23,0,0,23,46,1,176084
1098,8,3,15,60,10,19,31,0,60,1,211708
1099,10,10,16,64,0,6,38,20,64,1,284250
1100,12,7,24,64,0,0,0,64,64,1,356334
1101,11,10,5,47,26,21,0,0,47,1,318875
1102,11,2,22,64,18,17,0,29,64,1,318833
1103,9,6,11,64,1,41,22,0,64,1,241375
1104,5,5,7,5,0,0,0,5,5,1,109542
1105,11,3,22,64,0,0,64,0,64,1,344834
1106,8,2,17,64,0,0,64,0,64,1,206792
1107,5,3,3,28,0,28,0,0,26,0,105083
