step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea
34000,7194,3957,15738,21502,15318,5751,13,13906,897,23,160536,1511550,15907.629,4524.608,0.3388,1125.439,0.087,0.683,0.131,0.099,0.421,0.374,972,0.1301,0.6849,0.180,17.0,35.6,57.3,32.59,1.23,13.55,1.24,16.57,6.31,1.135,0.366,0.108,0.088,12.837,0.501,0.0028,239,977,3364,6074,814,34,0.418,4860,26,695,6473,489,1206,5499,9.01,45.32,1889,5.4917,67180,2449,79396,139.5,-0.0,981814,13.951,2631002.543,2.53e-14,0.00000,10.03,8480,11.681,1.129,10.293,0.260,11.682,2602,2721,1871,0.4248,0.985,1.045,1.462,1.260,0.984,1.180,7664.350,3554.462,5396.436,7568.582,4068.050,1388.123,1150.840,860.206,0.468,0.451,0.307,0.350,0.204,0.247,1750
35000,6824,3707,15099,20413,14680,5301,13,14525,922,22,160082,1521966,15481.922,4390.954,0.3358,1031.404,0.081,0.688,0.128,0.103,0.419,0.376,1211,0.1389,0.6844,0.173,18.0,36.0,57.8,33.25,1.23,13.86,1.24,16.92,6.33,1.131,0.370,0.106,0.091,12.970,0.503,0.0029,256,1003,3072,6247,659,32,0.315,4506,53,783,5988,390,1153,5281,9.22,48.01,2088,5.6432,67347,2373,76990,142.4,-0.0,984721,14.406,2631002.543,8.85e-16,0.00004,33.64,7862,11.255,1.133,9.892,0.230,11.255,2391,2592,1841,0.4308,0.988,1.038,1.456,1.254,0.984,1.177,7513.160,3501.586,5099.784,7410.978,4002.564,1324.706,1119.139,915.705,0.466,0.449,0.309,0.320,0.207,0.271,1678
36000,7523,3878,16281,21918,16182,5627,10,14582,988,12,174367,1627091,15953.524,4661.219,0.3280,1087.103,0.076,0.700,0.131,0.093,0.437,0.364,1264,0.1248,0.6805,0.175,19.2,36.4,57.5,33.36,1.32,14.01,1.32,16.71,6.30,1.144,0.370,0.105,0.088,12.116,0.481,0.0029,244,994,3245,5960,669,32,0.237,4812,148,1150,6225,440,1149,5934,8.76,45.12,2068,5.7632,67444,2602,74534,156.2,-0.0,987892,14.288,2631002.543,5.84e-15,0.00024,11.63,8603,11.896,1.135,10.500,0.261,11.896,2633,2867,2023,0.4295,0.990,1.044,1.496,1.282,0.986,1.189,7615.836,3603.293,5408.552,7513.536,4118.539,1512.860,1075.296,985.961,0.472,0.477,0.327,0.315,0.199,0.277,1695
37000,7208,3862,16002,21906,15935,5892,12,15216,1082,19,177995,1653611,16211.244,4662.724,0.3176,1129.147,0.078,0.696,0.132,0.094,0.434,0.364,1064,0.1358,0.6798,0.176,18.8,36.0,57.4,33.09,1.17,14.15,1.21,16.57,6.26,1.146,0.377,0.100,0.088,12.751,0.503,0.0029,249,973,3385,5899,771,33,0.212,4621,199,1019,5990,545,903,5760,9.01,45.88,1958,5.3650,67485,2473,72290,139.1,-0.0,991246,14.808,2631002.543,2.14e-14,0.00007,24.14,8687,12.693,1.152,11.280,0.261,12.693,2305,2942,1961,0.4484,0.986,1.033,1.524,1.310,0.985,1.194,7996.130,3729.103,5170.279,7887.698,4282.414,1456.988,1077.592,998.997,0.444,0.487,0.338,0.325,0.212,0.295,1649
38000,6935,3917,15329,21027,15503,5682,16,14541,1045,16,168317,1646634,15822.310,4581.593,0.3325,1084.180,0.081,0.692,0.135,0.091,0.443,0.359,1086,0.1345,0.6775,0.180,20.0,37.0,58.0,33.33,1.17,14.11,1.05,17.00,6.30,1.175,0.366,0.085,0.077,13.074,0.530,0.0028,249,1015,3192,5163,826,31,0.197,4457,185,1288,5462,547,919,5469,8.36,45.15,1891,5.1778,67564,2179,70337,141.9,-0.0,993853,14.559,2631002.543,2.96e-14,0.00020,31.31,8073,12.160,1.153,10.783,0.224,12.161,2408,2750,1777,0.4420,0.987,1.042,1.593,1.351,0.983,1.234,7964.424,3611.318,4869.979,7871.757,4164.755,1476.893,1023.446,997.075,0.449,0.500,0.345,0.324,0.215,0.303,1501
39000,7122,3728,14317,19738,14472,5415,6,13190,926,14,157810,1508834,14647.445,4193.612,0.3245,992.550,0.082,0.701,0.133,0.084,0.440,0.360,1176,0.1215,0.6776,0.183,18.9,36.0,55.6,33.04,0.95,14.40,1.08,16.62,6.26,1.159,0.381,0.072,0.069,12.872,0.497,0.0028,247,1086,3072,4650,781,29,0.203,4451,31,1034,6057,368,1015,5739,8.38,45.41,2061,4.6087,67460,2417,69325,154.0,-0.0,996129,13.175,2631002.543,2.57e-14,0.00000,12.25,7873,10.646,1.133,9.268,0.245,10.646,2111,3073,1938,0.4820,0.979,1.010,1.605,1.355,0.985,1.221,7874.373,3320.874,3989.453,7774.373,3876.170,1278.106,955.939,967.017,0.427,0.498,0.359,0.299,0.229,0.347,1696
40000,6624,3559,14833,20456,15185,5614,9,14385,932,14,158268,1542043,15073.859,4364.540,0.3346,1055.062,0.081,0.689,0.138,0.091,0.432,0.365,1122,0.1384,0.6805,0.185,19.0,36.5,56.7,32.77,1.01,13.93,1.10,16.73,6.27,1.179,0.368,0.070,0.065,13.221,0.486,0.0029,250,998,3094,4800,585,31,0.210,4247,29,1139,5456,328,926,5370,8.73,45.73,1930,4.7198,67471,2330,68053,130.2,-0.0,998267,14.016,2631002.543,7.26e-15,0.00012,36.36,7943,10.862,1.141,9.499,0.222,10.878,2108,2750,1766,0.4644,0.979,1.025,1.655,1.389,0.981,1.236,7783.895,3406.131,4499.140,7680.031,3949.749,1307.983,1029.197,972.298,0.428,0.491,0.342,0.316,0.221,0.332,1603
41000,6830,3622,15039,20327,14724,5275,13,13764,1060,9,169344,1501925,14843.830,4485.320,0.3295,998.008,0.085,0.689,0.142,0.085,0.434,0.363,1198,0.1296,0.6785,0.191,19.0,36.3,58.8,32.85,0.97,14.14,1.18,16.56,6.23,1.185,0.370,0.079,0.072,12.780,0.491,0.0029,239,1013,3190,4637,675,29,0.237,4287,79,1010,5741,377,1073,5380,8.81,45.43,2098,5.0145,67485,2374,66822,138.0,-0.0,1000313,13.473,2631002.543,1.24e-14,0.00003,15.95,8127,11.732,1.153,10.348,0.230,11.732,2234,2777,1819,0.4568,0.979,1.025,1.666,1.385,0.981,1.252,7735.690,3244.466,4418.974,7646.426,3776.439,1470.145,1038.438,978.728,0.426,0.488,0.352,0.310,0.202,0.312,1783
42000,6943,3726,15306,20469,14909,5153,10,14194,981,18,164096,1489211,15347.410,4427.232,0.3323,1018.664,0.082,0.699,0.138,0.080,0.416,0.375,1018,0.1375,0.6765,0.186,19.1,36.0,60.4,32.72,0.96,13.94,1.20,16.62,6.23,1.203,0.363,0.078,0.068,12.615,0.485,0.0029,245,993,3122,4203,744,30,0.222,4364,240,861,5842,486,1203,5254,9.65,46.51,2331,5.9623,67432,2294,65266,133.6,-0.0,1001889,13.950,2631002.543,1.04e-14,0.00014,16.82,7952,11.821,1.134,10.439,0.248,11.821,2694,2491,1758,0.4304,0.987,1.039,1.708,1.384,0.985,1.236,7384.824,3370.150,5156.770,7306.034,3903.270,1529.772,971.212,907.584,0.418,0.466,0.331,0.300,0.178,0.316,1609
43000,6454,3628,14717,20085,14760,5358,10,14307,888,11,155385,1449288,15078.348,4331.529,0.3391,1037.990,0.087,0.688,0.142,0.083,0.411,0.382,857,0.1428,0.6728,0.192,20.1,36.0,63.0,32.52,0.97,13.82,1.25,16.48,6.21,1.222,0.358,0.080,0.068,12.754,0.506,0.0029,259,1026,2900,4413,623,32,0.252,4138,499,762,5193,558,959,4937,9.62,48.23,2358,6.3625,67467,2067,63869,134.0,-0.0,1003781,14.120,2631002.543,2.64e-14,0.00014,28.99,7870,12.416,1.181,11.016,0.219,12.416,2662,2289,1503,0.4205,0.991,1.046,1.737,1.415,0.985,1.242,6832.754,3098.604,5863.490,6747.235,3505.612,1753.223,795.499,744.818,0.444,0.448,0.305,0.348,0.177,0.263,1470
44000,6716,3567,14060,18873,13656,4792,21,12949,830,19,147250,1319811,14351.523,4000.754,0.3377,893.310,0.080,0.693,0.148,0.080,0.397,0.393,856,0.1319,0.6782,0.191,18.3,35.7,62.1,32.18,0.96,13.44,1.42,16.36,6.23,1.213,0.353,0.068,0.058,12.700,0.481,0.0028,248,1066,2882,4328,604,31,0.245,4339,651,653,5412,511,943,5262,9.76,48.92,2320,5.9809,67346,2070,63101,141.5,-0.0,1005399,12.828,2631002.543,1.12e-14,0.00021,6.88,7790,11.650,1.146,10.253,0.250,11.650,2804,2369,1543,0.4263,0.986,1.043,1.742,1.413,0.983,1.205,6655.204,2863.298,5464.941,6576.737,3203.156,1764.720,725.990,616.733,0.423,0.438,0.283,0.346,0.163,0.219,1568
45000,6238,3452,12326,16650,11957,4306,18,12088,697,19,123148,1255851,13514.966,3560.102,0.3502,864.431,0.080,0.692,0.145,0.083,0.394,0.394,729,0.1380,0.6758,0.190,19.2,35.7,62.1,32.21,0.93,13.64,1.51,16.13,6.20,1.217,0.359,0.078,0.067,13.429,0.508,0.0027,268,1099,3064,3235,606,29,0.247,4011,25,776,5437,297,1228,4713,9.37,50.01,2085,5.3446,67298,2140,62352,114.3,-0.0,1007334,12.594,2631002.543,1.01e-14,0.00000,27.80,6491,11.221,1.144,9.877,0.200,11.222,2413,2366,1459,0.4291,0.991,1.045,1.742,1.445,0.985,1.216,6220.185,2780.190,5121.989,6155.837,3101.571,1494.239,654.634,546.798,0.438,0.421,0.275,0.365,0.156,0.209,1584
46000,6831,3624,12994,17224,12274,4215,15,11687,698,16,129946,1323748,13988.534,3644.153,0.3470,826.354,0.074,0.704,0.138,0.084,0.406,0.387,887,0.1248,0.6796,0.190,19.0,35.5,63.9,32.16,0.85,13.39,1.72,16.20,6.20,1.227,0.351,0.072,0.064,12.980,0.466,0.0026,253,1094,3535,3697,829,25,0.248,4349,33,889,5909,451,1238,5142,9.72,49.39,2424,5.9629,67359,2148,61491,143.2,-0.0,1008214,12.287,2631002.543,1.38e-14,0.00008,16.52,6889,11.650,1.182,10.235,0.234,11.651,2769,2463,1599,0.4102,0.994,1.053,1.770,1.459,0.984,1.199,6535.806,2978.722,5032.349,6464.216,3318.323,1543.432,675.178,599.188,0.435,0.457,0.275,0.328,0.173,0.213,1562
47000,6985,3874,14107,18806,13347,4693,6,13134,802,17,143566,1485239,14963.198,4156.679,0.3588,937.406,0.076,0.704,0.139,0.081,0.416,0.381,806,0.1310,0.6783,0.189,19.2,35.2,63.2,32.15,0.86,13.53,1.71,16.05,6.22,1.221,0.356,0.075,0.065,13.239,0.493,0.0027,252,1059,3415,3842,828,24,0.244,4566,44,899,6042,485,1303,5197,9.74,49.07,2568,6.5561,67392,2029,60514,140.6,-0.0,1009496,13.433,2631002.543,9.03e-15,0.00002,12.20,7669,13.022,1.165,11.577,0.280,13.022,2977,2391,1617,0.4026,0.995,1.055,1.763,1.427,0.987,1.187,6814.294,2980.862,5794.228,6744.262,3362.114,1883.087,671.007,665.181,0.470,0.442,0.279,0.329,0.155,0.255,1486
48000,7441,3855,14815,19735,13924,4906,14,13479,866,14,157102,1468991,15097.786,4399.306,0.3514,948.585,0.080,0.699,0.134,0.087,0.407,0.389,906,0.1246,0.6779,0.194,17.6,35.1,65.3,31.69,0.91,13.35,1.75,15.69,6.21,1.254,0.349,0.083,0.071,12.304,0.484,0.0027,252,1107,3462,4643,825,23,0.255,4968,240,1106,6095,575,1433,5433,9.25,48.29,2899,7.3826,67582,2029,59499,180.9,-0.0,1010490,13.671,2631002.543,1.26e-14,0.00002,35.52,8020,13.432,1.157,11.967,0.308,13.432,3471,2484,1486,0.3958,0.991,1.063,1.799,1.479,0.985,1.178,6676.668,2779.307,6330.716,6603.672,3111.984,2095.452,750.605,604.663,0.450,0.440,0.267,0.331,0.149,0.242,1488
49000,6871,3758,14835,20419,14674,5574,10,14398,986,21,163810,1598769,14963.880,4663.439,0.3508,1072.271,0.078,0.705,0.128,0.089,0.426,0.379,1116,0.1334,0.6795,0.195,18.3,35.0,62.8,31.01,0.91,13.04,1.71,15.35,6.12,1.255,0.349,0.081,0.069,12.472,0.503,0.0028,257,1053,3550,4777,744,25,0.235,4530,301,948,5622,630,1037,5204,9.76,49.15,2488,6.3531,67603,1981,58450,154.3,-0.0,1013068,13.984,2631002.543,8.67e-15,0.00003,12.67,8581,12.910,1.138,11.478,0.294,12.911,2935,2392,1544,0.3997,0.994,1.055,1.786,1.488,0.987,1.226,6687.105,2823.808,6255.611,6609.042,3171.497,2163.839,781.984,645.346,0.482,0.444,0.288,0.383,0.151,0.204,1438
50000,6939,3717,14934,19692,13982,4750,8,13871,976,19,157771,1555445,14564.699,4337.998,0.3464,922.424,0.071,0.715,0.121,0.093,0.424,0.377,966,0.1320,0.6872,0.190,18.0,34.1,61.5,30.58,0.83,12.69,1.69,15.37,6.08,1.243,0.347,0.070,0.062,12.260,0.488,0.0029,247,1091,3253,4997,795,24,0.336,4523,327,1165,5447,550,967,5422,9.92,48.06,2521,6.0267,67571,2101,57758,144.2,-0.0,1014687,13.253,2631002.543,3.52e-14,0.00015,27.47,8399,12.862,1.148,11.414,0.300,12.880,2830,2472,1637,0.4243,0.984,1.044,1.816,1.469,0.986,1.238,6924.162,2935.463,5348.499,6842.236,3296.388,1815.160,885.089,715.325,0.461,0.466,0.289,0.317,0.169,0.224,1430
51000,6636,3643,14330,19563,14178,5220,13,13780,838,15,145505,1619237,14372.301,4153.140,0.3525,947.604,0.068,0.720,0.114,0.098,0.437,0.373,927,0.1320,0.6934,0.188,18.1,34.0,58.3,30.90,0.80,12.68,1.85,15.56,6.10,1.221,0.348,0.073,0.063,12.818,0.498,0.0028,250,1016,2846,4564,687,31,0.397,4370,23,873,5740,335,1108,5193,9.17,48.65,2452,5.3529,67595,2039,57202,123.2,-0.0,1016317,13.172,2631002.543,4.02e-14,0.00005,29.17,8458,13.264,1.152,11.830,0.282,13.265,2336,2722,1578,0.4549,0.980,1.028,1.795,1.501,0.985,1.216,7196.183,2945.296,4851.620,7129.356,3338.929,1632.131,921.120,652.286,0.478,0.471,0.316,0.363,0.190,0.243,1467
52000,6441,3534,13961,18824,13713,4852,11,13387,759,10,139194,1575144,14012.611,3891.002,0.3440,898.361,0.062,0.726,0.109,0.103,0.435,0.373,884,0.1341,0.6951,0.189,17.3,34.2,62.3,30.31,0.73,12.45,1.87,15.26,6.06,1.256,0.340,0.065,0.056,12.571,0.477,0.0028,245,1035,3267,4163,713,33,0.382,4192,26,1122,5293,443,1206,4792,9.91,51.89,2292,5.3548,67502,2192,56733,144.9,-0.0,1017635,12.976,2631002.543,2.48e-14,0.00005,11.84,8229,12.688,1.181,11.250,0.257,12.688,2658,2290,1493,0.4183,0.987,1.044,1.840,1.499,0.984,1.240,6776.956,2914.904,4916.045,6698.772,3296.155,1532.675,796.986,662.980,0.468,0.470,0.325,0.338,0.179,0.263,1450
53000,7162,3701,15337,20583,14799,5234,12,13741,858,17,148159,1612344,14947.882,4160.390,0.3435,979.843,0.058,0.735,0.106,0.100,0.422,0.385,1027,0.1279,0.6947,0.189,17.4,33.7,59.2,30.04,0.72,12.17,1.96,15.18,6.04,1.237,0.341,0.064,0.053,12.328,0.503,0.0028,238,1031,3409,4819,774,31,0.456,4742,67,1098,5997,473,1402,5287,10.26,50.97,2143,5.6544,67561,1936,55974,143.9,-0.0,1019095,13.170,2631002.543,1.12e-14,0.00006,35.70,9175,13.514,1.141,12.042,0.331,13.514,2838,2629,1695,0.4391,0.974,1.036,1.851,1.476,0.980,1.237,7226.002,3050.241,5312.501,7150.956,3464.267,1655.551,768.874,756.122,0.449,0.454,0.324,0.331,0.176,0.268,1452
54000,6180,3372,12582,16563,11599,3975,6,12933,624,7,113022,1393035,13200.261,3419.681,0.3698,807.508,0.058,0.726,0.105,0.112,0.399,0.400,811,0.1437,0.7007,0.192,18.3,34.0,55.7,29.80,0.64,11.64,2.08,15.44,5.98,1.235,0.336,0.062,0.052,12.621,0.496,0.0028,264,1059,3396,3625,795,35,0.479,3998,196,729,5255,469,1101,4610,11.25,56.19,2427,5.7714,67542,1998,55047,109.1,-0.0,1020514,12.797,2631002.543,7.26e-15,0.00000,11.91,7271,11.176,1.123,9.813,0.240,11.176,2724,2119,1337,0.4264,0.977,1.040,1.848,1.458,0.982,1.184,6095.214,2742.195,4902.639,6029.195,3075.935,1414.659,613.933,583.581,0.450,0.413,0.293,0.316,0.164,0.221,1405
55000,6872,3635,14405,19898,14572,5479,14,13097,611,5,113790,1475427,14333.169,3560.485,0.3602,998.710,0.058,0.727,0.106,0.109,0.407,0.395,758,0.1314,0.7053,0.189,17.0,33.2,54.6,29.64,0.74,11.36,2.25,15.28,5.98,1.205,0.334,0.075,0.062,12.198,0.511,0.0028,240,1056,3302,3825,834,33,0.465,4609,691,850,5331,571,1157,5144,10.47,51.40,2280,6.3791,67450,1916,54518,120.5,-0.0,1021754,12.751,2631002.543,1.77e-16,0.00005,18.47,8997,12.923,1.129,11.472,0.323,12.924,2979,2405,1488,0.4286,0.975,1.035,1.824,1.400,0.983,1.173,6225.280,2829.303,6029.342,6154.306,3148.231,1414.478,586.587,560.711,0.484,0.394,0.287,0.371,0.164,0.227,1383
56000,5400,2998,12088,15805,11170,3709,8,12880,663,17,107615,1279303,12362.667,3209.763,0.3640,761.328,0.063,0.722,0.098,0.117,0.385,0.409,759,0.1598,0.7107,0.192,17.4,33.6,56.4,29.39,0.64,11.59,2.03,15.13,5.94,1.243,0.336,0.058,0.046,13.269,0.501,0.0029,256,1057,3240,3625,736,30,0.486,3655,450,497,4453,537,950,3913,11.07,58.70,2046,5.4752,67454,1838,53969,103.8,-0.0,1023521,12.220,2631002.543,0.00e0,0.00000,25.84,7279,11.349,1.142,10.002,0.206,11.350,2511,1853,1036,0.4180,0.979,1.045,1.896,1.465,0.983,1.172,5448.901,2279.780,5185.455,5395.514,2543.026,1475.706,550.911,421.818,0.435,0.394,0.269,0.304,0.155,0.186,1384
57000,5988,3181,13106,16726,11603,3611,9,11828,682,8,107077,1218119,12572.008,3174.663,0.3640,738.750,0.065,0.717,0.100,0.118,0.377,0.414,796,0.1405,0.7147,0.187,16.7,33.0,52.3,29.14,0.60,11.36,2.01,15.17,5.95,1.206,0.341,0.067,0.057,12.570,0.497,0.0028,233,1020,3203,3782,827,31,0.557,4103,25,739,5224,339,944,4705,10.75,55.23,2174,5.0907,67349,1939,53523,99.5,-0.0,1024833,11.278,2631002.543,1.49e-14,0.00000,6.93,7669,11.505,1.138,10.106,0.261,11.506,2276,2243,1469,0.4375,0.972,1.031,1.868,1.451,0.980,1.171,5973.814,2656.197,4442.923,5916.511,2951.324,1332.168,605.623,498.122,0.431,0.385,0.275,0.291,0.151,0.205,1383
58000,5845,3218,12455,16412,11590,3951,6,12023,557,18,102573,1282711,12750.682,3132.550,0.3655,789.284,0.060,0.723,0.101,0.117,0.388,0.408,761,0.1451,0.7118,0.190,17.8,33.0,56.0,29.27,0.56,11.77,1.97,14.98,5.93,1.239,0.344,0.058,0.045,12.780,0.502,0.0027,251,998,3430,3435,846,29,0.491,3934,28,803,5014,385,1227,4233,10.55,55.69,2168,5.9114,67397,1910,53006,106.7,-0.0,1025525,11.707,2631002.543,1.01e-14,0.00003,30.20,7536,11.711,1.145,10.323,0.243,11.712,2706,1905,1234,0.4125,0.972,1.039,1.900,1.449,0.983,1.177,5499.936,2447.110,5371.650,5447.079,2721.237,1393.563,503.177,446.526,0.462,0.382,0.260,0.317,0.148,0.208,1321
59000,5938,3408,13663,17810,12485,4136,11,12930,624,16,115293,1344100,13351.937,3461.487,0.3671,816.032,0.057,0.731,0.099,0.113,0.380,0.411,916,0.1556,0.7179,0.185,16.9,32.5,52.5,28.59,0.51,11.53,2.08,14.48,5.88,1.230,0.346,0.062,0.048,12.887,0.519,0.0028,233,988,3394,3844,812,31,0.497,3971,74,670,5194,475,1254,4209,11.26,54.55,2192,5.8050,67530,1775,52281,110.5,-0.0,1026831,12.133,2631002.543,3.31e-14,0.00003,16.19,8016,11.090,1.122,9.725,0.243,11.091,2759,2012,1167,0.4229,0.979,1.040,1.909,1.433,0.982,1.180,6088.965,2557.080,5260.899,6024.853,2882.217,1474.876,603.340,567.239,0.442,0.373,0.282,0.299,0.145,0.260,1350
60000,6469,3321,13491,17765,12586,4254,20,12341,612,7,106262,1296150,13202.118,3316.628,0.3757,821.656,0.048,0.729,0.101,0.121,0.375,0.417,873,0.1392,0.7228,0.185,16.9,31.5,50.8,28.20,0.55,10.84,2.22,14.59,5.82,1.226,0.332,0.060,0.051,12.326,0.482,0.0027,241,1031,3574,3247,878,30,0.512,4285,213,1150,5106,589,1031,4849,11.71,57.28,2208,5.7824,67579,1895,51571,127.4,-0.0,1028278,11.780,2631002.543,7.96e-15,0.00005,15.16,8354,11.397,1.116,9.977,0.304,11.411,2637,2438,1394,0.4554,0.966,1.025,1.933,1.476,0.977,1.191,5966.092,2568.882,5265.325,5898.167,2860.282,1489.255,508.828,496.889,0.442,0.361,0.269,0.324,0.148,0.214,1363
61000,6299,3302,13490,17975,12758,4464,21,12872,764,24,115698,1354252,13266.514,3553.754,0.3724,861.129,0.052,0.735,0.096,0.117,0.373,0.421,995,0.1479,0.7245,0.184,16.5,31.6,52.4,28.02,0.48,11.15,2.08,14.31,5.84,1.246,0.337,0.054,0.046,12.389,0.496,0.0027,240,984,3737,3349,1061,28,0.477,4167,314,976,5009,598,843,4858,11.43,56.84,2129,5.6677,67709,2003,50737,132.7,-0.0,1029705,12.241,2631002.543,2.69e-14,0.00002,36.46,8504,12.105,1.148,10.665,0.292,12.106,2546,2321,1432,0.4348,0.972,1.038,1.951,1.514,0.975,1.208,5860.850,2734.564,5254.096,5802.006,3071.541,1683.468,463.797,545.360,0.408,0.385,0.289,0.325,0.154,0.238,1294
62000,5968,3261,13453,17831,12558,4366,12,12969,793,22,111885,1422312,13127.643,3547.860,0.3826,872.137,0.049,0.739,0.096,0.116,0.389,0.407,1098,0.1557,0.7307,0.184,15.3,31.5,50.8,27.65,0.38,11.12,2.11,14.03,5.78,1.254,0.342,0.046,0.040,12.410,0.511,0.0028,238,1016,3858,3491,912,30,0.498,3842,255,1027,4686,698,812,4458,11.95,58.55,2158,5.1506,67646,1644,50100,108.7,-0.0,1031097,12.265,2631002.543,6.73e-15,0.00001,13.00,8489,11.981,1.136,10.574,0.271,11.981,2535,2133,1300,0.4345,0.984,1.035,1.962,1.517,0.983,1.187,6438.134,2654.986,4568.282,6380.550,3050.949,1588.617,512.872,574.235,0.419,0.408,0.305,0.320,0.163,0.260,1153
63000,5939,3007,12174,15759,11168,3574,11,11542,637,24,93801,1264815,12180.974,2843.001,0.3664,695.170,0.050,0.737,0.102,0.111,0.383,0.411,872,0.1433,0.7357,0.188,16.0,31.5,51.9,28.08,0.47,10.90,2.30,14.41,5.82,1.217,0.336,0.054,0.047,12.323,0.462,0.0027,242,1061,3574,2799,856,27,0.525,3800,19,977,4943,409,868,4662,12.10,61.46,2190,4.8915,67591,1959,50040,124.2,-0.0,1032089,11.160,2631002.543,1.22e-14,0.00002,29.99,7381,10.564,1.116,9.200,0.248,10.564,2275,2365,1299,0.4723,0.972,1.014,1.964,1.494,0.979,1.167,6092.721,2336.956,4214.265,6027.611,2634.269,1277.757,445.173,424.901,0.406,0.418,0.269,0.303,0.166,0.178,1309
64000,5451,3214,12376,16457,11759,4058,23,12326,527,11,94620,1306993,12925.610,2935.053,0.3589,812.878,0.048,0.745,0.097,0.111,0.371,0.419,967,0.1703,0.7360,0.189,16.9,31.5,54.9,28.49,0.44,10.96,2.33,14.76,5.82,1.203,0.341,0.045,0.037,13.588,0.518,0.0027,235,936,3806,3225,999,25,0.491,3531,36,674,4741,439,978,4034,13.11,61.87,1849,4.6269,67628,1670,49575,100.1,0.0,1033538,11.948,2631002.543,8.67e-15,0.00015,25.46,7707,11.436,1.130,10.110,0.196,11.437,2195,2096,1160,0.4680,0.986,1.017,1.960,1.434,0.987,1.156,6454.231,2494.546,4548.712,6387.026,2802.750,1207.397,498.137,416.641,0.412,0.392,0.259,0.365,0.137,0.177,1278
65000,5779,3297,11424,14114,9428,2682,8,10651,419,26,83509,1163772,12583.192,2585.594,0.3716,646.021,0.041,0.757,0.096,0.106,0.346,0.433,873,0.1627,0.7354,0.184,17.0,31.5,55.8,28.74,0.37,11.24,2.43,14.70,5.83,1.196,0.348,0.042,0.033,13.437,0.513,0.0025,244,1076,4189,2556,970,23,0.500,3589,99,876,4804,323,1035,4421,13.32,65.23,1839,4.7574,67565,1743,49069,109.9,-0.0,1034765,11.346,2631002.543,1.40e-14,0.00005,11.33,6426,11.411,1.139,10.063,0.209,11.412,2265,2339,1175,0.4880,0.984,1.009,1.966,1.442,0.985,1.143,6335.205,2417.378,4267.634,6281.329,2680.250,1152.425,409.822,377.326,0.390,0.367,0.224,0.279,0.110,0.164,1274
66000,5442,3026,10970,14375,9923,3394,11,10796,495,16,90934,1096986,11755.481,2871.022,0.3750,739.650,0.046,0.749,0.092,0.114,0.339,0.440,818,0.1649,0.7296,0.186,17.1,31.5,61.5,28.57,0.36,11.08,2.23,14.90,5.83,1.248,0.334,0.045,0.034,13.151,0.496,0.0026,255,1157,4247,2645,1090,20,0.444,3501,330,670,4442,434,993,4015,13.51,65.65,2133,5.4811,67608,1792,48527,107.3,-0.0,1035404,11.116,2631002.543,7.08e-16,0.00000,33.72,6883,10.782,1.133,9.405,0.244,10.782,2513,1885,1044,0.4421,0.981,1.038,1.984,1.482,0.982,1.163,5373.489,2212.291,4691.170,5328.692,2475.269,1418.583,378.672,334.117,0.391,0.335,0.250,0.329,0.115,0.179,1278
67000,5525,3197,12155,15762,10955,3597,10,11543,508,21,93375,1191116,12750.023,2873.710,0.3628,756.251,0.051,0.749,0.094,0.106,0.348,0.435,908,0.1693,0.7308,0.185,17.4,31.5,52.6,28.41,0.33,10.92,2.41,14.74,5.80,1.206,0.342,0.036,0.028,13.691,0.527,0.0026,246,987,4061,2842,988,21,0.453,3536,354,562,4609,388,951,4186,13.46,65.70,1803,5.0173,67528,1612,48100,95.5,-0.0,1037112,11.552,2631002.543,3.13e-14,0.00001,9.25,7202,11.017,1.129,9.682,0.207,11.018,2205,2132,1188,0.4646,0.979,1.017,1.975,1.454,0.982,1.146,5974.632,2389.731,4915.844,5926.751,2663.678,1318.548,429.691,369.220,0.398,0.348,0.244,0.318,0.129,0.189,1312
