step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
51000,7789,1714,41999,59354,47135,16099,1256,29339,2431,0,171972,2410832,21044.409,5596.597,0.2527,2880.036,0.011,0.867,0.043,0.079,0.371,0.463,594,0.1694,0.8586,0.140,11.5,17.2,44.4,20.92,0.61,5.01,0.20,15.10,7.01,1.078,0.239,0.016,0.019,5.355,0.482,0.0041,127,392,500,5057,28,5,0.910,3074,52,1231,6506,287,1030,6472,26.75,33.86,7538,11.2751,67381,3408,91223,416.3,-0.0,1027587,16.068,2630837.750,2.64e-14,0.00001,29.17,19329,17.601,1.404,15.983,0.215,17.602,2117,3248,2424,0.5210,0.966,1.000,1.174,1.226,0.982,1.076,8619.953,4744.691,9673.191,8578.665,5672.588,1184.087,1131.330,401.144,0.348,0.367,0.400,0.436,0.141,0.245,3499,6904,0.5179,1.0000,0.9998,0.0589,1.0000,1.0000,0.8539,1.0262,0.9256,0.0401,0.0239,0.0247,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,754,0.9996,0.9544,0.8593,0.9984,0.0248,0.0332,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0565,0.0243,0.0240,0.027,0.061,0.074,0.017,2061,0.2144,0.0184,0.0226,0.0493,0.0604,0.0577
52000,8962,1797,41550,57145,44755,14312,1283,28978,2196,1,159362,2425539,20352.643,4941.940,0.2545,2406.959,0.007,0.876,0.039,0.079,0.368,0.463,526,0.1519,0.8716,0.142,11.4,18.0,44.4,21.31,0.58,4.96,0.16,15.60,7.02,1.072,0.236,0.024,0.027,5.277,0.460,0.0041,130,396,483,4430,32,7,0.933,3662,38,1244,7680,427,1309,7226,22.50,32.02,8563,11.6946,67287,3640,91212,607.9,-0.0,1027951,15.764,2630837.750,1.17e-14,0.00090,11.84,18695,16.901,1.395,15.224,0.282,16.901,2611,3653,2698,0.5090,0.953,1.000,1.152,1.178,0.979,1.095,8820.773,5047.542,7874.001,8774.705,6110.896,1059.054,1010.592,465.336,0.338,0.365,0.402,0.372,0.152,0.285,3602,6073,0.4682,0.9998,0.9994,0.0657,1.0000,1.0000,0.8501,1.0170,0.9226,0.0405,0.0205,0.0201,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,1047,1.0000,0.9344,0.8422,0.9985,0.0237,0.0305,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0549,0.0229,0.0225,0.026,0.050,0.064,0.018,2082,0.2218,0.0173,0.0215,0.0496,0.0575,0.0565
53000,8481,1868,45198,64750,51726,18147,1405,32123,2465,2,193181,2799636,22984.301,6176.480,0.2501,3156.302,0.008,0.866,0.040,0.086,0.390,0.449,746,0.1662,0.8591,0.160,11.0,17.4,46.3,21.35,0.78,5.11,0.17,15.28,7.00,1.068,0.237,0.026,0.030,5.402,0.451,0.0041,132,393,578,5245,40,6,0.913,3627,84,1423,6974,536,1158,6787,22.00,30.72,7947,12.5501,67339,3583,90288,617.1,-0.0,1030757,17.739,2630837.750,3.26e-14,0.00049,35.70,21450,19.177,1.378,17.559,0.240,19.178,2670,3231,2580,0.5014,0.948,1.000,1.193,1.132,0.973,1.120,8656.093,5303.303,11130.017,8617.222,6393.363,1259.357,1156.264,604.558,0.379,0.370,0.432,0.417,0.158,0.266,3455,7651,0.4817,1.0000,0.9995,0.0493,1.0000,1.0000,0.8061,1.0226,0.9257,0.0499,0.0320,0.0259,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,1000,0.9996,0.9342,0.8504,0.9992,0.0229,0.0322,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0567,0.0202,0.0199,0.019,0.052,0.060,0.018,2438,0.2222,0.0157,0.0220,0.0465,0.0619,0.0609
54000,7332,1558,44033,63117,50150,17727,1357,31018,2301,2,178307,2485307,21820.645,6036.819,0.2554,3191.016,0.006,0.862,0.043,0.089,0.364,0.467,1157,0.1909,0.8629,0.150,11.1,18.0,47.1,22.19,0.72,5.07,0.19,16.21,7.11,1.052,0.238,0.019,0.021,5.300,0.444,0.0042,127,390,545,4958,34,5,0.959,3015,523,997,5812,384,871,6077,26.75,33.96,8358,13.2668,67317,3574,89217,563.3,-0.0,1033268,17.196,2630837.750,1.54e-14,0.00004,11.91,20032,17.957,1.395,16.400,0.162,17.958,2318,2708,2306,0.4892,0.966,1.001,1.146,1.103,0.981,1.085,8088.503,4846.960,11170.017,8051.150,5790.494,1294.481,1093.859,457.462,0.378,0.339,0.393,0.418,0.144,0.246,3595,8710,0.4489,0.9999,1.0000,0.0492,1.0000,1.0000,0.8032,1.0203,0.9098,0.0481,0.0253,0.0207,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,819,0.9996,0.9269,0.8348,0.9989,0.0220,0.0310,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0560,0.0240,0.0232,0.016,0.058,0.083,0.012,2332,0.2372,0.0144,0.0174,0.0488,0.0606,0.0579
55000,8828,1532,46529,68115,54775,20162,1424,28665,2484,1,180952,2398653,23245.591,6338.681,0.2441,3577.487,0.007,0.871,0.045,0.078,0.357,0.469,928,0.1603,0.8632,0.189,11.3,19.0,52.0,24.10,0.67,5.64,0.18,17.60,7.16,1.033,0.245,0.020,0.023,5.268,0.409,0.0040,118,370,517,4267,25,3,0.976,3514,767,1018,7043,955,1348,6525,30.75,37.77,6970,13.7359,67219,3540,88937,724.4,-0.0,1036074,16.468,2630837.750,8.32e-15,0.00005,18.47,21626,17.696,1.366,16.125,0.204,17.697,3414,3168,2246,0.5000,0.956,1.000,1.127,1.059,0.979,1.070,7771.390,4537.206,13768.034,7739.276,5315.768,1411.634,955.764,393.796,0.379,0.323,0.387,0.414,0.143,0.247,3893,10690,0.3848,0.9998,0.9996,0.0447,1.0000,1.0000,0.7396,1.0054,0.8960,0.0366,0.0194,0.0206,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,743,0.9997,0.8869,0.7942,0.9989,0.0220,0.0293,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0533,0.0225,0.0210,0.015,0.061,0.062,0.017,2450,0.2238,0.0150,0.0187,0.0437,0.0597,0.0586
56000,6523,1250,36858,52608,41858,14516,1234,25780,2245,1,157320,1986111,18214.813,5291.352,0.2491,2841.820,0.003,0.868,0.039,0.089,0.342,0.481,906,0.1924,0.8612,0.134,11.2,17.3,41.3,21.15,0.64,4.77,0.13,15.61,7.11,1.020,0.236,0.018,0.019,5.176,0.421,0.0041,127,392,492,4063,24,3,0.985,2476,424,778,5321,417,829,5277,28.25,37.67,7287,10.6507,67217,3723,88031,341.9,-0.0,1039443,14.507,2630837.750,4.27e-14,0.00016,25.84,16096,14.753,1.367,13.279,0.107,14.755,1995,2667,1861,0.5330,0.955,1.000,1.101,1.039,0.979,1.060,6973.115,4167.493,9107.193,6935.444,5013.997,1131.096,987.020,331.415,0.351,0.317,0.375,0.416,0.148,0.239,4080,8069,0.4577,1.0000,0.9998,0.0491,1.0000,1.0000,0.8157,1.0540,0.9360,0.0540,0.0147,0.0185,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,1160,0.9998,0.9321,0.8456,0.9986,0.0214,0.0293,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0568,0.0181,0.0172,0.011,0.040,0.056,0.013,1908,0.2070,0.0135,0.0170,0.0496,0.0606,0.0590
57000,7490,1433,40752,57237,45243,15014,1471,28096,2236,1,149886,2247106,20318.474,4845.799,0.2503,2501.218,0.005,0.878,0.038,0.079,0.356,0.475,789,0.1748,0.8687,0.165,11.4,18.8,48.6,23.27,0.76,5.56,0.18,16.77,7.12,1.024,0.243,0.024,0.026,5.481,0.429,0.0041,127,378,467,3526,28,1,0.925,2933,44,823,6623,497,1243,5750,29.75,35.79,7522,11.9294,67110,3348,87427,513.9,-0.0,1040318,15.276,2630837.750,2.66e-15,0.00033,6.93,18181,15.869,1.355,14.369,0.144,15.869,2730,2711,2049,0.4977,0.952,1.000,1.116,1.039,0.981,1.059,7650.592,4786.120,9621.259,7618.777,5579.658,947.834,1083.787,312.959,0.355,0.337,0.390,0.415,0.131,0.221,3664,6716,0.4297,1.0000,0.9996,0.0464,1.0000,1.0000,0.7621,1.0458,0.9064,0.0500,0.0170,0.0190,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,758,0.9994,0.9169,0.8488,0.9987,0.0210,0.0266,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0551,0.0214,0.0212,0.012,0.060,0.080,0.008,1978,0.2098,0.0121,0.0168,0.0459,0.0612,0.0591
58000,9003,1419,39507,56875,45349,16074,1294,25260,2115,1,151797,2085343,19958.696,5302.377,0.2449,2979.278,0.005,0.871,0.043,0.080,0.351,0.474,636,0.1409,0.8623,0.161,11.0,18.2,49.9,23.10,0.53,5.05,0.16,17.36,7.14,1.035,0.230,0.014,0.016,5.135,0.418,0.0040,124,388,451,3990,24,1,0.942,3448,50,1355,7598,559,1396,7048,30.50,37.88,9070,13.5210,67155,3289,87433,607.8,-0.0,1040186,14.243,2630837.750,1.77e-16,0.00024,30.20,18362,15.512,1.386,13.897,0.230,15.513,2857,3518,2628,0.5083,0.955,1.000,1.155,1.085,0.976,1.062,7639.905,4531.859,9893.606,7605.939,5438.429,1011.023,1009.154,302.922,0.355,0.328,0.388,0.431,0.144,0.259,3766,7853,0.4315,1.0000,0.9999,0.0507,1.0000,1.0000,0.7561,1.0327,0.9181,0.0302,0.0186,0.0170,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,984,0.9997,0.8900,0.8213,0.9990,0.0194,0.0265,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0538,0.0190,0.0184,0.022,0.050,0.055,0.014,1781,0.2009,0.0113,0.0153,0.0432,0.0598,0.0572
59000,7674,1821,42550,62379,49794,18474,1355,28848,2215,1,159329,2340737,22695.531,6022.352,0.2529,3504.008,0.007,0.872,0.039,0.082,0.357,0.472,675,0.1795,0.8475,0.172,11.9,19.0,49.7,22.83,0.85,5.37,0.15,16.45,7.12,1.040,0.230,0.039,0.044,5.785,0.441,0.0041,125,382,525,4159,35,2,0.973,3183,83,834,6757,428,1238,6008,23.00,31.64,7417,13.0398,67285,3465,86401,431.7,-0.0,1044482,16.905,2630837.750,8.32e-15,0.00009,16.19,19781,18.812,1.506,17.146,0.160,18.813,2193,3205,2276,0.4990,0.966,1.000,1.182,1.113,0.979,1.056,7402.320,4440.934,13621.815,7372.636,5205.088,1194.948,956.190,367.206,0.392,0.317,0.382,0.452,0.106,0.211,3797,9188,0.4462,0.9999,0.9999,0.0409,1.0000,1.0000,0.7514,1.0289,0.9378,0.0653,0.0196,0.0211,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,1149,0.9999,0.9070,0.8381,0.9990,0.0201,0.0252,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0547,0.0205,0.0190,0.018,0.043,0.059,0.010,2478,0.2335,0.0130,0.0155,0.0498,0.0578,0.0550
60000,8098,1717,40373,54870,43145,13262,1235,27906,1933,0,148893,2117439,21057.711,4805.948,0.2493,2485.633,0.016,0.867,0.041,0.076,0.342,0.485,432,0.1621,0.8469,0.187,11.6,19.0,50.2,23.08,0.65,5.95,0.14,16.35,7.13,1.041,0.249,0.025,0.029,5.591,0.444,0.0041,128,397,495,3752,21,2,0.941,3219,154,979,6965,632,938,6528,25.75,35.42,8008,13.2344,67327,3385,85356,427.5,-0.0,1046378,16.184,2630837.750,1.24e-14,0.00000,15.16,17504,16.411,1.421,14.820,0.170,16.433,2548,3174,2376,0.4938,0.965,1.001,1.173,1.097,0.979,1.064,7776.316,4575.933,10449.511,7744.782,5349.051,961.016,973.490,385.810,0.359,0.313,0.375,0.369,0.130,0.214,3801,7016,0.4632,0.9998,0.9998,0.0446,1.0000,1.0000,0.7793,1.0337,0.8914,0.0444,0.0192,0.0164,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,923,0.9996,0.9070,0.8338,0.9992,0.0196,0.0257,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0553,0.0217,0.0215,0.020,0.049,0.062,0.009,2171,0.2418,0.0139,0.0193,0.0464,0.0612,0.0570
61000,7512,1575,40047,56028,43939,14803,1178,27295,2094,1,174939,2181664,20982.916,5536.375,0.2582,2712.849,0.008,0.886,0.030,0.076,0.345,0.482,711,0.1766,0.8464,0.166,11.4,19.0,51.0,22.62,0.62,5.74,0.12,16.15,7.11,1.065,0.235,0.026,0.032,5.621,0.434,0.0041,128,393,433,4400,23,1,0.854,3221,257,1039,6216,977,847,5688,25.75,35.27,7695,12.8818,67456,3580,84565,583.6,-0.0,1048498,16.025,2630837.750,2.12e-15,0.00006,36.46,18265,16.531,1.416,14.938,0.177,16.531,2667,2795,2050,0.4720,0.966,1.002,1.302,1.150,0.978,1.072,7322.323,4621.661,11093.661,7290.648,5311.457,1446.040,939.984,437.502,0.360,0.324,0.366,0.415,0.115,0.199,3696,7982,0.3932,0.9996,0.9995,0.0470,1.0000,1.0000,0.7923,1.0172,0.9527,0.0373,0.0232,0.0156,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,966,0.9993,0.9082,0.8523,0.9993,0.0186,0.0293,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0544,0.0186,0.0184,0.015,0.043,0.051,0.013,2295,0.2404,0.0180,0.0276,0.0448,0.0598,0.0596
62000,6927,1533,40622,54967,42582,13044,1301,28042,2210,1,169707,2212573,20331.724,5312.157,0.2579,2576.499,0.007,0.895,0.033,0.066,0.342,0.484,582,0.1983,0.8576,0.159,11.0,19.0,45.3,21.68,0.44,5.19,0.14,15.92,7.11,1.045,0.234,0.015,0.018,5.408,0.436,0.0041,128,389,449,4225,28,1,0.902,2760,174,1186,5567,499,643,5785,31.25,39.89,7156,10.4956,67389,3411,83869,507.5,-0.0,1051705,15.914,2630837.750,1.59e-15,0.00010,13.00,17733,16.288,1.364,14.781,0.143,16.288,1884,2895,2148,0.5116,0.974,1.000,1.152,1.110,0.985,1.070,8145.020,4781.304,9203.642,8111.645,5592.936,1123.077,1065.823,546.758,0.332,0.326,0.379,0.388,0.120,0.200,3516,7784,0.4866,0.9998,1.0000,0.0515,1.0000,1.0000,0.8039,1.0357,0.9395,0.0320,0.0116,0.0157,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,972,0.9984,0.8166,0.8074,0.9994,0.0187,0.0247,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0159,0.0137,0.019,0.032,0.041,0.010,2198,0.2368,0.0187,0.0212,0.0454,0.0618,0.0581
63000,8252,1533,39592,53962,42247,13126,1244,26231,2115,2,152467,2216224,19924.688,4902.926,0.2564,2459.728,0.006,0.898,0.036,0.060,0.355,0.480,574,0.1526,0.8651,0.176,11.1,19.0,53.5,24.06,0.47,5.30,0.16,18.13,7.19,1.046,0.225,0.014,0.015,5.377,0.444,0.0040,125,388,442,4068,26,2,0.937,3392,51,1699,6502,552,1151,6549,29.00,37.89,7030,10.6439,67334,3381,83943,603.7,-0.0,1052782,14.860,2630837.750,1.19e-14,0.00001,29.99,17365,15.443,1.360,13.868,0.215,15.444,2365,3390,2497,0.5205,0.959,1.000,1.160,1.109,0.981,1.074,8250.002,4654.577,8556.144,8224.849,5603.423,1026.559,925.773,490.866,0.332,0.351,0.381,0.383,0.137,0.236,3517,6253,0.4520,0.9999,1.0000,0.0583,1.0000,1.0000,0.7203,1.0287,0.9277,0.0255,0.0133,0.0180,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,1745,0.9989,0.8314,0.7780,0.9986,0.0194,0.0264,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0534,0.0218,0.0200,0.026,0.042,0.058,0.010,1921,0.2327,0.0180,0.0230,0.0436,0.0600,0.0538
64000,8009,1570,38580,52400,40711,12690,1130,27455,2213,0,168016,2216298,19576.039,5065.076,0.2575,2360.863,0.006,0.894,0.036,0.064,0.352,0.479,512,0.1621,0.8558,0.182,10.8,19.0,51.0,22.40,0.37,5.60,0.14,16.28,7.08,1.073,0.229,0.012,0.016,5.465,0.436,0.0041,132,392,481,4652,38,2,0.893,3443,36,1431,6542,403,1160,6446,28.75,38.97,7231,10.6400,67363,3523,83568,438.8,-0.0,1054500,15.407,2630837.750,6.02e-15,0.00024,25.46,17362,16.032,1.377,14.443,0.213,16.033,2447,3116,2446,0.4795,0.971,1.002,1.253,1.184,0.982,1.078,8072.025,4599.528,8424.516,8042.566,5469.820,1149.285,1037.642,517.286,0.341,0.342,0.379,0.392,0.134,0.220,3531,5802,0.4881,0.9999,0.9997,0.0567,1.0000,1.0000,0.7975,1.0426,0.9135,0.0193,0.0161,0.0130,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,1337,0.9998,0.8858,0.8111,0.9993,0.0182,0.0300,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0560,0.0200,0.0199,0.014,0.057,0.059,0.010,2016,0.2166,0.0196,0.0246,0.0500,0.0615,0.0550
65000,7152,1658,40289,56638,44690,15263,1086,28626,2221,0,186429,2241467,21006.733,5674.158,0.2592,2654.397,0.005,0.897,0.034,0.064,0.343,0.485,872,0.1920,0.8425,0.188,11.1,19.0,52.0,23.74,0.32,6.15,0.16,17.11,7.02,1.068,0.239,0.016,0.018,5.680,0.422,0.0042,131,399,548,4789,22,3,0.880,3300,148,1198,5806,434,1347,5371,29.25,38.03,6904,11.5639,67295,3371,82863,649.0,-0.0,1056677,16.276,2630837.750,1.42e-15,0.00011,11.33,18882,17.037,1.363,15.477,0.196,17.037,2652,2615,1885,0.5032,0.950,1.000,1.263,1.137,0.984,1.090,8102.230,4662.454,10093.949,8069.779,5497.402,1436.674,1059.885,523.203,0.337,0.325,0.380,0.426,0.129,0.229,3443,7212,0.3874,0.9999,0.9997,0.0511,1.0000,1.0000,0.7888,1.0252,0.9242,0.0170,0.0111,0.0099,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,1145,0.9993,0.8579,0.8145,0.9992,0.0182,0.0254,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0545,0.0204,0.0178,0.016,0.044,0.058,0.008,1942,0.2267,0.0148,0.0204,0.0434,0.0627,0.0587
66000,7510,1726,42010,58302,45845,15113,1179,27354,2369,2,186362,2218212,21231.182,6011.820,0.2550,3042.233,0.005,0.902,0.032,0.061,0.340,0.489,843,0.1813,0.8414,0.159,10.8,19.0,56.6,23.69,0.59,6.20,0.20,16.70,7.08,1.083,0.243,0.021,0.023,5.728,0.458,0.0040,124,375,498,4419,35,3,0.868,3411,543,1120,5847,558,1058,5894,27.25,35.41,7044,12.7071,67333,3119,81720,646.4,-0.0,1058927,15.959,2630837.750,1.54e-14,0.00002,33.72,19498,17.191,1.381,15.624,0.186,17.192,2695,2708,2107,0.4921,0.956,1.001,1.326,1.172,0.981,1.098,7670.643,4615.445,11255.884,7645.136,5372.395,1473.968,1000.665,494.954,0.351,0.315,0.368,0.399,0.120,0.200,3366,8458,0.3754,1.0000,0.9998,0.0429,1.0000,1.0000,0.7744,1.0275,0.9305,0.0309,0.0226,0.0169,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,1241,0.9994,0.8679,0.7819,0.9995,0.0185,0.0241,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0542,0.0218,0.0208,0.029,0.049,0.090,0.007,2228,0.2260,0.0161,0.0225,0.0407,0.0630,0.0601
67000,8223,1712,36302,49414,37931,12139,973,24115,2157,0,178973,1839710,19178.763,5074.946,0.2564,2207.081,0.005,0.894,0.034,0.067,0.319,0.501,654,0.1530,0.8331,0.154,11.6,19.0,50.1,23.17,0.58,6.09,0.17,16.33,7.00,1.080,0.240,0.018,0.021,5.654,0.420,0.0040,131,405,427,4441,36,3,0.873,3875,765,1177,6281,456,1145,6622,25.50,35.07,8136,12.8243,67241,3270,81490,566.2,-0.0,1059681,14.374,2630837.750,1.15e-14,0.00000,9.25,16686,15.076,1.347,13.496,0.233,15.076,3038,2897,2288,0.5031,0.935,1.000,1.402,1.173,0.976,1.087,7002.321,4333.104,9383.606,6976.062,5026.176,1533.307,925.877,408.681,0.325,0.288,0.365,0.394,0.114,0.189,3611,6137,0.4666,1.0000,1.0000,0.0462,1.0000,1.0000,0.8284,1.0166,0.9076,0.0349,0.0186,0.0165,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,1331,0.9995,0.8338,0.7888,0.9992,0.0175,0.0263,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0538,0.0221,0.0219,0.022,0.053,0.066,0.017,1849,0.2279,0.0133,0.0214,0.0441,0.0627,0.0556
68000,7196,1446,38906,59624,48065,19642,1076,24546,2133,1,176081,2067466,20700.870,6467.986,0.2647,3555.385,0.008,0.881,0.040,0.072,0.342,0.485,904,0.1752,0.8354,0.174,11.3,19.0,50.5,22.79,0.43,5.40,0.19,16.78,6.98,1.071,0.229,0.013,0.016,5.654,0.450,0.0038,126,399,453,4694,19,3,0.871,3250,276,876,6044,487,846,5863,26.50,35.63,6615,11.4465,67128,3158,81153,617.2,-0.0,1063438,14.966,2630837.750,6.20e-15,0.00015,20.48,20271,16.253,1.366,14.692,0.195,16.253,1872,2988,2336,0.5124,0.939,1.000,1.213,1.174,0.974,1.112,6915.803,4475.539,12044.194,6898.480,5313.581,1549.039,881.722,481.841,0.368,0.309,0.365,0.483,0.134,0.256,3477,9987,0.4346,1.0000,1.0000,0.0412,1.0000,1.0000,0.7748,1.0174,0.9104,0.0234,0.0181,0.0147,0.0000,0.3545,0.9508,0.0615,0.6783,0.9521,0.00263,1265,0.9990,0.8312,0.8035,0.9988,0.0174,0.0283,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0558,0.0272,0.0231,0.026,0.050,0.070,0.014,2001,0.2167,0.0136,0.0214,0.0464,0.0594,0.0587
69000,7975,1712,36856,51937,40623,13931,1150,23988,2034,0,151247,2015950,18653.528,5222.819,0.2792,2583.122,0.005,0.900,0.044,0.051,0.342,0.489,544,0.1509,0.8502,0.153,10.2,19.0,53.2,22.19,0.45,5.59,0.15,15.99,6.95,1.103,0.234,0.012,0.014,5.545,0.449,0.0039,127,391,385,3462,16,3,0.861,3748,21,1145,6809,334,1228,6413,24.75,33.95,7347,11.6836,67148,3277,81014,523.8,-0.0,1064013,13.769,2630837.750,2.62e-14,0.00010,23.82,17851,14.800,1.356,13.193,0.250,14.800,2585,2909,2481,0.4707,0.958,1.002,1.608,1.218,0.978,1.130,6722.747,4556.714,9117.548,6702.949,5416.153,1045.121,993.973,600.602,0.335,0.319,0.385,0.403,0.136,0.252,3590,6839,0.4393,0.9997,0.9997,0.0429,1.0000,1.0000,0.7834,1.0288,0.9442,0.0288,0.0166,0.0128,0.0000,0.4988,0.9177,0.2122,0.7499,0.9592,0.00260,1505,0.9989,0.8399,0.7810,0.9987,0.0160,0.0224,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0558,0.0196,0.0191,0.018,0.047,0.064,0.007,1711,0.2115,0.0116,0.0180,0.0458,0.0621,0.0589
70000,7337,1548,36553,50874,39568,13399,922,24892,1988,1,166745,1937615,18853.250,5221.488,0.2684,2424.165,0.005,0.900,0.031,0.064,0.329,0.498,567,0.1675,0.8386,0.155,10.7,19.0,49.3,22.23,0.39,5.71,0.15,15.99,6.88,1.097,0.234,0.013,0.016,5.533,0.402,0.0040,130,409,468,4103,35,3,0.897,3391,23,989,6325,519,1568,5250,25.25,34.37,8169,12.7412,67119,3454,80838,574.0,-0.0,1064371,14.267,2630837.750,1.49e-14,0.00014,7.77,17311,14.984,1.352,13.444,0.188,15.004,3121,2322,1894,0.4580,0.956,1.003,1.324,1.170,0.976,1.125,6574.918,4299.582,9748.384,6558.038,4970.993,1395.750,986.121,415.453,0.338,0.290,0.379,0.409,0.126,0.188,3487,7295,0.4833,1.0000,0.9994,0.0437,1.0000,1.0000,0.8152,1.0381,0.9642,0.0196,0.0173,0.0129,0.0000,0.0000,0.8614,0.0908,0.6505,0.9409,0.00259,1199,0.9994,0.8460,0.8043,0.9989,0.0173,0.0181,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0551,0.0259,0.0256,0.016,0.055,0.070,0.010,1816,0.2145,0.0120,0.0161,0.0455,0.0617,0.0630
