run,kind,share,held,side,cells,bodies,born_size,hard,open_born,travel,wood,kills,land,surface,bottom,cold,lead,mass,pace,grass,seed
S+Fb 11,flesh / no tooth / stays / shore,0.0011448,False,4,4444222222222222,169,16,0,1,6.25,0,0.66876,0.50888,0,0.49112,0,litter,32,0.703,0.45863,0
S+Fb 11,mixed / tooth / stays / bottom,0.0010771,False,7,1144411440004440000044400044240004222444222222222,159,35,0.11134,1.1786,4.5,1.7555e-05,0.35624,0.025157,0,0.97484,0,litter,33.6,0.678,0.00053959,0.0014591
S+Fb 11,plant / tooth / stays / bottom,0.00082643,False,5,4444444444400041000412222,122,23,0.095255,1.1818,4.265,2.7994e-05,0.095706,0.02459,0,0.97541,0.02459,litter,28.495,0.739,0.0098534,0.00209
S+Fb 11,plant / no tooth / roams / land,0.00074514,False,8,2222222222222222444400224444000444444444444444444444444444444444,110,36,0.011545,0.75,12,0.0003879,0.1736,1,0,0,0.18182,grass,50,0.559,0.93929,0.0084607
S+Fb 11,mixed / tooth / roams / surface,0.0004945,False,7,1400041400000440000044000004400000424000422222222,73,23,0.13427,1.6818,17.5,0,0.39309,0.027397,0.9726,0,0,algae,23.95,0.812,0.0024405,0.00083008
S+Fb 11,mixed / tooth / roams / bottom,0.00043354,False,7,1144411144444120000022000002200000222000222222222,64,31,0.15459,1.2857,12.75,1.0962e-05,0.37359,0.015625,0,0.98438,0,litter,40.14,0.626,0.0030662,0.0021742
S+Fb 11,plant / tooth / roams / shore,0.00037934,False,7,1400041400000440000044000004400000424000422222222,56,36,0.20389,0.81967,18.25,0.067601,0.24536,0.5,0.48214,0.017857,0.14286,algae,35.915,0.6645,0.30606,0.17398
S+Fb 11,mixed / no tooth / roams / surface,0.00018967,False,4,2222222222224444,28,16,0.071028,1,66.5,0,0.52819,0,1,0,0,algae,15.94,0.982,0,0
S+Fb 11,flesh / no tooth / roams / land,0.0001558,False,4,2222222244444444,23,16,0,1,12.75,0,0.67433,1,0,0,0.086957,grass,32,0.699,0.89915,0
S+Fb 11,flesh / tooth / roams / land,0.00010838,False,6,111111111111124422224422222222222222,16,36,0.34401,0.36111,16.375,0.06138,0.65718,1,0,0,0,grass,46.215,0.5835,0.54217,0.19135
S+Fb 11,plant / tooth / roams / land,0.00010838,False,4,4004422412211111,16,16,0.25959,0.71429,12.5,0.090922,0.16173,1,0,0,0.1875,seed,40,0.6175,0.29504,0.58501
S+Fb 11,flesh / tooth / roams / shore,8.1288e-05,False,5,1111110041204412044222222,12,21,0.31208,0.87179,9.5,0.00094969,0.49529,0.16667,0,0.83333,0,litter,30.43,0.72,0.15425,0.040156
S+Fb 11,flesh / no tooth / stays / land,7.4514e-05,False,4,0222222244444444,11,16,0.087912,1.0667,0.5,0,0.58442,1,0,0,0,grass,30,0.717,0.95729,0
S+Fb 11,flesh / tooth / stays / bottom,6.0966e-05,False,7,0000011000001100444000044400002222020222200222220,9,25,0.072398,0.86957,4.25,0,0.59013,0,0,1,0,litter,39.58,0.634,0.00079146,0.00019134
S+Fb 11,flesh / tooth / stays / land,5.4192e-05,False,6,111111111111114441022444022222022222,8,36,0.40061,0.33333,5.75,0.15628,0.69829,1,0,0,0,browse,59.41,0.5185,0.35056,0.081192
S+Fb 11,mixed / no tooth / stays / surface,2.0322e-05,False,8,4444444044444440444444000000000000000000000000000000000000000000,3,20,0,1,0,0,0.53394,0,1,0,0,algae,19.99,0.889,0,0
S+Fb 11,plant / tooth / roams / bottom,2.0322e-05,False,6,444444444444444444440044220004122233,3,31,0.032258,1.0323,8.75,0,0.14498,0,0,1,0,litter,38.53,0.635,0,0
S+Fb 11,flesh / tooth / stays / shore,2.0322e-05,False,8,1111111114444411444444412444444122444222222222222222222222222222,3,49,0.30247,0.375,7.25,0.050157,0.76774,0.66667,0.33333,0,0,grass,61.19,0.509,0.52025,0.16355
S+Fb 11,plant / tooth / stays / surface,1.3548e-05,False,7,1144411144444100444410044440000002222002220022200,2,37,0.18919,0.88571,4,0,0.10757,0,1,0,0,algae,41.76,0.616,0,0
S+Fb 11,plant / tooth / roams / surface,6.774e-06,False,7,1400041400000440000044000004400000424000422222222,1,23,0.086957,1.7391,50.75,0,0,0,1,0,0,algae,24.95,0.799,0,0
