run,seed,way,share,n,size,speed,age,flesh,lineages,top_lineage,top_lineage_share,places,crossed,travel,on_rich
e032 winter high 2,2,mixed / tooth,0.003995641118779513,11,16.0,0.159,698.0,0.6146179401993356,4,1047,0.2727272727272727,0:0.45 1:0.45 2:0.09,0.18181818181818182,,
e032 winter high 2,2,flesh / tooth,0.002905920813657828,8,16.0,0.312,652.0,0.938376028814025,3,1047,0.5,0:0.88 2:0.12,0.125,,
e032 winter high 2,3,plant / no tooth,0.5511194029850747,1477,17.0,0.0,1289.0,0.03519668737060041,24,1,0.8815165876777251,0:0.38 1:0.32 2:0.29,0.22613405551794177,,
e032 winter high 2,3,flesh / tooth,0.13246268656716417,355,70.0,0.434,1581.0,0.8232280102476516,1,1,1.0,0:0.23 1:0.31 2:0.46,0.4,,
e032 winter high 2,3,mixed / no tooth,0.10634328358208955,285,16.0,0.0,1025.0,0.4663364107183067,22,1,0.4842105263157895,0:0.72 1:0.22 2:0.07,0.1368421052631579,,
e032 winter high 2,3,mixed / tooth,0.08208955223880597,220,70.0,0.407,1868.5,0.5024164638194291,1,1,1.0,0:0.34 1:0.33 2:0.33,0.36363636363636365,,
e032 winter high 2,3,plant / tooth,0.07761194029850746,208,70.0,0.434,1779.0,0.14272792412087154,2,1,0.9951923076923077,0:0.38 1:0.39 2:0.23,0.2548076923076923,,
e032 winter high 2,3,flesh / no tooth,0.05037313432835821,135,17.0,0.0,1089.0,0.8164821648216481,11,1,0.7111111111111111,0:0.56 1:0.24 2:0.19,0.2222222222222222,,
e037 control,9,plant / no tooth,0.6671078755790867,1008,10.0,0.0,723.0,0.09352061284073529,6,1,0.8035714285714286,0:0.44 1:0.32 2:0.24,0.25595238095238093,,
e037 control,9,mixed / no tooth,0.1654533421575116,250,16.0,0.0,624.5,0.4643395410930743,5,352,0.508,0:0.57 1:0.27 2:0.16,0.216,,
e037 control,9,flesh / no tooth,0.1614824619457313,244,16.0,0.321,537.5,0.8720014672084868,3,352,0.819672131147541,0:0.52 1:0.25 2:0.23,0.3401639344262295,,
e037 control,9,mixed / tooth,0.0026472534745201853,4,51.0,0.2395,925.0,0.47338444163143956,1,1,1.0,0:0.25 1:0.50 2:0.25,0.25,,
e037 control,9,flesh / tooth,0.001985440105890139,3,54.0,0.271,654.0,0.79247073710851,1,1,1.0,0:0.67 2:0.33,0.3333333333333333,,
e037 control,9,plant / tooth,0.0013236267372600927,2,56.0,0.186,751.0,0.1933654084216788,1,1,1.0,1:1.00,0.5,,
e037 k 0.6,9,plant / no tooth,0.502970297029703,762,20.0,0.0,1044.5,0.06438293734164394,10,128,0.484251968503937,0:0.37 1:0.35 2:0.28,0.28346456692913385,,
e037 k 0.6,9,mixed / no tooth,0.13135313531353135,199,36.0,0.0,1042.0,0.4726722449706249,8,128,0.5879396984924623,0:0.47 1:0.33 2:0.20,0.2663316582914573,,
e037 k 0.6,9,plant / tooth,0.12343234323432344,187,64.0,0.208,1732.0,0.1329033225830646,8,712,0.5882352941176471,0:0.50 1:0.30 2:0.20,0.25668449197860965,,
e037 k 0.6,9,mixed / tooth,0.08514851485148515,129,64.0,0.201,1585.0,0.496040987424313,5,712,0.6976744186046512,0:0.37 1:0.32 2:0.31,0.3643410852713178,,
e037 k 0.6,9,flesh / tooth,0.07854785478547854,119,64.0,0.243,1331.0,0.8264680105170903,3,712,0.7815126050420168,0:0.29 1:0.38 2:0.34,0.4369747899159664,,
e037 k 0.6,9,flesh / no tooth,0.07854785478547854,119,31.0,0.0,894.0,0.8465914140965247,7,128,0.6470588235294118,0:0.53 1:0.32 2:0.15,0.16806722689075632,,
e038 k 0.6 sun 2,9,plant / no tooth,0.45309653916211295,995,25.0,0.0,927.0,0.11807166795565868,35,236,0.17688442211055277,0:0.44 1:0.31 2:0.24,0.1306532663316583,,
e038 k 0.6 sun 2,9,mixed / no tooth,0.18123861566484517,398,27.0,0.0,875.0,0.45593063944596013,22,236,0.30402010050251255,0:0.48 1:0.31 2:0.20,0.1457286432160804,,
e038 k 0.6 sun 2,9,flesh / tooth,0.11657559198542805,256,36.0,0.233,722.5,0.8824736589056141,2,236,0.99609375,0:0.45 1:0.29 2:0.26,0.390625,,
e038 k 0.6 sun 2,9,plant / tooth,0.08469945355191257,186,36.0,0.223,1013.5,0.17406217669546148,6,236,0.956989247311828,0:0.51 1:0.31 2:0.18,0.15591397849462366,,
e038 k 0.6 sun 2,9,flesh / no tooth,0.08242258652094718,181,36.0,0.0,598.0,0.8566048667439166,19,236,0.43646408839779005,0:0.44 1:0.32 2:0.24,0.20994475138121546,,
e038 k 0.6 sun 2,9,mixed / tooth,0.08196721311475409,180,36.0,0.223,928.0,0.4943701464090251,3,236,0.9888888888888889,0:0.53 1:0.30 2:0.17,0.31666666666666665,,
e038 k 0.6 sun 4,9,plant / no tooth,0.600462962962963,1297,25.0,0.28,1019.0,0.14077058675396625,74,1516,0.25983037779491136,0:0.42 1:0.32 2:0.26,0.20740169622205087,,
e038 k 0.6 sun 4,9,mixed / no tooth,0.33796296296296297,730,25.0,0.28,1234.5,0.450769609915865,62,1516,0.2726027397260274,0:0.37 1:0.34 2:0.28,0.28493150684931506,,
e038 k 0.6 sun 4,9,flesh / no tooth,0.058333333333333334,126,25.0,0.2835,689.0,0.747985422594073,27,1516,0.2857142857142857,0:0.27 1:0.38 2:0.35,0.2698412698412698,,
e038 k 0.6 sun 4,9,plant / tooth,0.001851851851851852,4,25.0,0.1995,483.0,0.10133887150850379,3,1505,0.5,1:0.75 2:0.25,0,,
e038 k 0.6 sun 4,9,flesh / tooth,0.000925925925925926,2,16.0,0.361,682.0,0.7835925191409381,1,1750,1.0,2:1.00,0,,
e038 k 0.6 sun 4,9,mixed / tooth,0.000462962962962963,1,16.0,0.077,695.0,0.3484892086330935,1,1750,1.0,0:1.00,0,,
e038 sun 2,9,plant / no tooth,0.5284438175834508,1124,12.0,0.0,696.0,0.14399854578130486,38,1,0.548932384341637,0:0.43 1:0.36 2:0.21,0.1387900355871886,,
e038 sun 2,9,mixed / no tooth,0.27926657263751764,594,16.0,0.25,829.5,0.4853788679675576,32,1,0.21548821548821548,0:0.49 1:0.32 2:0.18,0.2037037037037037,,
e038 sun 2,9,flesh / no tooth,0.1918194640338505,408,16.0,0.344,819.5,0.8194228441961613,19,1046,0.18872549019607843,0:0.41 1:0.38 2:0.21,0.41421568627450983,,
e038 sun 2,9,flesh / tooth,0.0004701457451810061,1,16.0,0.235,788.0,0.7564102564102564,1,1070,1.0,0:1.00,0,,
e038 sun 4,9,plant / no tooth,0.5604524180967239,1437,16.0,0.0,882.0,0.1195957820738137,41,797,0.4871259568545581,0:0.38 1:0.29 2:0.33,0.17536534446764093,,
e038 sun 4,9,mixed / no tooth,0.3264430577223089,837,16.0,0.25,1150.0,0.4710908239700375,39,1459,0.17084826762246116,0:0.40 1:0.33 2:0.27,0.2831541218637993,,
e038 sun 4,9,flesh / no tooth,0.09516380655226209,244,16.0,0.281,707.0,0.7555739345437704,22,1727,0.14754098360655737,0:0.35 1:0.34 2:0.30,0.29098360655737704,,
e038 sun 4,9,plant / tooth,0.00858034321372855,22,25.0,0.1215,852.5,0.15688485950361852,9,1479,0.22727272727272727,0:0.36 1:0.36 2:0.27,0.09090909090909091,,
e038 sun 4,9,mixed / tooth,0.0062402496099844,16,16.0,0.111,715.5,0.4706563308532145,5,1473,0.3125,0:0.50 1:0.25 2:0.25,0.0625,,
e038 sun 4,9,flesh / tooth,0.0031201248049922,8,20.5,0.2255,1667.0,0.7585920448977774,8,1769,0.125,0:0.38 1:0.25 2:0.38,0.125,,
e039 reach 1,1,plant / no tooth,0.656188605108055,2004,17.0,0.0,928.5,0.09631692202952231,25,1,0.7360279441117764,0:0.42 1:0.31 2:0.28,0.1501996007984032,,
e039 reach 1,1,mixed / no tooth,0.21938441388343158,670,16.0,0.321,969.5,0.4795545589184015,24,1,0.27313432835820894,0:0.43 1:0.30 2:0.27,0.2298507462686567,,
e039 reach 1,1,flesh / no tooth,0.11263916175507531,344,16.0,0.321,688.5,0.7956107465692549,19,1,0.23255813953488372,0:0.40 1:0.34 2:0.26,0.28488372093023256,,
e039 reach 1,1,plant / tooth,0.008513425016371971,26,34.0,0.2565,1412.5,0.08674490493364792,2,1,0.9230769230769231,0:0.65 2:0.35,0.038461538461538464,,
e039 reach 1,1,flesh / tooth,0.0022920759659463,7,26.0,0.384,529.0,0.907843137254902,1,1,1.0,0:0.71 1:0.14 2:0.14,0,,
e039 reach 1,1,mixed / tooth,0.0009823182711198428,3,26.0,0.262,1005.0,0.5446927374301677,1,1,1.0,1:0.67 2:0.33,0,,
e039 reach 1,2,plant / no tooth,0.7919528949950932,807,19.0,0.012,773.0,0.036923931149361475,32,2433,0.3940520446096654,0:0.77 1:0.17 2:0.06,0.12763320941759604,,
e039 reach 1,2,mixed / no tooth,0.11678115799803729,119,12.0,0.167,769.0,0.4656084656084656,17,2433,0.4957983193277311,0:0.83 1:0.13 2:0.04,0.12605042016806722,,
e039 reach 1,2,flesh / no tooth,0.09126594700686948,93,13.0,0.192,639.0,0.8931923576330921,9,2433,0.4731182795698925,0:0.88 1:0.12,0.053763440860215055,,
e039 reach 1,3,plant / no tooth,0.5550441120061373,1447,16.0,0.06,1156.0,0.17360508817577333,64,2685,0.26952315134761573,0:0.33 1:0.35 2:0.32,0.2791983413959917,,
e039 reach 1,3,mixed / no tooth,0.38856923667050247,1013,16.0,0.219,1114.0,0.4565922190201729,59,1976,0.21915103652517276,0:0.44 1:0.32 2:0.24,0.25666337611056267,,
e039 reach 1,3,flesh / no tooth,0.05638665132336018,147,16.0,0.167,718.0,0.7571508246354872,31,1976,0.2857142857142857,0:0.44 1:0.31 2:0.25,0.14965986394557823,,
e039 reach 1,9,plant / no tooth,0.5537340619307832,608,25.5,0.178,825.0,0.12191945998624243,10,590,0.40460526315789475,0:0.43 1:0.34 2:0.23,0.21052631578947367,,
e039 reach 1,9,mixed / no tooth,0.27049180327868855,297,33.0,0.201,860.0,0.4641244355243352,9,684,0.4511784511784512,0:0.47 1:0.34 2:0.19,0.2760942760942761,,
e039 reach 1,9,flesh / no tooth,0.12477231329690346,137,36.0,0.21,797.0,0.8072474942174249,7,684,0.5109489051094891,0:0.51 1:0.26 2:0.23,0.291970802919708,,
e039 reach 1,9,plant / tooth,0.023679417122040074,26,37.0,0.2025,856.5,0.10762470888214384,5,684,0.5769230769230769,0:0.58 1:0.15 2:0.27,0,,
e039 reach 1,9,flesh / tooth,0.015482695810564663,17,36.0,0.218,981.0,0.8233539313871724,4,684,0.8235294117647058,0:0.59 1:0.12 2:0.29,0.47058823529411764,,
e039 reach 1,9,mixed / tooth,0.011839708561020037,13,36.0,0.204,933.0,0.5261845386533666,4,684,0.7692307692307693,0:0.62 1:0.15 2:0.23,0.23076923076923078,,
e039 same reach,1,plant / no tooth,0.5715509854327335,667,35.0,0.0,1130.0,0.11659663865546217,26,29,0.38980509745127434,0:0.38 1:0.31 2:0.30,0.24887556221889057,,
e039 same reach,1,mixed / no tooth,0.23393316195372751,273,25.0,0.044,786.0,0.4806007509386733,23,29,0.21245421245421245,0:0.51 1:0.29 2:0.20,0.16483516483516483,,
e039 same reach,1,flesh / no tooth,0.15681233933161953,183,25.0,0.35,568.0,0.847899417356639,17,661,0.23497267759562843,0:0.43 1:0.26 2:0.32,0.22950819672131148,,
e039 same reach,1,plant / tooth,0.015424164524421594,18,26.5,0.14,1102.0,0.12979720322213328,5,661,0.5555555555555556,0:0.17 1:0.39 2:0.44,0.05555555555555555,,
e039 same reach,1,mixed / tooth,0.011139674378748929,13,31.0,0.174,677.0,0.5279622884079709,7,661,0.46153846153846156,0:0.38 1:0.38 2:0.23,0.07692307692307693,,
e039 same reach,1,flesh / tooth,0.011139674378748929,13,25.0,0.273,973.0,0.7801932367149759,7,661,0.3076923076923077,0:0.46 1:0.46 2:0.08,0.07692307692307693,,
e039 same reach,2,plant / no tooth,0.6014492753623188,747,17.0,0.0,619.0,0.0881316098707403,38,973,0.23025435073627845,0:0.38 1:0.35 2:0.27,0.14859437751004015,,
e039 same reach,2,mixed / no tooth,0.21175523349436393,263,25.0,0.171,629.0,0.47602739726027393,24,973,0.6463878326996197,0:0.38 1:0.43 2:0.19,0.17110266159695817,,
e039 same reach,2,flesh / no tooth,0.17954911433172302,223,36.0,0.232,657.0,0.8190846866192457,14,973,0.8834080717488789,0:0.42 1:0.34 2:0.24,0.33183856502242154,,
e039 same reach,2,flesh / tooth,0.00322061191626409,4,32.0,0.16499999999999998,572.0,0.851647582050127,3,973,0.5,0:0.50 1:0.50,0.25,,
e039 same reach,2,plant / tooth,0.0024154589371980675,3,21.0,0.062,600.0,0.0231023102310231,2,1079,0.6666666666666666,0:0.33 2:0.67,0,,
e039 same reach,2,mixed / tooth,0.001610305958132045,2,34.0,0.153,1280.5,0.3722947004800916,2,1103,0.5,1:0.50 2:0.50,0,,
e039 same reach,3,plant / no tooth,0.5796491228070175,826,16.0,0.219,1412.5,0.199867634806019,25,902,0.4346246973365617,0:0.31 1:0.33 2:0.36,0.40556900726392253,,
e039 same reach,3,mixed / no tooth,0.38456140350877194,548,16.0,0.25,1015.5,0.43728911930977565,21,902,0.4051094890510949,0:0.41 1:0.34 2:0.25,0.27007299270072993,,
e039 same reach,3,flesh / no tooth,0.035789473684210524,51,16.0,0.188,519.0,0.7734518700183937,11,902,0.49019607843137253,0:0.37 1:0.37 2:0.25,0.11764705882352941,,
e039 same reach,9,plant / no tooth,0.5768229166666666,886,16.0,0.0,686.5,0.10062796215063485,4,323,0.9593679458239278,0:0.41 1:0.31 2:0.28,0.22799097065462753,,
e039 same reach,9,mixed / no tooth,0.18619791666666666,286,16.0,0.0,619.5,0.464588907078203,4,323,0.9405594405594405,0:0.59 1:0.28 2:0.13,0.23776223776223776,,
e039 same reach,9,flesh / no tooth,0.17057291666666666,262,22.5,0.409,502.0,0.8920908565990648,4,323,0.9656488549618321,0:0.52 1:0.26 2:0.22,0.22137404580152673,,
e039 same reach,9,flesh / tooth,0.037760416666666664,58,64.0,0.37,597.0,0.9064093193331417,1,323,1.0,0:0.48 1:0.31 2:0.21,0.27586206896551724,,
e039 same reach,9,mixed / tooth,0.016276041666666668,25,59.0,0.374,663.0,0.493000318167356,1,323,1.0,0:0.40 1:0.32 2:0.28,0.28,,
e039 same reach,9,plant / tooth,0.012369791666666666,19,47.0,0.365,611.0,0.11252765778105574,1,323,1.0,0:0.47 1:0.26 2:0.26,0.15789473684210525,,
e040 thirst 0.001,9,plant / no tooth,0.5313725490196078,542,16.0,0.0,627.5,0.13298357666669097,17,180,0.6291512915129152,0:0.52 1:0.33 2:0.15,0.23800738007380073,,
e040 thirst 0.001,9,mixed / no tooth,0.24803921568627452,253,16.0,0.25,879.0,0.48401500267904984,14,973,0.35177865612648224,0:0.67 1:0.23 2:0.10,0.24110671936758893,,
e040 thirst 0.001,9,flesh / no tooth,0.22058823529411764,225,16.0,0.281,707.0,0.8166783135336595,9,973,0.4444444444444444,0:0.65 1:0.22 2:0.12,0.3422222222222222,,
e040 thirst 0.002,9,plant / no tooth,0.5856423173803527,465,12.0,0.0,601.0,0.1391035548686244,13,629,0.3849462365591398,0:0.58 1:0.32 2:0.11,0.24301075268817204,,
e040 thirst 0.002,9,mixed / no tooth,0.2216624685138539,176,16.0,0.0,563.5,0.45251250046544644,10,682,0.26136363636363635,0:0.59 1:0.25 2:0.16,0.3068181818181818,,
e040 thirst 0.002,9,flesh / no tooth,0.16624685138539042,132,16.0,0.278,730.0,0.8370515787664548,8,481,0.6060606060606061,0:0.72 1:0.19 2:0.09,0.2727272727272727,,
e040 thirst 0.002,9,flesh / tooth,0.013853904282115869,11,25.0,0.143,614.0,0.8766420051336252,3,682,0.45454545454545453,0:1.00,0.18181818181818182,,
e040 thirst 0.002,9,mixed / tooth,0.007556675062972292,6,20.5,0.10250000000000001,934.0,0.5248397630989482,3,481,0.5,0:0.67 1:0.17 2:0.17,0,,
e040 thirst 0.002,9,plant / tooth,0.005037783375314861,4,16.0,0.084,754.0,0.22140791028219492,3,481,0.5,0:0.50 1:0.25 2:0.25,0,,
e040 thirst 0.005,9,plant / no tooth,0.473551637279597,188,33.5,0.0,1023.0,0.178118312274948,6,313,0.776595744680851,0:0.87 1:0.10 2:0.03,0.13829787234042554,,
e040 thirst 0.005,9,mixed / no tooth,0.3425692695214106,136,33.0,0.0,1036.5,0.4741093819848,6,313,0.7132352941176471,0:0.87 1:0.12 2:0.01,0.11029411764705882,,
e040 thirst 0.005,9,flesh / no tooth,0.163727959697733,65,36.0,0.0,862.0,0.8305793094579824,6,313,0.5384615384615384,0:0.89 1:0.08 2:0.03,0.1076923076923077,,
e040 thirst 0.005,9,plant / tooth,0.007556675062972292,3,36.0,0.31,1589.0,0.04804088586030664,2,385,0.6666666666666666,0:0.67 1:0.33,0,,
e040 thirst 0.005,9,flesh / tooth,0.007556675062972292,3,36.0,0.123,1657.0,0.7026369168356998,1,385,1.0,0:1.00,0,,
e040 thirst 0.005,9,mixed / tooth,0.005037783375314861,2,40.5,0.1205,1158.5,0.5849002737856226,2,315,0.5,0:1.00,0,,
e041 control,9,plant / no tooth,0.6671078755790867,1008,10.0,0.0,723.0,0.09352061284073529,6,1,0.8035714285714286,0:0.44 1:0.32 2:0.24,0.25595238095238093,,
e041 control,9,mixed / no tooth,0.1654533421575116,250,16.0,0.0,624.5,0.4643395410930743,5,352,0.508,0:0.57 1:0.27 2:0.16,0.216,,
e041 control,9,flesh / no tooth,0.1614824619457313,244,16.0,0.321,537.5,0.8720014672084868,3,352,0.819672131147541,0:0.52 1:0.25 2:0.23,0.3401639344262295,,
e041 control,9,mixed / tooth,0.0026472534745201853,4,51.0,0.2395,925.0,0.47338444163143956,1,1,1.0,0:0.25 1:0.50 2:0.25,0.25,,
e041 control,9,flesh / tooth,0.001985440105890139,3,54.0,0.271,654.0,0.79247073710851,1,1,1.0,0:0.67 2:0.33,0.3333333333333333,,
e041 control,9,plant / tooth,0.0013236267372600927,2,56.0,0.186,751.0,0.1933654084216788,1,1,1.0,1:1.00,0.5,,
e041 stock 1,9,plant / no tooth,0.6324535679374389,647,11.0,0.0,825.0,0.11382468382032272,13,213,0.758887171561051,0:0.54 1:0.30 2:0.16,0.2009273570324575,,
e041 stock 1,9,mixed / no tooth,0.24144672531769307,247,16.0,0.031,865.0,0.45552703110842646,15,213,0.48582995951417,0:0.53 1:0.35 2:0.12,0.12955465587044535,,
e041 stock 1,9,flesh / no tooth,0.12023460410557185,123,16.0,0.25,597.0,0.8087297694948504,11,213,0.3333333333333333,0:0.46 1:0.38 2:0.15,0.21951219512195122,,
e041 stock 1,9,plant / tooth,0.005865102639296188,6,39.0,0.134,1220.5,0.04337933966391544,1,213,1.0,0:1.00,0,,
e041 stock 4,9,plant / no tooth,0.6704545454545454,413,12.0,0.0,873.0,0.09548578859372098,7,558,0.8523002421307506,0:0.56 1:0.26 2:0.17,0.2736077481840194,,
e041 stock 4,9,mixed / no tooth,0.22402597402597402,138,13.0,0.0,935.5,0.44882088352731775,5,558,0.7898550724637681,0:0.59 1:0.28 2:0.12,0.16666666666666666,,
e041 stock 4,9,flesh / no tooth,0.09740259740259741,60,15.0,0.0,587.5,0.8483199989057852,6,558,0.7833333333333333,0:0.65 1:0.30 2:0.05,0.15,,
e041 stock 4,9,flesh / tooth,0.003246753246753247,2,31.5,0.2375,1413.5,0.883336098667109,2,485,0.5,0:0.50 1:0.50,0,,
e041 stock 4,9,plant / tooth,0.003246753246753247,2,31.5,0.201,1319.5,0.16465123799678932,2,582,0.5,0:1.00,0,,
e041 stock 4,9,mixed / tooth,0.0016233766233766235,1,16.0,0.278,488.0,0.5238095238095238,1,672,1.0,1:1.00,1,,
e045 connect,9,plant / no tooth,0.7215384615384616,469,27.0,0.0,444.0,0.10262948207171316,4,984,0.8678038379530917,0:0.32 1:0.34 2:0.33,0.326226012793177,,
e045 connect,9,mixed / no tooth,0.16923076923076924,110,36.0,0.0265,490.5,0.5004303402505548,4,984,0.9727272727272728,0:0.44 1:0.32 2:0.25,0.39090909090909093,,
e045 connect,9,flesh / no tooth,0.10307692307692308,67,32.0,0.575,433.0,0.819689964645091,1,984,1.0,0:0.51 1:0.28 2:0.21,0.4626865671641791,,
e045 connect,9,mixed / tooth,0.004615384615384616,3,37.0,0.144,415.0,0.6101440576230491,2,984,0.6666666666666666,0:0.67 2:0.33,0.3333333333333333,,
e045 connect,9,plant / tooth,0.0015384615384615385,1,43.0,0.098,443.0,0.32055555555555554,1,984,1.0,0:1.00,0,,
e045 connect,10,plant / no tooth,0.7113790504898266,944,16.0,0.18,1050.0,0.16037301686932476,12,964,0.638771186440678,0:0.42 1:0.31 2:0.28,0.4332627118644068,,
e045 connect,10,mixed / no tooth,0.2788244159758855,370,16.0,0.25,1402.5,0.4209828441470138,7,964,0.5378378378378378,0:0.41 1:0.34 2:0.25,0.46756756756756757,,
e045 connect,10,flesh / no tooth,0.00904295403165034,12,16.0,0.306,500.5,0.7302210745318042,4,964,0.5,0:0.25 1:0.50 2:0.25,0.3333333333333333,,
e045 connect,10,plant / tooth,0.0007535795026375283,1,16.0,0.062,671.0,0.16896450572015254,1,1118,1.0,1:1.00,0,,
e045 connect,11,mixed / no tooth,0.6449598572702944,723,16.0,0.25,979.0,0.5205594171342434,14,1088,0.6058091286307054,0:0.43 1:0.32 2:0.25,0.5477178423236515,,
e045 connect,11,plant / no tooth,0.24710080285459413,277,16.0,0.219,525.0,0.13780918727915195,13,1088,0.37545126353790614,0:0.32 1:0.37 2:0.31,0.44765342960288806,,
e045 connect,11,flesh / no tooth,0.1079393398751115,121,16.0,0.25,657.0,0.7164972273567468,10,1088,0.47107438016528924,0:0.50 1:0.36 2:0.15,0.5537190082644629,,
e045 connect,12,plant / no tooth,0.598159509202454,390,18.0,0.0,475.0,0.07490749693559808,1,12,1.0,0:0.43 1:0.31 2:0.27,0.3128205128205128,,
e045 connect,12,mixed / no tooth,0.15030674846625766,98,25.0,0.0,470.5,0.5047333974980988,1,12,1.0,0:0.48 1:0.32 2:0.20,0.4489795918367347,,
e045 connect,12,mixed / tooth,0.10122699386503067,66,25.0,0.238,426.5,0.5369612194162521,1,12,1.0,0:0.47 1:0.32 2:0.21,0.3787878787878788,,
e045 connect,12,flesh / tooth,0.0736196319018405,48,25.0,0.2545,392.5,0.7774270100931584,1,12,1.0,0:0.42 1:0.40 2:0.19,0.4583333333333333,,
e045 connect,12,flesh / no tooth,0.05368098159509203,35,25.0,0.0,386.0,0.7705900915115178,1,12,1.0,0:0.49 1:0.40 2:0.11,0.2857142857142857,,
e045 connect,12,plant / tooth,0.023006134969325152,15,25.0,0.169,452.0,0.23180896598332956,1,12,1.0,0:0.53 1:0.20 2:0.27,0.26666666666666666,,
e045 connect,13,plant / no tooth,0.5892857142857143,825,16.0,0.312,1155.0,0.20356948722594673,8,828,0.5139393939393939,0:0.42 1:0.33 2:0.25,0.4993939393939394,,
e045 connect,13,mixed / no tooth,0.40214285714285714,563,16.0,0.312,1560.0,0.4204740638955686,8,828,0.566607460035524,0:0.40 1:0.34 2:0.26,0.49733570159857904,,
e045 connect,13,flesh / no tooth,0.008571428571428572,12,16.0,0.3225,491.0,0.6943677664538173,3,828,0.6666666666666666,0:0.58 1:0.25 2:0.17,0.3333333333333333,,
e045 connect,14,plant / no tooth,0.7223382045929019,692,15.0,0.0,581.5,0.05217194157380191,4,323,0.9624277456647399,0:0.35 1:0.33 2:0.32,0.40028901734104044,,
e045 connect,14,mixed / no tooth,0.08977035490605428,86,36.0,0.0,530.0,0.4902076958286573,4,337,0.8604651162790697,0:0.49 1:0.28 2:0.23,0.47674418604651164,,
e045 connect,14,flesh / no tooth,0.0709812108559499,68,36.0,0.0,461.0,0.7905822611668474,3,337,0.6764705882352942,0:0.47 1:0.28 2:0.25,0.5588235294117647,,
e045 connect,14,flesh / tooth,0.06784968684759916,65,36.0,0.207,412.0,0.760705289672544,1,337,1.0,0:0.40 1:0.28 2:0.32,0.5076923076923077,,
e045 connect,14,mixed / tooth,0.04592901878914405,44,36.0,0.19,424.5,0.5864583443415026,1,337,1.0,0:0.39 1:0.32 2:0.30,0.5909090909090909,,
e045 connect,14,plant / tooth,0.003131524008350731,3,36.0,0.157,542.0,0.27731932983245816,1,337,1.0,1:0.67 2:0.33,0.3333333333333333,,
e045 control,9,mixed / no tooth,0.5011406844106464,659,16.0,0.25,1265.0,0.4609584042811968,14,922,0.8179059180576631,0:0.44 1:0.33 2:0.24,0.5311077389984825,,
e045 control,9,plant / no tooth,0.47224334600760454,621,16.0,0.156,686.0,0.1426505290401157,14,922,0.47020933977455714,0:0.41 1:0.32 2:0.27,0.43800322061191627,,
e045 control,9,flesh / no tooth,0.026615969581749048,35,16.0,0.26,586.0,0.7118874773139745,1,922,1.0,0:0.57 1:0.14 2:0.29,0.34285714285714286,,
e045 control,10,plant / no tooth,0.4114285714285714,288,16.0,0.0,451.0,0.07312646349261887,4,575,0.5451388888888888,0:0.40 1:0.29 2:0.32,0.3541666666666667,,
e045 control,10,flesh / no tooth,0.3142857142857143,220,25.0,0.239,726.5,0.7730519072999742,4,438,0.65,0:0.48 1:0.30 2:0.21,0.4636363636363636,,
e045 control,10,mixed / no tooth,0.27,189,15.0,0.332,507.0,0.5187384044526901,4,710,0.6402116402116402,0:0.39 1:0.36 2:0.25,0.4126984126984127,,
e045 control,10,flesh / tooth,0.002857142857142857,2,30.5,0.248,374.5,0.7281574043935459,1,438,1.0,1:1.00,0.5,,
e045 control,10,mixed / tooth,0.0014285714285714286,1,32.0,0.115,303.0,0.4058734939759036,1,438,1.0,0:1.00,0,,
e045 control,11,mixed / no tooth,0.43350785340314135,414,16.0,0.25,878.0,0.5754738589951374,5,824,0.9685990338164251,0:0.43 1:0.28 2:0.29,0.5603864734299517,,
e045 control,11,flesh / no tooth,0.2869109947643979,274,16.0,0.281,806.0,0.7283831937955028,4,824,0.948905109489051,0:0.45 1:0.31 2:0.24,0.5766423357664233,,
e045 control,11,plant / no tooth,0.27958115183246074,267,24.0,0.0,445.0,0.040218049666868566,4,612,0.7528089887640449,0:0.38 1:0.32 2:0.30,0.3782771535580524,,
e045 control,12,plant / no tooth,0.6934046345811051,389,18.0,0.0,469.0,0.058981657179000634,5,417,0.4781491002570694,0:0.37 1:0.34 2:0.29,0.27249357326478146,,
e045 control,12,flesh / tooth,0.1711229946524064,96,18.0,0.291,413.5,0.8087121524471078,1,1,1.0,0:0.35 1:0.31 2:0.33,0.5729166666666666,,
e045 control,12,mixed / tooth,0.06060606060606061,34,18.0,0.269,378.0,0.5933420934782097,1,1,1.0,0:0.35 1:0.41 2:0.24,0.7941176470588235,,
e045 control,12,flesh / no tooth,0.0427807486631016,24,18.0,0.09,456.0,0.7942760911977105,1,1,1.0,0:0.33 1:0.42 2:0.25,0.5,,
e045 control,12,mixed / no tooth,0.0285204991087344,16,18.5,0.08549999999999999,407.0,0.5398932909209129,2,1,0.8125,0:0.31 1:0.38 2:0.31,0.4375,,
e045 control,12,plant / tooth,0.0035650623885918,2,16.5,0.276,333.0,0.1582637096307299,1,1,1.0,0:1.00,0,,
e045 control,13,mixed / no tooth,0.487698986975398,674,16.0,0.267,1334.5,0.48119016134547254,21,829,0.3293768545994065,0:0.44 1:0.33 2:0.22,0.47774480712166173,,
e045 control,13,plant / no tooth,0.4363241678726483,603,15.0,0.0,659.0,0.02948207171314741,19,490,0.5704809286898839,0:0.39 1:0.29 2:0.32,0.4079601990049751,,
e045 control,13,flesh / no tooth,0.07597684515195369,105,16.0,0.312,884.0,0.729825337165598,11,949,0.49523809523809526,0:0.34 1:0.39 2:0.27,0.4857142857142857,,
