step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom
25000,9217,3630,33331,59075,49862,25399,345,24597,2182,12,211499,2971963,23688.396,8394.917,0.3073,4333.407,0.080,0.709,0.097,0.114,0.513,0.335,1461,0.1194,0.7512,0.170,9.0,30.6,56.7,28.75,0.76,8.87,1.11,18.01,7.03,1.119,0.310,0.020,0.023,9.098,0.470,0.0032,182,647,1744,16800,530,10,0.431,4687,221,1097,7899,647,1116,7454,7.12,30.37,7197,12.8620,67399,3465,126138,672.7,-0.0,930778,17.426,2631002.543,5.31e-15,0.00091,32.07,19007,26.510,1.749,24.334,0.428,26.511,2724,3688,2805,0.4904,0.973,1.002,1.400,1.120,0.987,1.294,9739.722,5319.987,12102.760,9614.806,6304.237,927.615,1545.217,1588.678,0.584,0.557,0.399,0.618,0.236,0.286,2694,7074,0.4171,0.9998,0.9998,0.0884,1.0000,0.9999,0.7087,1.1258,0.9835,0.0480,0.0067,0.0186,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,316,0.9994,0.9360,0.8939,0.9995,0.0417,0.0558
26000,9634,3741,34525,59175,49403,24324,326,25209,2187,9,225887,3183659,24452.675,8567.067,0.3113,4171.476,0.079,0.716,0.095,0.110,0.529,0.325,1789,0.1129,0.7537,0.161,9.0,31.7,55.1,29.58,0.77,9.29,1.10,18.42,7.15,1.099,0.311,0.029,0.033,9.199,0.480,0.0032,183,626,1601,20090,508,10,0.676,5075,461,1447,7726,890,973,7771,7.27,28.64,6740,11.7671,67351,3463,122698,847.4,-0.0,935668,17.407,2631002.543,4.96e-15,0.00001,11.77,18682,27.386,1.762,25.180,0.444,27.386,2784,3907,2943,0.5073,0.960,1.000,1.253,1.113,0.984,1.237,10311.463,5560.583,11777.264,10191.485,6655.402,1119.707,1686.088,1589.796,0.607,0.572,0.408,0.600,0.234,0.286,2546,6281,0.4609,1.0000,1.0000,0.0934,1.0000,1.0000,0.7807,1.0797,0.9497,0.0443,0.0150,0.0176,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,422,0.9999,0.9362,0.8839,0.9994,0.0442,0.0603
27000,10173,3805,29494,48814,40159,19098,222,23134,1797,7,184023,2745643,21641.655,6861.641,0.3149,3240.251,0.073,0.704,0.101,0.122,0.518,0.332,1339,0.0977,0.7517,0.142,9.0,30.3,60.0,29.90,0.66,8.62,1.37,19.25,7.15,1.086,0.302,0.022,0.025,8.939,0.456,0.0033,190,670,1320,18656,357,12,0.326,5129,50,1372,8751,1034,1487,7652,6.82,28.39,7811,11.1221,67342,3898,120714,614.1,-0.0,938046,16.588,2631002.543,3.19e-15,0.00013,35.39,15577,24.542,1.757,22.275,0.510,24.543,3000,4153,3020,0.5109,0.965,1.000,1.235,1.101,0.987,1.208,9969.456,5390.172,8512.051,9858.861,6510.993,730.251,1548.103,1343.036,0.561,0.569,0.416,0.589,0.242,0.335,2701,3753,0.4737,1.0000,1.0000,0.1188,1.0000,1.0000,0.6921,1.1244,0.9818,0.0289,0.0170,0.0184,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,264,0.9991,0.9569,0.8976,0.9988,0.0428,0.0612
28000,10326,3857,35215,64864,55190,29318,331,25969,2315,3,226180,3322513,25497.062,9362.368,0.3071,5021.473,0.074,0.692,0.097,0.136,0.549,0.310,1611,0.1033,0.7580,0.157,9.0,27.4,54.5,27.76,0.55,9.07,1.12,17.01,7.21,1.092,0.328,0.016,0.018,8.995,0.484,0.0032,182,627,1480,20128,424,11,0.350,5354,57,1848,8421,335,981,9010,6.75,28.82,5889,9.0565,67341,3722,117793,500.4,-0.0,945064,18.247,2631002.543,1.35e-14,0.00019,20.43,20521,28.395,1.759,26.147,0.489,28.396,1942,4807,3577,0.5325,0.952,1.000,1.286,1.132,0.980,1.221,11130.742,6227.374,11911.068,11005.356,7602.110,1086.242,1696.173,1558.481,0.589,0.596,0.451,0.654,0.262,0.367,2611,6553,0.5622,1.0000,0.9999,0.1009,1.0000,1.0000,0.7597,1.0620,0.9759,0.0344,0.0156,0.0142,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,222,0.9994,0.9347,0.9084,0.9992,0.0409,0.0708
29000,10361,3846,31959,49875,40155,17600,316,25985,2491,9,228812,3139763,21875.029,7513.279,0.3205,2930.599,0.071,0.716,0.096,0.117,0.526,0.324,1431,0.1076,0.7702,0.141,9.0,29.4,50.6,27.09,0.55,9.19,1.13,16.22,7.14,1.130,0.320,0.028,0.031,8.547,0.477,0.0033,186,667,1581,21338,427,10,0.359,5300,46,1613,8702,612,1335,8414,7.42,28.64,8423,11.4414,67294,3905,115264,601.8,-0.0,945970,17.495,2631002.543,1.19e-14,0.00048,15.85,15864,25.414,1.762,23.158,0.494,25.415,2498,4386,3477,0.4889,0.963,1.005,1.531,1.135,0.984,1.310,10577.438,5919.493,7108.245,10460.475,7236.907,798.755,1576.186,2207.739,0.546,0.589,0.429,0.557,0.231,0.324,2651,3140,0.4476,1.0000,0.9998,0.1430,1.0000,1.0000,0.7913,1.1076,0.9882,0.0312,0.0086,0.0238,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,299,0.9993,0.9451,0.9016,0.9991,0.0393,0.0590
30000,9624,3555,35867,67494,57999,31301,326,25194,2077,11,216420,3086341,25757.080,9406.221,0.3059,5269.132,0.069,0.716,0.098,0.117,0.518,0.329,1607,0.1188,0.7506,0.146,9.0,34.3,51.9,31.09,0.76,9.28,0.97,20.08,7.13,1.094,0.299,0.033,0.038,9.217,0.462,0.0032,171,601,1502,18883,357,14,0.450,4751,352,1450,7822,539,1575,7510,7.57,29.96,7638,13.9503,67381,3537,112611,913.7,-0.0,949911,17.376,2631002.543,2.18e-14,0.00033,32.73,21457,26.735,1.779,24.552,0.403,26.765,3227,3722,2675,0.5466,0.927,1.000,1.381,1.085,0.982,1.264,9876.878,5259.520,14987.373,9733.393,6305.446,1179.628,1391.599,1565.862,0.591,0.565,0.395,0.630,0.228,0.310,2855,9097,0.3837,0.9999,1.0000,0.0929,1.0000,1.0000,0.7124,1.0774,0.9751,0.0351,0.0129,0.0225,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,225,0.9995,0.9310,0.8927,0.9995,0.0450,0.0586
31000,8530,3303,29794,51875,42905,21836,245,21939,1837,5,193280,2711337,21652.229,7772.434,0.3093,4036.376,0.063,0.728,0.101,0.108,0.513,0.332,1064,0.1214,0.7441,0.135,9.0,33.9,56.7,30.97,0.65,10.34,1.17,18.82,7.19,1.123,0.319,0.028,0.030,9.073,0.453,0.0032,182,637,1611,16057,453,13,0.440,4486,336,850,7344,585,1258,6687,8.00,31.63,9363,12.9275,67305,3261,109745,627.7,-0.0,952917,16.106,2631002.543,2.96e-14,0.00005,7.71,15998,23.450,1.757,21.353,0.340,23.450,2404,3316,2810,0.4729,0.968,1.008,1.588,1.143,0.984,1.271,9103.758,5300.397,10323.233,8984.364,6381.008,909.388,1182.337,1644.333,0.561,0.562,0.421,0.604,0.237,0.301,2604,6610,0.4715,1.0000,0.9997,0.0995,1.0000,1.0000,0.7251,1.0486,0.9488,0.0280,0.0086,0.0268,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,497,0.9991,0.9192,0.8666,0.9993,0.0458,0.0546
32000,9800,3591,30883,67597,59613,36436,278,20854,1531,9,188981,2702996,25804.039,8505.011,0.2885,5097.613,0.072,0.715,0.108,0.105,0.525,0.327,1238,0.0974,0.7235,0.151,11.2,38.2,62.6,36.24,0.93,9.92,1.09,24.29,7.33,1.062,0.288,0.043,0.046,9.807,0.413,0.0031,182,637,1618,14387,498,15,0.417,5087,747,938,8115,1509,1802,6489,5.26,26.55,5997,14.1605,67234,3467,108542,1237.1,-0.0,956219,16.080,2631002.543,3.24e-14,0.00054,26.07,20681,25.292,1.766,23.079,0.447,25.293,4443,3039,2318,0.5214,0.898,1.000,1.227,1.037,0.982,1.212,8153.947,4602.295,17440.960,8057.307,5403.386,1190.947,1159.877,1056.573,0.638,0.532,0.398,0.684,0.232,0.283,2707,6846,0.3825,1.0000,0.9996,0.0673,1.0000,1.0000,0.6721,1.0360,0.9393,0.0327,0.0141,0.0197,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,373,0.9999,0.8988,0.8716,0.9991,0.0494,0.0619
33000,6887,2892,25900,44677,36989,18597,180,20230,1454,6,172583,2348427,19804.282,7318.746,0.2975,4109.960,0.076,0.696,0.116,0.112,0.507,0.334,1152,0.1347,0.7217,0.136,9.1,31.4,54.7,29.84,0.49,10.69,0.86,17.80,7.21,1.083,0.344,0.022,0.026,9.728,0.464,0.0032,195,674,1521,14067,418,14,0.494,3592,39,697,6151,376,795,5716,9.00,33.82,5320,8.2317,67233,2975,105247,415.8,-0.0,964340,16.158,2631002.543,1.89e-14,0.00055,17.88,13608,22.043,1.760,20.089,0.194,22.043,1613,2997,2277,0.5159,0.965,1.000,1.265,1.131,0.986,1.178,8362.763,4885.280,9886.948,8269.038,5758.255,964.805,1193.765,1050.216,0.568,0.549,0.401,0.590,0.237,0.308,2287,6769,0.5340,1.0000,1.0000,0.0845,1.0000,1.0000,0.7773,1.0635,0.9648,0.0179,0.0132,0.0197,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,354,0.9997,0.9063,0.8914,0.9994,0.0514,0.0578
34000,9151,3447,26069,47763,40116,21466,228,18036,1612,12,177224,2313988,20295.042,6542.788,0.2984,3237.484,0.057,0.720,0.110,0.114,0.506,0.332,1210,0.1019,0.7381,0.114,10.1,34.2,56.0,31.46,0.54,10.10,0.82,20.00,7.18,1.078,0.318,0.023,0.026,9.615,0.467,0.0030,181,661,1485,12870,531,11,0.742,4639,31,945,8175,667,1799,6685,6.25,30.16,5667,11.1912,67182,3254,103311,560.1,-0.0,965285,13.997,2631002.543,7.08e-15,0.00041,10.03,13903,20.231,1.809,18.110,0.313,20.231,3437,3208,2506,0.5095,0.942,1.000,1.274,1.071,0.989,1.200,8086.142,4499.769,10200.037,7992.391,5340.099,1068.834,1058.066,1178.403,0.578,0.553,0.383,0.631,0.216,0.288,2305,3708,0.3948,1.0000,1.0000,0.0875,0.9999,1.0000,0.7266,1.0742,0.9884,0.0204,0.0117,0.0180,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,437,0.9999,0.9116,0.8966,0.9984,0.0486,0.0602
35000,8186,3245,28175,49049,40464,20533,341,20125,1746,12,182510,2443299,20303.388,7177.241,0.3072,3673.604,0.061,0.716,0.116,0.107,0.501,0.336,1308,0.1224,0.7442,0.125,10.0,33.7,56.6,31.17,0.47,10.99,0.86,18.85,7.29,1.092,0.335,0.021,0.025,9.509,0.448,0.0032,174,638,1478,14265,421,12,0.433,4267,62,1221,6903,511,1293,6382,7.62,34.28,7177,11.6363,67348,3308,100925,535.0,-0.0,967966,15.323,2631002.543,8.50e-15,0.00006,33.64,15148,20.970,1.783,18.912,0.276,20.970,2545,3179,2462,0.5342,0.923,1.000,1.344,1.097,0.984,1.228,8519.693,4865.232,9727.114,8410.219,5839.659,1069.434,1256.952,1177.252,0.558,0.539,0.407,0.585,0.231,0.303,2369,6786,0.4638,1.0000,0.9999,0.0909,0.9999,1.0000,0.7281,1.0646,1.0036,0.0193,0.0066,0.0194,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,471,0.9996,0.8942,0.8973,0.9992,0.0510,0.0595
36000,9515,3241,31973,57730,48281,25493,264,20813,2063,8,240249,2606073,23458.775,8705.693,0.2919,4323.365,0.063,0.721,0.108,0.109,0.504,0.330,1244,0.1141,0.7322,0.119,10.0,33.5,59.0,31.54,0.70,10.50,0.75,19.59,7.29,1.085,0.323,0.031,0.036,8.834,0.441,0.0031,168,622,1479,17829,433,12,0.426,4803,280,1393,7842,701,1396,7418,8.93,33.81,6863,12.8666,67445,3320,98497,817.1,-0.0,971160,15.735,2631002.543,1.36e-14,0.00003,11.63,18392,23.586,1.751,21.436,0.399,23.586,3156,3612,2747,0.4969,0.954,1.001,1.308,1.116,0.985,1.179,8897.240,4858.608,13100.571,8794.994,5886.575,1635.542,1331.013,1415.774,0.577,0.529,0.408,0.591,0.234,0.323,2444,7372,0.4402,0.9999,1.0000,0.0773,0.9999,1.0000,0.7165,1.0638,0.9920,0.0285,0.0149,0.0212,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,388,0.9998,0.9103,0.9121,0.9996,0.0489,0.0550
37000,8030,3119,28969,50231,40962,21030,232,21203,2022,6,235077,2620374,21523.872,8426.904,0.2984,4042.677,0.071,0.724,0.112,0.093,0.514,0.324,1208,0.1295,0.7260,0.113,10.0,33.4,61.5,30.59,0.81,11.47,0.80,17.51,7.27,1.103,0.346,0.040,0.047,9.383,0.456,0.0032,181,637,1390,16792,334,11,0.450,4344,213,1110,6707,545,696,6789,8.31,32.17,7291,11.9875,67483,3714,96357,618.5,-0.0,974760,15.987,2631002.543,1.81e-14,0.00032,24.14,16642,23.133,1.774,21.074,0.284,23.134,2250,3347,2433,0.4786,0.979,1.010,1.361,1.193,0.986,1.180,8561.413,4827.612,11341.987,8465.816,5758.745,1803.475,1312.407,1268.346,0.570,0.546,0.417,0.564,0.234,0.331,2490,6822,0.4790,0.9999,0.9997,0.0850,1.0000,1.0000,0.7263,1.0637,0.9525,0.0360,0.0145,0.0306,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,401,0.9993,0.9143,0.8841,0.9987,0.0512,0.0614
38000,9378,3500,29518,49406,40279,19641,247,20905,2167,9,225833,2660024,22396.428,7344.114,0.2994,3117.809,0.063,0.724,0.112,0.101,0.521,0.321,1669,0.1071,0.7322,0.110,10.0,35.2,66.0,32.17,0.81,10.68,1.05,19.63,7.29,1.102,0.318,0.044,0.052,9.429,0.451,0.0032,181,644,1381,16004,419,12,0.483,4879,206,1340,7832,977,1026,7375,7.21,29.23,8313,12.8583,67561,3424,95641,899.5,-0.0,974604,15.542,2631002.543,1.54e-14,0.00002,31.31,14116,22.177,1.754,20.077,0.346,22.177,2873,3617,2888,0.4584,0.971,1.012,1.353,1.156,0.983,1.195,9445.399,5332.030,9812.092,9335.722,6366.423,1412.824,1473.917,1339.564,0.552,0.571,0.428,0.560,0.267,0.307,2470,4758,0.4402,1.0000,1.0000,0.0989,1.0000,1.0000,0.6921,1.0538,0.9376,0.0328,0.0141,0.0278,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,331,0.9996,0.8960,0.8613,0.9987,0.0456,0.0525
39000,8347,3637,32556,58397,48985,25560,281,21480,2359,14,275454,2922146,24506.895,9740.984,0.2894,4758.849,0.061,0.748,0.102,0.089,0.527,0.321,1307,0.1259,0.7100,0.106,13.9,37.5,63.5,32.58,0.84,11.72,1.09,18.92,7.26,1.139,0.323,0.054,0.061,10.261,0.475,0.0031,170,610,1426,18569,332,13,0.332,4826,81,1175,7091,558,1245,6544,7.95,29.18,5287,10.0756,67458,3778,94819,921.1,-0.0,980094,16.543,2631002.543,5.31e-16,0.00043,12.25,18884,25.845,1.784,23.723,0.339,25.846,2449,3169,2729,0.4336,0.977,1.025,1.433,1.230,0.983,1.238,9389.722,5457.603,13357.943,9307.597,6600.203,1967.479,1402.243,1612.413,0.570,0.572,0.431,0.562,0.284,0.327,2502,9222,0.4353,0.9999,0.9996,0.0789,1.0000,1.0000,0.7195,1.0414,0.9483,0.0424,0.0141,0.0210,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,512,0.9992,0.9005,0.8741,0.9993,0.0479,0.0555
40000,8564,3804,26347,43855,35373,17337,171,19023,1746,8,232153,2609334,21288.258,7402.114,0.2969,3094.477,0.057,0.748,0.104,0.091,0.524,0.326,874,0.1086,0.6987,0.095,15.1,40.0,66.9,33.98,1.07,11.51,1.19,20.21,7.35,1.136,0.311,0.055,0.060,10.432,0.492,0.0030,196,714,1439,16972,452,12,0.330,4993,43,1412,7109,553,1024,6987,6.75,26.34,6166,9.5124,67469,3619,93433,481.0,-0.0,982359,15.840,2631002.543,5.13e-15,0.00003,36.36,14497,23.587,1.800,21.419,0.368,23.614,2333,3286,2945,0.4361,0.978,1.025,1.427,1.243,0.982,1.223,9745.950,5700.147,7684.527,9662.424,7035.784,1358.828,1356.757,1592.052,0.531,0.573,0.459,0.467,0.341,0.389,2451,4796,0.5228,1.0000,0.9997,0.1093,1.0000,1.0000,0.7213,1.0135,0.9042,0.0403,0.0233,0.0324,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,557,0.9994,0.9152,0.8520,0.9985,0.0541,0.0620
41000,8900,3728,25239,44022,36335,18622,161,18663,1605,10,220500,2679367,21701.822,7217.855,0.2984,3105.469,0.056,0.761,0.097,0.087,0.539,0.319,838,0.0980,0.6890,0.094,17.0,40.0,66.9,34.43,1.16,11.65,1.32,20.29,7.31,1.145,0.303,0.062,0.069,10.135,0.466,0.0030,206,757,1567,16526,445,12,0.323,5164,73,1271,7556,494,1391,7015,7.29,25.26,8125,12.7145,67482,3640,92735,859.6,-0.0,981595,16.038,2631002.543,1.24e-15,0.00001,15.95,13469,23.600,1.757,21.441,0.402,23.601,2836,3137,2927,0.4173,0.967,1.040,1.466,1.220,0.982,1.246,9273.229,5477.800,8866.834,9175.108,6765.350,1319.767,1210.859,1581.759,0.567,0.580,0.470,0.540,0.324,0.370,2583,4223,0.4203,1.0000,0.9999,0.1081,1.0000,1.0000,0.7043,1.0383,0.9057,0.0502,0.0156,0.0345,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,402,0.9999,0.9143,0.8299,0.9986,0.0550,0.0613
42000,9547,3754,26473,51541,43528,24853,215,18081,1433,13,224314,2684662,23394.982,7909.801,0.2869,3887.878,0.058,0.764,0.096,0.082,0.537,0.325,951,0.0896,0.6890,0.098,17.6,41.5,67.5,36.50,0.95,11.30,1.27,22.98,7.37,1.128,0.285,0.052,0.057,10.573,0.440,0.0029,192,735,1560,15609,518,14,0.280,5376,457,1340,7750,1059,1666,6822,7.04,24.71,8538,14.4175,67431,3591,92376,917.8,-0.0,981693,15.665,2631002.543,7.26e-15,0.00000,16.82,17503,24.866,1.771,22.611,0.484,24.866,3837,3052,2658,0.4131,0.963,1.035,1.452,1.175,0.982,1.226,8733.372,5190.950,12433.093,8653.130,6196.638,1803.814,1044.743,1173.366,0.572,0.568,0.465,0.618,0.285,0.357,2741,5940,0.3724,1.0000,0.9999,0.0902,1.0000,1.0000,0.6686,1.0372,0.9022,0.0295,0.0181,0.0281,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,359,0.9998,0.9321,0.8594,0.9991,0.0598,0.0643
43000,8110,3698,28168,53787,45941,25409,210,18932,1344,14,231656,2748392,24156.676,8853.925,0.2807,4789.494,0.064,0.749,0.096,0.090,0.535,0.325,889,0.1092,0.6782,0.109,17.6,39.7,70.9,35.98,1.18,11.18,1.71,21.91,7.35,1.140,0.293,0.054,0.061,10.999,0.482,0.0029,190,690,1588,14519,438,18,0.451,4514,706,761,6643,667,1283,6160,7.22,26.55,6615,12.9011,67468,3077,90892,702.9,-0.0,986759,17.102,2631002.543,2.97e-14,0.00000,28.99,18505,27.115,1.751,25.030,0.334,27.115,3081,2733,2296,0.4194,0.966,1.036,1.480,1.196,0.985,1.251,8190.181,4874.017,15037.526,8100.719,5807.925,1921.917,1003.821,1138.693,0.574,0.559,0.460,0.585,0.273,0.346,2550,9098,0.3829,1.0000,0.9999,0.0719,1.0000,1.0000,0.6429,1.0544,0.9507,0.0423,0.0195,0.0297,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,217,0.9994,0.9148,0.8746,0.9996,0.0595,0.0601
44000,7611,3257,23224,39091,32011,15614,253,16576,1208,7,187114,2331031,19742.959,6489.681,0.2973,3012.425,0.061,0.757,0.099,0.083,0.509,0.344,860,0.1094,0.6950,0.113,15.4,36.5,67.2,33.04,1.03,11.20,1.59,19.22,7.31,1.153,0.308,0.058,0.067,10.264,0.470,0.0029,202,763,1674,11819,506,17,0.354,4417,382,776,6453,469,738,6404,9.03,31.18,7364,11.4680,67346,3120,89790,451.9,-0.0,989258,14.759,2631002.543,9.20e-15,0.00000,6.88,13074,22.366,1.748,20.319,0.299,22.367,2174,2824,2613,0.4256,0.972,1.030,1.517,1.256,0.983,1.251,7566.644,4722.230,9642.432,7485.792,5627.161,1535.183,849.499,1092.574,0.545,0.549,0.426,0.502,0.295,0.344,2508,5676,0.4582,1.0000,0.9998,0.0845,0.9999,1.0000,0.6979,1.0650,0.9454,0.0435,0.0170,0.0328,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,256,0.9994,0.9401,0.8883,0.9990,0.0554,0.0560
45000,8559,3340,23811,41319,34024,17290,218,16299,1240,10,198438,2234274,21008.760,6424.714,0.2809,2940.678,0.059,0.761,0.104,0.077,0.495,0.350,751,0.1007,0.6949,0.101,16.9,40.0,71.5,35.31,1.11,11.10,1.88,21.22,7.36,1.159,0.291,0.043,0.048,10.347,0.416,0.0029,195,741,1660,13048,438,17,0.309,4773,36,938,7585,820,1524,6215,8.25,30.48,7203,12.7443,67297,3100,89553,776.6,-0.0,989221,13.969,2631002.543,4.25e-15,0.00000,27.80,13527,21.704,1.753,19.604,0.348,21.704,3348,2820,2391,0.3998,0.976,1.044,1.507,1.235,0.982,1.262,7452.178,4470.871,11300.374,7380.965,5268.099,1599.997,864.223,1019.816,0.537,0.528,0.419,0.549,0.255,0.305,2474,5082,0.4579,0.9996,1.0000,0.0858,0.9999,1.0000,0.6838,1.0437,0.9488,0.0376,0.0227,0.0297,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,232,0.9999,0.9469,0.8850,0.9984,0.0553,0.0521
46000,7616,3243,20392,33437,27109,12841,204,15627,1105,7,149076,2194877,18156.986,5429.121,0.3004,2629.899,0.057,0.745,0.111,0.087,0.512,0.340,782,0.1044,0.7004,0.116,15.7,37.5,67.6,33.81,0.99,11.03,1.43,20.35,7.32,1.141,0.300,0.041,0.048,10.657,0.464,0.0029,208,769,1730,11633,523,18,0.322,4090,45,846,6725,310,1162,6144,7.85,32.85,10442,13.3375,67356,3249,89201,447.2,-0.0,988351,13.986,2631002.543,3.12e-14,0.00010,16.52,10826,20.373,1.778,18.349,0.246,20.373,2305,2857,2454,0.4346,0.978,1.026,1.479,1.215,0.982,1.256,7384.580,4799.039,7797.698,7316.526,5672.662,931.848,941.581,925.793,0.549,0.544,0.447,0.512,0.277,0.319,2328,4342,0.5410,0.9997,0.9999,0.1017,1.0000,0.9999,0.6886,1.0503,0.9384,0.0344,0.0226,0.0308,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,254,0.9996,0.9341,0.8965,0.9986,0.0579,0.0547
47000,8084,3515,29205,59118,51589,29703,210,17110,1371,21,213705,2621280,25400.990,9088.853,0.2844,5290.340,0.063,0.753,0.104,0.079,0.529,0.332,746,0.1060,0.6865,0.112,15.8,38.7,70.6,34.33,1.46,11.49,1.12,20.27,7.31,1.147,0.304,0.056,0.062,10.947,0.469,0.0028,168,637,1876,14613,609,19,0.324,4521,67,865,7152,486,1505,6093,7.85,30.82,7891,15.0277,67389,3273,88968,768.7,-0.0,991130,15.285,2631002.543,6.73e-15,0.00003,12.20,18791,24.910,1.749,22.872,0.289,24.910,3013,2589,2482,0.3928,0.987,1.049,1.485,1.196,0.984,1.259,7772.441,4717.383,17366.609,7703.018,5621.703,1790.359,1044.892,963.261,0.584,0.537,0.458,0.609,0.278,0.323,2248,10124,0.4198,1.0000,1.0000,0.0693,1.0000,1.0000,0.7029,1.0378,0.9681,0.0609,0.0217,0.0338,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,111,0.9998,0.9493,0.8916,0.9990,0.0577,0.0549
48000,8987,3508,25823,47886,40244,21866,197,16669,1517,19,217386,2423797,22763.133,7793.357,0.2897,3857.726,0.057,0.749,0.111,0.082,0.515,0.335,1053,0.0966,0.6894,0.105,16.2,39.4,66.9,34.63,1.08,12.23,1.05,20.27,7.34,1.122,0.320,0.058,0.072,10.146,0.422,0.0028,192,726,1880,14384,560,18,0.349,5022,242,1281,7464,886,1444,6657,8.06,29.70,7803,13.8087,67581,3309,87772,694.4,-0.0,993402,14.851,2631002.543,3.54e-16,0.00003,35.52,15574,22.893,1.763,20.780,0.350,22.894,3411,2929,2647,0.4118,0.976,1.025,1.431,1.167,0.983,1.219,7966.155,4801.624,13007.397,7902.629,5710.834,1775.083,1115.919,1044.629,0.560,0.534,0.449,0.585,0.271,0.330,2433,6573,0.4331,1.0000,0.9999,0.0751,1.0000,0.9999,0.7065,1.0413,0.9281,0.0359,0.0172,0.0402,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,142,0.9998,0.9575,0.8973,0.9994,0.0603,0.0544
49000,7478,3515,26292,47211,39529,20657,262,18519,1448,12,221288,2562468,22341.394,7854.098,0.2817,3957.970,0.066,0.731,0.110,0.093,0.522,0.333,838,0.1185,0.6894,0.116,15.9,37.6,68.4,34.02,1.20,11.43,1.05,20.34,7.44,1.130,0.307,0.064,0.077,10.954,0.513,0.0029,196,683,1748,14625,447,19,0.367,4210,122,1021,6335,656,868,5954,7.75,30.38,6559,11.4454,67603,3148,85996,514.5,-0.0,998161,16.374,2631002.543,1.20e-14,0.00007,12.67,15822,24.484,1.762,22.466,0.257,24.485,2271,2697,2510,0.4482,0.964,1.025,1.472,1.181,0.982,1.242,8013.035,4992.817,12392.737,7940.001,5966.626,1828.969,1096.842,970.318,0.564,0.544,0.455,0.560,0.285,0.299,2206,7649,0.4665,0.9999,0.9996,0.0702,1.0000,1.0000,0.7132,1.0404,0.9709,0.0494,0.0212,0.0331,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,173,1.0000,0.9654,0.8860,0.9988,0.0610,0.0586
