step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
280000,1032,2.190,0.620,7.88,48030,47055,119,7,979,3153,381230.8,178127.3,0.004,0.572,0.163,0.260,155,21.74,9.87,0.41,2.49,0.09,0.70,1.56,2.03,15.58,6.35,0.00,0.00,0.004,0.033,202,0.270,0.006,0.973,0.000,0.021,62605,61645,1,0.995,0.005,0.679,4121249,0.127,1.894,0.041,10.30,14873,92,56.495,0.571,0.240,4819443,1.06,4.80,0.001,0.019,0.000,14.8,20.3,28.1,111.6,18208,0.069,0.00,0.0024,0.019,32,0.897,0.000,0.444,0.279,6.65,7.82,7.70,0.01,0.002,1.05,1.07,1.07,0.898,0.00093,0.75,55.0937,3117.57,103504.4,140332.6,38.347,44.4091,49.798,173.113,0.641,0.330,1.2,0.955,101.227,1004,3505.0,62.68,9.049,62.285,2375.2,42.843,0.137,1.99,23.2182,23961.2,1.5443,0.6461,17.64,1.266,0.099,0.6817,0.0000,0.317,0.042,0.001,27.4577
290000,1117,2.151,0.661,7.90,73857,71301,287,3,2181,2792,676546.5,346786.9,0.006,0.555,0.206,0.234,125,20.10,8.85,0.27,1.97,0.05,0.78,1.13,2.00,14.90,6.23,0.00,0.00,0.003,0.036,221,0.197,0.007,0.979,0.000,0.013,149251,148051,1,1.000,0.000,0.563,7729247,0.150,2.086,0.044,11.47,31193,3,124.207,1.000,0.246,9246105,1.05,6.11,0.001,0.010,0.000,10.1,20.0,24.2,86.6,18271,0.070,0.00,0.0041,0.026,17,0.924,0.000,0.660,0.514,6.31,7.65,7.61,0.00,0.001,1.04,1.05,1.05,0.924,0.00105,1.58,102.2423,4084.37,101195.4,140332.6,82.406,78.9742,84.109,243.821,0.623,0.324,1.0,1.171,190.099,875,2913.0,55.29,10.016,120.537,2647.4,84.264,0.134,2.00,22.7931,25459.8,1.6243,0.4843,16.36,1.261,0.104,1.3183,0.0000,0.325,0.051,0.001,51.6274
300000,1036,2.243,0.651,8.11,48488,47574,122,3,870,2284,385786.6,178244.2,0.003,0.605,0.145,0.247,155,22.32,11.34,0.45,2.70,0.19,1.39,1.01,1.78,16.06,6.43,0.00,0.06,0.009,0.059,215,0.231,0.010,0.972,0.000,0.018,62327,61601,1,1.000,0.000,0.481,4294879,0.127,1.988,0.045,10.77,15271,75,78.040,0.333,0.229,5068544,1.06,4.64,0.002,0.025,0.001,13.2,20.3,28.3,106.3,18348,0.070,0.00,0.0023,0.028,11,0.891,0.000,0.430,0.269,6.58,7.73,7.68,0.01,0.002,1.04,1.07,1.06,0.891,0.00105,0.74,55.4576,3380.09,102490.9,140332.6,38.388,43.9969,50.390,170.056,0.634,0.324,1.2,1.086,101.331,1083,4094.4,57.33,9.319,61.787,2009.4,43.037,0.135,1.99,23.5435,24391.1,1.5603,0.5323,17.71,1.270,0.106,0.6817,0.0000,0.304,0.048,0.000,27.6022
310000,1105,2.197,0.676,7.97,74728,71683,291,8,2677,3113,679418.5,352851.6,0.008,0.532,0.214,0.246,127,20.63,9.27,0.19,1.36,0.22,1.94,0.98,1.95,15.56,6.79,0.00,0.00,0.005,0.043,252,0.182,0.009,0.968,0.000,0.023,150879,149332,1,1.000,0.000,0.452,5556524,0.159,2.045,0.048,11.29,35441,215,113.348,0.875,0.251,8826445,1.03,5.52,0.002,0.014,0.000,11.2,20.0,26.6,98.2,18729,0.071,0.00,0.0040,0.018,39,0.927,0.000,0.615,0.513,6.36,7.59,7.62,0.01,0.002,1.02,1.04,1.04,0.927,0.00098,1.46,103.3000,3996.58,100664.6,140332.6,84.107,77.2347,84.805,243.569,0.626,0.319,1.1,1.087,192.753,916,3190.3,49.94,9.910,119.140,2801.1,84.371,0.134,2.00,23.2576,25699.7,1.6401,0.5193,16.95,1.253,0.130,1.3183,0.0000,0.324,0.048,0.000,51.9237
320000,1064,2.147,0.621,7.93,46958,45930,112,5,952,2448,373672.7,173490.9,0.008,0.591,0.149,0.252,154,21.36,8.89,0.33,1.96,0.02,0.35,1.38,1.96,15.45,5.64,0.00,0.00,0.001,0.023,179,0.359,0.017,0.961,0.000,0.022,60517,59624,1,1.000,0.000,0.634,3995230,0.133,1.689,0.043,10.34,15198,159,70.870,0.200,0.204,4864775,1.04,4.66,0.000,0.008,0.000,15.2,20.0,25.7,95.9,18283,0.070,0.00,0.0023,0.023,24,0.898,0.000,0.436,0.273,6.64,7.73,7.73,0.00,0.001,1.02,1.05,1.05,0.898,0.00090,0.73,53.9329,2703.62,103662.6,140332.6,38.623,44.7232,48.828,167.720,0.641,0.324,1.3,0.962,100.826,1070,3856.9,25.18,9.164,61.999,2317.4,42.036,0.135,2.00,22.3210,23749.6,1.5207,0.6318,17.18,1.277,0.104,0.6817,0.0000,0.316,0.042,0.001,26.9505
330000,1088,2.189,0.646,7.95,73180,70294,321,4,2537,2898,674298.4,347184.2,0.006,0.528,0.226,0.241,126,20.35,10.06,0.35,2.04,0.17,1.69,1.09,2.11,15.06,6.64,0.00,0.00,0.005,0.046,222,0.199,0.006,0.976,0.000,0.017,152682,151402,1,1.000,0.000,0.485,6686476,0.160,1.902,0.043,10.52,32605,32,119.801,0.500,0.237,8666204,1.06,5.97,0.004,0.015,0.000,8.9,20.0,26.1,114.9,18132,0.069,0.00,0.0041,0.029,27,0.932,0.000,0.612,0.528,6.36,7.66,7.65,0.00,0.001,1.03,1.07,1.06,0.932,0.00088,1.40,102.0476,3551.21,99730.1,140332.6,84.330,77.5367,83.072,239.375,0.602,0.316,0.9,0.954,190.105,1006,3366.0,38.36,9.362,119.741,2459.7,84.481,0.135,2.00,24.9871,27186.0,1.7403,0.5366,16.67,1.242,0.108,1.3183,0.0000,0.317,0.048,0.001,51.3808
340000,1040,2.137,0.661,7.96,49148,47917,163,1,1115,2251,384172.6,180291.9,0.003,0.581,0.158,0.257,156,20.89,8.73,0.26,1.89,0.09,0.89,1.27,1.63,15.43,6.07,0.00,0.00,0.002,0.027,169,0.298,0.010,0.965,0.000,0.025,64342,63663,1,1.000,0.000,0.637,4059559,0.125,2.116,0.045,10.01,15848,0,80.094,1.000,0.254,4885130,1.04,5.04,0.000,0.022,0.000,10.6,20.3,25.6,89.0,17733,0.068,0.00,0.0024,0.025,25,0.896,0.000,0.399,0.281,6.55,7.71,7.64,0.02,0.003,1.04,1.06,1.05,0.896,0.00095,0.74,55.7839,3429.70,102637.8,140332.6,39.099,43.4347,50.050,171.567,0.632,0.320,0.9,0.983,99.964,997,3775.0,56.94,8.657,61.842,2534.6,43.523,0.134,1.99,23.2819,24213.2,1.5537,0.6035,17.05,1.261,0.102,0.6817,0.0000,0.311,0.042,0.000,27.7224
350000,1178,2.091,0.629,8.00,73688,70859,268,7,2416,3092,673856.1,353099.5,0.006,0.564,0.207,0.222,125,19.45,8.99,0.18,1.38,0.11,1.13,1.04,1.92,14.68,6.11,0.00,0.00,0.003,0.026,243,0.138,0.007,0.975,0.000,0.018,149056,147641,1,0.825,0.175,0.527,7236727,0.145,1.960,0.044,11.26,34233,50,114.198,0.857,0.247,9488705,1.02,6.68,0.002,0.015,0.000,10.3,20.0,24.9,102.2,18852,0.072,0.00,0.0039,0.021,23,0.929,0.000,0.643,0.513,6.28,7.72,7.62,0.00,0.000,1.02,1.03,1.03,0.929,0.00094,1.55,102.7494,3780.92,102201.1,140332.6,83.549,77.6612,84.522,243.668,0.617,0.326,1.4,1.103,188.874,816,2802.2,46.22,9.987,119.633,2575.6,84.389,0.134,2.01,21.1450,24908.8,1.5462,0.4931,16.00,1.243,0.103,1.3183,0.0000,0.333,0.052,0.003,52.0806
360000,1050,2.174,0.618,7.88,47358,46370,127,8,981,2879,374927.5,178517.5,0.005,0.633,0.136,0.225,156,21.10,8.08,0.24,1.81,0.09,1.02,1.13,1.26,15.72,5.93,0.01,0.13,0.003,0.024,190,0.266,0.007,0.978,0.000,0.015,62292,61636,1,1.000,0.000,0.644,4216501,0.112,1.851,0.043,10.37,15658,297,62.007,0.500,0.230,5314125,1.05,4.74,0.001,0.024,0.002,14.5,20.3,24.7,86.4,18030,0.069,0.00,0.0023,0.032,29,0.895,0.000,0.480,0.284,6.63,7.83,7.61,0.01,0.002,1.05,1.04,1.05,0.895,0.00101,0.73,54.3732,2964.28,103865.3,140332.6,38.413,44.1375,49.208,169.615,0.637,0.328,1.1,1.056,100.388,1060,3920.0,39.25,9.097,62.171,2122.7,42.529,0.135,2.00,22.4948,23619.6,1.5220,0.5781,17.17,1.263,0.096,0.6817,0.0000,0.328,0.041,0.000,27.5191
370000,1126,2.098,0.653,7.85,74503,71743,281,6,2397,4021,677678.4,359118.5,0.006,0.604,0.192,0.197,127,19.91,10.20,0.34,2.34,0.09,0.86,1.02,1.69,14.67,6.08,0.00,0.00,0.004,0.037,230,0.279,0.012,0.971,0.000,0.017,151734,150390,1,1.000,0.000,0.566,7406944,0.135,2.104,0.044,11.10,33058,16,89.311,1.000,0.274,10237306,1.04,6.29,0.002,0.024,0.000,10.1,20.3,24.2,100.7,18151,0.069,0.00,0.0041,0.026,24,0.932,0.000,0.661,0.516,6.24,7.62,7.65,0.00,0.001,1.01,1.06,1.05,0.932,0.00100,1.51,103.3916,4074.18,99804.0,140332.6,82.977,77.0994,85.121,243.489,0.623,0.319,1.5,1.122,189.669,903,3053.7,47.41,9.930,120.403,2457.5,85.509,0.133,2.00,23.9884,27011.0,1.7443,0.4731,16.12,1.253,0.100,1.3183,0.0000,0.333,0.046,0.001,52.8743
380000,1063,2.180,0.638,7.99,47701,46648,127,2,987,2423,380489.9,180194.4,0.005,0.655,0.127,0.213,156,20.73,8.21,0.18,1.59,0.13,1.29,1.25,1.48,15.24,5.73,0.00,0.00,0.004,0.045,173,0.349,0.012,0.970,0.000,0.018,62905,62178,1,1.000,0.000,0.745,4858484,0.114,1.797,0.044,10.48,15606,112,74.368,0.000,0.230,5624075,1.02,5.01,0.001,0.013,0.000,15.4,20.3,24.8,94.3,17849,0.068,0.00,0.0023,0.031,29,0.897,0.000,0.491,0.285,6.52,7.74,7.76,0.01,0.002,1.01,1.03,1.03,0.897,0.00102,0.75,55.4185,3046.14,104677.5,140332.6,38.100,44.3469,49.887,171.662,0.659,0.326,1.2,1.088,101.054,1144,3857.8,37.44,9.096,62.358,2418.5,43.215,0.138,2.00,21.1080,22437.8,1.4701,0.6072,16.79,1.280,0.086,0.6817,0.0000,0.335,0.041,0.001,27.8892
390000,1153,2.078,0.607,7.85,72998,70458,304,4,2142,2937,665667.4,350175.4,0.007,0.613,0.176,0.204,123,19.53,9.08,0.24,1.41,0.13,1.14,0.96,2.01,14.64,6.42,0.00,0.00,0.004,0.031,237,0.271,0.009,0.964,0.000,0.028,148271,147039,1,0.993,0.007,0.526,8327845,0.131,2.014,0.040,11.07,33603,38,119.229,0.750,0.268,10580389,1.03,6.51,0.003,0.016,0.000,10.0,20.3,26.1,98.4,18414,0.070,0.00,0.0039,0.033,12,0.935,0.000,0.715,0.515,6.15,7.62,7.59,0.01,0.002,1.03,1.04,1.03,0.935,0.00093,1.50,101.4692,3588.16,102867.2,140332.6,83.551,77.7583,83.802,241.462,0.597,0.320,1.2,1.072,190.174,769,2723.4,53.98,9.887,119.868,2464.3,84.149,0.133,2.01,21.3927,24665.8,1.5725,0.5464,15.97,1.244,0.100,1.3183,0.0000,0.345,0.047,0.010,51.9253
400000,1029,2.224,0.629,7.94,46368,45436,109,4,943,2728,372813.8,175787.6,0.005,0.652,0.131,0.213,155,22.34,9.72,0.25,1.87,0.15,1.54,1.14,1.48,16.64,6.53,0.00,0.00,0.005,0.046,210,0.176,0.007,0.983,0.000,0.011,60777,59857,1,1.000,0.000,0.568,4296937,0.112,1.917,0.044,10.49,15936,157,64.438,0.500,0.252,5395526,1.03,3.95,0.001,0.037,0.000,15.4,20.7,26.0,117.5,18713,0.071,0.00,0.0022,0.033,38,0.897,0.000,0.461,0.281,6.74,7.68,7.79,0.02,0.004,1.02,1.03,1.04,0.897,0.00104,0.72,53.5772,3214.47,101158.9,140332.6,38.804,43.6290,48.859,168.738,0.656,0.321,1.4,1.067,98.300,964,3662.4,44.75,9.165,61.675,2332.9,42.191,0.137,2.00,25.3765,26112.5,1.6303,0.5998,18.19,1.257,0.105,0.6817,0.0000,0.326,0.044,0.001,27.2961
410000,1141,2.130,0.657,7.98,75118,72136,302,10,2558,4719,679113.6,363843.9,0.010,0.577,0.201,0.212,128,20.04,9.59,0.22,1.67,0.13,1.22,0.83,1.53,15.25,6.76,0.00,0.00,0.006,0.056,250,0.246,0.011,0.975,0.000,0.015,152010,150024,1,0.988,0.012,0.502,6372868,0.135,2.038,0.045,11.09,36310,10,77.102,1.000,0.273,9387920,1.03,6.14,0.001,0.021,0.000,9.2,20.3,24.8,100.1,18747,0.072,0.00,0.0039,0.024,20,0.926,0.000,0.603,0.513,6.28,7.56,7.52,0.01,0.003,1.02,1.03,1.03,0.927,0.00104,1.51,104.1250,3557.24,100878.0,140332.6,83.046,76.9529,85.314,243.562,0.628,0.321,1.0,1.183,186.979,954,3386.4,44.34,9.728,120.348,2670.8,85.844,0.134,1.99,22.6065,25794.0,1.5745,0.6190,16.43,1.242,0.120,1.3183,0.0000,0.340,0.050,0.001,53.2713
420000,1002,2.207,0.634,7.75,46667,45673,136,13,984,3406,373448.4,182126.3,0.006,0.660,0.141,0.192,156,21.58,8.87,0.24,1.81,0.07,0.73,1.15,2.24,16.29,6.64,0.00,0.00,0.002,0.025,187,0.460,0.015,0.962,0.000,0.023,62980,62206,1,1.000,0.000,0.667,4418641,0.101,1.818,0.045,10.35,15808,617,53.472,0.308,0.253,5548213,1.05,4.56,0.003,0.023,0.000,15.4,20.3,25.8,86.0,17777,0.068,0.00,0.0023,0.027,16,0.895,0.000,0.474,0.301,6.75,7.79,7.66,0.01,0.003,1.03,1.05,1.05,0.895,0.00110,0.70,54.4663,2724.17,102865.2,140332.6,38.541,43.5816,49.124,171.240,0.641,0.320,1.0,1.098,100.854,1091,4096.3,26.69,9.039,62.088,2472.5,42.761,0.135,2.00,24.3846,24433.4,1.6245,0.5987,17.74,1.249,0.098,0.6817,0.0000,0.350,0.035,0.002,27.9623
430000,1148,2.081,0.641,7.95,73875,71009,303,8,2409,3933,665117.4,359282.6,0.007,0.623,0.182,0.188,128,19.31,9.43,0.20,1.66,0.08,1.05,0.93,1.17,14.37,6.55,0.00,0.00,0.002,0.032,212,0.340,0.004,0.984,0.000,0.011,152638,151440,1,1.000,0.000,0.632,7674903,0.114,2.107,0.042,10.97,33571,12,91.351,0.875,0.241,10604449,1.03,6.96,0.002,0.017,0.000,10.1,20.3,24.9,90.6,17884,0.068,0.00,0.0040,0.017,38,0.932,0.000,0.707,0.523,6.17,7.69,7.68,0.01,0.002,1.02,1.05,1.04,0.933,0.00099,1.51,102.4421,3638.16,102582.7,140332.6,83.029,77.4062,83.722,244.853,0.619,0.326,1.3,1.135,190.201,845,2992.0,50.22,9.756,120.481,2748.6,84.899,0.135,2.00,21.2595,24405.9,1.6225,0.5190,15.58,1.261,0.098,1.3183,0.0000,0.351,0.033,0.001,52.8817
440000,1030,2.120,0.688,7.62,50423,49186,133,7,1215,3913,381843.8,190641.4,0.005,0.699,0.111,0.185,160,20.50,9.16,0.21,1.90,0.28,1.75,0.74,1.44,16.05,6.65,0.00,0.00,0.010,0.057,207,0.372,0.006,0.975,0.000,0.019,66810,65919,1,1.000,0.000,0.473,4247248,0.097,2.188,0.048,10.07,15330,456,48.720,0.714,0.293,6023330,1.04,5.25,0.002,0.050,0.000,10.1,20.3,24.5,102.3,17801,0.068,0.00,0.0023,0.025,15,0.902,0.000,0.503,0.286,6.64,7.80,7.64,0.02,0.009,1.02,1.05,1.04,0.902,0.00109,0.72,56.1268,3440.50,103947.4,140332.6,38.076,42.9642,50.673,174.365,0.643,0.328,1.3,1.120,100.600,1105,4154.9,46.67,8.649,62.815,2568.6,44.382,0.136,1.99,21.8480,22503.4,1.5199,0.6859,17.28,1.203,0.109,0.6817,0.0000,0.338,0.037,0.000,28.9416
450000,1120,2.165,0.646,7.72,77129,73661,273,17,3088,5297,673004.1,368396.7,0.008,0.620,0.178,0.194,131,20.51,8.99,0.24,2.25,0.08,1.00,0.83,2.04,15.95,6.70,0.00,0.00,0.003,0.032,213,0.310,0.007,0.975,0.000,0.018,155106,153630,1,0.682,0.318,0.454,5832798,0.115,2.075,0.044,11.09,31653,36,69.548,0.824,0.265,10394443,1.05,5.41,0.004,0.032,0.000,10.1,20.3,26.5,95.9,19149,0.073,0.00,0.0038,0.021,35,0.931,0.000,0.657,0.510,6.48,7.59,7.75,0.02,0.008,1.05,1.05,1.05,0.931,0.00104,1.60,103.3845,3846.97,98738.4,140332.6,83.422,75.5484,85.180,244.590,0.646,0.313,1.4,1.166,191.050,920,3221.3,66.57,9.626,119.876,2407.5,85.685,0.136,2.00,25.1121,28125.6,1.7361,0.6131,17.10,1.222,0.108,1.3183,0.0000,0.347,0.041,0.002,53.7338
460000,972,2.172,0.674,7.63,51379,49871,154,1,1501,3918,382123.7,194163.1,0.006,0.660,0.135,0.198,162,20.75,9.29,0.29,2.14,0.19,1.33,0.64,1.83,16.43,6.57,0.00,0.00,0.008,0.055,219,0.264,0.005,0.984,0.000,0.011,68460,67736,2,0.509,0.000,0.346,2786865,0.096,1.977,0.049,9.73,16016,301,49.557,0.000,0.286,5510273,1.04,5.05,0.002,0.039,0.000,10.8,20.3,24.1,109.7,17069,0.065,0.00,0.0024,0.019,20,0.902,0.000,0.440,0.290,6.69,7.72,7.63,0.00,0.000,1.03,1.05,1.05,0.902,0.00110,0.66,56.9841,3485.30,104783.7,140332.6,39.018,42.5140,50.654,174.097,0.640,0.324,1.2,1.066,102.368,1133,4093.0,39.71,8.381,62.283,2392.7,44.398,0.134,2.00,22.6264,21992.8,1.5437,0.6867,17.56,1.192,0.111,0.6817,0.0000,0.335,0.045,0.002,29.0329
470000,1117,2.157,0.599,7.65,78085,74029,303,6,3602,6562,683497.9,375731.2,0.013,0.571,0.215,0.202,133,20.76,11.25,0.30,2.05,0.18,1.47,0.48,1.08,16.31,7.19,0.00,0.00,0.008,0.060,224,0.276,0.007,0.973,0.000,0.020,159916,158260,1,0.540,0.460,0.332,4207992,0.117,1.774,0.042,10.99,33395,39,57.259,0.833,0.286,9222325,1.04,5.58,0.006,0.040,0.000,9.9,20.3,25.3,119.9,19296,0.074,0.00,0.0038,0.018,15,0.925,0.000,0.600,0.520,6.56,7.69,7.60,0.01,0.004,1.02,1.05,1.05,0.925,0.00106,1.52,104.9060,3362.38,98441.2,140332.6,83.356,74.9117,85.697,247.148,0.605,0.309,1.0,1.183,191.383,924,3311.9,32.18,9.536,120.123,1985.2,86.566,0.134,2.00,26.1403,29198.7,1.7546,0.5711,17.27,1.201,0.107,1.3183,0.0000,0.333,0.042,0.000,54.3869
480000,955,2.264,0.653,7.42,52181,50444,192,7,1700,5775,385460.2,197360.1,0.006,0.622,0.159,0.212,167,22.01,9.86,0.50,2.87,0.24,1.40,0.44,1.20,17.43,6.21,0.01,0.12,0.008,0.051,195,0.399,0.004,0.977,0.000,0.019,70353,69635,1,1.000,0.000,0.259,2322772,0.093,2.091,0.045,9.14,14960,208,34.175,0.571,0.306,5098496,1.09,4.03,0.000,0.066,0.002,13.2,22.0,27.5,104.0,17770,0.068,0.00,0.0023,0.021,29,0.902,0.000,0.356,0.300,7.03,7.79,7.71,0.03,0.012,1.06,1.10,1.10,0.902,0.00105,0.64,57.2840,3268.43,102073.4,140332.6,39.284,41.9152,50.880,175.611,0.652,0.321,1.0,1.001,102.213,999,3782.0,39.07,7.905,62.630,2533.5,45.086,0.136,1.99,26.1595,24982.3,1.6426,0.7110,18.61,1.168,0.096,0.6817,0.0000,0.321,0.036,0.000,29.2133
490000,1122,2.115,0.578,7.52,77688,73463,318,39,3701,9490,684923.7,377589.1,0.018,0.543,0.237,0.203,138,20.38,9.09,0.22,1.52,0.40,2.40,0.51,1.30,16.37,6.72,0.00,0.00,0.013,0.067,262,0.247,0.012,0.973,0.000,0.014,159895,158633,1,0.611,0.389,0.283,3750933,0.116,1.766,0.041,10.87,33968,235,39.788,0.436,0.291,8602489,1.04,5.48,0.002,0.048,0.000,10.1,20.3,26.5,82.3,19624,0.075,0.00,0.0037,0.024,31,0.920,0.000,0.584,0.522,6.52,7.71,7.58,0.01,0.002,1.03,1.04,1.04,0.921,0.00109,1.59,105.4854,3074.79,101820.4,140332.6,82.043,76.7749,85.686,249.075,0.624,0.323,1.1,1.221,191.097,837,3007.3,26.11,9.403,121.485,2331.3,86.371,0.134,2.00,23.3535,26202.6,1.5806,0.6163,17.49,1.176,0.104,1.3183,0.0000,0.325,0.040,0.002,54.3371
500000,1013,2.179,0.628,7.33,52468,50730,160,11,1676,6029,381749.0,194265.3,0.012,0.605,0.167,0.216,166,22.08,9.57,0.39,2.78,0.26,1.57,0.42,1.84,18.20,6.72,0.00,0.00,0.010,0.052,226,0.451,0.008,0.982,0.000,0.010,69843,69035,1,1.000,0.000,0.179,1854171,0.100,1.911,0.045,9.10,15808,271,32.222,0.636,0.326,4813059,1.07,3.85,0.002,0.056,0.000,13.2,22.0,27.0,112.2,19528,0.074,0.00,0.0021,0.020,31,0.902,0.000,0.359,0.291,7.05,7.78,7.62,0.02,0.009,1.04,1.10,1.07,0.902,0.00097,0.65,56.2710,3084.42,103066.5,140332.6,38.848,42.5535,50.352,174.848,0.662,0.323,1.5,0.979,102.331,1010,3744.8,39.21,7.846,63.080,2321.5,44.454,0.137,2.00,24.0166,24328.8,1.5115,0.7812,19.28,1.141,0.089,0.6817,0.0000,0.319,0.032,0.000,28.7772
