step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung
280000,1453,1.495,0.381,11.55,88852,84549,0,1580,2546,69157,447158.5,216011.2,0.034,0.663,0.225,0.079,176,10.59,5.34,0.06,0.44,0.00,0.18,0.92,2.85,15.49,7.14,0.00,0.00,0.001,0.042,475,0.031,0.058,0.927,0.000,0.014,78606,64677,4,0.277,0.310,0.266,2277254,0.142,1.224,0.025,20.45,35294,111,3.123,0.377,0.184,3080541,1.02,12.73,0.001,0.003,0.000,5.6,9.3,16.7,48.7,23937,0.091,0.00,0.0020,0.057,135,0.467,0.000,0.722,0.081,3.48,4.24,5.55,0.00,0.000,1.02,1.01,1.02,0.471,0.00252,1.35,60.0697,2891.40,120787.3,140277.1,38.662,38.0150,62.060,190.060,0.768,0.372,4.6,3.655,101.272,433,1204.6,21.40,16.495,51.229,1292.5,37.778,0.135,2.00,7.4108,10767.9,0.6449,0.2685,16.47,0.650,0.062,0.6817,0.0000,0.189,0.046,0.000,30.0385
290000,1000,1.841,0.539,12.29,119200,110090,17,6304,3242,334845,750915.6,408223.9,0.036,0.688,0.196,0.081,136,17.36,12.90,0.30,1.66,2.64,6.06,1.16,3.66,15.60,7.81,0.00,0.06,0.079,0.165,535,0.049,0.038,0.950,0.000,0.012,156089,132189,7,0.188,0.396,0.243,3135796,0.137,1.919,0.036,22.27,64324,167,1.219,0.326,0.244,6703086,1.06,10.51,0.003,0.212,0.001,6.1,13.9,36.6,82.6,19702,0.075,0.00,0.0048,0.067,147,0.621,0.000,0.736,0.302,3.96,4.73,6.38,0.09,0.026,1.06,1.05,1.07,0.632,0.00583,2.90,93.8979,3454.30,120419.4,140277.1,78.040,73.9391,97.357,305.037,0.857,0.374,6.0,5.826,196.930,634,1808.1,80.84,17.832,112.784,2742.0,76.955,0.134,2.00,8.8301,8830.1,0.6803,0.3075,19.70,0.839,0.226,1.3183,0.0000,0.204,0.074,0.001,55.2513
300000,1368,1.676,0.423,14.64,73058,70204,0,1167,1319,76663,449487.1,196423.3,0.038,0.681,0.221,0.059,168,13.94,8.07,0.07,0.55,0.29,1.83,0.95,3.57,15.18,6.73,0.00,0.00,0.014,0.088,485,0.067,0.048,0.933,0.000,0.019,68039,56023,5,0.239,0.419,0.209,2591314,0.129,1.333,0.029,19.79,34539,126,2.562,0.339,0.157,3536417,1.01,10.03,0.001,0.053,0.000,6.5,12.6,22.6,70.9,22556,0.086,0.00,0.0022,0.060,136,0.549,0.000,0.695,0.103,4.05,3.82,7.74,0.00,0.001,1.01,1.01,1.01,0.553,0.00299,1.41,56.9063,3144.16,118567.7,140277.1,39.350,38.8771,59.796,188.794,0.762,0.367,4.0,4.084,100.791,535,1431.0,28.11,16.431,51.134,1611.9,36.892,0.133,2.01,8.8446,12099.5,0.7585,0.2693,16.49,0.850,0.215,0.6817,0.0000,0.143,0.045,0.000,27.7820
310000,1226,1.738,0.543,14.54,129764,123083,36,2498,4289,129451,801601.4,410975.5,0.048,0.674,0.200,0.077,129,14.81,15.96,0.14,0.96,1.86,6.45,0.52,2.87,14.53,9.79,0.00,0.03,0.042,0.128,528,0.065,0.033,0.951,0.000,0.016,189291,164830,8,0.229,0.365,0.083,2150305,0.149,1.776,0.038,20.33,88641,232,3.175,0.287,0.156,9811166,1.03,10.91,0.022,0.194,0.001,4.0,9.3,32.8,96.5,20892,0.080,0.00,0.0045,0.046,189,0.727,0.000,0.788,0.354,4.12,4.40,7.11,0.01,0.002,1.05,1.02,1.03,0.731,0.00338,3.28,109.7181,3378.08,119000.3,140277.1,82.787,71.7743,103.948,289.359,0.794,0.371,6.7,4.142,193.809,667,1949.3,48.90,14.891,109.603,2729.0,80.019,0.136,2.00,8.0572,9878.2,0.8713,0.4119,17.04,0.807,0.257,1.3183,0.0000,0.140,0.080,0.002,54.0555
320000,1005,1.706,0.539,15.66,77319,74264,0,1426,1850,87005,457566.1,204283.2,0.058,0.708,0.174,0.059,166,14.90,11.02,0.31,1.43,2.03,4.62,0.48,2.07,14.52,9.87,0.00,0.08,0.098,0.204,621,0.019,0.047,0.929,0.000,0.024,79498,67321,3,0.252,0.673,0.094,936471,0.127,1.722,0.036,18.68,42108,150,2.348,0.302,0.223,4571432,1.07,9.82,0.004,0.334,0.004,4.1,11.7,29.8,79.4,17434,0.067,0.00,0.0031,0.068,105,0.630,0.000,0.721,0.156,4.28,5.26,6.89,0.03,0.011,1.10,1.05,1.07,0.635,0.00332,1.59,59.0314,2604.47,121848.9,140277.1,39.582,40.0767,60.412,186.808,0.741,0.373,5.4,3.338,97.335,780,2270.6,34.13,14.838,51.830,2976.6,36.839,0.138,2.00,7.5410,7578.7,0.7414,0.2830,17.35,0.842,0.193,0.6817,0.0000,0.134,0.047,0.000,27.3825
330000,1115,1.807,0.538,14.45,102117,94584,29,4776,2618,318178,760418.6,384146.7,0.051,0.687,0.180,0.082,135,15.67,21.48,0.19,0.99,1.37,5.76,0.60,2.67,15.87,8.92,0.02,0.19,0.026,0.108,430,0.033,0.033,0.951,0.000,0.016,143500,122037,13,0.176,0.586,0.098,1156458,0.131,1.973,0.036,21.85,69267,202,1.207,0.296,0.215,6496258,1.05,9.94,0.033,0.113,0.009,5.0,9.7,25.8,122.5,20112,0.077,0.00,0.0043,0.062,141,0.663,0.000,0.758,0.345,4.11,4.45,7.45,0.06,0.020,1.07,1.02,1.05,0.674,0.00564,3.40,90.8088,3621.24,118151.0,140277.1,77.398,76.7302,92.578,302.555,0.773,0.367,4.4,6.294,193.607,530,1486.5,62.83,17.534,113.350,2794.9,75.364,0.135,2.00,9.8155,10944.3,0.7995,0.3281,18.04,0.745,0.296,1.3183,0.0000,0.138,0.084,0.004,51.8017
340000,1203,1.620,0.493,15.04,83559,80703,5,652,2111,38907,462534.9,205724.0,0.079,0.673,0.183,0.064,167,12.28,10.31,0.21,2.10,1.45,5.03,1.06,3.20,14.55,8.17,0.00,0.09,0.044,0.149,521,0.023,0.034,0.955,0.000,0.011,85471,73448,7,0.143,0.549,0.188,1341016,0.134,1.562,0.033,18.90,44296,170,5.288,0.288,0.215,4236246,1.06,9.84,0.004,0.150,0.002,4.4,9.2,28.7,80.2,20784,0.079,0.00,0.0026,0.051,107,0.607,0.000,0.706,0.155,4.25,4.41,7.39,0.04,0.007,1.05,1.07,1.06,0.609,0.00242,1.63,62.4140,3153.25,120923.3,140277.1,39.644,40.2484,61.619,180.977,0.754,0.372,5.3,2.915,98.310,640,1818.8,40.13,14.578,51.521,2164.6,37.309,0.133,2.00,7.5058,9029.5,0.6930,0.3193,17.28,0.675,0.184,0.6817,0.0000,0.149,0.126,0.027,27.5308
350000,1075,1.881,0.568,15.48,115915,106325,34,6354,3330,357272,769641.6,417112.3,0.070,0.663,0.193,0.075,127,17.63,18.52,0.45,2.15,1.66,4.78,1.51,3.56,17.29,10.08,0.00,0.03,0.037,0.109,627,0.036,0.039,0.941,0.000,0.020,176315,149729,11,0.168,0.542,0.280,3445438,0.131,2.023,0.037,20.63,84717,175,1.167,0.323,0.190,6436009,1.11,8.98,0.015,0.234,0.001,4.9,10.7,44.5,113.5,22476,0.086,0.00,0.0041,0.061,177,0.652,0.000,0.742,0.390,4.37,4.93,7.06,0.04,0.010,1.12,1.09,1.13,0.666,0.00520,3.61,94.2643,3454.51,118588.8,140277.1,77.238,77.6504,94.512,301.814,0.825,0.370,5.9,5.590,191.901,715,2107.8,78.91,15.664,114.518,2922.6,75.586,0.134,2.01,9.2865,9983.0,0.6868,0.3425,20.91,0.753,0.323,1.3183,0.0000,0.135,0.104,0.011,51.6749
360000,1345,1.545,0.440,16.36,87428,84143,5,1118,1892,84185,498867.2,226493.8,0.060,0.667,0.208,0.064,162,10.92,7.11,0.16,1.10,0.31,1.68,0.70,2.34,15.58,9.11,0.00,0.08,0.025,0.144,548,0.067,0.043,0.939,0.000,0.018,89419,74746,7,0.393,0.465,0.175,2242546,0.139,1.460,0.030,19.94,48412,139,2.690,0.341,0.225,4160300,1.04,9.42,0.007,0.089,0.001,4.6,9.3,18.8,65.4,22530,0.086,0.00,0.0024,0.045,101,0.585,0.000,0.698,0.161,4.29,4.37,7.68,0.00,0.001,1.05,1.03,1.04,0.590,0.00266,1.88,65.3217,3138.57,118755.1,140277.1,38.145,39.1576,66.308,192.071,0.673,0.367,3.1,3.572,96.892,507,1412.2,31.82,14.987,51.724,1772.6,38.845,0.135,2.00,8.8700,11930.2,0.7516,0.2615,16.75,0.644,0.070,0.6817,0.0000,0.080,0.040,0.000,28.9495
370000,1418,1.622,0.499,16.38,136179,129635,53,1708,4710,93036,819762.3,416899.6,0.071,0.634,0.217,0.078,122,11.88,7.54,0.25,1.47,0.78,2.79,0.27,1.26,14.89,8.92,0.01,0.13,0.044,0.149,632,0.041,0.039,0.945,0.000,0.016,221292,195754,12,0.307,0.483,0.085,2167786,0.150,1.556,0.035,17.51,105596,215,4.481,0.322,0.216,10183264,1.06,9.94,0.001,0.109,0.006,4.9,10.0,20.8,61.0,22957,0.088,0.00,0.0039,0.051,129,0.768,0.000,0.797,0.412,4.22,4.45,7.38,0.02,0.011,1.07,1.05,1.07,0.771,0.00206,3.19,116.0891,3621.38,116574.0,140277.1,87.205,70.2388,104.372,275.324,0.754,0.365,2.8,2.915,188.517,631,1794.4,33.45,12.403,108.089,1960.8,80.657,0.136,2.00,9.0860,12883.9,0.8540,0.4032,16.19,0.727,0.189,1.3183,0.0000,0.109,0.091,0.006,52.2212
380000,1369,1.470,0.446,15.20,85800,83096,0,672,2081,43279,478979.2,221160.8,0.052,0.673,0.217,0.058,166,10.23,5.98,0.13,1.24,0.04,0.72,0.48,1.89,15.75,8.78,0.00,0.00,0.003,0.046,443,0.041,0.025,0.955,0.000,0.020,92525,79720,4,0.451,0.421,0.117,947853,0.139,1.439,0.029,18.35,47163,154,5.110,0.359,0.214,4851561,1.04,9.38,0.003,0.009,0.000,4.9,8.8,18.0,55.1,22450,0.086,0.00,0.0022,0.043,81,0.653,0.000,0.700,0.180,4.63,4.82,7.71,0.00,0.000,1.05,1.04,1.04,0.655,0.00190,1.75,65.5481,3504.40,117151.3,140277.1,40.832,38.3110,64.234,179.249,0.697,0.364,2.9,2.600,98.446,483,1423.9,33.95,13.939,50.754,1588.7,38.210,0.134,2.01,9.8729,13516.0,0.8327,0.2997,16.40,0.624,0.048,0.6817,0.0000,0.076,0.032,0.000,28.2485
390000,1126,1.736,0.527,14.84,135635,129198,62,696,5922,39000,821807.6,418802.8,0.071,0.645,0.219,0.065,127,13.23,13.05,0.40,1.77,1.72,5.56,0.55,2.91,15.04,10.61,0.01,0.13,0.054,0.164,572,0.020,0.032,0.948,0.000,0.020,228867,207156,7,0.412,0.427,0.115,1382371,0.149,1.653,0.037,16.94,102794,176,10.739,0.330,0.234,11020613,1.11,10.00,0.020,0.186,0.005,4.5,8.9,26.2,98.2,19950,0.076,0.00,0.0049,0.049,104,0.794,0.000,0.820,0.430,4.44,5.07,7.32,0.07,0.015,1.13,1.10,1.11,0.795,0.00213,3.23,121.5547,3594.36,118169.7,140277.1,88.720,68.4638,105.267,270.063,0.742,0.368,4.2,2.396,187.720,583,1694.2,36.50,12.081,107.110,2489.3,82.062,0.136,2.00,9.9603,11215.3,0.8726,0.3432,17.72,0.691,0.163,1.3183,0.0000,0.109,0.058,0.000,53.2886
400000,1352,1.566,0.442,14.20,84504,81662,4,446,2166,35283,476817.5,211705.7,0.073,0.671,0.193,0.062,168,10.41,5.95,0.06,0.58,0.12,0.96,0.46,2.33,15.59,8.15,0.00,0.07,0.011,0.081,436,0.036,0.039,0.945,0.000,0.016,89621,77849,3,0.646,0.322,0.107,930552,0.141,1.370,0.028,18.98,45071,167,6.000,0.303,0.215,4548073,1.02,9.60,0.002,0.015,0.002,5.0,9.2,16.4,53.8,21941,0.084,0.00,0.0023,0.043,100,0.632,0.000,0.689,0.175,4.63,5.07,7.73,0.00,0.002,1.02,1.01,1.02,0.634,0.00204,1.75,64.4808,3598.61,117755.5,140277.1,40.191,39.2335,63.207,182.440,0.696,0.365,2.6,2.759,98.025,463,1268.1,25.55,14.342,50.774,1557.3,37.550,0.134,1.99,9.5271,12880.7,0.8043,0.2806,16.23,0.642,0.063,0.6817,0.0000,0.094,0.047,0.000,27.7170
410000,1060,1.724,0.530,13.00,116600,109759,80,2629,4424,124047,746665.3,388534.3,0.054,0.673,0.207,0.066,134,14.23,16.45,0.12,0.92,1.91,6.74,0.46,1.85,15.48,9.70,0.00,0.00,0.053,0.162,468,0.039,0.033,0.951,0.000,0.016,189254,171882,6,0.269,0.400,0.101,1297143,0.136,1.992,0.035,16.49,80413,223,3.132,0.311,0.232,9211537,1.03,9.95,0.031,0.157,0.000,4.3,9.4,23.7,93.4,19059,0.073,0.00,0.0045,0.048,127,0.776,0.000,0.805,0.413,4.25,5.01,6.86,0.01,0.006,1.03,1.03,1.03,0.780,0.00285,3.24,103.1660,3354.03,117539.5,140277.1,86.806,72.6521,93.626,279.891,0.756,0.364,4.9,3.018,184.569,647,1870.3,82.70,11.660,109.458,2624.1,76.644,0.135,2.00,11.2406,11915.0,0.8820,0.4269,17.98,0.722,0.208,1.3183,0.0000,0.138,0.108,0.010,50.2545
420000,1324,1.575,0.446,13.68,83986,80689,1,822,2210,50332,474075.9,214782.7,0.085,0.671,0.188,0.057,172,10.70,6.27,0.19,1.03,0.02,0.34,0.26,1.54,16.21,8.84,0.00,0.03,0.002,0.043,389,0.063,0.034,0.949,0.000,0.017,89545,78547,2,0.532,0.462,0.057,605899,0.151,1.493,0.030,18.85,41858,175,4.267,0.297,0.202,4497187,1.05,9.05,0.002,0.006,0.001,5.3,9.0,18.5,49.7,22086,0.084,0.00,0.0022,0.036,86,0.630,0.000,0.714,0.181,4.43,4.69,7.71,0.00,0.001,1.05,1.04,1.06,0.633,0.00218,1.83,63.6265,3652.57,117602.3,140277.1,39.758,39.5316,62.815,182.840,0.662,0.365,2.3,2.888,97.555,491,1374.7,30.02,14.050,51.251,1534.5,37.502,0.135,2.00,9.8160,12996.4,0.8075,0.3191,16.68,0.635,0.055,0.6817,0.0000,0.087,0.033,0.000,27.6915
430000,1536,1.464,0.476,13.77,146947,140464,82,76,6113,5983,839889.2,433790.7,0.071,0.618,0.237,0.074,131,9.66,5.30,0.09,0.73,0.00,0.09,0.24,1.52,14.66,7.49,0.00,0.00,0.000,0.013,440,0.070,0.041,0.941,0.000,0.018,239106,217006,12,0.440,0.292,0.055,877704,0.165,1.488,0.030,16.92,100981,125,72.504,0.526,0.224,11222625,1.02,10.19,0.001,0.010,0.000,5.1,8.6,14.1,53.5,23033,0.088,0.00,0.0037,0.046,124,0.789,0.000,0.830,0.410,4.21,4.35,7.63,0.00,0.001,1.03,1.03,1.02,0.789,0.00151,3.20,126.9387,3907.58,116941.0,140277.1,88.712,66.6424,109.845,271.519,0.682,0.365,2.2,2.322,189.175,553,1510.6,34.85,11.689,107.154,1578.7,84.350,0.135,2.00,8.4583,12991.9,0.7966,0.4623,15.00,0.644,0.058,1.3183,0.0000,0.094,0.042,0.000,55.0454
440000,966,1.844,0.523,13.34,85804,82942,0,1175,2257,82135,469304.2,220594.6,0.069,0.666,0.194,0.071,170,16.62,11.00,0.28,1.42,1.86,5.11,0.39,2.32,18.68,9.59,0.00,0.00,0.069,0.166,497,0.050,0.034,0.949,0.000,0.017,87092,74498,3,0.144,0.610,0.072,516775,0.152,1.634,0.039,19.23,41433,133,2.686,0.338,0.181,4476981,1.07,8.20,0.008,0.212,0.000,6.7,12.6,30.6,72.9,20486,0.078,0.00,0.0026,0.069,146,0.620,0.000,0.713,0.146,4.53,4.80,7.47,0.05,0.020,1.05,1.08,1.08,0.624,0.00320,1.64,63.3304,2720.69,122711.8,140277.1,40.375,38.6005,63.434,178.676,0.863,0.377,6.4,3.091,99.252,784,2450.5,24.84,15.068,50.447,2695.2,37.192,0.134,2.00,7.1334,6890.8,0.5344,0.2529,21.21,0.748,0.158,0.6817,0.0000,0.168,0.113,0.000,28.5624
450000,1303,1.623,0.497,12.69,137175,128804,41,3601,4392,250743,816728.8,440071.0,0.044,0.678,0.192,0.086,132,12.98,8.16,0.15,1.20,1.39,3.76,0.46,2.07,15.42,9.50,0.00,0.09,0.074,0.182,638,0.071,0.045,0.935,0.000,0.020,209203,183325,4,0.312,0.477,0.109,2080850,0.145,1.499,0.034,21.39,86647,194,1.755,0.326,0.239,9101882,1.04,10.36,0.005,0.229,0.003,4.8,11.1,22.7,70.2,22691,0.087,0.00,0.0041,0.057,185,0.696,0.000,0.772,0.382,3.95,4.63,6.78,0.01,0.006,1.02,1.05,1.04,0.705,0.00380,3.81,107.7126,3497.99,119530.7,140277.1,80.134,71.1705,104.984,303.874,0.822,0.369,6.3,4.953,190.804,639,1797.3,26.25,15.764,110.657,2095.4,80.100,0.135,2.00,7.7871,10146.6,0.6985,0.3422,17.41,0.747,0.182,1.3183,0.0000,0.164,0.109,0.012,55.6092
460000,1346,1.538,0.437,13.55,87591,85015,1,502,2030,64654,478568.0,222233.1,0.048,0.693,0.194,0.066,168,10.25,5.26,0.09,0.59,0.02,0.45,0.83,2.15,15.78,7.42,0.00,0.00,0.001,0.026,433,0.086,0.033,0.957,0.000,0.010,90493,76537,7,0.361,0.325,0.263,2268878,0.129,1.428,0.029,19.62,42166,163,3.437,0.313,0.238,4598739,1.02,8.56,0.001,0.003,0.000,6.0,9.3,15.2,58.1,22513,0.086,0.00,0.0023,0.051,79,0.614,0.000,0.706,0.154,4.46,4.66,7.80,0.00,0.000,1.02,1.03,1.02,0.618,0.00228,1.77,63.9376,3377.35,118414.7,140277.1,39.318,38.3436,64.598,185.374,0.682,0.367,2.5,3.068,97.439,532,1441.4,35.76,15.017,50.977,1512.7,38.262,0.137,1.99,9.1751,12349.7,0.7250,0.2985,16.73,0.620,0.057,0.6817,0.0000,0.103,0.051,0.000,29.0735
470000,1255,1.735,0.492,12.58,127430,118155,17,4894,4455,295173,805029.4,446906.5,0.056,0.675,0.204,0.064,132,15.41,20.12,0.10,0.92,1.53,7.00,0.93,2.99,17.06,10.14,0.00,0.00,0.019,0.090,526,0.030,0.035,0.950,0.000,0.015,208474,184882,5,0.652,0.143,0.253,3008504,0.139,1.569,0.034,19.80,86438,200,1.514,0.304,0.214,8763302,1.02,8.51,0.047,0.147,0.000,4.9,9.7,25.5,135.1,24615,0.094,0.00,0.0038,0.037,207,0.726,0.000,0.781,0.420,4.51,5.24,7.38,0.01,0.002,1.01,1.03,1.02,0.735,0.00383,3.42,105.3106,3304.82,118659.4,140277.1,80.238,72.0103,100.426,302.416,0.853,0.369,8.0,4.803,190.076,590,1633.4,26.88,14.888,112.538,2329.8,80.510,0.134,2.01,8.7467,10977.1,0.7440,0.3434,19.61,0.699,0.214,1.3183,0.0000,0.152,0.101,0.036,55.5464
480000,1330,1.663,0.446,12.29,80647,78188,0,332,2052,23827,461134.2,208578.9,0.034,0.704,0.201,0.061,171,11.26,7.66,0.14,1.48,0.09,0.92,0.43,2.63,15.29,9.15,0.00,0.00,0.006,0.048,425,0.059,0.035,0.952,0.000,0.013,85702,75665,4,0.403,0.438,0.108,1496270,0.140,1.407,0.032,18.39,37253,182,8.754,0.298,0.211,4970185,1.04,9.65,0.008,0.015,0.000,5.5,9.1,19.2,91.8,21215,0.081,0.00,0.0023,0.043,77,0.660,0.000,0.693,0.171,4.45,5.24,7.48,0.00,0.000,1.02,1.04,1.04,0.661,0.00199,1.57,63.3633,3330.35,118004.2,140277.1,40.279,38.9536,61.751,181.426,0.698,0.366,2.3,2.644,98.755,515,1524.3,34.56,14.359,51.452,1661.4,38.295,0.135,1.99,9.3649,12455.3,0.8394,0.3297,15.95,0.702,0.082,0.6817,0.0000,0.138,0.055,0.000,28.1787
490000,1081,1.845,0.554,11.41,123489,114640,13,5031,4054,232245,745616.8,402938.0,0.030,0.682,0.217,0.071,136,16.45,12.21,0.20,1.73,2.09,5.57,0.74,2.78,16.58,9.68,0.00,0.06,0.058,0.146,529,0.040,0.049,0.936,0.000,0.015,187045,167027,5,0.425,0.171,0.110,1558347,0.126,1.675,0.039,19.21,74113,190,1.735,0.316,0.205,9500221,1.05,9.27,0.010,0.204,0.001,5.6,11.7,34.1,87.7,21201,0.081,0.00,0.0042,0.055,149,0.753,0.000,0.798,0.374,4.12,4.70,7.21,0.03,0.006,1.04,1.07,1.05,0.760,0.00344,3.15,99.1705,3109.55,121003.6,140277.1,84.719,71.8211,95.644,280.323,0.828,0.375,5.8,3.720,188.781,765,2420.2,42.65,15.047,108.912,2669.8,75.808,0.135,2.00,7.2526,7840.1,0.5939,0.3435,19.61,0.802,0.232,1.3183,0.0000,0.193,0.084,0.002,52.8810
500000,1297,1.632,0.433,12.93,75703,73017,0,698,1772,57666,446110.2,203378.5,0.038,0.693,0.212,0.057,174,11.47,7.30,0.21,1.19,0.12,1.07,0.30,2.33,15.73,8.92,0.00,0.10,0.007,0.062,453,0.032,0.039,0.947,0.000,0.014,78679,69367,4,0.454,0.376,0.064,689809,0.145,1.382,0.029,18.92,36879,135,3.527,0.311,0.231,4354292,1.05,8.99,0.007,0.029,0.002,5.1,9.6,19.6,62.8,21225,0.081,0.00,0.0022,0.045,90,0.638,0.000,0.702,0.163,4.63,5.32,7.60,0.01,0.002,1.03,1.07,1.05,0.641,0.00230,1.57,59.1732,2884.77,117822.9,140277.1,40.106,38.5664,59.493,182.243,0.666,0.367,2.2,2.984,98.706,596,1755.9,28.20,15.144,51.084,1616.5,36.918,0.134,2.00,9.9828,12947.8,0.8354,0.2598,16.36,0.690,0.076,0.6817,0.0000,0.152,0.076,0.005,28.1399
