id,n_genes,n_edges,decode_ns,speed,metabolism,sense,size,lifespan,greed,boldness,fertility
978,6,2,2333,0.4686,0.5652,0.4561,0.7017,0.4862,0.5463,0.5068,0.5320
979,8,7,3542,0.3751,0.4916,0.4465,0.5746,0.4998,0.3216,0.4103,0.5369
980,6,1,2375,0.5813,0.5716,0.4754,0.5902,0.5486,0.4389,0.4689,0.6586
981,7,5,3083,0.6548,0.4553,0.4049,0.5996,0.5291,0.5346,0.4478,0.7245
982,6,1,2292,0.4313,0.5723,0.4408,0.4376,0.4564,0.3476,0.4365,0.4169
983,11,8,5250,0.4310,0.5248,0.8059,0.5712,0.5841,0.5455,0.4821,0.4299
984,12,5,5875,0.4394,0.5277,0.5911,0.4535,0.4717,0.4966,0.7569,0.4462
985,9,8,4042,0.6058,0.4627,0.2876,0.5672,0.3417,0.5246,0.3914,0.3557
986,9,4,4750,0.5818,0.5814,0.5797,0.3777,0.4703,0.3485,0.6083,0.6174
987,4,1,1833,0.6884,0.4085,0.4580,0.5376,0.4233,0.3888,0.6094,0.4235
988,5,0,1959,0.4338,0.5091,0.6016,0.4295,0.7155,0.5899,0.5452,0.4291
989,6,4,2334,0.5054,0.4378,0.5426,0.3886,0.4913,0.4696,0.4916,0.5650
990,11,6,5208,0.4900,0.5543,0.3519,0.5885,0.6294,0.4974,0.3379,0.3452
991,4,0,1666,0.4261,0.5006,0.4441,0.5576,0.4656,0.5036,0.4127,0.6218
992,8,5,3458,0.5447,0.2659,0.6641,0.4538,0.4122,0.3753,0.6582,0.4762
993,7,4,3042,0.3836,0.5531,0.4759,0.4061,0.5791,0.5021,0.7345,0.5181
994,6,3,2334,0.4965,0.3726,0.5257,0.4018,0.5936,0.4842,0.5299,0.5440
995,5,0,2041,0.5619,0.4562,0.4080,0.3953,0.6380,0.3316,0.5891,0.4370
996,5,2,1958,0.4896,0.3397,0.4289,0.5194,0.4603,0.5559,0.4769,0.6021
997,11,12,5208,0.5077,0.5079,0.5934,0.4068,0.5599,0.3329,0.5023,0.6024
998,6,3,2334,0.5296,0.4313,0.5323,0.3911,0.5593,0.5836,0.5800,0.4782
999,12,15,6084,0.6592,0.6055,0.5871,0.4806,0.6188,0.4851,0.3675,0.6600
1000,7,3,3125,0.4386,0.6441,0.3255,0.4974,0.4971,0.4389,0.6064,0.7332
1001,6,3,2333,0.4605,0.5016,0.3494,0.5880,0.6013,0.4164,0.6644,0.5001
1002,11,5,6042,0.5419,0.3167,0.4721,0.4757,0.5890,0.6658,0.4590,0.6081
1003,5,4,2000,0.6832,0.4197,0.4276,0.5463,0.4052,0.4968,0.5801,0.5240
1004,10,10,4708,0.5059,0.4743,0.5658,0.1455,0.2125,0.5827,0.3047,0.6526
1005,10,4,4625,0.6217,0.4244,0.6005,0.5848,0.5149,0.5994,0.5025,0.4119
1006,10,3,4583,0.5879,0.3285,0.4223,0.4990,0.4287,0.5482,0.5632,0.5716
1007,12,5,5875,0.4566,0.4949,0.3869,0.5706,0.5968,0.7042,0.5568,0.6911
1008,6,1,2292,0.3649,0.6142,0.5197,0.6062,0.4719,0.3102,0.5469,0.4418
1009,8,2,3541,0.5405,0.5607,0.5100,0.5112,0.5036,0.5168,0.5190,0.7478
1010,5,1,2083,0.4811,0.3868,0.4337,0.5503,0.5069,0.5270,0.6022,0.6183
1011,8,4,4708,0.5411,0.5151,0.4995,0.4746,0.3532,0.4518,0.4357,0.4836
1012,6,1,2750,0.5879,0.5301,0.3620,0.4266,0.5663,0.6140,0.4586,0.6716
1013,10,6,4958,0.7742,0.6545,0.3626,0.6897,0.8813,0.6845,0.5501,0.5100
1014,5,2,2084,0.3904,0.5317,0.3524,0.6380,0.4655,0.3916,0.4415,0.6265
1015,12,9,5750,0.5527,0.4066,0.5397,0.3054,0.3796,0.5608,0.5351,0.5789
1016,6,2,2292,0.3541,0.5259,0.5678,0.5410,0.3572,0.3322,0.4072,0.4490
1017,4,0,2125,0.6268,0.5446,0.5393,0.3748,0.4996,0.4997,0.5794,0.5807
1018,7,3,3333,0.5350,0.5375,0.3248,0.6489,0.4869,0.3898,0.6113,0.5192
1019,13,12,6583,0.4884,0.4576,0.3653,0.5756,0.6954,0.2685,0.4462,0.5566
1020,11,8,5083,0.4018,0.6995,0.4601,0.6715,0.6053,0.5818,0.4144,0.6112
1021,7,2,3000,0.4141,0.4833,0.4818,0.3592,0.3532,0.3504,0.5006,0.5106
1022,9,3,4083,0.3783,0.5474,0.5944,0.4618,0.5239,0.5108,0.5912,0.5574
1023,5,2,2000,0.6715,0.4794,0.4148,0.5240,0.5614,0.3295,0.5401,0.6533
1024,6,2,2167,0.4937,0.3845,0.3439,0.5490,0.5828,0.5033,0.5526,0.3545
1025,6,2,2291,0.6774,0.3664,0.3698,0.5098,0.4762,0.4679,0.4946,0.3665
1026,9,2,3833,0.6387,0.5391,0.6675,0.3453,0.6826,0.5091,0.2221,0.3671
1027,8,4,3250,0.3743,0.2891,0.5756,0.3219,0.3530,0.3497,0.4460,0.5496
1028,8,5,3167,0.7734,0.6549,0.6218,0.3405,0.4941,0.4750,0.4669,0.7919
1029,6,1,2167,0.4174,0.5067,0.3467,0.5204,0.5434,0.6535,0.4662,0.6376
1030,10,3,4458,0.5913,0.7252,0.5823,0.6419,0.3921,0.4469,0.3951,0.6172
1031,13,8,6333,0.8058,0.6893,0.5542,0.5145,0.4521,0.5255,0.7000,0.5975
1032,12,9,5625,0.6637,0.3691,0.5956,0.5510,0.7217,0.5260,0.7028,0.6184
1033,14,6,7125,0.6417,0.6187,0.7549,0.4165,0.3391,0.3990,0.6273,0.7370
1034,9,2,3708,0.6542,0.5431,0.2796,0.4736,0.5820,0.4750,0.4591,0.4314
1035,5,0,2000,0.3945,0.5710,0.5517,0.5767,0.6473,0.6221,0.6132,0.6428
1036,8,3,3125,0.4573,0.5242,0.4942,0.5223,0.6662,0.3281,0.4720,0.4656
1037,13,13,6250,0.5372,0.5491,0.5574,0.4864,0.5355,0.4097,0.7002,0.4384
1038,8,3,3125,0.3609,0.5138,0.5775,0.5896,0.5903,0.4766,0.7307,0.4477
1039,6,3,2417,0.4036,0.5103,0.3561,0.3409,0.3491,0.5537,0.5898,0.5718
1040,5,2,1875,0.5353,0.3679,0.5038,0.5974,0.4654,0.3527,0.5703,0.4166
1041,9,7,3792,0.6939,0.4515,0.4171,0.5912,0.4063,0.6024,0.7167,0.3186
1042,4,0,1834,0.5551,0.5015,0.3895,0.4894,0.4200,0.5367,0.4167,0.4159
1043,9,5,3709,0.6048,0.3963,0.4247,0.4890,0.6618,0.5104,0.4636,0.4572
1044,6,1,2209,0.3770,0.5087,0.3990,0.5913,0.6193,0.5323,0.4682,0.5421
1045,12,3,5458,0.2245,0.6179,0.6937,0.3115,0.6916,0.5275,0.6588,0.5081
1046,12,6,5417,0.4009,0.5217,0.2888,0.4502,0.3390,0.5311,0.6460,0.7014
1047,4,0,1708,0.5280,0.4720,0.5523,0.4187,0.5368,0.4137,0.5878,0.5606
1048,7,0,2750,0.5411,0.7445,0.4550,0.4442,0.5247,0.5202,0.3838,0.3772
1049,12,8,5458,0.5270,0.4833,0.5848,0.5399,0.4889,0.5006,0.5524,0.5070
1050,10,6,4292,0.3198,0.7214,0.4194,0.3909,0.6552,0.6412,0.2691,0.6733
1051,8,6,3208,0.5455,0.3612,0.4954,0.4901,0.5132,0.3381,0.5804,0.3607
1052,9,5,3792,0.6013,0.5455,0.3420,0.6286,0.6320,0.4034,0.5017,0.6164
1053,6,1,2167,0.5509,0.5239,0.4487,0.6298,0.4868,0.5557,0.4812,0.5093
1054,6,1,2250,0.5125,0.5366,0.5378,0.6229,0.4027,0.5681,0.5368,0.6174
1055,6,2,2083,0.6411,0.5105,0.5371,0.6103,0.6411,0.3779,0.6546,0.5124
1056,11,6,4750,0.7432,0.4438,0.2189,0.4318,0.2901,0.6507,0.5948,0.6197
1057,11,6,4750,0.4065,0.3493,0.6071,0.3091,0.4319,0.4428,0.7627,0.5832
1058,11,5,4625,0.4383,0.3854,0.3410,0.5342,0.4734,0.4521,0.5314,0.5199
1059,7,2,2875,0.3894,0.4939,0.6751,0.3317,0.4664,0.4344,0.6392,0.5430
1060,8,5,3209,0.5924,0.5635,0.6160,0.4521,0.2584,0.7201,0.4911,0.5427
1061,12,6,5375,0.6427,0.5089,0.4184,0.4238,0.5961,0.3603,0.4716,0.4853
1062,7,2,2875,0.6780,0.6810,0.4561,0.4610,0.5919,0.3738,0.6204,0.2890
1063,11,7,4750,0.6434,0.4073,0.3202,0.6888,0.7588,0.5647,0.5518,0.4662
1064,5,1,2000,0.6967,0.5428,0.4389,0.5692,0.4607,0.4219,0.3941,0.5846
1065,2,0,1500,0.4926,0.5579,0.5381,0.4942,0.6040,0.4633,0.5512,0.5115
1066,11,7,4667,0.5347,0.5477,0.2555,0.2722,0.6935,0.3069,0.4899,0.8221
1067,8,1,3167,0.3140,0.5482,0.4518,0.4480,0.5840,0.4868,0.6239,0.3750
1068,15,9,7542,0.4326,0.6846,0.5367,0.4488,0.4507,0.4003,0.4498,0.4900
1069,11,8,4792,0.3075,0.5950,0.4029,0.3447,0.5553,0.5549,0.6490,0.3596
1070,8,3,3166,0.2772,0.5124,0.4488,0.3812,0.4967,0.4785,0.5373,0.6662
1071,6,2,2125,0.4182,0.4461,0.3604,0.4596,0.4434,0.3057,0.4724,0.5436
1072,9,4,3750,0.6636,0.5501,0.5884,0.5752,0.6516,0.3906,0.5131,0.6317
1073,9,6,3833,0.3099,0.3277,0.7445,0.5176,0.5901,0.2175,0.7022,0.5838
1074,9,3,3833,0.3562,0.4190,0.4101,0.6378,0.6390,0.4451,0.6688,0.4356
1075,8,2,3250,0.4183,0.5263,0.4132,0.3448,0.5252,0.5609,0.6115,0.4481
1076,10,4,4292,0.5479,0.4280,0.6907,0.3528,0.4917,0.6823,0.4898,0.5113
1077,5,2,1916,0.4589,0.5668,0.4570,0.6640,0.5069,0.4618,0.6713,0.6028
1078,13,7,6250,0.4511,0.4735,0.4601,0.2366,0.4094,0.7025,0.7634,0.8222
1079,9,6,3792,0.4745,0.4194,0.5290,0.6401,0.4689,0.2890,0.4169,0.5333
1080,8,2,8083,0.2421,0.3169,0.3753,0.4758,0.5546,0.4460,0.5315,0.4609
1081,9,6,3750,0.3319,0.4412,0.3946,0.3646,0.6148,0.4773,0.6994,0.3812
1082,10,3,5541,0.6948,0.5221,0.3833,0.4630,0.6745,0.3251,0.4981,0.4401
1083,7,1,2834,0.5348,0.5334,0.4648,0.4650,0.5114,0.5254,0.6819,0.4597
1084,6,1,2208,0.4419,0.5005,0.5124,0.3656,0.4089,0.4461,0.4519,0.5885
1085,7,1,2792,0.4804,0.3458,0.4300,0.3539,0.4768,0.3435,0.6745,0.4980
1086,8,3,3208,0.4195,0.4931,0.5196,0.4496,0.6167,0.3421,0.4694,0.5594
1087,14,7,6958,0.5107,0.5447,0.4507,0.3066,0.6153,0.5060,0.6077,0.7496
1088,5,1,1792,0.5014,0.5648,0.4050,0.4838,0.5278,0.5087,0.5252,0.5323
1089,4,1,1666,0.3216,0.6508,0.6595,0.5321,0.5836,0.6301,0.4937,0.4714
1090,5,0,1875,0.3119,0.5919,0.4677,0.4255,0.6703,0.5084,0.4125,0.5683
1091,13,9,6250,0.2100,0.7552,0.4209,0.3096,0.5057,0.3651,0.5072,0.4199
1092,8,3,3250,0.3788,0.5213,0.5448,0.5017,0.5936,0.5665,0.5215,0.4968
1093,9,2,3833,0.3773,0.4795,0.5900,0.5875,0.5705,0.5974,0.4753,0.5750
1094,8,2,3209,0.3806,0.4909,0.5397,0.5221,0.4004,0.6191,0.5610,0.4020
1095,4,2,1667,0.5237,0.5142,0.4403,0.4992,0.4659,0.5280,0.4796,0.4858
1096,6,2,2334,0.4077,0.3014,0.6129,0.5114,0.3723,0.5867,0.4393,0.4768
1097,9,4,3917,0.2838,0.5027,0.6576,0.3984,0.6097,0.5925,0.6651,0.6165
1098,11,11,4792,0.3534,0.5315,0.6963,0.4564,0.3334,0.4266,0.7524,0.3483
1099,9,3,6375,0.3374,0.4860,0.6350,0.3229,0.4907,0.4171,0.5706,0.6242
1100,13,8,7417,0.7797,0.4467,0.3742,0.7197,0.5281,0.4193,0.7278,0.3231
1101,9,4,4125,0.4878,0.5708,0.3929,0.2641,0.4295,0.4108,0.7897,0.4687
1102,7,3,4083,0.4131,0.4630,0.4273,0.3839,0.5547,0.4112,0.6177,0.4173
1103,8,4,5333,0.4725,0.4084,0.5017,0.5746,0.5522,0.2599,0.5841,0.4957
1104,9,3,4084,0.5151,0.7513,0.5989,0.4124,0.5377,0.6712,0.3503,0.5178
1105,7,2,3250,0.7922,0.5695,0.5215,0.5698,0.4769,0.5827,0.2989,0.4276
1106,6,3,2625,0.5967,0.5949,0.3985,0.4334,0.4562,0.6663,0.5090,0.5427
1107,5,1,3000,0.4384,0.3719,0.5852,0.6325,0.6135,0.6847,0.5646,0.4535
1108,6,1,2667,0.5226,0.6430,0.6484,0.3666,0.4011,0.6358,0.2392,0.4239
1109,4,0,2791,0.4242,0.4243,0.4605,0.5251,0.4136,0.4481,0.5662,0.5705
1110,8,2,3625,0.4779,0.5602,0.5140,0.5904,0.5339,0.5537,0.5915,0.4958
1111,15,14,8583,0.7508,0.4137,0.3913,0.8945,0.4502,0.1421,0.3824,0.6351
1112,8,1,4084,0.5923,0.4176,0.5379,0.4696,0.6294,0.5964,0.5902,0.5301
1113,7,1,6458,0.4692,0.5651,0.6183,0.4992,0.6143,0.4714,0.5683,0.4955
1114,8,2,3333,0.3792,0.5034,0.5190,0.3424,0.6968,0.5686,0.5841,0.5154
1115,10,4,8792,0.6786,0.5614,0.3783,0.4645,0.1601,0.3232,0.6410,0.4519
1116,6,2,2334,0.6677,0.5082,0.3355,0.4561,0.4679,0.4231,0.3887,0.6128
1117,12,4,7333,0.5511,0.3685,0.6625,0.4365,0.6782,0.2722,0.4980,0.7362
1118,9,5,7459,0.1970,0.4779,0.4095,0.5198,0.5482,0.5486,0.5000,0.5633
1119,9,7,4209,0.4769,0.4625,0.4013,0.6687,0.3368,0.6338,0.4767,0.5783
1120,6,3,2334,0.5228,0.4319,0.4979,0.4414,0.4453,0.4130,0.5151,0.3781
1121,14,7,7667,0.6558,0.3661,0.3745,0.4595,0.2658,0.5017,0.4561,0.3612
1122,6,1,2667,0.4574,0.5654,0.4790,0.5593,0.6777,0.6256,0.5334,0.5524
1123,11,7,11166,0.6430,0.5289,0.3967,0.2417,0.6108,0.4533,0.4017,0.5900
1124,11,6,5209,0.3395,0.7072,0.6989,0.6145,0.6303,0.3685,0.6410,0.4902
1125,10,6,4666,0.3599,0.4457,0.3971,0.4703,0.3111,0.4931,0.6340,0.4657
1126,13,6,6625,0.6801,0.3059,0.6534,0.5264,0.4528,0.2596,0.5100,0.1645
1127,4,0,2458,0.4391,0.4287,0.5018,0.4026,0.5930,0.4853,0.6453,0.5478
1128,8,2,3417,0.5467,0.3959,0.4170,0.5243,0.4744,0.5079,0.3888,0.5170
1129,10,12,4709,0.7228,0.3369,0.2979,0.5595,0.7130,0.6407,0.3234,0.7598
1130,9,3,4041,0.5356,0.4932,0.6716,0.3884,0.7460,0.4335,0.7625,0.6044
1131,9,4,4041,0.3076,0.7357,0.4493,0.5271,0.6190,0.3532,0.6214,0.6369
1132,10,4,4625,0.6321,0.4723,0.5895,0.2232,0.2956,0.3142,0.4770,0.5401
1133,7,2,3167,0.4600,0.5931,0.3122,0.5102,0.4924,0.6060,0.2873,0.6062
1134,7,1,3125,0.3271,0.6851,0.4026,0.5331,0.4781,0.4754,0.4749,0.5798
1135,8,6,3500,0.4102,0.3629,0.4605,0.4059,0.5693,0.4505,0.6270,0.4642
1136,8,3,3375,0.3663,0.5295,0.4732,0.7763,0.6179,0.5157,0.6913,0.4854
1137,5,1,2083,0.6496,0.5648,0.5457,0.5186,0.4334,0.5198,0.5785,0.5493
1138,7,2,3708,0.5566,0.4745,0.4367,0.4710,0.6202,0.4275,0.4434,0.5130
1139,4,3,2292,0.4299,0.4255,0.5302,0.4876,0.4501,0.6686,0.4635,0.4985
1140,6,2,2708,0.5352,0.4493,0.3843,0.3798,0.5162,0.4604,0.5438,0.6459
1141,10,4,5000,0.4447,0.2824,0.4575,0.3115,0.5522,0.4347,0.5296,0.6606
1142,11,5,6416,0.4765,0.4086,0.4652,0.4219,0.3900,0.4430,0.5237,0.5918
1143,8,4,8417,0.3737,0.4598,0.6698,0.3588,0.5155,0.6474,0.4283,0.4710
1144,6,3,2959,0.5966,0.6176,0.4489,0.4917,0.4567,0.4988,0.5743,0.6818
1145,10,3,4750,0.6095,0.2965,0.2970,0.2926,0.3512,0.5186,0.4832,0.5443
1146,7,7,3167,0.7321,0.8281,0.7638,0.4047,0.4479,0.3899,0.4812,0.4919
1147,5,2,2125,0.4005,0.3457,0.4367,0.5881,0.5484,0.5720,0.4157,0.2808
1148,7,3,3333,0.3843,0.5230,0.4387,0.5071,0.4249,0.5231,0.3302,0.4864
1149,9,7,4084,0.3977,0.4991,0.5219,0.6387,0.8079,0.6445,0.5942,0.4064
1150,11,6,5292,0.5676,0.6761,0.3928,0.3690,0.3411,0.6461,0.3984,0.4413
1151,10,7,4625,0.7033,0.2743,0.4729,0.4043,0.2983,0.3383,0.5866,0.3845
1152,6,3,2833,0.2796,0.5035,0.3240,0.4459,0.6180,0.4744,0.6641,0.6569
1153,7,3,3041,0.4653,0.4878,0.4033,0.4368,0.5905,0.5688,0.5361,0.3763
1154,13,3,6708,0.7023,0.3400,0.4378,0.4078,0.5284,0.4382,0.3536,0.5563
1155,9,10,4083,0.4475,0.5840,0.6970,0.5202,0.7782,0.6009,0.6323,0.4950
1156,9,5,3958,0.4787,0.4205,0.4099,0.4646,0.6240,0.4682,0.3488,0.4686
1157,8,5,3875,0.4694,0.5040,0.6433,0.5080,0.4095,0.3747,0.7388,0.3698
1158,7,2,3000,0.4974,0.5596,0.5538,0.4573,0.6570,0.4459,0.5457,0.4910
1159,10,5,4500,0.6905,0.3040,0.3225,0.3832,0.6298,0.4877,0.6506,0.4456
1160,10,4,4542,0.6071,0.3452,0.4297,0.4405,0.5601,0.7131,0.7294,0.4170
1161,9,3,4000,0.3845,0.3501,0.5333,0.5816,0.5389,0.5225,0.6078,0.4756
1162,10,6,4625,0.3158,0.5074,0.5201,0.5755,0.5057,0.5234,0.6074,0.4861
1163,4,0,1958,0.4399,0.5332,0.5727,0.4119,0.5231,0.3738,0.6085,0.5086
1164,5,2,2167,0.5732,0.3853,0.4249,0.3669,0.4864,0.6367,0.5336,0.5871
1165,7,1,3000,0.4000,0.5143,0.4684,0.3899,0.5644,0.6082,0.7027,0.3907
1166,6,3,2375,0.3426,0.3065,0.4589,0.4311,0.3179,0.4290,0.6245,0.5658
1167,5,1,2417,0.6338,0.5032,0.4846,0.5238,0.5355,0.4517,0.5920,0.4249
1168,6,3,2417,0.6376,0.5717,0.4273,0.4991,0.4912,0.2774,0.5781,0.2787
1169,8,4,3500,0.3107,0.6213,0.6240,0.5287,0.4204,0.4203,0.3479,0.3444
1170,6,1,2458,0.6020,0.4190,0.5596,0.4697,0.4738,0.5658,0.6006,0.5585
1171,7,3,3000,0.4849,0.4932,0.4188,0.4062,0.5728,0.5009,0.4673,0.6123
1172,4,2,3917,0.3856,0.5512,0.6154,0.5689,0.5951,0.5723,0.4935,0.5396
1173,7,2,3084,0.4082,0.4340,0.4385,0.6988,0.3517,0.6019,0.6580,0.5918
1174,6,2,2375,0.5108,0.6259,0.5657,0.4492,0.5562,0.4943,0.5061,0.4881
1175,5,1,1958,0.6038,0.5397,0.5363,0.4006,0.5563,0.5216,0.5030,0.5937
1176,9,3,4167,0.3599,0.4234,0.3761,0.5491,0.5727,0.3474,0.6849,0.3635
1177,10,6,5666,0.3033,0.5397,0.5773,0.2209,0.5814,0.5987,0.6799,0.5132
1178,8,3,3625,0.3559,0.3292,0.2971,0.3342,0.4941,0.5600,0.6457,0.6538
1179,11,1,5084,0.6545,0.5619,0.5619,0.5456,0.3834,0.4031,0.5318,0.3834
1180,4,0,1750,0.4659,0.4817,0.5129,0.5535,0.4758,0.4287,0.6003,0.5978
1181,8,1,3375,0.4174,0.5292,0.5293,0.4867,0.7017,0.5009,0.3774,0.6061
1182,4,1,2083,0.3727,0.5151,0.4742,0.3760,0.5700,0.6333,0.4961,0.5357
1183,15,11,8167,0.6605,0.4609,0.3857,0.5730,0.3836,0.4780,0.6725,0.5030
1184,8,1,3458,0.6731,0.3216,0.5709,0.5030,0.4236,0.4247,0.5402,0.4056
1185,8,2,3375,0.6767,0.5105,0.3069,0.4330,0.6104,0.3052,0.5712,0.2573
1186,12,7,7208,0.3976,0.3933,0.5005,0.3736,0.5534,0.5089,0.6675,0.3258
1187,6,4,2833,0.6592,0.5628,0.6007,0.4342,0.6378,0.3703,0.4650,0.6796
1188,5,1,2000,0.5041,0.4485,0.3724,0.5146,0.5186,0.3908,0.6123,0.4970
1189,1,0,1416,0.5318,0.4779,0.5432,0.5045,0.4607,0.5239,0.4394,0.5468
1190,14,8,7542,0.6257,0.4096,0.2040,0.6014,0.3913,0.5932,0.7392,0.5315
1191,9,3,4041,0.4345,0.4797,0.5085,0.5323,0.4010,0.7298,0.4015,0.5642
1192,11,5,6167,0.6465,0.5328,0.5555,0.6706,0.5960,0.3991,0.4644,0.3221
1193,3,0,1583,0.4234,0.3639,0.5088,0.5029,0.5420,0.5205,0.5996,0.5025
1194,4,0,1625,0.4288,0.4416,0.5451,0.4238,0.4695,0.4353,0.5556,0.6714
1195,8,5,3458,0.5306,0.6433,0.4450,0.4159,0.4344,0.3876,0.4345,0.6392
1196,7,4,4500,0.4855,0.4176,0.2900,0.4271,0.4188,0.4885,0.7148,0.5834
1197,10,5,5833,0.3209,0.7207,0.4331,0.6549,0.6499,0.5120,0.5664,0.6354
1198,8,1,3500,0.3408,0.5633,0.5118,0.7357,0.4867,0.3366,0.5098,0.7485
1199,8,2,3375,0.5323,0.6032,0.5677,0.4375,0.5591,0.6795,0.2851,0.4559
1200,8,3,3375,0.6049,0.4543,0.4893,0.5211,0.6520,0.5489,0.4378,0.5120
1201,13,4,6583,0.6678,0.3418,0.3298,0.2879,0.4948,0.4288,0.5422,0.4849
1202,7,1,3542,0.5274,0.3814,0.4607,0.5091,0.2463,0.2737,0.4423,0.4388
1203,7,4,2875,0.4502,0.4972,0.3664,0.4390,0.3719,0.5158,0.5299,0.3437
1204,7,4,3042,0.5842,0.4978,0.5092,0.5024,0.5715,0.6003,0.4140,0.3757
1205,4,2,1708,0.5418,0.2850,0.4721,0.4895,0.3231,0.6448,0.6970,0.4178
1206,8,2,3917,0.3462,0.5047,0.4424,0.3409,0.5622,0.7611,0.6647,0.5971
1207,6,2,2834,0.5124,0.3538,0.6525,0.5276,0.4507,0.5163,0.4172,0.3759
1208,7,2,3000,0.5477,0.4515,0.4739,0.4796,0.5092,0.3117,0.5398,0.5610
1209,11,8,5209,0.5325,0.4057,0.5398,0.4296,0.4289,0.6421,0.3767,0.5738
1210,10,5,4625,0.1703,0.3331,0.4612,0.5041,0.3363,0.6171,0.4306,0.5081
1211,3,0,1750,0.5303,0.5548,0.5334,0.3883,0.5079,0.5660,0.5781,0.5797
1212,11,4,6042,0.5614,0.4981,0.3760,0.5055,0.3832,0.5116,0.5935,0.6509
1213,15,16,8375,0.3294,0.5824,0.5925,0.2257,0.6146,0.4985,0.4956,0.3727
1214,12,8,5833,0.5290,0.3805,0.6324,0.5332,0.4897,0.6690,0.5256,0.5416
1215,4,3,1750,0.3811,0.4038,0.6886,0.3054,0.4670,0.3985,0.5787,0.5119
1216,5,2,2000,0.3455,0.4207,0.5668,0.6101,0.5440,0.4314,0.5860,0.4580
1217,13,7,6666,0.5601,0.2483,0.3703,0.4480,0.5279,0.5032,0.5814,0.4614
1218,3,0,1584,0.4998,0.4164,0.4719,0.5909,0.5318,0.4664,0.5515,0.4283
1219,8,1,3375,0.5421,0.6105,0.3498,0.4761,0.6111,0.5962,0.4335,0.4718
1220,6,1,2375,0.5466,0.4899,0.4104,0.5614,0.4343,0.5133,0.6013,0.4802
1221,3,0,1542,0.4588,0.5294,0.3809,0.5314,0.5500,0.5232,0.4550,0.5846
1222,4,1,1875,0.4496,0.4919,0.4236,0.5054,0.6323,0.4578,0.5285,0.4377
1223,7,3,3041,0.5982,0.4784,0.4995,0.4850,0.6059,0.3911,0.7020,0.6193
1224,9,3,4000,0.4768,0.7013,0.5741,0.3015,0.6887,0.6565,0.3062,0.3861
1225,3,1,1583,0.4144,0.5549,0.4746,0.5770,0.3817,0.3854,0.4594,0.4517
1226,7,5,3083,0.6348,0.5358,0.5959,0.4089,0.5272,0.3842,0.4847,0.3519
1227,7,1,3541,0.3196,0.6248,0.5366,0.6200,0.3740,0.6536,0.6516,0.6148
1228,8,2,3458,0.5747,0.4237,0.5526,0.3701,0.3363,0.4872,0.2803,0.5871
1229,14,10,7500,0.7283,0.4604,0.1414,0.2768,0.3573,0.5343,0.5290,0.1730
1230,4,1,1583,0.5124,0.5206,0.4785,0.5598,0.4363,0.5680,0.5195,0.4967
1231,10,12,4708,0.4304,0.3430,0.4601,0.2118,0.2693,0.5354,0.5444,0.7347
1232,10,4,5500,0.3251,0.4843,0.5778,0.2220,0.3270,0.3922,0.4107,0.5023
1233,4,0,5292,0.5041,0.4690,0.4551,0.5110,0.5602,0.4351,0.5119,0.4962
1234,5,1,3750,0.5282,0.4708,0.6463,0.5553,0.4778,0.5270,0.5159,0.5856
1235,5,4,2083,0.5238,0.4022,0.4372,0.4979,0.5393,0.4790,0.5632,0.4786
1236,10,1,4542,0.5934,0.5235,0.4882,0.3389,0.4659,0.3600,0.5388,0.6381
1237,10,6,5125,0.3874,0.4140,0.3824,0.6552,0.8039,0.2532,0.7265,0.6470
1238,10,4,4500,0.4664,0.5723,0.4271,0.2323,0.4364,0.3634,0.4839,0.4935
1239,8,4,4042,0.5177,0.5180,0.5960,0.4800,0.3957,0.2711,0.3907,0.7545
1240,9,3,4042,0.3673,0.3902,0.4431,0.6715,0.3518,0.4596,0.5111,0.6671
1241,6,2,2417,0.5227,0.4233,0.3933,0.6386,0.5126,0.6550,0.6361,0.4776
1242,3,1,1542,0.4168,0.4793,0.5314,0.4956,0.5211,0.5515,0.5281,0.5973
1243,13,13,6875,0.3703,0.7798,0.3371,0.5964,0.3162,0.6548,0.5024,0.5657
1244,5,1,1916,0.3413,0.5012,0.4718,0.3609,0.5107,0.5342,0.5344,0.4886
1245,8,4,3375,0.6442,0.3877,0.3864,0.5960,0.5384,0.5197,0.7176,0.4592
1246,10,9,4667,0.2105,0.6235,0.2209,0.5135,0.1889,0.7838,0.3239,0.4120
1247,7,4,3042,0.6133,0.4797,0.5688,0.5757,0.4502,0.5515,0.6776,0.5154
1248,6,2,2541,0.2535,0.4855,0.4476,0.5468,0.6068,0.4940,0.5614,0.5313
1249,9,2,4042,0.4872,0.5204,0.5258,0.4092,0.5168,0.5187,0.3822,0.6980
1250,7,1,3000,0.5357,0.4166,0.6181,0.6207,0.4140,0.4926,0.7528,0.5420
1251,5,0,1916,0.5440,0.5682,0.5453,0.4084,0.4368,0.4498,0.4543,0.4922
1252,7,2,3625,0.5524,0.5229,0.4899,0.6505,0.3340,0.4834,0.6459,0.5600
1253,8,4,3375,0.5879,0.2915,0.5143,0.5041,0.4960,0.5213,0.4865,0.5026
1254,11,6,5250,0.4904,0.5487,0.6000,0.4034,0.5973,0.4149,0.4377,0.5770
1255,7,2,3000,0.5240,0.6891,0.6302,0.4997,0.5645,0.4855,0.3809,0.6249
1256,7,3,3000,0.3436,0.2616,0.2758,0.4348,0.5974,0.4623,0.4115,0.6810
