step,medium,hab,reach,blocks,hit_body,hit_wall,near,ring,axis,free_here,free_around
218,0,7,8,36,32,0,23,1,0,9,36
218,0,8,8,64,32,0,56,2,0,11,32
218,0,2,8,30,32,0,19,1,0,2,24
218,0,2,9,32,36,0,30,1,0,10,56
218,0,2,7,26,28,0,7,3,0,8,23
218,0,5,7,49,28,0,24,1,0,14,49
218,2,11,8,31,32,0,6,1,0,12,62
219,0,5,9,39,36,0,14,1,0,0,25
219,0,1,9,6,36,0,13,4,0,2,27
219,0,2,7,24,28,0,20,1,0,10,35
219,0,5,9,39,36,0,12,1,0,8,32
219,0,2,8,30,32,0,25,1,0,4,27
219,0,8,9,22,36,0,24,5,0,6,50
219,1,14,8,64,32,0,8,9,0,0,60
219,0,1,8,62,32,0,8,3,0,8,40
219,0,5,10,7,40,0,6,2,0,3,31
219,1,11,7,49,28,0,29,3,0,0,41
219,0,7,9,22,36,0,11,1,0,0,15
219,0,7,9,38,36,0,24,1,0,5,54
219,0,1,6,30,24,0,12,4,1,10,22
219,0,1,9,79,36,0,44,2,0,2,22
219,0,1,10,100,40,0,60,5,0,9,49
219,0,7,7,19,28,0,11,2,0,3,45
219,0,0,5,25,20,0,7,5,0,0,30
220,0,6,6,34,24,0,16,1,0,2,8
220,0,1,7,47,28,0,44,1,0,0,8
220,0,4,7,25,28,0,15,1,0,4,16
220,0,2,6,11,24,0,14,2,0,3,19
220,0,0,10,100,40,0,27,6,0,7,42
220,0,2,8,33,32,0,22,1,0,1,24
220,0,7,9,53,36,0,30,5,0,6,37
220,0,8,6,36,24,0,31,4,0,4,23
220,0,2,8,49,32,0,36,7,1,12,22
220,0,5,6,13,24,0,13,2,0,4,22
220,0,4,9,10,36,0,18,1,0,2,22
220,0,0,7,49,28,0,14,3,0,10,53
220,0,2,7,39,28,0,31,1,0,0,22
220,0,0,7,24,28,0,16,1,0,11,23
220,2,10,9,52,36,0,17,4,0,0,35
220,0,5,9,51,36,0,56,3,0,3,40
221,0,4,9,36,36,0,48,4,0,3,28
221,0,2,8,64,32,0,38,9,1,2,22
221,0,4,8,42,32,0,37,2,0,0,7
221,0,4,9,15,36,0,8,3,0,1,22
221,0,7,8,64,32,0,-1,0,0,8,16
221,0,7,7,38,28,0,29,1,0,1,29
221,0,7,7,23,28,0,13,1,0,4,17
221,0,1,8,20,32,0,22,1,0,0,5
221,0,4,7,49,28,0,40,3,0,3,32
221,0,5,8,27,32,0,20,2,0,7,42
221,0,7,8,64,32,0,54,3,0,0,9
221,0,7,7,15,28,0,14,4,0,6,42
221,0,7,10,12,40,0,7,3,0,8,84
221,0,5,9,20,36,0,12,2,0,10,25
221,0,5,7,24,28,0,10,1,0,14,50
221,0,7,10,16,40,0,16,1,0,5,58
221,1,11,11,12,44,0,9,1,0,1,34
221,0,7,8,20,32,0,18,4,1,6,48
221,0,4,8,14,32,0,21,5,0,5,30
222,0,5,9,29,36,0,28,1,0,0,39
222,0,2,7,49,28,0,43,2,0,0,0
222,0,4,9,8,36,0,3,1,0,3,34
222,2,14,10,100,40,0,20,1,0,2,19
222,0,2,6,34,24,0,28,1,0,5,30
222,0,2,8,64,32,0,-1,0,0,0,48
222,0,5,7,13,28,0,8,2,1,13,51
222,0,5,7,48,28,0,52,1,0,3,28
222,0,1,9,81,36,0,36,2,0,0,29
222,0,7,10,50,40,0,36,1,1,3,52
222,0,6,9,47,36,0,33,1,0,9,48
222,2,11,8,30,32,0,23,1,0,0,80
222,0,4,8,17,32,0,31,6,0,8,41
222,0,2,8,56,32,0,-1,0,0,8,82
222,0,7,8,64,32,0,40,6,0,0,48
222,0,5,6,10,24,0,6,1,0,6,32
222,0,7,7,38,28,0,31,2,0,0,33
222,0,7,8,8,32,0,10,2,0,3,22
222,1,11,10,14,40,0,10,1,0,7,45
222,0,7,8,31,32,0,8,1,0,1,30
222,0,7,8,19,32,0,20,1,0,0,51
223,0,8,8,26,32,0,16,1,0,5,35
223,0,7,8,64,32,0,28,2,1,7,17
223,0,1,9,64,36,0,60,3,0,0,12
223,0,2,7,49,28,0,45,2,0,4,44
223,0,1,8,49,32,0,27,1,0,4,52
223,1,11,8,64,32,0,15,1,0,9,40
223,0,7,7,49,28,0,32,1,0,0,17
223,0,7,7,15,28,0,11,1,1,8,27
223,1,11,10,100,40,0,26,4,0,7,78
223,0,3,8,64,32,0,43,2,1,8,32
223,0,6,8,22,32,0,9,3,0,12,49
224,0,3,9,81,36,0,66,4,1,9,25
224,0,1,8,64,32,0,30,3,0,0,12
224,0,8,6,36,24,0,28,3,0,0,7
224,0,0,7,49,28,0,29,4,0,0,3
224,0,7,7,49,28,0,43,1,0,8,34
224,0,7,8,28,32,0,19,1,0,12,27
224,2,11,8,39,32,0,16,3,0,11,22
224,0,8,8,64,32,0,-1,0,0,1,21
224,0,7,10,100,40,0,72,9,0,0,35
224,0,4,8,64,32,0,58,3,0,0,15
224,0,5,8,46,32,0,28,6,0,9,31
224,0,4,7,49,28,0,11,4,0,12,65
224,0,5,7,25,28,0,34,1,0,2,34
225,0,7,10,100,40,0,40,4,0,5,36
225,0,6,8,31,32,0,8,1,0,3,22
225,0,5,8,43,32,0,33,1,0,2,18
225,0,6,7,49,28,0,15,3,0,15,50
225,0,8,8,49,32,0,32,8,0,5,66
225,0,7,8,15,32,0,5,2,0,6,42
225,0,8,6,36,24,0,46,1,0,4,20
225,0,3,10,51,40,0,33,3,0,3,36
225,0,4,6,36,24,0,14,1,0,4,30
225,0,2,7,49,28,0,-1,0,0,0,0
225,0,5,8,64,32,0,38,2,0,0,28
225,0,0,8,53,32,0,24,1,0,1,45
225,0,7,6,21,24,0,14,1,0,2,35
225,0,0,7,36,28,0,19,1,0,0,39
225,0,1,6,36,24,0,10,1,0,3,33
225,0,6,9,36,36,0,7,1,0,8,55
225,0,4,9,81,36,0,13,2,0,4,8
226,0,1,7,49,28,0,31,1,0,0,19
226,0,1,8,64,32,0,63,1,0,0,0
226,0,6,7,40,28,0,13,2,0,0,17
226,0,7,7,49,28,0,27,3,0,0,0
226,2,14,10,100,40,0,19,5,0,8,47
226,0,2,9,81,36,0,11,1,0,0,24
226,0,7,8,41,32,0,18,2,0,6,44
226,2,11,8,64,32,0,42,6,0,8,33
226,0,7,7,49,28,0,15,2,0,3,26
226,0,7,7,15,28,0,19,12,0,1,32
226,0,7,9,61,36,0,49,11,0,8,25
226,0,4,7,49,28,0,31,1,0,0,43
226,0,4,7,49,28,0,22,1,0,4,61
226,0,7,10,12,40,0,22,7,0,5,51
226,1,10,8,49,32,0,9,1,0,10,41
226,0,11,9,30,36,0,8,4,0,1,60
226,0,5,9,12,36,0,15,1,0,5,31
227,0,4,8,24,32,0,16,1,0,1,32
227,0,7,8,40,32,0,31,2,0,9,38
227,0,6,6,36,24,0,24,2,0,0,12
227,0,7,8,51,32,0,50,1,0,6,21
227,0,7,10,81,40,0,72,1,0,0,0
227,0,8,7,49,28,0,35,1,0,2,20
227,0,5,6,10,24,0,7,1,0,5,39
227,0,4,8,20,32,0,20,1,0,9,43
227,0,7,9,81,36,0,71,4,0,2,26
227,0,0,7,47,28,0,45,2,0,8,49
227,0,7,7,49,28,0,16,1,0,6,23
227,0,2,7,49,28,0,50,14,0,0,18
227,2,13,9,18,36,0,11,3,0,4,57
228,0,8,7,33,28,0,23,2,0,4,29
228,0,3,7,36,28,0,46,1,0,12,91
228,0,0,7,49,28,0,14,1,0,0,22
228,0,7,6,10,24,0,14,2,0,8,29
228,0,7,7,49,28,0,16,1,0,0,23
228,0,2,9,33,36,0,38,1,0,15,60
228,0,0,8,64,32,0,16,1,0,0,0
228,0,2,8,64,32,0,37,5,0,0,0
228,0,3,6,36,24,0,18,4,0,4,66
228,0,1,6,36,24,0,38,8,0,8,10
228,0,8,7,49,28,0,28,2,0,0,42
228,0,2,7,49,28,0,-1,0,0,0,8
228,0,1,6,36,24,0,23,4,0,0,0
228,0,1,8,28,32,0,21,2,0,3,29
228,0,3,7,31,28,0,12,8,0,9,13
228,0,6,8,36,32,0,21,7,0,4,48
228,0,4,11,18,44,0,24,2,0,2,34
228,1,11,7,49,28,0,30,4,0,12,29
228,0,6,6,36,24,0,12,17,0,8,46
228,0,0,8,19,32,0,9,2,0,2,48
228,0,3,7,22,28,0,15,1,0,10,30
229,1,11,7,36,28,0,21,4,0,2,13
229,0,5,7,24,28,0,12,6,0,7,34
229,0,2,8,64,32,0,-1,0,0,5,8
229,0,3,9,38,36,0,12,3,0,11,45
229,2,14,9,68,36,0,17,1,0,3,9
229,0,3,6,36,24,0,12,5,0,0,10
229,0,8,7,35,28,0,8,1,0,9,19
229,0,8,10,100,40,0,-1,0,0,2,12
229,0,0,9,64,36,0,60,2,0,2,45
229,1,11,8,64,32,0,7,1,0,0,34
230,2,11,8,64,32,0,20,2,0,8,37
230,0,3,7,49,28,0,28,1,0,8,29
230,0,6,9,64,36,0,8,6,0,4,57
230,0,2,8,64,32,0,16,8,1,6,30
230,0,8,8,49,32,0,39,2,0,0,8
230,0,8,8,58,32,0,14,3,0,9,27
230,0,5,7,49,28,0,13,3,0,0,21
230,0,8,7,13,28,0,18,1,0,3,40
230,0,7,6,10,24,0,5,1,0,3,20
230,0,1,6,17,24,0,22,1,0,7,26
230,0,2,9,64,36,0,42,1,0,5,33
230,0,11,7,14,28,0,12,3,0,9,35
230,1,11,8,38,32,0,36,1,0,9,33
231,0,4,7,42,28,0,13,2,0,1,6
231,0,6,7,29,28,0,7,1,0,0,18
231,0,2,6,36,24,0,19,4,0,0,2
231,0,2,7,16,28,0,7,6,0,9,76
231,0,2,6,15,24,0,5,1,0,3,41
231,0,7,5,25,20,0,16,1,0,1,22
231,0,2,8,64,32,0,53,8,0,4,8
231,0,5,9,41,36,0,9,2,0,3,9
231,0,1,8,64,32,0,9,2,0,0,0
231,0,5,7,46,28,0,42,2,0,13,37
231,0,4,8,64,32,0,53,2,0,7,20
231,0,1,7,49,28,0,-1,0,0,0,4
231,0,5,9,20,36,0,26,4,0,8,40
231,0,8,8,60,32,0,51,1,0,4,51
231,0,4,8,31,32,0,31,1,0,13,57
231,1,11,10,6,40,0,9,3,0,2,41
231,0,4,7,49,28,0,-1,0,0,8,26
231,0,7,7,16,28,0,7,4,0,1,42
231,0,6,9,25,36,0,12,2,0,4,54
231,0,3,8,32,32,0,12,3,0,4,45
231,0,7,7,49,28,0,14,1,0,8,33
231,2,11,8,52,32,0,15,1,0,0,6
231,1,11,6,36,24,0,6,1,0,0,36
232,0,4,8,64,32,0,57,13,0,5,22
232,0,7,8,36,32,0,15,1,0,3,33
232,0,7,8,58,32,0,8,1,0,8,55
232,1,11,11,121,44,0,-1,0,0,4,63
232,0,2,8,44,32,0,20,1,0,0,26
232,0,1,9,25,36,0,7,1,0,3,91
232,0,4,9,64,36,0,69,6,0,4,34
232,0,0,8,64,32,0,20,2,0,4,27
232,0,8,10,16,40,0,5,2,0,16,30
232,2,11,7,49,28,0,21,2,0,0,0
232,0,2,8,27,32,0,30,2,0,4,22
232,0,2,8,19,32,0,15,4,0,0,27
232,1,14,9,43,36,0,8,3,0,16,84
232,2,11,7,49,28,0,17,3,1,4,14
232,0,6,7,22,28,0,7,2,0,4,34
232,1,11,7,23,28,0,25,3,0,14,18
233,0,0,7,49,28,0,14,12,0,0,40
233,2,11,8,64,32,0,32,4,0,0,0
233,0,2,8,19,32,0,11,1,0,1,24
233,0,2,8,28,32,0,23,2,0,1,24
233,0,7,7,38,28,0,29,1,0,1,29
233,1,11,7,49,28,0,16,1,0,1,39
233,0,4,6,25,24,0,19,2,0,0,42
233,0,1,9,55,36,0,57,5,0,7,78
233,0,4,10,8,40,0,12,3,0,3,18
233,0,8,7,41,28,0,-1,0,0,3,27
233,0,6,7,8,28,0,6,1,0,4,24
233,2,11,9,81,36,0,27,2,0,0,0
233,1,11,7,48,28,0,34,3,1,4,55
234,0,8,11,100,44,0,-1,0,0,7,32
234,0,1,11,105,44,0,-1,0,0,6,58
234,0,2,6,18,24,0,16,1,0,5,51
234,0,2,6,36,24,0,13,1,0,3,24
234,0,4,8,49,32,0,27,1,0,0,20
234,0,5,9,47,36,0,45,1,0,6,27
234,0,7,11,8,44,0,4,1,0,0,29
234,0,5,7,49,28,0,21,1,0,0,39
234,0,5,9,29,36,0,22,4,0,0,2
234,0,0,10,60,40,0,54,1,0,16,48
235,0,1,10,100,40,0,73,2,0,1,45
235,0,4,7,49,28,0,44,7,0,5,35
235,0,4,8,64,32,0,53,1,0,0,12
235,0,3,6,35,24,0,29,1,0,2,60
235,0,2,9,81,36,0,64,2,0,1,64
235,0,0,6,36,24,0,24,4,0,0,13
235,0,7,7,49,28,0,27,3,0,0,48
235,2,11,9,75,36,0,60,2,0,7,34
235,2,11,9,59,36,0,11,3,0,8,77
235,0,1,6,36,24,0,22,4,0,0,0
235,0,7,7,49,28,0,18,2,0,12,63
235,0,2,7,49,28,0,-1,0,0,0,0
235,0,7,6,10,24,0,2,2,0,10,41
235,2,11,8,49,32,0,7,1,0,4,69
235,1,11,7,49,28,0,13,1,0,14,52
235,1,11,7,33,28,0,7,4,0,7,26
235,0,8,7,13,28,0,17,2,0,1,22
235,0,0,8,55,32,0,12,2,0,3,11
235,0,8,7,29,28,0,14,6,0,0,26
235,0,7,9,11,36,0,6,1,0,0,33
235,0,8,6,36,24,0,41,5,0,12,49
236,0,4,8,59,32,0,63,3,0,0,38
236,0,8,7,49,28,0,16,1,0,0,9
236,0,8,7,49,28,0,21,2,0,0,4
236,0,7,7,49,28,0,21,1,0,0,14
236,0,6,8,51,32,0,24,4,0,14,57
236,2,0,8,64,32,0,16,2,0,0,0
236,1,11,9,81,36,0,36,1,0,3,10
236,1,11,8,31,32,0,16,1,0,10,63
236,0,1,6,14,24,0,12,2,0,7,36
236,0,1,6,36,24,0,21,4,0,8,31
236,0,0,7,49,28,0,16,6,0,0,17
236,0,8,8,27,32,0,20,1,0,4,26
236,0,1,9,81,36,0,-1,0,0,13,70
236,0,7,7,32,28,0,35,1,0,4,24
236,0,7,8,64,32,0,16,1,0,0,36
236,0,1,9,55,36,0,17,1,0,1,29
236,0,5,9,21,36,0,19,1,0,9,39
237,0,1,8,33,32,0,7,1,0,1,51
237,0,2,9,8,36,0,2,1,0,0,65
237,0,5,8,64,32,0,43,6,0,0,0
237,0,7,6,36,24,0,26,1,0,0,17
237,0,2,7,49,28,0,33,7,0,4,34
237,1,11,8,64,32,0,40,3,0,8,28
237,0,7,7,15,28,0,8,4,0,4,22
237,0,2,9,30,36,0,14,1,0,1,43
237,1,11,10,29,40,0,6,2,0,2,72
237,0,1,8,21,32,0,14,3,0,9,31
237,0,2,7,10,28,0,7,2,0,4,29
237,0,11,10,8,40,0,9,4,0,0,21
237,2,11,7,49,28,0,7,1,0,5,32
238,2,1,6,36,24,0,22,1,0,0,8
238,0,8,9,64,36,0,61,3,0,6,33
238,0,7,7,7,28,0,12,4,0,3,31
238,0,2,7,15,28,0,12,1,0,4,26
238,0,2,7,49,28,0,51,1,0,5,24
238,0,2,8,29,32,0,31,1,0,3,57
238,0,4,9,29,36,0,17,1,0,7,20
238,0,1,8,9,32,0,8,2,0,1,24
238,0,2,5,25,20,0,10,2,0,2,15
238,0,2,7,49,28,0,-1,0,0,1,16
238,0,2,5,17,20,0,10,1,0,0,45
238,0,5,9,10,36,0,8,1,0,4,15
238,0,7,10,20,40,0,18,1,0,3,45
238,0,0,8,64,32,0,17,2,0,0,40
238,0,1,8,16,32,0,21,3,0,2,26
238,2,11,7,49,28,0,18,10,0,2,19
239,0,7,6,36,24,0,47,1,0,3,34
239,0,2,7,49,28,0,-1,0,0,5,14
239,0,4,8,48,32,0,57,5,0,0,43
239,0,2,7,49,28,0,41,1,0,13,46
239,0,7,7,49,28,0,33,1,0,10,25
239,0,4,8,41,32,0,56,2,0,12,57
239,0,5,6,35,24,0,21,4,0,0,24
239,0,4,6,25,24,0,20,1,0,3,18
239,0,5,9,20,36,0,28,6,0,7,33
239,0,0,7,31,28,0,7,1,0,1,52
239,0,0,7,25,28,0,27,1,0,3,30
240,2,14,12,106,48,0,18,1,0,10,57
240,0,7,8,64,32,0,21,2,0,0,0
240,0,5,10,100,40,0,-1,0,0,0,0
240,0,7,10,79,40,0,46,4,0,12,47
240,0,6,7,18,28,0,12,1,0,4,27
240,0,5,8,59,32,0,43,1,0,4,2
240,0,7,8,29,32,0,9,4,0,10,33
240,0,8,8,64,32,0,54,4,0,4,18
240,0,7,7,7,28,0,4,3,0,0,35
240,0,5,7,16,28,0,19,2,0,2,31
240,0,6,9,59,36,0,32,1,0,16,67
240,0,7,7,49,28,0,35,6,0,0,0
240,0,8,8,64,32,0,19,6,0,5,4
240,2,11,5,21,20,0,6,1,0,10,61
240,0,0,6,36,24,0,12,3,0,8,37
240,0,2,7,49,28,0,8,2,0,0,33
240,0,7,8,64,32,0,7,2,0,10,46
241,0,4,8,64,32,0,-1,0,0,0,23
241,0,2,8,64,32,0,56,2,0,2,24
241,0,8,6,36,24,0,25,1,0,3,30
241,0,6,7,49,28,0,19,1,0,2,28
241,2,14,7,36,28,0,6,1,0,0,46
241,0,4,9,81,36,0,69,2,1,0,0
241,0,1,6,36,24,0,24,1,0,5,24
241,0,2,7,49,28,0,41,3,0,8,30
241,2,11,7,8,28,0,15,5,0,8,38
241,0,7,9,81,36,0,19,2,0,0,48
241,1,14,8,12,32,0,4,2,0,0,26
241,0,1,7,26,28,0,2,1,0,11,72
241,0,5,10,100,40,0,-1,0,0,0,0
241,2,14,7,24,28,0,13,7,0,10,46
241,0,7,7,49,28,0,14,2,0,0,24
241,0,1,7,49,28,0,16,11,0,4,8
241,2,14,7,36,28,0,30,5,0,6,50
241,0,0,8,13,32,0,8,1,0,8,37
242,0,2,8,54,32,0,24,4,0,0,27
242,0,1,9,48,36,0,25,1,0,0,22
242,0,2,9,81,36,0,38,1,0,4,44
242,0,4,8,29,32,0,11,1,0,4,23
242,0,2,8,64,32,0,16,1,0,0,0
242,2,11,7,49,28,0,17,2,0,2,15
242,0,7,10,14,40,0,6,1,0,3,22
242,0,1,9,51,36,0,24,1,0,0,46
242,0,8,8,24,32,0,22,1,0,2,33
242,0,1,6,11,24,0,11,6,1,4,15
242,1,11,7,23,28,0,5,1,0,7,26
242,0,4,7,30,28,0,29,11,0,9,48
242,0,1,7,36,28,0,26,1,0,0,52
242,2,11,9,17,36,0,3,2,0,12,31
243,0,4,9,81,36,0,16,4,0,0,0
243,0,7,7,31,28,0,18,1,0,5,41
243,0,2,9,81,36,0,-1,0,0,9,21
243,0,2,9,13,36,0,5,5,0,0,37
243,2,14,8,49,32,0,7,2,0,4,51
243,0,2,8,19,32,0,19,1,0,2,23
243,0,7,8,28,32,0,6,1,0,9,57
243,0,2,6,19,24,0,18,2,0,0,14
243,2,11,10,20,40,0,12,1,0,4,12
243,0,2,6,36,24,0,-1,0,0,8,39
243,0,2,8,19,32,0,21,10,1,2,51
243,0,6,6,36,24,0,18,1,0,2,38
244,0,1,7,49,28,0,14,1,0,0,6
244,0,1,9,48,36,0,19,7,0,7,30
244,0,7,9,81,36,0,27,11,0,4,26
244,0,2,8,61,32,0,52,7,0,3,22
244,2,11,7,46,28,0,33,4,0,2,8
244,0,5,7,7,28,0,10,8,0,3,24
244,0,1,6,31,24,0,17,1,0,4,22
244,0,1,8,64,32,0,29,12,0,12,41
244,0,7,6,36,24,0,12,1,0,0,28
244,0,4,7,46,28,0,21,2,0,7,52
244,0,1,8,15,32,0,9,1,0,6,29
244,0,0,6,29,24,0,6,4,0,12,42
244,0,7,7,49,28,0,32,10,1,1,14
244,0,8,7,49,28,0,-1,0,0,0,39
244,0,6,8,22,32,0,13,1,1,7,40
244,2,11,8,64,32,0,17,1,0,4,65
245,0,8,8,64,32,0,45,3,0,8,21
245,0,4,10,64,40,0,40,1,0,1,9
245,0,6,8,64,32,0,25,4,0,6,36
245,1,11,7,49,28,0,26,2,0,0,33
245,0,1,9,81,36,0,51,2,0,13,70
245,0,8,7,13,28,0,7,1,0,1,20
245,0,0,7,19,28,0,16,5,0,8,36
245,2,11,10,20,40,0,21,2,0,4,14
245,0,7,8,34,32,0,45,1,0,4,34
245,1,11,10,14,40,0,17,2,0,0,35
245,0,5,9,47,36,0,37,4,0,8,33
245,0,4,7,9,28,0,7,2,0,8,31
245,0,4,8,64,32,0,42,9,0,0,1
245,0,5,9,20,36,0,24,3,0,0,25
245,0,7,7,21,28,0,2,1,0,16,87
245,2,0,8,18,32,0,8,5,0,8,62
246,0,4,9,29,36,0,22,6,0,2,38
246,0,3,7,49,28,0,24,1,0,0,12
246,0,7,5,19,20,0,10,3,0,4,42
246,0,7,9,81,36,0,37,1,0,11,50
246,0,1,7,18,28,0,22,1,0,3,19
246,0,1,6,36,24,0,11,2,0,0,4
246,0,2,6,36,24,0,14,10,0,9,15
246,0,8,8,48,32,0,16,1,0,2,21
246,0,5,6,26,24,0,23,2,0,1,17
246,0,0,6,36,24,0,14,1,0,4,18
246,0,6,7,33,28,0,7,2,0,13,67
246,1,14,7,10,28,0,4,4,0,4,74
247,0,5,9,81,36,0,-1,0,0,1,24
247,0,2,8,64,32,0,56,2,0,2,24
247,0,1,10,100,40,0,-1,0,0,0,0
247,0,2,7,22,28,0,7,2,0,4,26
247,0,5,8,64,32,0,57,1,0,4,52
247,0,7,8,54,32,0,45,2,0,2,63
247,0,6,9,34,36,0,15,1,0,5,31
247,2,11,7,49,28,0,30,3,0,0,12
247,0,7,7,28,28,0,28,5,0,6,21
247,0,4,8,20,32,0,20,1,0,7,24
247,0,7,7,23,28,0,25,2,0,4,36
247,0,7,8,43,32,0,49,3,0,0,17
247,0,4,6,29,24,0,16,6,0,2,30
247,0,7,8,34,32,0,54,2,1,0,16
247,0,7,7,8,28,0,12,4,0,6,22
247,0,0,7,49,28,0,17,5,0,10,28
247,0,7,7,49,28,0,40,8,0,1,24
247,0,2,8,11,32,0,17,2,0,0,16
247,0,1,9,15,36,0,7,2,0,8,53
247,2,14,7,49,28,0,14,9,0,0,9
247,0,6,9,27,36,0,16,3,0,4,48
247,1,14,9,58,36,0,16,4,0,8,75
247,0,5,7,14,28,0,11,3,0,9,49
247,0,0,7,36,28,0,20,6,0,7,53
247,0,1,7,35,28,0,23,3,0,13,64
248,0,8,9,81,36,0,-1,0,0,6,12
248,0,2,7,29,28,0,21,5,0,7,20
248,1,14,7,49,28,0,7,4,0,12,54
248,2,11,9,81,36,0,45,6,0,0,0
248,0,2,6,18,24,0,18,15,1,12,31
248,0,1,6,35,24,0,14,1,0,4,27
248,0,4,6,30,24,0,18,4,0,3,13
248,0,5,6,12,24,0,20,3,0,0,17
248,0,2,8,9,32,0,8,1,0,1,20
248,0,5,9,13,36,0,19,2,0,0,30
248,0,1,8,19,32,0,15,3,0,1,26
248,0,5,8,33,32,0,14,1,0,2,24
248,0,7,6,32,24,0,6,2,0,7,35
248,0,1,6,25,24,0,16,2,0,4,41
248,0,2,7,49,28,0,17,2,0,0,0
248,1,11,10,100,40,0,-1,0,0,8,52
249,0,7,8,64,32,0,21,4,0,0,0
249,0,4,8,64,32,0,60,1,0,4,26
249,0,11,8,18,32,0,15,3,0,2,46
249,0,2,7,22,28,0,11,2,1,2,16
249,0,2,9,22,36,0,22,4,0,7,23
249,0,6,7,26,28,0,8,1,0,2,43
249,0,7,8,42,32,0,25,1,0,0,38
249,0,2,8,11,32,0,15,5,0,2,44
249,0,1,6,36,24,0,30,22,1,8,17
249,0,2,10,18,40,0,8,1,0,0,29
249,0,1,8,26,32,0,15,1,0,4,18
249,0,2,8,64,32,0,45,5,0,0,0
249,0,2,7,10,28,0,6,1,0,0,27
249,2,11,8,21,32,0,6,3,0,13,30
249,0,0,6,36,24,0,8,3,0,0,52
249,1,11,8,22,32,0,15,1,0,4,42
250,0,4,9,44,36,0,30,1,0,1,54
250,1,14,10,81,40,0,14,1,0,7,18
250,0,8,8,39,32,0,-1,0,0,0,17
250,0,0,6,36,24,0,11,1,0,4,46
250,0,1,9,27,36,0,15,4,0,0,12
250,1,11,7,42,28,0,11,7,1,8,47
250,0,8,9,36,36,0,35,3,0,10,68
250,0,1,7,47,28,0,21,1,0,9,47
250,0,7,9,16,36,0,17,3,0,9,21
250,0,8,7,49,28,0,40,2,0,5,12
250,0,2,8,19,32,0,8,1,0,10,27
250,0,1,8,8,32,0,8,3,0,7,44
250,0,7,6,36,24,0,19,1,0,0,24
250,0,11,7,49,28,0,37,7,0,0,19
250,0,1,9,26,36,0,23,1,0,0,37
250,0,2,9,6,36,0,9,3,0,5,29
251,0,0,7,49,28,0,17,5,0,7,20
251,0,5,9,23,36,0,35,3,0,1,33
251,0,5,8,57,32,0,-1,0,0,6,23
251,0,7,8,28,32,0,23,1,0,7,28
251,0,1,8,64,32,0,57,14,0,4,29
251,0,7,7,17,28,0,9,4,0,2,42
251,2,11,6,36,24,0,6,2,0,14,61
251,2,11,8,6,32,0,6,4,0,1,39
251,0,8,8,64,32,0,27,5,0,11,32
251,0,4,11,18,44,0,11,1,0,3,56
251,2,11,7,49,28,0,18,1,0,0,18
251,1,11,7,49,28,0,9,3,0,8,53
251,0,2,7,17,28,0,10,3,0,8,49
251,0,11,8,16,32,0,7,1,0,7,23
251,0,8,9,27,36,0,26,1,0,4,24
252,0,2,7,49,28,0,46,7,1,0,12
252,0,5,8,36,32,0,28,5,0,0,17
252,0,1,7,49,28,0,18,6,0,4,28
252,0,2,6,17,24,0,18,1,0,5,19
252,0,5,6,28,24,0,38,3,1,4,17
252,0,2,9,81,36,0,60,2,0,1,4
252,2,11,7,49,28,0,31,12,0,0,11
252,2,11,8,54,32,0,16,2,0,8,18
252,0,2,9,11,36,0,13,1,0,6,18
252,0,4,8,49,32,0,17,1,0,4,28
252,0,2,9,6,36,0,11,5,0,4,18
252,0,7,7,6,28,0,12,13,1,0,11
252,0,1,6,10,24,0,14,1,0,4,26
252,2,11,7,49,28,0,14,2,0,8,30
252,0,4,8,34,32,0,15,2,0,3,36
252,0,2,7,42,28,0,19,5,0,4,31
252,0,4,7,9,28,0,8,2,0,9,10
253,0,1,6,22,24,0,20,3,0,3,45
253,0,7,8,64,32,0,34,4,0,0,24
253,0,7,8,64,32,0,-1,0,0,2,23
253,0,5,8,26,32,0,30,1,0,2,22
253,0,2,8,64,32,0,53,2,0,7,29
253,0,5,8,64,32,0,-1,0,0,3,4
253,0,5,8,13,32,0,11,4,0,3,53
253,0,2,8,30,32,0,26,1,0,3,32
253,0,3,6,36,24,0,14,1,0,0,0
253,2,11,5,25,20,0,10,5,0,2,42
253,0,1,6,16,24,0,10,1,0,4,29
253,2,14,6,31,24,0,11,3,0,0,33
253,0,4,9,8,36,0,10,2,0,0,19
253,0,2,10,27,40,0,17,2,0,4,28
254,0,2,8,36,32,0,17,1,0,0,35
254,0,5,10,50,40,0,32,3,0,6,22
254,0,4,8,64,32,0,22,1,0,6,29
254,0,1,8,26,32,0,11,1,0,2,23
254,0,7,9,81,36,0,54,2,0,4,36
254,0,2,8,28,32,0,14,1,0,4,21
254,0,2,8,64,32,0,47,3,0,7,58
254,0,5,7,24,28,0,11,1,0,7,34
254,0,5,9,6,36,0,7,2,0,2,24
254,0,11,8,64,32,0,18,3,0,8,52
254,0,2,7,49,28,0,35,1,0,2,33
254,0,5,6,28,24,0,11,1,0,0,37
254,0,7,9,23,36,0,17,1,0,4,32
254,0,1,6,6,24,0,3,3,0,15,29
254,0,5,9,21,36,0,19,3,0,1,14
254,0,7,6,14,24,0,4,1,0,6,49
254,1,11,7,29,28,0,9,2,0,9,97
255,0,5,8,64,32,0,55,1,0,0,24
255,0,2,6,25,24,0,10,4,0,4,14
255,0,2,6,36,24,0,25,6,0,0,8
255,1,7,8,49,32,0,34,2,0,4,15
