step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
87000,7748,2693,30565,46278,35896,15208,505,22367,1672,4,242578,2793159,19435.109,6501.305,0.2453,2781.800,0.015,0.913,0.051,0.021,0.457,0.388,1734,0.1505,0.7502,0.165,13.8,29.0,51.4,27.63,0.24,10.05,0.37,16.96,6.66,1.187,0.297,0.017,0.020,7.461,0.494,0.0036,168,527,773,9334,144,14,0.760,4027,76,1299,6373,392,1133,6223,20.75,30.05,4686,8.0881,67432,3766,64407,484.3,-0.0,1113358,14.674,2630837.750,9.03e-15,0.00008,34.08,17184,17.204,1.314,15.526,0.364,17.204,2230,2568,2950,0.4240,0.954,1.024,1.983,1.205,0.975,1.358,7741.957,5463.170,8039.808,7718.465,6458.637,1879.060,685.929,1154.517,0.387,0.548,0.412,0.469,0.211,0.259,3654,5274,0.4726,1.0000,0.9993,0.0502,1.0000,0.9999,0.7788,1.1323,1.0456,0.0142,0.0020,0.0099,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271,1074,0.9989,0.9219,0.8824,0.9985,0.0144,0.0180,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0553,0.0432,0.0374,0.093,0.041,0.056,0.066
88000,8193,2533,28476,39996,30307,11013,507,21462,1383,1,192257,2572913,18094.438,5259.416,0.2577,2163.166,0.014,0.914,0.055,0.018,0.448,0.392,1528,0.1395,0.7520,0.149,13.6,29.0,49.1,27.18,0.20,9.37,0.26,17.36,6.59,1.176,0.286,0.013,0.014,7.093,0.458,0.0036,176,569,733,7816,136,13,0.758,4031,78,1217,6898,446,1058,6689,21.75,31.10,4942,7.5056,67347,4052,64443,474.6,-0.0,1115012,14.037,2630837.750,5.49e-15,0.00022,10.34,15278,15.891,1.306,14.193,0.392,15.891,2319,3027,2847,0.4540,0.937,1.020,1.755,1.239,0.966,1.349,7832.501,5430.057,6109.275,7798.320,6350.010,1411.959,675.034,1009.257,0.364,0.544,0.400,0.411,0.180,0.244,4019,4139,0.5104,1.0000,0.9997,0.0538,1.0000,1.0000,0.8443,1.1067,1.0074,0.0088,0.0030,0.0108,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273,1046,0.9994,0.9142,0.8482,0.9988,0.0161,0.0207,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0532,0.0389,0.0305,0.057,0.032,0.041,0.031
89000,7928,2535,30816,44652,34098,13264,572,22925,1452,5,213503,2724754,19198.915,6131.001,0.2603,2657.437,0.014,0.915,0.049,0.022,0.443,0.399,1421,0.1515,0.7489,0.129,14.5,29.0,50.7,27.26,0.28,9.51,0.35,17.12,6.51,1.209,0.284,0.021,0.023,7.280,0.450,0.0036,171,542,745,8385,105,16,0.675,4068,96,1599,6233,621,1196,6111,22.00,30.94,5099,8.7913,67359,4106,63899,554.4,-0.0,1116338,14.803,2630837.750,5.49e-15,0.00001,32.05,16614,17.073,1.297,15.397,0.379,17.074,2568,2487,2873,0.4027,0.944,1.034,1.765,1.244,0.971,1.383,7444.815,5754.204,7625.584,7412.169,6818.597,1711.618,647.045,1114.901,0.377,0.533,0.402,0.408,0.187,0.281,3890,5368,0.4329,1.0000,0.9998,0.0535,0.9998,1.0000,0.7965,1.1102,1.0412,0.0147,0.0049,0.0097,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272,1331,0.9997,0.9273,0.8635,0.9983,0.0168,0.0184,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0531,0.0563,0.0455,0.090,0.046,0.055,0.070
90000,7206,2409,29327,41330,31392,11501,502,22196,1494,2,201851,2501210,18277.352,5709.875,0.2631,2391.226,0.013,0.910,0.057,0.020,0.428,0.407,1489,0.1654,0.7475,0.147,14.7,30.0,51.4,27.58,0.25,9.84,0.41,17.07,6.51,1.223,0.287,0.014,0.017,7.588,0.463,0.0036,171,546,645,7928,84,14,0.667,3515,333,757,6116,524,865,5817,24.75,33.10,5847,9.1161,67342,3645,63383,471.9,-0.0,1117694,14.285,2630837.750,3.61e-14,0.00003,15.85,15392,16.315,1.307,14.695,0.313,16.335,2302,2284,2620,0.4051,0.955,1.035,2.000,1.262,0.975,1.405,7291.587,5346.011,7213.042,7267.973,6187.563,1502.662,690.962,1125.024,0.365,0.506,0.397,0.399,0.171,0.250,3839,5481,0.4456,1.0000,0.9995,0.0500,1.0000,1.0000,0.8063,1.0842,1.0585,0.0134,0.0055,0.0080,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268,876,0.9988,0.8831,0.8843,0.9989,0.0172,0.0204,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0536,0.0493,0.0366,0.093,0.040,0.062,0.053
91000,7112,2234,27816,40350,31071,12009,525,19722,1198,2,173580,2303157,17679.404,5314.726,0.2611,2482.180,0.014,0.909,0.058,0.020,0.424,0.413,1053,0.1538,0.7403,0.142,15.6,29.7,52.4,27.25,0.39,9.34,0.31,17.20,6.55,1.220,0.276,0.018,0.019,7.356,0.435,0.0035,171,548,669,6664,56,14,0.654,3397,343,1029,5740,607,861,5644,26.00,35.01,5740,9.3165,67205,3997,63828,587.7,-0.0,1119115,13.243,2630837.750,8.67e-15,0.00000,12.95,14960,15.167,1.299,13.557,0.311,15.168,2215,2329,2568,0.4066,0.944,1.034,2.000,1.312,0.968,1.370,6411.484,4804.809,8235.648,6390.731,5535.205,1550.624,547.781,734.141,0.393,0.502,0.377,0.425,0.166,0.225,4157,6017,0.3841,1.0000,0.9998,0.0423,1.0000,1.0000,0.7802,1.1068,1.0406,0.0315,0.0039,0.0052,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271,971,0.9995,0.8993,0.8749,0.9987,0.0157,0.0183,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0520,0.0397,0.0304,0.089,0.023,0.045,0.048
92000,7046,2282,27598,40241,31392,12159,484,19481,1122,3,161327,2186404,17647.665,4965.539,0.2609,2334.532,0.020,0.898,0.061,0.021,0.418,0.417,692,0.1519,0.7393,0.130,16.0,30.0,54.4,27.21,0.28,9.69,0.41,16.84,6.38,1.263,0.280,0.019,0.022,7.492,0.428,0.0035,166,544,714,6271,40,12,0.634,3306,582,764,5700,711,958,5377,24.25,34.21,6256,10.0069,67190,3736,63905,621.2,-0.0,1119029,12.946,2630837.750,1.58e-14,0.00015,29.72,15166,14.861,1.295,13.250,0.316,14.861,2775,1973,2298,0.3500,0.965,1.077,2.000,1.350,0.977,1.403,6268.241,5079.209,7896.453,6245.514,5840.231,1341.924,490.030,799.052,0.367,0.492,0.385,0.432,0.176,0.232,3814,6070,0.4466,1.0000,0.9998,0.0453,1.0000,1.0000,0.7937,1.1250,1.0578,0.0194,0.0015,0.0045,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265,988,0.9999,0.9285,0.9044,0.9986,0.0140,0.0153,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0523,0.0622,0.0433,0.084,0.050,0.057,0.060
93000,8156,2435,30939,47148,36978,15689,520,19291,1453,5,210711,2403123,19067.651,6611.749,0.2653,3117.386,0.019,0.892,0.065,0.024,0.433,0.405,1029,0.1366,0.7417,0.149,13.6,29.6,50.6,26.43,0.37,9.29,0.34,16.43,6.47,1.226,0.285,0.019,0.021,6.995,0.465,0.0033,156,521,731,7951,99,10,0.688,3919,47,810,7299,524,964,6668,21.75,31.58,5465,9.2294,67116,3592,64124,769.6,-0.0,1121333,13.058,2630837.750,1.13e-14,0.00001,7.39,17810,16.244,1.296,14.529,0.420,16.245,2314,2813,3029,0.4193,0.949,1.034,2.000,1.310,0.972,1.397,6730.651,5289.714,9439.101,6704.873,6041.063,2017.373,574.654,902.337,0.388,0.512,0.395,0.489,0.175,0.199,3795,8078,0.4311,1.0000,1.0000,0.0407,1.0000,1.0000,0.7867,1.1231,1.0509,0.0316,0.0019,0.0088,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264,1002,0.9991,0.9312,0.8892,0.9991,0.0123,0.0138,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0513,0.0527,0.0368,0.062,0.046,0.056,0.051
94000,6850,2346,27542,39803,30186,11841,420,20051,1226,5,174617,2265755,17214.114,5426.289,0.2680,2501.271,0.019,0.895,0.060,0.026,0.419,0.413,1138,0.1631,0.7444,0.143,14.7,29.6,50.4,25.00,0.37,8.90,0.32,15.42,6.25,1.296,0.276,0.029,0.035,7.287,0.445,0.0035,169,549,642,7266,85,12,0.576,3391,32,1161,5657,399,1105,5346,24.00,33.67,6145,9.7978,67151,4020,64038,451.4,-0.0,1122416,13.166,2630837.750,1.82e-14,0.00031,25.94,15251,14.981,1.259,13.376,0.346,14.981,2432,1993,2425,0.3574,0.966,1.063,2.000,1.460,0.976,1.394,6028.499,4869.757,8043.801,6007.113,5664.471,1604.480,495.111,825.427,0.383,0.499,0.376,0.414,0.168,0.232,3899,6555,0.4301,1.0000,0.9996,0.0401,1.0000,1.0000,0.8884,1.1189,1.0583,0.0272,0.0048,0.0104,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264,1011,0.9991,0.9132,0.8921,0.9985,0.0147,0.0162,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0528,0.0539,0.0447,0.073,0.044,0.056,0.065
95000,9002,2504,33136,49959,38714,16238,585,20721,1553,1,210334,2546595,20116.533,6404.542,0.2628,2950.390,0.015,0.896,0.063,0.025,0.436,0.399,1341,0.1316,0.7440,0.152,14.0,30.0,50.6,26.47,0.29,9.47,0.42,16.28,6.40,1.239,0.290,0.021,0.025,6.858,0.384,0.0034,159,514,688,9086,84,11,0.643,4382,336,1249,7417,701,1801,6500,24.00,33.25,6962,12.1432,67312,3646,63978,666.1,-0.0,1121630,13.595,2630837.750,1.33e-14,0.00005,22.75,18293,16.639,1.246,14.909,0.483,16.640,4031,2385,2586,0.4267,0.939,1.030,2.000,1.292,0.977,1.399,6956.562,5334.213,9998.161,6935.489,6133.273,2058.512,574.507,821.133,0.397,0.517,0.391,0.447,0.169,0.232,3779,7752,0.4328,0.9999,0.9994,0.0370,1.0000,1.0000,0.8787,1.1020,1.0199,0.0173,0.0037,0.0080,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259,957,0.9998,0.9217,0.8560,0.9979,0.0147,0.0141,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0501,0.0602,0.0521,0.113,0.042,0.071,0.089
96000,7047,2289,31928,50344,39553,17881,535,22085,1816,9,238011,2649229,19363.197,7528.494,0.2609,3647.565,0.016,0.897,0.062,0.024,0.435,0.402,1353,0.1737,0.7462,0.152,14.4,29.2,46.5,25.28,0.30,8.86,0.24,15.88,6.35,1.251,0.280,0.026,0.030,7.404,0.449,0.0034,162,508,790,9254,63,12,0.624,3386,110,958,5979,723,774,5550,26.50,35.59,5807,9.7725,67324,3749,63615,438.7,-0.0,1125510,14.469,2630837.750,1.22e-14,0.00000,11.79,18358,17.291,1.291,15.665,0.335,17.292,2441,2271,2335,0.4149,0.954,1.034,2.000,1.372,0.973,1.395,6568.327,4818.198,10956.083,6548.036,5506.644,2602.451,569.928,708.550,0.425,0.505,0.372,0.486,0.150,0.226,3853,9085,0.4666,0.9998,0.9999,0.0341,1.0000,1.0000,0.9042,1.1102,1.0449,0.0267,0.0022,0.0047,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265,888,0.9994,0.9306,0.8814,0.9984,0.0146,0.0146,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0553,0.0488,0.0406,0.049,0.051,0.058,0.041
97000,6609,2263,30868,46272,36003,14836,568,20292,1564,8,199093,2483745,18138.622,6203.687,0.2582,2990.941,0.011,0.916,0.048,0.025,0.429,0.410,1500,0.1741,0.7554,0.141,14.4,28.0,45.5,24.91,0.16,8.82,0.22,15.70,6.27,1.259,0.286,0.013,0.015,7.136,0.467,0.0034,157,511,663,7892,64,13,0.669,2910,244,1004,5361,555,739,5315,25.00,34.33,5384,9.1818,67406,3612,63511,517.2,-0.0,1127694,13.294,2630837.750,4.60e-15,0.00001,37.87,17711,15.906,1.296,14.264,0.346,15.906,2133,2244,2232,0.4259,0.956,1.030,2.000,1.412,0.975,1.397,6746.011,4572.050,9130.995,6726.238,5272.330,1882.230,630.275,700.241,0.397,0.501,0.385,0.442,0.172,0.216,4154,8487,0.4399,0.9999,0.9997,0.0374,1.0000,1.0000,0.9413,1.0851,1.0437,0.0142,0.0015,0.0050,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268,955,0.9992,0.9106,0.8833,0.9987,0.0156,0.0139,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0546,0.0392,0.0348,0.051,0.034,0.055,0.041
98000,7509,2231,28103,40506,31676,11864,539,19735,1241,5,142471,2399519,17256.087,4484.915,0.2524,2237.577,0.013,0.913,0.052,0.023,0.442,0.403,934,0.1394,0.7617,0.172,13.6,28.1,48.0,25.95,0.21,7.82,0.24,17.67,6.35,1.246,0.254,0.012,0.014,6.835,0.432,0.0035,166,531,682,5838,133,16,0.685,3155,268,1577,5664,479,861,6169,25.00,33.53,5813,8.5498,67345,3827,63467,582.8,-0.0,1128259,12.848,2630837.750,9.91e-15,0.00000,16.14,15713,14.567,1.277,12.888,0.403,14.568,2459,2552,2498,0.4167,0.948,1.030,2.000,1.453,0.971,1.323,6839.503,5134.911,6671.226,6829.183,5993.255,959.171,588.555,699.611,0.380,0.525,0.406,0.411,0.183,0.262,4066,5148,0.4971,1.0000,0.9998,0.0461,1.0000,1.0000,0.8146,1.0898,1.0520,0.0181,0.0023,0.0038,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270,1074,0.9997,0.9078,0.8936,0.9977,0.0150,0.0155,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0526,0.0442,0.0425,0.059,0.051,0.059,0.063
99000,7567,2447,31242,45541,36098,13727,572,22545,1454,4,172766,2700380,18558.986,5519.172,0.2567,2747.260,0.018,0.894,0.052,0.036,0.453,0.399,1134,0.1439,0.7629,0.181,13.1,29.0,45.4,25.19,0.21,8.42,0.29,16.27,6.35,1.242,0.270,0.014,0.018,7.042,0.479,0.0036,164,503,797,6836,120,18,0.720,3332,68,1222,6277,507,1123,5937,22.00,31.78,4955,8.1126,67262,3897,63580,326.3,-0.0,1130507,14.073,2630837.750,1.59e-15,0.00037,23.57,17718,16.572,1.275,14.897,0.400,16.573,2451,2576,2540,0.4031,0.948,1.033,2.000,1.417,0.971,1.348,7206.082,5067.592,8095.020,7188.497,6022.729,1383.453,635.212,753.247,0.411,0.530,0.411,0.419,0.174,0.272,4125,5841,0.4698,0.9999,0.9995,0.0390,1.0000,1.0000,0.8442,1.1162,1.0270,0.0103,0.0044,0.0110,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272,1340,0.9995,0.9069,0.8546,0.9982,0.0132,0.0170,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0541,0.0439,0.0414,0.080,0.048,0.059,0.068
100000,8003,2523,28720,41915,32565,12615,580,21150,1216,7,155871,2630162,17915.467,4839.483,0.2551,2354.775,0.018,0.905,0.047,0.030,0.458,0.392,1181,0.1338,0.7622,0.173,13.7,29.0,43.5,24.52,0.17,7.99,0.25,16.11,6.29,1.257,0.264,0.010,0.012,7.035,0.468,0.0035,172,541,731,6592,82,15,0.722,3505,109,1412,6482,349,1203,6451,23.00,31.86,5306,8.1997,67320,3820,63197,367.9,-0.0,1131562,13.625,2630837.750,1.79e-14,0.00000,30.54,16297,15.460,1.283,13.723,0.454,15.480,2600,2363,3040,0.3682,0.954,1.034,2.000,1.362,0.968,1.391,7118.787,5419.160,6827.427,7101.489,6341.327,1058.324,645.183,781.200,0.384,0.533,0.438,0.426,0.192,0.270,4105,4920,0.5186,0.9997,0.9997,0.0441,1.0000,1.0000,0.9095,1.0913,1.0621,0.0102,0.0040,0.0066,0.0000,0.6486,0.9336,0.2671,0.6716,0.9706,0.00270,991,0.9994,0.9049,0.8946,0.9985,0.0154,0.0191,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0553,0.0444,0.0381,0.066,0.042,0.043,0.059
