step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right
21000,8577,2358,39438,58881,46060,18675,768,30494,1725,1,194728,2585353,20935.310,6921.994,0.2716,3616.151,0.047,0.834,0.036,0.083,0.366,0.468,669,0.1660,0.8369,0.207,11.0,18.5,48.0,21.86,0.49,6.07,0.98,14.32,6.92,1.135,0.247,0.032,0.036,6.118,0.458,0.0038,156,486,729,10591,116,12,0.815,3410,58,1172,7347,480,1122,6975,24.75,33.50,5455,9.1742,66946,3775,150614,619.6,-0.0,917045,16.450,2631002.543,2.97e-14,0.00014,8.53,18057,19.583,1.346,17.984,0.253,19.583,2710,3532,2335,0.5291,0.958,1.000,1.655,1.275,0.984,1.202,8826.658,4950.021,10174.324,8689.814,5687.323,1944.079,618.335,743.429,0.344,0.381,0.365,0.467,0.175,0.272,3800,8827,0.5093,1.0000,0.9997,0.0814,1.0000,1.0000,0.8366,1.2035,0.9840,0.0286,0.0140,0.0238,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,707,0.9990,0.9658,0.8917,0.9989,0.0416,0.0575,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0652,0.0947,0.0937,0.219,0.262,0.120,0.305
22000,9154,2350,40144,56836,43983,15816,876,30187,1582,2,185120,2597714,20923.304,5987.129,0.2687,2878.271,0.042,0.845,0.032,0.081,0.369,0.462,667,0.1586,0.8493,0.210,11.0,18.4,47.4,21.76,0.30,6.27,0.84,14.35,6.90,1.134,0.253,0.025,0.029,6.017,0.452,0.0038,150,465,710,11476,108,10,0.808,3647,37,941,8176,563,1574,7017,26.25,35.50,5805,9.9754,67001,3889,145102,608.5,-0.0,923949,15.656,2631002.543,2.74e-14,0.00041,31.86,17545,18.878,1.342,17.258,0.278,18.878,3143,3454,2557,0.5013,0.970,1.000,1.529,1.244,0.987,1.200,9171.699,5017.414,8920.482,9047.599,5833.494,1653.014,690.408,765.435,0.343,0.381,0.376,0.406,0.175,0.267,3830,7102,0.4304,0.9996,1.0000,0.0853,1.0000,1.0000,0.8484,1.2613,1.0082,0.0116,0.0100,0.0205,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,694,0.9999,0.9733,0.8818,0.9981,0.0399,0.0608,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0622,0.0797,0.0792,0.180,0.214,0.107,0.262
23000,8742,2359,42625,62145,48848,18530,990,31782,1805,3,189218,2710265,21671.549,6567.914,0.2787,3271.590,0.045,0.834,0.036,0.086,0.372,0.460,1288,0.1690,0.8562,0.216,11.0,17.4,46.2,21.06,0.36,5.97,0.84,13.88,6.87,1.143,0.249,0.029,0.033,6.080,0.456,0.0038,146,452,737,11494,76,10,0.797,3539,50,916,7776,494,1295,6953,26.75,35.70,6581,10.1331,67090,3682,139059,530.5,-0.0,931427,16.227,2631002.543,7.08e-16,0.00005,11.13,19174,19.618,1.338,18.009,0.271,19.619,2610,3547,2585,0.4913,0.975,1.003,1.585,1.293,0.984,1.209,9784.957,5415.873,8748.075,9651.800,6543.264,1602.059,740.467,953.798,0.317,0.393,0.395,0.397,0.213,0.325,3695,8739,0.5129,1.0000,0.9998,0.0929,1.0000,1.0000,0.8529,1.2405,1.0175,0.0187,0.0111,0.0219,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,708,0.9997,0.9726,0.8952,0.9984,0.0401,0.0614,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0648,0.0863,0.0853,0.171,0.243,0.106,0.272
24000,10475,2856,46103,67823,52782,20714,1006,32264,2035,3,240572,2908455,24170.619,7715.713,0.2781,3534.827,0.045,0.841,0.031,0.083,0.370,0.462,1303,0.1506,0.8438,0.205,11.0,19.5,50.0,22.25,0.46,6.53,0.89,14.36,6.87,1.160,0.249,0.031,0.035,6.373,0.489,0.0037,144,447,727,12754,84,9,0.744,4403,239,1571,8665,858,1196,8421,22.00,31.55,5658,11.3138,67178,3701,133149,635.5,-0.0,939258,16.930,2631002.543,8.50e-15,0.00001,20.30,21472,21.795,1.346,20.030,0.419,21.796,3617,3784,3074,0.4361,0.986,1.028,1.635,1.295,0.986,1.213,9733.273,5369.846,11818.265,9614.739,6272.442,2767.933,670.108,742.844,0.359,0.379,0.369,0.413,0.193,0.299,3620,9563,0.4288,0.9996,0.9997,0.0755,1.0000,1.0000,0.8170,1.2220,1.0062,0.0243,0.0113,0.0245,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,505,0.9995,0.9595,0.8996,0.9989,0.0393,0.0586,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0641,0.0900,0.0880,0.199,0.240,0.102,0.274
25000,10039,2576,42434,58694,44462,15280,980,32442,1808,1,206531,2714596,21924.495,6377.974,0.2769,2803.220,0.043,0.840,0.030,0.086,0.363,0.467,726,0.1531,0.8501,0.200,11.0,18.0,49.1,21.93,0.33,6.23,0.85,14.53,6.90,1.126,0.249,0.024,0.027,6.017,0.459,0.0039,152,474,750,12262,98,9,0.767,3903,235,1566,8238,816,1197,8026,26.50,34.04,6706,10.8165,67349,3579,127810,573.1,-0.0,945882,16.856,2631002.543,3.54e-15,0.00018,32.07,18182,20.142,1.347,18.488,0.307,20.142,2950,4096,2993,0.4874,0.984,1.003,1.426,1.255,0.987,1.188,9892.351,5417.425,8556.504,9761.071,6410.139,1950.751,683.159,940.844,0.309,0.389,0.372,0.338,0.190,0.308,3644,7999,0.4523,1.0000,0.9996,0.0856,1.0000,1.0000,0.8132,1.2140,1.0083,0.0161,0.0081,0.0204,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,620,0.9999,0.9728,0.8908,0.9985,0.0375,0.0554,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0624,0.0806,0.0795,0.190,0.218,0.087,0.267
26000,8699,2478,40855,59001,45472,17183,963,32535,1818,3,209777,2750220,21592.787,6565.943,0.2744,2967.685,0.046,0.845,0.028,0.081,0.371,0.463,781,0.1705,0.8416,0.204,11.0,19.0,48.3,21.04,0.43,6.03,0.92,13.67,6.78,1.177,0.243,0.027,0.030,6.244,0.470,0.0039,155,470,715,11652,85,9,0.752,3627,172,1544,6983,687,947,7065,26.75,34.90,6933,10.2475,67300,3583,123969,537.4,-0.0,951438,16.749,2631002.543,8.85e-16,0.00044,11.77,18327,19.892,1.343,18.275,0.273,19.892,2894,3258,2547,0.4620,0.984,1.018,1.686,1.356,0.987,1.218,9757.173,5227.161,8638.760,9633.392,6288.320,1882.037,733.600,982.622,0.331,0.397,0.364,0.379,0.221,0.330,3461,7235,0.5640,0.9998,0.9995,0.0863,1.0000,1.0000,0.8839,1.2184,1.0198,0.0301,0.0113,0.0169,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,604,0.9999,0.9700,0.8976,0.9988,0.0386,0.0530,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0639,0.0868,0.0858,0.201,0.240,0.084,0.310
27000,8611,2459,40799,58018,44336,16236,983,31877,1773,2,182505,2721815,20905.469,5792.139,0.2796,2602.573,0.038,0.852,0.032,0.077,0.368,0.468,835,0.1693,0.8558,0.210,11.0,17.6,42.7,20.46,0.35,5.74,0.90,13.47,6.82,1.143,0.249,0.032,0.036,6.206,0.456,0.0039,153,468,611,12238,49,8,0.820,3500,59,1398,7154,443,1312,6856,27.25,34.47,7509,10.0914,67289,4108,121688,520.9,-0.0,955538,16.183,2631002.543,5.31e-15,0.00051,35.39,17758,19.099,1.333,17.508,0.258,19.099,2530,3525,2556,0.4943,0.979,1.002,1.576,1.279,0.985,1.225,9706.051,5258.103,7736.199,9591.145,6180.699,1616.695,714.772,858.099,0.336,0.397,0.348,0.396,0.197,0.289,3616,6688,0.4950,1.0000,0.9999,0.0818,1.0000,1.0000,0.9197,1.2325,1.0269,0.0257,0.0092,0.0170,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,547,0.9997,0.9739,0.8788,0.9980,0.0346,0.0503,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0654,0.0849,0.0838,0.215,0.242,0.101,0.293
28000,9561,2446,45331,66712,53048,20258,1123,32704,1526,2,179553,2771527,23090.577,6395.289,0.2779,3276.655,0.038,0.842,0.034,0.086,0.367,0.468,709,0.1576,0.8606,0.211,11.8,17.4,44.4,20.50,0.35,5.58,0.87,13.70,6.80,1.156,0.243,0.022,0.026,5.828,0.455,0.0038,139,452,651,13017,67,9,0.789,3723,111,1400,8050,650,1185,7726,30.00,37.56,7303,10.5477,67290,3747,119490,824.0,-0.0,959373,16.581,2631002.543,8.50e-15,0.00215,20.43,20321,20.367,1.404,18.648,0.315,20.367,2967,3918,2676,0.5085,0.976,1.000,1.613,1.282,0.986,1.266,10647.745,5600.448,9185.080,10528.945,6653.207,1288.184,818.570,1011.879,0.321,0.393,0.360,0.445,0.203,0.276,3466,9411,0.4909,0.9998,0.9999,0.1003,1.0000,1.0000,0.9088,1.2271,1.0218,0.0236,0.0074,0.0194,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,738,0.9997,0.9748,0.8918,0.9986,0.0374,0.0517,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0611,0.0844,0.0839,0.205,0.238,0.094,0.289
29000,10202,2425,45249,69245,54092,23043,953,33136,2279,2,219387,2800234,23473.631,7779.696,0.2974,3702.423,0.040,0.844,0.038,0.078,0.358,0.474,842,0.1538,0.8505,0.217,11.4,18.5,53.8,22.06,0.43,5.67,1.02,14.94,6.77,1.181,0.236,0.026,0.030,5.959,0.413,0.0038,147,465,677,13883,80,7,0.734,4073,112,1306,8784,827,1700,7675,29.75,36.83,6075,10.3740,67237,3984,117038,841.3,0.0,965018,16.577,2631002.543,1.95e-14,0.00059,15.85,23008,22.128,1.382,20.317,0.429,22.129,3428,4074,2700,0.4779,0.969,1.011,1.804,1.361,0.983,1.251,10114.659,5257.829,10897.285,9995.835,6282.934,2179.463,717.657,1180.153,0.347,0.365,0.357,0.481,0.197,0.302,3720,8469,0.4395,1.0000,0.9993,0.0782,1.0000,1.0000,0.8141,1.1762,0.9906,0.0271,0.0101,0.0192,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,722,0.9997,0.9631,0.8855,0.9977,0.0347,0.0502,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0599,0.1068,0.1016,0.220,0.262,0.099,0.346
30000,10917,2378,43033,61036,47319,17018,985,30551,1798,0,192329,2573361,22196.002,6561.364,0.2833,3155.940,0.038,0.846,0.029,0.087,0.350,0.476,993,0.1416,0.8508,0.208,11.9,19.3,48.0,21.58,0.33,5.74,0.77,14.75,6.89,1.152,0.238,0.022,0.024,5.806,0.405,0.0037,146,461,636,12475,53,10,0.789,4351,154,1573,9190,1048,1301,8568,29.25,36.80,7156,11.1651,67325,3909,113305,766.8,-0.0,969885,15.928,2631002.543,8.85e-16,0.00051,32.73,18974,20.142,1.369,18.369,0.404,20.172,3478,4306,3133,0.4829,0.974,1.008,1.582,1.286,0.982,1.237,9736.847,5675.079,9138.820,9636.568,6576.554,1699.199,771.613,934.611,0.321,0.356,0.371,0.385,0.184,0.300,3705,9283,0.4443,0.9999,0.9997,0.0799,1.0000,1.0000,0.8656,1.1782,0.9852,0.0244,0.0066,0.0130,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,686,0.9997,0.9695,0.8630,0.9985,0.0353,0.0536,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.0850,0.0829,0.181,0.213,0.092,0.252
31000,8032,2312,42470,64054,50163,20654,930,32096,1735,2,196547,2685255,22190.484,7350.118,0.2847,3853.175,0.042,0.839,0.034,0.085,0.360,0.470,875,0.1918,0.8434,0.199,12.0,18.8,49.3,21.58,0.42,6.04,0.85,14.27,6.91,1.144,0.247,0.030,0.034,6.246,0.455,0.0038,147,457,742,12569,42,10,0.811,3297,675,871,6486,552,839,6641,28.50,37.36,6773,11.0314,67246,3827,110173,565.9,-0.0,976135,16.782,2631002.543,1.10e-14,0.00019,7.71,20112,20.614,1.356,19.037,0.220,20.614,2421,3304,2307,0.4864,0.984,1.007,1.559,1.311,0.986,1.195,9173.275,4976.237,10929.842,9076.530,6037.287,1946.961,750.875,799.108,0.356,0.347,0.389,0.434,0.204,0.319,3730,10798,0.4596,1.0000,0.9999,0.0713,1.0000,1.0000,0.8639,1.2077,0.9837,0.0305,0.0086,0.0177,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,724,0.9992,0.9748,0.8660,0.9988,0.0387,0.0543,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0628,0.0974,0.0967,0.202,0.235,0.089,0.293
32000,8039,2283,37470,52845,40726,14541,834,27873,1356,2,157723,2228062,19603.619,5418.791,0.2794,2664.187,0.040,0.848,0.027,0.085,0.340,0.485,542,0.1729,0.8473,0.205,12.0,18.7,51.1,22.07,0.42,6.16,1.06,14.44,6.94,1.129,0.243,0.031,0.037,6.347,0.475,0.0038,148,462,679,10975,78,12,0.849,3260,232,861,6946,695,754,6590,27.25,36.38,8893,11.8805,67174,3610,108396,420.3,-0.0,978029,14.699,2631002.543,1.56e-14,0.00063,26.07,15637,17.439,1.348,15.885,0.206,17.439,2490,3247,2302,0.4766,0.991,1.007,1.485,1.266,0.988,1.178,8935.608,4743.400,7830.331,8823.748,5613.727,1405.639,644.319,704.645,0.314,0.345,0.359,0.382,0.192,0.285,3837,7669,0.4487,1.0000,0.9998,0.0865,1.0000,1.0000,0.8488,1.2266,0.9975,0.0284,0.0078,0.0185,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,563,0.9990,0.9785,0.8756,0.9988,0.0353,0.0489,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0630,0.1037,0.1032,0.265,0.288,0.111,0.363
33000,9611,2366,43320,74660,61312,30430,910,28427,1569,1,194906,2366508,24675.013,8050.155,0.2698,4763.350,0.041,0.841,0.029,0.088,0.346,0.479,722,0.1493,0.8305,0.212,12.0,20.2,56.7,25.05,0.44,6.19,1.08,17.34,7.07,1.120,0.233,0.021,0.023,6.489,0.432,0.0037,139,444,638,12013,59,12,0.841,3757,103,1170,8338,838,1899,6874,26.25,34.38,5837,12.5084,67170,3454,107528,1488.4,0.0,981797,15.065,2631002.543,2.48e-14,0.00021,17.88,21491,19.709,1.339,18.090,0.281,19.710,3673,3430,2508,0.4824,0.967,1.010,1.491,1.202,0.988,1.180,8690.899,4808.054,15279.689,8591.338,5567.337,1913.017,692.863,680.925,0.359,0.335,0.349,0.578,0.181,0.246,3776,11238,0.4425,1.0000,0.9996,0.0671,1.0000,1.0000,0.7384,1.2300,0.9977,0.0215,0.0068,0.0200,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,513,0.9996,0.9815,0.8733,0.9987,0.0352,0.0467,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.1014,0.1009,0.227,0.273,0.101,0.358
34000,8703,2237,38703,55585,43259,16043,839,28762,1539,5,174733,2262626,20430.847,6307.352,0.2777,3274.154,0.038,0.839,0.031,0.092,0.338,0.486,603,0.1637,0.8378,0.216,12.0,17.0,49.1,21.67,0.45,5.86,0.97,14.39,6.97,1.133,0.239,0.030,0.034,6.044,0.465,0.0038,149,474,612,11461,52,9,0.838,3524,33,1030,7640,517,1086,7100,26.75,36.39,5385,9.0201,67115,3471,105007,528.5,-0.0,988526,15.441,2631002.543,9.56e-15,0.00050,10.03,16703,18.466,1.341,16.876,0.249,18.467,2711,3476,2516,0.4904,0.984,1.004,1.554,1.287,0.985,1.170,8847.489,4878.905,9287.990,8752.989,5664.023,1690.101,648.183,694.913,0.324,0.348,0.335,0.424,0.183,0.252,3646,8731,0.5202,1.0000,0.9998,0.0738,1.0000,1.0000,0.8648,1.2182,0.9890,0.0289,0.0072,0.0254,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,574,0.9993,0.9815,0.8724,0.9989,0.0368,0.0502,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0606,0.1059,0.1054,0.257,0.274,0.106,0.345
35000,9429,2305,38109,52708,40122,13840,759,28712,1430,1,168475,2170022,19928.403,5243.141,0.2729,2369.553,0.038,0.839,0.033,0.089,0.329,0.495,631,0.1484,0.8509,0.215,12.0,18.7,50.2,21.51,0.33,5.97,1.01,14.20,6.83,1.164,0.241,0.021,0.022,5.810,0.458,0.0038,148,468,635,11473,70,10,0.783,3545,140,1326,7963,623,1867,6939,28.00,36.88,7075,11.2501,67277,3290,102590,607.1,-0.0,990705,14.970,2631002.543,2.83e-15,0.00030,33.64,15953,17.845,1.353,16.221,0.271,17.846,3402,3578,2449,0.4575,0.992,1.022,1.626,1.330,0.989,1.190,8952.631,4556.422,8195.304,8864.972,5237.680,1629.292,633.851,610.445,0.298,0.345,0.332,0.399,0.164,0.228,3781,6747,0.4118,1.0000,0.9989,0.0757,1.0000,1.0000,0.8927,1.2343,1.0035,0.0184,0.0090,0.0173,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,493,1.0000,0.9826,0.9001,0.9987,0.0352,0.0469,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0581,0.1043,0.1036,0.263,0.275,0.119,0.359
36000,9524,2455,43074,65502,52131,21581,847,29544,1601,1,178481,2310805,22898.641,7269.273,0.2834,4107.483,0.050,0.825,0.038,0.088,0.335,0.487,552,0.1548,0.8356,0.210,12.0,19.6,47.5,21.34,0.39,5.77,0.93,14.25,6.85,1.168,0.241,0.023,0.025,6.072,0.451,0.0037,141,438,657,11853,51,12,0.773,3693,204,1117,8203,865,1480,7179,28.25,36.75,5970,11.6072,67369,3665,99971,726.7,0.0,996204,15.481,2631002.543,8.14e-15,0.00039,11.63,19993,19.727,1.347,18.096,0.283,19.727,3528,3398,2598,0.4654,0.992,1.019,1.622,1.303,0.988,1.219,8755.468,4817.523,12911.994,8669.654,5424.476,1909.534,565.004,687.251,0.336,0.341,0.321,0.479,0.156,0.225,3818,11370,0.4366,1.0000,0.9995,0.0590,1.0000,1.0000,0.8877,1.2199,1.0512,0.0212,0.0110,0.0205,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,463,0.9999,0.9759,0.9162,0.9990,0.0325,0.0443,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0605,0.0934,0.0929,0.230,0.236,0.094,0.311
37000,9100,2583,42827,63098,49616,19283,988,30839,1615,2,178875,2500313,22301.763,6555.395,0.2782,3444.954,0.043,0.837,0.028,0.092,0.343,0.484,739,0.1664,0.8465,0.216,11.9,17.0,47.9,21.46,0.38,5.37,0.93,14.79,6.99,1.122,0.231,0.022,0.024,6.225,0.481,0.0037,144,455,602,12626,41,8,0.861,3427,292,1516,7292,769,1199,7132,27.75,35.26,5416,10.2492,67406,3531,97198,731.9,-0.0,1001414,16.257,2631002.543,2.23e-14,0.00000,24.14,18941,19.717,1.366,18.126,0.224,19.717,2992,3565,2543,0.4996,0.991,1.000,1.531,1.222,0.990,1.190,9348.209,5130.833,10533.073,9255.828,5957.816,1758.187,596.694,755.560,0.329,0.346,0.355,0.432,0.167,0.310,3576,10387,0.4094,0.9999,0.9999,0.0709,1.0000,1.0000,0.8530,1.2283,1.0250,0.0244,0.0106,0.0149,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,408,0.9995,0.9751,0.9006,0.9983,0.0309,0.0423,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0642,0.0892,0.0890,0.214,0.236,0.109,0.325
38000,8453,2119,35705,48103,36900,11658,740,27805,1043,3,129223,1991867,18580.488,4236.756,0.2641,2103.615,0.043,0.844,0.028,0.085,0.317,0.503,356,0.1623,0.8624,0.215,12.0,17.4,49.0,21.73,0.43,5.65,0.99,14.65,6.97,1.114,0.241,0.028,0.031,5.985,0.443,0.0039,147,478,647,10702,74,10,0.850,3129,351,1234,6868,746,1171,6536,30.00,38.85,7387,10.4909,67480,3816,95861,492.2,-0.0,1003264,14.511,2631002.543,1.42e-14,0.00042,31.31,13880,16.288,1.343,14.754,0.190,16.288,2801,3342,2310,0.5260,0.973,1.000,1.485,1.203,0.990,1.185,8841.279,4516.100,6785.565,8763.587,5134.951,894.663,618.851,619.627,0.268,0.346,0.310,0.388,0.153,0.207,3875,6989,0.4603,0.9998,0.9999,0.0823,1.0000,1.0000,0.8712,1.2229,1.0120,0.0218,0.0101,0.0275,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,512,0.9992,0.9781,0.8920,0.9986,0.0346,0.0433,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0612,0.1039,0.1034,0.261,0.269,0.109,0.327
39000,8567,2338,42604,67238,54009,23728,906,31755,1626,2,196115,2764868,23276.738,7582.589,0.2749,4213.348,0.044,0.846,0.028,0.081,0.372,0.465,516,0.1695,0.8324,0.212,12.0,17.7,47.8,21.11,0.41,5.92,0.93,13.86,6.92,1.147,0.247,0.028,0.031,6.061,0.468,0.0038,153,464,620,11692,47,9,0.790,3430,70,1472,7025,346,1118,7103,26.75,35.25,4574,8.0983,67375,3675,94122,520.1,-0.0,1009701,16.960,2631002.543,6.37e-15,0.00040,12.25,20159,20.659,1.366,19.072,0.222,20.660,2559,3436,2572,0.4864,0.984,1.005,1.615,1.323,0.983,1.192,9738.617,5364.049,11494.408,9654.421,6341.258,1816.823,676.899,875.518,0.374,0.374,0.367,0.529,0.194,0.288,3526,8431,0.5223,1.0000,1.0000,0.0700,1.0000,1.0000,0.9211,1.1805,1.0154,0.0250,0.0090,0.0241,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,676,0.9996,0.9706,0.8723,0.9986,0.0315,0.0431,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0614,0.0935,0.0931,0.221,0.244,0.093,0.300
40000,7803,2292,35936,46901,34641,10165,800,30499,1455,0,152303,2336380,18453.218,4491.919,0.2853,1775.838,0.041,0.850,0.028,0.081,0.345,0.480,595,0.1836,0.8602,0.218,12.0,17.0,44.0,20.55,0.36,5.52,1.04,13.63,6.91,1.131,0.247,0.028,0.034,6.139,0.474,0.0040,159,480,640,10969,60,9,0.832,3098,103,1411,6289,434,825,6544,30.50,37.84,6252,8.1926,67387,3780,92752,335.3,-0.0,1011767,15.526,2631002.543,1.06e-14,0.00010,36.36,14355,17.312,1.344,15.773,0.194,17.332,1927,3427,2449,0.5181,0.968,1.000,1.559,1.296,0.984,1.207,9482.072,5054.541,4931.973,9407.545,5889.538,1200.322,667.405,848.354,0.282,0.373,0.349,0.310,0.165,0.253,3578,4180,0.5362,0.9999,0.9999,0.0868,1.0000,1.0000,0.9409,1.1843,1.0297,0.0258,0.0085,0.0208,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,566,1.0000,0.9762,0.9071,0.9986,0.0314,0.0396,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0641,0.0973,0.0970,0.261,0.269,0.103,0.352
41000,9300,2382,41419,56890,42868,14565,906,30992,1726,1,167181,2462170,20876.179,5453.541,0.2950,2370.818,0.039,0.847,0.028,0.086,0.343,0.485,617,0.1593,0.8600,0.210,11.8,18.9,47.7,20.40,0.40,5.76,0.80,13.43,6.67,1.230,0.238,0.018,0.023,5.798,0.432,0.0039,146,461,641,12308,51,11,0.725,3733,105,929,8266,602,1584,7114,29.00,36.17,8160,11.7030,67398,3658,92024,591.2,-0.0,1011396,15.825,2631002.543,4.07e-15,0.00024,15.95,18383,19.437,1.352,17.698,0.388,19.438,3859,3173,2268,0.4463,0.984,1.028,1.904,1.442,0.987,1.209,9767.462,5094.721,7632.961,9676.447,5937.589,1639.671,682.552,760.499,0.313,0.358,0.345,0.373,0.169,0.249,3603,6661,0.4148,0.9997,0.9996,0.0794,1.0000,1.0000,0.9599,1.1947,1.0242,0.0235,0.0139,0.0196,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,542,0.9999,0.9663,0.8829,0.9974,0.0312,0.0422,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0577,0.0855,0.0849,0.194,0.216,0.090,0.281
42000,9163,2339,44274,63424,48373,18255,895,29930,2195,1,200755,2456352,22371.500,7225.222,0.2945,3530.115,0.036,0.849,0.030,0.085,0.340,0.486,1112,0.1640,0.8442,0.216,11.2,17.8,48.9,20.76,0.36,5.95,0.87,13.59,6.82,1.178,0.251,0.021,0.025,5.725,0.437,0.0037,140,437,657,12220,70,11,0.795,3652,418,1249,7496,744,1299,7120,29.25,36.19,7797,11.8270,67346,3916,91356,580.3,-0.0,1015103,15.388,2631002.543,5.66e-15,0.00005,16.82,21160,20.357,1.348,18.686,0.323,20.358,3007,3457,2699,0.4804,0.984,1.009,1.650,1.315,0.987,1.270,9032.369,5053.259,11097.031,8956.143,5848.441,2163.340,617.790,913.978,0.323,0.352,0.342,0.410,0.151,0.281,3885,11776,0.4194,0.9999,0.9999,0.0620,1.0000,1.0000,0.9173,1.2330,1.0238,0.0214,0.0059,0.0228,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,509,0.9995,0.9782,0.8945,0.9981,0.0288,0.0409,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0590,0.0923,0.0920,0.221,0.238,0.095,0.293
